"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"crowded"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"	"eccentricity"
"main"	117	"PB"	2	2	"Bouma"	"X"	0	8	"L"	"False"	60	240	0	1	1	7	"UIOLDNTBQMEZASYRKHPFXVGJ"	"UBKFVQIZLNTJRHOXEPYSAMDG"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	15	11.5
"main"	119	"PB"	2	2	"Yes"	"K"	0	8	"V"	"False"	120	300	0	1	1	14	"MIAJLVQGKZSPHXDOBEUTRYFN"	"ODXSPHEFVGUJMRNZQITYLBKA"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	6	22	11.5
"main"	133	"PB"	2	2	"Bouma"	"G"	0	6	"U"	"False"	120	300	0	1	1	1	"YHVJIDTLZOBXUQSRAGFKEMPN"	"YMZLQSUGTNAJOHIXKRFDPBVE"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	6	7	11.5
"main"	141	"PB"	2	2	"Yes"	"D"	0	6	"I"	"False"	60	240	0	1	1	4	"DGQIBFMUSZLOEJKYHNPARVTX"	"MAVKGUIORJDZNXYSBQTPEHFL"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	7	10	11.5
"main"	142	"PB"	2	2	"Yes"	"B"	0	6	"S"	"False"	0	0	0	0	0	9	"YQHJAVSRGOPUTLDBINEMZKFX"	"JXTSZVOKQMDIUPANYHFREGBL"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	9	15	11.5
"main"	144	"PB"	2	2	"Yes"	"X"	0	10	"T"	"False"	120	120	0	0	0	-10	"XNIRFZBAKVTYOMPQJEDSHLUG"	"FTYRXGOSLZBQMPNVKDUAEJHI"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	5	0	11.5
"main"	147	"PB"	2	2	"Bouma"	"B"	0	10	"B"	"True"	120	300	0	1	1	0	"OYUGSAZDKTXHMBNFQJLREPIV"	"LNQDUXJTZSBEPGMIRVFKHOYA"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	5	10	11.5
"main"	148	"PB"	2	2	"Yes"	"D"	0	9	"M"	"False"	120	120	0	0	0	9	"ZVGLYXPKSMBUOFQEHNDRTJAI"	"LFNKAQTMVXSYRUDEIPJOGBZH"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	7	18	11.5
"main"	153	"PB"	2	2	"Yes"	"U"	0	8	"H"	"False"	60	60	0	0	0	11	"VAIEBRNJHTQXGPKDLFMUYOSZ"	"GBPIDKQAZLUTVMNEJSXHFOYR"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	14	19	11.5
"main"	154	"PB"	2	2	"Yes"	"K"	0	9	"R"	"False"	60	240	0	1	1	2	"JMUEGDTPNBAIYZRKQXFSHOLV"	"GUNDAMEBXRVKQYHFSZJOTLPI"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	13	11	11.5
"main"	157	"PB"	2	2	"Bouma"	"X"	0	7	"T"	"False"	60	60	0	0	0	-3	"VZHUXGYTOMJFPKRSEBILQDNA"	"PBFLGSAKDEOXQMIHJYURNTVZ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	22	4	11.5
"main"	168	"PB"	2	2	"Bouma"	"J"	0	8	"S"	"False"	0	0	0	0	0	-8	"JETDRLXUSKBAOGVPNQMFYIHZ"	"DTLGYFXMBNRAVJQKIUOSHEZP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	24	0	11.5
"main"	169	"PB"	2	2	"Yes"	"R"	0	10	"G"	"False"	60	60	0	0	0	1	"XFJENPDIYLGRTHAVZMKUQSOB"	"MTJXSFIQVZADNUBLKHGERYOP"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	26	11	11.5
"main"	173	"PB"	2	2	"Bouma"	"A"	0	8	"U"	"False"	120	300	0	1	1	2	"NZVEYTXHFDPSRBOGJALIQKMU"	"GQMVZXDNUSARJLYBEKPITOFH"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	28	10	11.5
"main"	175	"PB"	2	2	"Bouma"	"V"	0	9	"H"	"False"	60	60	0	0	0	2	"IXZTJPURQHYVMGODABLNFSKE"	"SXANJKBIPYVQFTMURDELOHZG"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	26	11	11.5
"main"	176	"PB"	2	2	"Bouma"	"K"	0	8	"H"	"False"	60	60	0	0	0	14	"IENLVMUBHYTDQOJSAGXRFPKZ"	"LJERHDKTSBANYQXUMFIVPGZO"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	28	22	11.5
"main"	178	"PB"	2	2	"Bouma"	"I"	0	6	"M"	"False"	120	120	0	0	0	2	"JTVFYUMGIPBQOSZEAXHRNKDL"	"PJGYFZKAVBREDHIMXNOTSLQU"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	28	8	11.5
