"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"crowded"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"	"eccentricity"
"main"	0	"CharlieBouma"	2	2	"Bouma"	"P"	0	8	"O"	"False"	120	120	0	0	0	-6	"MTPKGLQBOVURIJYFXSNAEHDZ"	"NIFJGESTHDAXVQMLPYBROKZU"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	2	11.5
"main"	1	"CharlieBouma"	2	2	"Bouma"	"E"	0	8	"B"	"False"	60	60	0	0	0	-1	"IGNPZYDEBMJVOFXQHSARULKT"	"BOTSPDGJLYZQMAIFXKRUHNVE"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	7	11.5
"main"	8	"CharlieBouma"	2	2	"Bouma"	"D"	0	10	"H"	"False"	120	120	0	0	0	-7	"VBJDFSEYMXHGNKRPQUTAZLIO"	"KZGLNYPMHRVDUITBJOESFXQA"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	3	11.5
"main"	9	"CharlieBouma"	2	2	"Bouma"	"U"	0	10	"K"	"False"	120	300	0	1	1	-1	"ZLHTNYFQJOUDARVEIKPGMXSB"	"SAFYLBONIUKTHQJEGMPZXDRV"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	9	11.5
"main"	12	"CharlieBouma"	2	2	"Bouma"	"E"	0	7	"Y"	"False"	120	120	0	0	0	-3	"LMHBEOFYATZIKPUSGRDVXJQN"	"ESYDIFQPBHJKMNOLGAUTZVRX"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	4	11.5
"main"	13	"CharlieBouma"	2	2	"Bouma"	"O"	0	7	"D"	"False"	120	300	0	1	1	2	"RTHMFVPYAEDQXSIKNZGBOULJ"	"UIGEBYVDMOQPALXNFKJTHSRZ"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	9	11.5
"main"	15	"CharlieBouma"	2	2	"Bouma"	"T"	0	6	"L"	"False"	120	120	0	0	0	-1	"YGHQZTLBOFJIUEPSKXADNMRV"	"MQKDZVTOHIPGLEXJYFARNSBU"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3	5	11.5
"main"	17	"CharlieBouma"	2	2	"Bouma"	"T"	0	9	"Y"	"False"	120	120	0	0	0	8	"BOFEQAVIHYDXZUMNKTGSRPJL"	"RLIOPJKAEHVQNMDXTZGFYSUB"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	17	11.5
"main"	20	"CharlieBouma"	2	2	"Bouma"	"D"	0	8	"S"	"False"	60	240	0	1	1	2	"JGKBASMOQTIXRYLHVDFEZNUP"	"MRUZHVILSADNGPEFKBXQTYJO"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	10	11.5
"main"	23	"CharlieBouma"	2	2	"Bouma"	"M"	0	10	"T"	"False"	0	180	0	1	1	-3	"JAVKXQZESFHIYLTNDOGRMBUP"	"NZRKBVDMLETHQFIAGJUSPOXY"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	7	11.5
"main"	27	"CharlieBouma"	2	2	"Bouma"	"N"	0	9	"L"	"False"	0	0	0	0	0	1	"JBTQHIEAMLNXSGUZYFKPVROD"	"BKYFUPRELJATDSMZOVQXHNIG"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	10	11.5
"main"	36	"CharlieBouma"	2	2	"Bouma"	"K"	0	7	"J"	"False"	60	240	0	1	1	12	"XEFRPIUZTLODNBQHJKAMSGYV"	"FDLIXUYJREANBGPHZVMKQTOS"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2	19	11.5
"main"	37	"CharlieBouma"	2	2	"Bouma"	"U"	0	9	"F"	"False"	120	300	0	1	1	1	"IPBTKHEUXOZQDRLVGFMANYJS"	"JNEBVAKGLFUSOYXTPZMIQDHR"	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1	10	11.5
