1,0,0,0.5,0,0,NaN,NaN,999,999,999
1,0,0,0.5,1,0,NaN,NaN,999,999,999
1,0,0,1,0,0.31042,6.2889,3.0062,999,999,999
1,0,0,1,1,0,NaN,NaN,999,999,999
1,0,0,1.5,0,0,NaN,NaN,999,999,999
1,0,0,1.5,1,0,NaN,NaN,999,999,999
1,0,1,0.5,0,0,NaN,NaN,999,999,999
1,0,1,0.5,1,0,NaN,NaN,999,999,999
1,0,1,1,0,0,NaN,NaN,999,999,999
1,0,1,1,1,0,NaN,NaN,999,999,999
1,0,1,1.5,0,0,NaN,NaN,999,999,999
1,0,1,1.5,1,0,NaN,NaN,999,999,999
1,0,2,0.5,0,0,NaN,NaN,999,999,999
1,0,2,0.5,1,0,NaN,NaN,999,999,999
1,0,2,1,0,0,NaN,NaN,999,999,999
1,0,2,1,1,0,NaN,NaN,999,999,999
1,0,2,1.5,0,0.18687,2.8867,1.163,999,999,999
1,0,2,1.5,1,0,NaN,NaN,999,999,999
1,0.3,0,0.5,0,0.35661,1.3564,0.57429,999,999,999
1,0.3,0,0.5,1,0.36775,10.701,0.041931,999,999,999
1,0.3,0,1,0,0.4481,0.56772,2.1965,999,999,999
1,0.3,0,1,1,0.3824,12.404,0.057364,999,999,999
1,0.3,0,1.5,0,0.3757,0.87687,0.98551,999,999,999
1,0.3,0,1.5,1,0.4894,3.981,0.55613,999,999,999
1,0.3,1,0.5,0,0.47677,1.9927,1.457,999,999,999
1,0.3,1,0.5,1,0.55483,1.2357,1.1411,999,999,999
1,0.3,1,1,0,0.37941,2.5399,1.6748,999,999,999
1,0.3,1,1,1,0.46661,1.8129,1.1719,999,999,999
1,0.3,1,1.5,0,0.37206,1.405,1.2808,999,999,999
1,0.3,1,1.5,1,0.3671,1.9763,0.65766,999,999,999
1,0.3,2,0.5,0,0.45099,5.0238,1.9817,999,999,999
1,0.3,2,0.5,1,NaN,NaN,NaN,999,999,999
1,0.3,2,1,0,NaN,NaN,NaN,999,999,999
1,0.3,2,1,1,0.52337,3.3474,1.9206,999,999,999
1,0.3,2,1.5,0,NaN,NaN,NaN,999,999,999
1,0.3,2,1.5,1,0.46289,1.8969,1.245,999,999,999
1,0.5,0,0.5,0,0.54198,0.65882,0.69142,999,999,999
1,0.5,0,0.5,1,0.70319,13.072,0.054186,999,999,999
1,0.5,0,1,0,0.6181,0.74393,0.73331,999,999,999
1,0.5,0,1,1,NaN,NaN,NaN,999,999,999
1,0.5,0,1.5,0,0.7262,3.8938,3.2707,999,999,999
1,0.5,0,1.5,1,NaN,NaN,NaN,999,999,999
1,0.5,1,0.5,0,0.69069,2.6971,1.6847,999,999,999
1,0.5,1,0.5,1,0.63402,1.0814,0.9425,999,999,999
1,0.5,1,1,0,0.59288,1.339,1.1802,999,999,999
1,0.5,1,1,1,0.59177,1.6486,0.76784,999,999,999
1,0.5,1,1.5,0,0.66493,15.097,5.3349,999,999,999
1,0.5,1,1.5,1,0.65736,1.7275,0.7148,999,999,999
1,0.5,2,0.5,0,NaN,NaN,NaN,999,999,999
1,0.5,2,0.5,1,0.62825,5.1883,2.2774,999,999,999
1,0.5,2,1,0,NaN,NaN,NaN,999,999,999
1,0.5,2,1,1,0.50133,2.831,1.6841,999,999,999
1,0.5,2,1.5,0,0.59115,2.6695,1.6353,999,999,999
1,0.5,2,1.5,1,0.56371,1.7668,0.90589,999,999,999
1,0.7,0,0.5,0,0.76119,0.7106,0.52243,999,999,999
1,0.7,0,0.5,1,NaN,NaN,NaN,999,999,999
1,0.7,0,1,0,0.82039,0.50648,1.8757,999,999,999
1,0.7,0,1,1,NaN,NaN,NaN,999,999,999
1,0.7,0,1.5,0,0.76552,0.83612,0.65576,999,999,999
1,0.7,0,1.5,1,0.72962,32.408,0.21043,999,999,999
1,0.7,1,0.5,0,0.81953,2.1679,1.4903,999,999,999
1,0.7,1,0.5,1,0.85745,1.1631,1.0544,999,999,999
1,0.7,1,1,0,0.8019,1.7311,1.3183,999,999,999
1,0.7,1,1,1,0.80249,1.5435,0.8219,999,999,999
1,0.7,1,1.5,0,0.79318,3.4566,2.8689,999,999,999
1,0.7,1,1.5,1,0.791,1.432,0.66823,999,999,999
1,0.7,2,0.5,0,0.76964,5.0211,2.2408,999,999,999
1,0.7,2,0.5,1,0.7401,5.0054,2.2375,999,999,999
1,0.7,2,1,0,0.91221,5.0039,2.2371,999,999,999
1,0.7,2,1,1,0.80205,2.9097,1.7342,999,999,999
1,0.7,2,1.5,0,0.75829,32.487,10.435,999,999,999
1,0.7,2,1.5,1,0.85941,1.5052,0.91986,999,999,999
2,0,0,0.5,0,0.99713,13.439,4.3782,999,999,999
2,0,0,0.5,1,0,NaN,NaN,999,999,999
2,0,0,1,0,0,NaN,NaN,999,999,999
2,0,0,1,1,0,NaN,NaN,999,999,999
2,0,0,1.5,0,0,NaN,NaN,999,999,999
2,0,0,1.5,1,0,NaN,NaN,999,999,999
2,0,1,0.5,0,0,NaN,NaN,999,999,999
2,0,1,0.5,1,0,NaN,NaN,999,999,999
2,0,1,1,0,0,NaN,NaN,999,999,999
2,0,1,1,1,0,NaN,NaN,999,999,999
2,0,1,1.5,0,0,NaN,NaN,999,999,999
