1,0,0,0.5,0,0,NaN,NaN
1,0,0,0.5,1,0,NaN,NaN
1,0,0,1,0,0.18413,194.63,92
1,0,0,1,1,0,NaN,NaN
1,0,0,1.5,0,0,NaN,NaN
1,0,0,1.5,1,0,NaN,NaN
1,0,1,0.5,0,0,NaN,NaN
1,0,1,0.5,1,0,NaN,NaN
1,0,1,1,0,0,NaN,NaN
1,0,1,1,1,0,NaN,NaN
1,0,1,1.5,0,0,NaN,NaN
1,0,1,1.5,1,0,NaN,NaN
1,0,2,0.5,0,0,NaN,NaN
1,0,2,0.5,1,0,NaN,NaN
1,0,2,1,0,0,NaN,NaN
1,0,2,1,1,0,NaN,NaN
1,0,2,1.5,0,0.10082,86.965,29.23
1,0,2,1.5,1,0,NaN,NaN
1,0.3,0,0.5,0,0.2709,66.982,27.707
1,0.3,0,0.5,1,0.27579,416.67,0.52098
1,0.3,0,1,0,0.34539,5.0314,93.527
1,0.3,0,1,1,0.28787,416.67,0.56815
1,0.3,0,1.5,0,0.27819,41.609,53.223
1,0.3,0,1.5,1,0.35283,189.72,17.182
1,0.3,1,0.5,0,0.36841,109.17,91.683
1,0.3,1,0.5,1,0.45083,75.018,75.646
1,0.3,1,1,0,0.27282,118,98.932
1,0.3,1,1,1,0.34946,110.37,63.851
1,0.3,1,1.5,0,0.26707,73.265,75.471
1,0.3,1,1.5,1,0.26604,114.26,29.191
1,0.3,2,0.5,0,0.32671,416.67,164.6
1,0.3,2,0.5,1,0.29228,416.67,185.69
1,0.3,2,1,0,0.29118,416.67,186.02
1,0.3,2,1,1,0.39057,184.36,66.084
1,0.3,2,1.5,0,0.2142,416.67,188.86
1,0.3,2,1.5,1,0.34532,110.58,60.838
1,0.5,0,0.5,0,0.45585,38.381,44.986
1,0.5,0,0.5,1,0.62336,416.67,0.49674
1,0.5,0,1,0,0.52546,46.792,49.192
1,0.5,0,1,1,0.5073,416.67,0.58453
1,0.5,0,1.5,0,0.6356,109.12,173.91
1,0.5,0,1.5,1,0.503,416.67,0.63567
1,0.5,1,0.5,0,0.59627,148.99,111.15
1,0.5,1,0.5,1,0.53396,74.288,63.371
1,0.5,1,1,0,0.48825,81.244,79.146
1,0.5,1,1,1,0.47233,114.41,42.575
1,0.5,1,1.5,0,0.56772,416.67,243.45
1,0.5,1,1.5,1,0.54547,121.29,40.563
1,0.5,2,0.5,0,0.53065,416.67,186.15
1,0.5,2,0.5,1,0.52036,416.67,186.26
1,0.5,2,1,0,0.47362,416.67,186.2
1,0.5,2,1,1,0.39667,228.74,138.05
