"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"streamsPerRing"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"responsePos"	"fixationReject"
"main"	20	"IK4 "	" oneCued "	0	" right "	2	45	"Q "	0	6	"D "	0	1	0	2	"RLYTAPZNIMHVSUGQFXEOBDKJ"	"MNGLPRDKQBEFHSOTAVJZXUIY"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	8	FALSE
"main"	21	"IK4 "	" oneCued "	0	" right "	2	0	"S "	0	10	"Z "	0	0	0	3	"MXEVOHBKRGZTJSNYFLQUIDAP"	"EUTVNKMFOZXRLDPHBJASYIGQ"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	13	FALSE
"main"	22	"IK4 "	" oneCued "	0	" right "	2	0	"M "	0	7	"N "	0	1	0	16	"BHSUFTIZQPANRMVOKGDEYLJX"	"FIUQTGSNHPABXYVKDLROZEJM"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	23	FALSE
"main"	26	"IK4 "	" oneCued "	0	" right "	2	90	"A "	0	8	"R "	0	1	0	1	"OAZSDHENVUGBQMYJPKTLRXIF"	"NFSPHKBURAXEMDVLZJOQGTIY"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	9	FALSE
"main"	28	"IK4 "	" oneCued "	0	" right "	2	0	"Z "	0	10	"U "	0	1	0	2	"UQBHZAOEVDJFTKNPMLXGIRSY"	"SDXAMGFOPYUEZLJBTRQINKHV"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	12	FALSE
"main"	29	"IK4 "	" oneCued "	0	" right "	2	90	"G "	0	9	"G "	1	0	0	0	"UQEFNHLTAGSOJYRPDMVBZXKI"	"JVFZLKEDOTRQGAHYIXBSPUNM"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	9	FALSE
"main"	31	"IK4 "	" oneCued "	0	" right "	2	180	"N "	0	8	"J "	0	1	0	5	"EOIZBAYLVXTNFSMKPGRJQHUD"	"KPDEHFBZJYILTNGASQXURVMO"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	13	FALSE
"main"	33	"IK4 "	" oneCued "	0	" right "	2	180	"R "	0	6	"Z "	0	0	0	1	"JXEOMIZRTHKQGNUADVBYFSPL"	"YZLSJBPDANVUQRFTHXMKGIOE"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	7	FALSE
"main"	35	"IK4 "	" oneCued "	0	" right "	2	315	"O "	0	9	"J "	0	0	0	1	"SDVXMTPNHJOFZULRAEYGKBIQ"	"ISVDRETLPNAQFGZOXUHJMYKB"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	10	FALSE
"main"	36	"IK4 "	" oneCued "	0	" right "	2	135	"E "	0	6	"D "	0	1	0	2	"AUKDYRGPJBHQNFVLZOEXMSTI"	"PBKGQIDREJFHTVUZAXLMYNOS"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	8	FALSE
