experimentPhase	trialnum	subject	nStreams	ring	crowded	resp0	button0	cuePos0	answer0	correct0	pairAngle0	whichStreamCuedAngle0	whichRespCue0	whichInPair0	cuedStream0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	timingBlips
main	0	LC1SONA	2	1	Yes	N	0	8	R	False	0	30.0	0	0	0	8	DPYGKUBZRIVXLJHMNFSATQEO	UPYRLKBQHFXGDZJMSVTOIANE	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	1	LC1SONA	2	2	Yes	B	0	9	J	False	120	120.0	0	0	0	1	KLHADGXOVJBSPUIYNEZRFMQT	TKNYUBPJIVAESMQDLXHGOZRF	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	2	LC1SONA	2	0	Yes	S	0	9	S	True	0	0.0	0	0	0	0	LQKTPXDHESZFMJAVNIYOBRGU	SNIFBTJXOLAZYMHRGUKDVQEP	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	3	LC1SONA	2	1	Yes	K	0	9	K	True	0	30.0	0	0	0	0	YRSZLVDQIKGJPNEXATBMUFHO	AMVZHSQJYIGNKOUPDBLTERFX	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	4	LC1SONA	2	0	Yes	O	0	10	M	False	60	240.0	0	1	1	1	ZVMGKXIBAEPUTYNODFHJRQLS	NRHXSFUKEZMOPBLTQIVJGYDA	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	5	LC1SONA	2	1	Bouma	E	0	10	Y	False	60	270.0	0	1	1	1	LFUOYSTKIQEJHAPGMNZVDXRB	FXANRPTBVGYEJSHLMOKDQIUZ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	6	LC1SONA	2	2	Yes	L	0	7	O	False	120	120.0	0	0	0	1	FJAXQBMOLTNUGDIVHRZYSEPK	KQOJZYTMUSVLREHGBDNIAPXF	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	7	LC1SONA	2	0	Bouma	A	0	10	A	True	60	240.0	0	1	1	0	YXNVKQDSGJOZMEFHPAILBRTU	HJTPRKGBEFAQVUNOMIDZYLSX	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	8	LC1SONA	2	1	Bouma	M	0	6	Y	False	60	270.0	0	1	1	-3	VMIRHAGKNDZBXYPJUSLQETFO	RFEMBGYNVTPUOSZDXLAQHJIK	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	9	LC1SONA	2	0	Yes	S	0	10	T	False	60	60.0	0	0	0	1	EQGZAOPYKJTSLRVHNBXMFUDI	XMEHKZPYFAVQSTGIRBOJNDLU	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	10	LC1SONA	2	2	Yes	K	0	7	Z	False	60	240.0	0	1	1	2	UGBPDIAMVHOXZSLKNQETYRFJ	ASNGULDZJKHVXTYIBRFEOPQM	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	11	LC1SONA	2	0	Bouma	P	0	8	M	False	120	300.0	0	1	1	15	JXTBMKSZQADOIUNVLHGPFERY	OSGEIZHTMQBFJNDUYRVKXALP	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	12	LC1SONA	2	1	Yes	V	0	6	I	False	120	150.0	0	0	0	4	XGQTPZILYBVKUSENJARODHFM	IBTVYFLMOQNPDSJXHREZKAUG	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	13	LC1SONA	2	0	Bouma	N	0	7	Y	False	120	120.0	0	0	0	1	SXJUGKIYNAMHQFTEODRVPZLB	UEQMVIRTXJKAGOYZHPFBDSNL	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	14	LC1SONA	2	1	Yes	S	0	7	F	False	60	270.0	0	1	1	1	EHAIROGMLDZQXPYJBVFTNSUK	OXAKBTLFSVYPZIGMQUEDJHRN	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	15	LC1SONA	2	0	Bouma	P	0	8	F	False	0	0.0	0	0	0	5	ELZIXUNSFDBHAPQGKRTJOVMY	MHPJDVBZARKGYOSIEXNTFLQU	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	16	LC1SONA	2	2	Yes	R	0	9	I	False	60	60.0	0	0	0	2	AVFDZHQONISRKUBMPYEJGXLT	GETDNQLXPBJSRZAKYFVHUMIO	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	17	LC1SONA	2	0	Yes	A	0	10	E	False	120	300.0	0	1	1	1	LGDPJQATYEHVUMSXZONRKFIB	PYSXTRVQKBEAZUDILMFHNGJO	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	18	LC1SONA	2	2	Bouma	Y	0	9	T	False	60	60.0	0	0	0	1	AZDUSIROBTYVPGFXKMJLHENQ	HBAXFYSKDPUIQVOZMJENLGRT	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	19	LC1SONA	2	2	Bouma	D	0	7	Q	False	0	0.0	0	0	0	1	OBEFPSGQDZLMUNXYAIVKRTHJ	VZEJUDLHKROYPSFQAXBMGTNI	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	20	LC1SONA	2	1	Yes	F	0	9	Q	False	60	90.0	0	0	0	1	PSMHZNTKJQFIBVUEXAGLYDRO	ADFTBQJYULERHZSKMVXNOIGP	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	21	LC1SONA	2	0	Yes	I	0	9	T	False	60	60.0	0	0	0	-1	HJYXGPFUITLEAOKDSRBMZQVN	UEMVLTHBOFJGNQIPRDZSYKXA	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	22	LC1SONA	2	1	Bouma	A	0	7	V	False	120	330.0	0	1	1	2	STUILNEGPFZRJHQOYMVXABKD	GDIETPSVLAYJUORKFMXNHBQZ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	23	LC1SONA	2	0	Bouma	M	0	10	Z	False	120	300.0	0	1	1	6	IPUBKDMRJGZLEQAOFXVNYTHS	VUPDNEAKOIZLBRFQMTYHSJGX	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	24	LC1SONA	2	2	Bouma	H	0	9	K	False	120	120.0	0	0	0	11	ENGMIVZDPKFTOBRXYASLHQUJ	HERFPOSUTGQBNLDXYIAKJMZV	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	25	LC1SONA	2	2	Bouma	R	0	8	Y	False	120	300.0	0	1	1	-5	EMOYLRUNIPHXVAQKJGBZFTSD	SZBREQNGYPLXHATOJFDMVKUI	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	26	LC1SONA	2	1	Yes	G	0	7	L	False	0	210.0	0	1	1	2	MYKXEHLDGFVQASUIBONZTPRJ	FYRXOIPLAGKTDJSZNUQBEVHM	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	27	LC1SONA	2	0	Bouma	L	0	7	O	False	0	0.0	0	0	0	-1	IKYFPDLOTMUZHJVRXSGNABEQ	MKBHSZOFXYUGQVRPLEADIJNT	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	28	LC1SONA	2	0	Bouma	N	0	6	L	False	120	300.0	0	1	1	-6	NUALJPQDBSKIREMZGFYHOTVX	NKFQJRLMIOPGZBEAHYUTDSXV	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	29	LC1SONA	2	0	Yes	G	0	6	L	False	60	240.0	0	1	1	1	UFJSVYQDXZETMPAGBLNIKROH	JERPIVLGQFUYDZXAHBKNTSMO	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	30	LC1SONA	2	1	Yes	H	0	7	F	False	0	30.0	0	0	0	-3	TKOGHUYFIMSVZLNDEBJQPARX	ARGOQKVNIFHPXELUMSBZDJYT	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	31	LC1SONA	2	1	Yes	P	0	6	Y	False	60	90.0	0	0	0	-3	TMZPABYFJVEXGDINSRLHUKOQ	GISHNULTVAQRDJOEMFBYXPKZ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	32	LC1SONA	2	1	Bouma	M	0	6	J	False	120	330.0	0	1	1	-5	AJYSBMUQILDPTEHRKOXVGFNZ	RMDFIQJKYGZSOXHLPVETNBUA	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	33	LC1SONA	2	1	Yes	N	0	7	M	False	60	90.0	0	0	0	-1	ZLIKJHNMPEUQRFBGSVTDAYOX	ESVFTUDIOHRPBLKNYJZXGMQA	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	34	LC1SONA	2	1	Yes	R	0	7	L	False	120	330.0	0	1	1	1	HGVYNLFMDRKZUQSJIXTAOPBE	QXVKUOHLRPNETDMBFYZAGJIS	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	35	LC1SONA	2	1	Yes	R	0	9	P	False	60	270.0	0	1	1	1	ZQBGKFISDYHERJTLUXNVPOMA	GUIFZXSMDPREVOKTBLNHQYAJ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	36	LC1SONA	2	1	Bouma	T	0	8	R	False	0	30.0	0	0	0	-1	EZKPGOFTRJYSMQIBUDAVXNLH	PBTDJQUOGRIZYSVLAKNMFEXH	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	37	LC1SONA	2	2	Yes	F	0	8	L	False	60	240.0	0	1	1	10	REDONPIHBMAGJLUYVXQFKSTZ	ZSYVOUMILTPEARNBDHFKQGJX	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	38	LC1SONA	2	1	Bouma	B	0	7	R	False	120	150.0	0	0	0	-1	DEYMUKBRONTSLIQHXFAPGVJZ	KJURHZXQLNMBVTIYOPEAFDGS	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	39	LC1SONA	2	2	Bouma	Y	0	6	U	False	120	120.0	0	0	0	-2	LXFAYZUVBMJOIPSERDGKTQNH	OTHBXJZFGLSAUQMPRVDKYNEI	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	40	LC1SONA	2	2	Yes	X	0	8	G	False	120	300.0	0	1	1	12	OSYHQDMTKFVXGZAIEJNBRPUL	PORZDUSKGYITENBAHMVQXJLF	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	41	LC1SONA	2	0	Yes	D	0	6	X	False	60	60.0	0	0	0	-6	DSTLMPXJGQOFERNBVUZIKHYA	LNZUJEGPVKHYQADOTRXFIMBS	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	42	LC1SONA	2	2	Yes	P	0	8	T	False	0	180.0	0	1	1	1	LEDMTPZHKYUSBFNJQRVIXAGO	BULXMSNRTPIEGYAKQOVDJZFH	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	43	LC1SONA	2	2	Yes	S	0	10	S	True	0	180.0	0	1	1	0	SBXADYRFZKHJTMLUEPVQONGI	EFJQDXLRMTSHIYUAOGBVKNZP	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	44	LC1SONA	2	1	Yes	S	0	6	S	True	0	30.0	0	0	0	0	XHJPNOSEBMVUDZKTGLRQFAIY	LQBZGMHFAJXNEKPTSDOVUYRI	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	45	LC1SONA	2	1	Yes	Y	0	10	Y	True	120	330.0	0	1	1	0	OZXKQLFTIJNDRMGUBASVPHEY	VBTUGPJZINYQOMEKDHLXSFAR	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	46	LC1SONA	2	2	Yes	N	0	10	N	True	120	120.0	0	0	0	0	LJTXVUSIHZNEAQGRYMOPKDBF	XPDKBSQRLTAIJMYNVEUGOHFZ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	47	LC1SONA	2	2	Bouma	M	0	9	T	False	0	0.0	0	0	0	3	UXGYAOQZNTBRMFSPVLIKDEJH	UHPDNEOSJBIKTXVYFALQZMGR	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	48	LC1SONA	2	2	Yes	B	0	10	R	False	60	60.0	0	0	0	13	PDHOZTLXNURSEMFVAQYJGKIB	UFIYREMQGAJSKPDZXBTLVNHO	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	49	LC1SONA	2	1	Yes	M	0	10	M	True	120	150.0	0	0	0	0	BOIHTUGRZXMNSFVJPDKLYEQA	YXJQUNVDFZKIHBEPLTSOGRAM	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	50	LC1SONA	2	2	Bouma	X	0	9	I	False	120	300.0	0	1	1	8	XPDHJLEMIVSYGZROQKUTBFAN	TLEYKQBDRIGVNPMZSXAJOUHF	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	51	LC1SONA	2	0	Bouma	B	0	7	B	True	60	60.0	0	0	0	0	ROYVPTABDZLFQIJUNHEGKMXS	FRNQMGBILVSEXUJOKAPYZHDT	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
