experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	resp0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	timingBlips
main	0 	CL 	 oneCued 	 0.0 	 right 	D 	B 	0.0 	0 	0 	8.0 	JEYRNOIUWBAKQZVXHDCLPSTFGM	RXATQONGPFIJDZSUBVWKEHYLCM	QWXIZSFURPJLDKYCAOTBGHNEVM	NMETPWGYVJZDSHBQIUXKFLCRAO	DNTWZASBHGCFQUPYLRXOVKEJIM	MVEWUXDCNKJALIZHGYPRFSQBTO	0
main	1 	CL 	 oneCued 	 0.0 	 right 	B 	P 	0.0 	3 	0 	12.0 	ZAKBGLPNERWCTOFUSJQHVDMXYI	RGOQVFIUMBTKACYHWLENZDJSXP	EOVZYGRTABPSQJMCDHNKILWUXF	UMWGAKFNPYJRLDCHQZXOBTISVE	OSDGWNRLZFCQUJXYIEMBHPKVTA	AZTWJNLFSEXGMICYKUPVBRODQH	0
main	2 	CL 	 oneCued 	 0.0 	 left 	C 	Z 	0.0 	1 	0 	16.0 	HONLJKFZUXQEPRWVMSITDBAYGC	APTNLYXWDZIEMQOHKURVBFGSJC	BEWRMCDLIZUGOYTXHNSKFJVPQA	RXUICGBNLYVTDOKAESMHJWFQZP	ROKBIDMNEGTWVPXHZQYSFCJAUL	IYDRSUTAPJFHLMCOQZBNGKXVWE	0
main	3 	CL 	 oneCued 	 0.0 	 left 	O 	A 	0.0 	0 	0 	4.0 	BWHDEFKYMNATPUOLQCSGVZJXRI	HOLNPKFYCBQUWARJTZVSIGDEMX	MEXDOYHQATNBCPSVWLIKZUFGRJ	MROWKSEVGIHDCAQUYNFXZPJBLT	YRUNJIMLHKEAZGVPBWOXDSTFCQ	VISTHZBXREFNPQAWGCLJUDYMOK	0
main	4 	CL 	 oneCued 	 0.0 	 left 	T 	Z 	0.0 	3 	0 	4.0 	KMZOTIFSAQRPCUWBJEGYLXVNDH	ALHFIPKEROYQJSXNGZTMUDBVWC	LYGOHTZJRMUBCAIQPNDSXWEKVF	XAUDRHZEYOTLMNSQKJIPFCBVGW	JFIADGCZMKUOHNTRWSYLVPXQBE	MAPUTZHOSKNEQGYWLFRXIVBDCJ	0
main	5 	CL 	 oneCued 	 0.0 	 left 	Z 	C 	0.0 	3 	0 	-9.0 	APIHZRDCKXNLQOJBUTSYVMFWEG	YIMTJRSVQHNDFUKOZLXECPGABW	JYWUCPFGOSXRMQZBVLAKNIEDHT	ZHMXWJFRVCTPIYQEGSOLABNDKU	THGYOVMNPKUZQDLFWXBISEAJCR	LORHNXJWVAZGYBPQCDSITEUMKF	0
main	6 	CL 	 oneCued 	 0.0 	 right 	P 	Q 	0.0 	4 	0 	4.0 	SEHNMTBPLXYURCWZGKJDFIOQAV	GFUHCXLQAZRBWOJVPTSNIYDMEK	XWUFRVTNKIHZSALDJYPBQCGMOE	UBXYGLWCMJVHSIQPAODEFTKRZN	GEIHYJMUTAQOFZPXBCKSWDLNRV	JROISWFPQHLANGDBTKCUXVZYEM	0
main	7 	CL 	 oneCued 	 0.0 	 left 	G 	D 	0.0 	2 	0 	4.0 	MVOBDRXFUHQWLCNKPATIZGSYJE	JZKWANCFVURPDTSGHMOQYEXBLI	BNVUKORSDQTJGICEAYFXZHLMPW	NXDJOMSICKTVHLFUBPGRZQWEAY	TINYDRVUWQXPKLEFBACHJSZGMO	TOZSBNVURLQMEGHKAPWJXYDFIC	0
main	8 	CL 	 oneCued 	 0.0 	 left 	W 	T 	0.0 	1 	0 	4.0 	CZMEHSYFADTIGRJVXWONKPQLBU	CQJPBGVTFMKWOLHADYXNSZIURE	MWNDLAZYHJPXFERTKOVQGSCBIU	BHLDKPFRGTYOJSAENZXMVCQUIW	WLIUYESKTCHPDZNOQJXMRAVGBF	JIYMXOUBDLPNFZAKTCQWHERGVS	0
main	9 	CL 	 oneCued 	 0.0 	 left 	F 	E 	0.0 	0 	0 	3.0 	VQNKTXHEJIFDRLPOWYUSGCBAMZ	AWPOJIGQZSYRUVMFCEBLKDNTXH	PKMTCLBUAWINRVXYGHSDEJOZFQ	QAEKHTJMNSCIULYGWXBFZDVPRO	QXDRBYFKPTSNJGAZLOMICEWUVH	SKDXPQGCIYZVUBLTWNMRJAHEFO	0
main	10 	CL 	 oneCued 	 0.0 	 right 	C 	F 	0.0 	0 	0 	3.0 	TEZHADNOFSVCIPRUMYKXGQBJLW	HSIFANGWDRQXMLVYZUJEKPOCTB	FSTWZNEKIGUBMRHYVLQDAXPCOJ	UHCGRIDVLEJNZTBWOXSYFQMKAP	NMRCGLXEHBQSFVWTZPDJAUOYKI	RKZYUIJDWXTVOMQLEGNPSCAFBH	0
main	11 	CL 	 oneCued 	 0.0 	 left 	Z 	U 	0.0 	4 	0 	3.0 	MILWZDEFNASTRUYHOKBXVQCGJP	FBEDXUHVJMLAQOZPTWIKRGYSNC	ZVNJOWMQURHPYKTDCBSAIEXFGL	NCYZRXPITHAGQLKMBEDWVOJFSU	BEVONRHCTJUAGZDWPMISKYLXQF	DYXGTILWUAKVQBRPZCHSNFJMOE	0
main	12 	CL 	 oneCued 	 0.0 	 right 	G 	R 	0.0 	2 	0 	15.0 	GPSCBODUINKLVTAJRWMHZQYXEF	YMGUAQEIODFKTCWSHPVBRXZJLN	IMWBAUQYSHRFCPEOLKXZJNVTDG	LMDIPXVSZFQNUAEJWRKTGOCBYH	ISCXKGATDUMENHVYQFZLWOPRJB	HUQYCJPBSZFNDOIETKWVXMLRGA	0
main	13 	CL 	 oneCued 	 0.0 	 right 	R 	Y 	0.0 	2 	0 	2.0 	IYHUCQZWMXBSLJKETGDNFRVPOA	MVWGBUHEJZAOCTPIYSNDQXRLKF	JCWXBMKYERNFDSTVUOHAZLPIGQ	KFXMHGICRONWUZQPJATVLSYEDB	PHETWYRNLBQVGADUOKXICFMZJS	MNCIXYWVZFTOPAJLDKRHUQGSEB	0
main	14 	CL 	 oneCued 	 0.0 	 right 	S 	D 	0.0 	0 	0 	12.0 	NFGWCBDHTOAJKYIUEVSZLMQXPR	POYEGSHVXJRUITMQLZDBFKWACN	XTOCUIEJNWVQPGBZLKDSMYAHRF	GWHUOXLTNSIQJMFRVEAPZBYCDK	OWPYVKSUJQDCEGFTHRINXZABLM	HBTJIFEZKNSRWGQPOUXVDAMCYL	0
main	15 	CL 	 oneCued 	 0.0 	 right 	F 	I 	0.0 	2 	0 	3.0 	XRWCPQLZOYISTHJBVNMGKEDAFU	BSYEXPOVFKHNQLRAIDZUCTGJWM	QAOVKYGWBIHCFJSTEPUNXRMDZL	VBCWNAFPMEOSDJLTYUIXHRQZGK	EIUPSQMYKWBJZHCGRAXDLTFNOV	LKWVNGZAIESJOCDHYQURBXTMFP	0
