experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	resp0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	timingBlips
main	52 	AH 	 oneCued 	 0.0 	 left 	J 	K 	0.0 	7 	0 	1.0 	YXGKJIMAVWEFPBSTUNOZLDHQCR	PNTFMIGHDSZQXEOABWVRKJCYUL	DVYQNMFBCSKPLZXUJOHAETGWIR	HGOCSJUANXLETYBRWQZFKIDMPV	ZAKIMLUDCYOEJPRVXWHTGQBSNF	YZDSWLBPXOGUERTNIHAFMJKQCV	JEPTKGLDXBHZVSCOQIWMANUFYR	EZFICYOKJTSWRUANLDVHXPQGMB	0
main	53 	AH 	 oneCued 	 0.0 	 left 	W 	U 	0.0 	0 	0 	1.0 	NJAKDYHTMUWZIBVLREFCOQPGXS	GFVCQYHARSWEMBKOPLTIXJUNZD	KRICZDBJPTAFHYOUMESQNWLGXV	ROZKSUHYVBWNAEFTDQGXPCJILM	YTEGZOCDMAKNSWFPULJRXHIVQB	OCVMPHQDBAJNGXKRZFWUIYELTS	NWOVGIAKCZPQHBJMRFUSDELYTX	OKLWDAYBXFRHCUPGZNISMEJVQT	0
main	54 	AH 	 oneCued 	 0.0 	 left 	G 	F 	0.0 	5 	0 	2.0 	HPKTXOZQVFMBGLDANCWRYUSEIJ	CHGNLTJFUDYROWSXQVKMAEIBZP	HVORILGNAPBKXEDMCYWQSZUJFT	QWANHYXRVJLZKCUOBETDFGMIPS	VZOFAEXYMLQNJDKWIHCGBUSRPT	NUZSHEWQOBFTGLXPYIJKCADVMR	MAURTYPJDHNFLBVSCWGOXKIZEQ	KEZVHWNJGDCXSYLFURIPAOMQTB	0
main	55 	AH 	 oneCued 	 0.0 	 left 	V 	K 	0.0 	2 	0 	-3.0 	FSWOTCBZQEIMXKRPHDJULGYAVN	CJNTAUOWYBMVHRGSEQXZFKPDIL	PMLVQIKABXWJNZGYCOFHTREUSD	ZPOKSFGBYTRVCJEAHQILUDMNXW	GKLZQRAXHFPVIMJBUWCYETSNDO	FLHOGWTNYPUSEBDACJVRIQZXMK	STJUBLQYDPFKXACOWNMEGIRHVZ	PUAYENFJBTRLGIXVKSQCZHDWOM	0
main	56 	AH 	 oneCued 	 0.0 	 left 	X 	S 	0.0 	3 	0 	1.0 	TIZNVXHUMAGCSOWYEFJPBQRDLK	MELKIOTGVWDNJBYQARXSHFZPUC	DLPZCGNHRMKBVJASOYUQWEIFTX	WZMEFCUYQTSXDGRIKJHLNAVPOB	JIRNSGQTZECBKUOYXAHWLFPMVD	KBHLPXUDTGMWYJQRINOCASVEZF	MFVDRQWNXHSTAZUGOEPKYLJBIC	PYUAMZQDESLIOXWCFBRGNTHJKV	0
main	57 	AH 	 oneCued 	 0.0 	 right 	B 	C 	0.0 	3 	0 	2.0 	HYSDPTRQFIWMGEJVCLUNAXKBOZ	MEFYDNXBHIPSWVGULQZOTKRCAJ	TPLZQUSAIDEBVHYCOJKFRNGWMX	OMYELDFCIBTWZRKNGQUPAXJHVS	ALSHQFTZKCPIVNMJXUREWYBODG	ATYERKOFWPLUHXIDZCMBGSNQJV	KMTANXLGHZIPVDEQYBCOWJUFSR	FYJBUPWRXENLIKHVTSOMACGZDQ	0
main	58 	AH 	 oneCued 	 0.0 	 left 	P 	Y 	0.0 	5 	0 	1.0 	ZYRAMQODJVTEHFIBCKGXWPNSLU	VMTKOCFYUHQJLSZWXAPINERGDB	ZYKJCMUXSDRTBPVILHEOANFWGQ	HJGSLZRFPTVQMOUXCKEIBYDWAN	HQBYCPVFLGUTMRNWSZADIOEXJK	DJIXLBYPFGZKWOSVNTMCEQHURA	TBIZSNVJMRQEKFAYWUCXDPLHGO	WKSLBAHCFEZXGITRUMOYPJDQNV	0
main	59 	AH 	 oneCued 	 0.0 	 right 	M 	G 	0.0 	4 	0 	1.0 	MXLNOPYZGUDVEBFWHTQAIRJCKS	GASRCDFPEILBKNQYOMXWUZJVTH	RGHAQEZIKDPMNTXOCLVWJYUBFS	TZLVJYAKMCISFUWXBNDOQGHERP	LJWITRYPHKGMUEABXZNCSQODFV	DXPFUZORSAKJGCHVTWYQNIMBLE	FNIDGVHRTLZKBCUAPQXMESJWOY	QHMBTAUFYXSZRPIJNGDOWLKECV	0
main	60 	AH 	 oneCued 	 0.0 	 left 	A 	L 	0.0 	1 	0 	1.0 	SQBXZTRJAFPOHLIWEVNMUCYKDG	GVZFSYLADBNPEJIUQKXHCORMWT	QMADHGBUIVKEXFYNLRJOSWTPCZ	GWVZHBSUNOAPKRIYLQMTEXCJDF	DGQYJCXHMRZSLNFOBUITAEKVWP	PVTBCYUXZFNHOLRDJSGWMQKIEA	IRKDYPBAWHLSUQVZFCOTXEMJNG	BMTDEVHFPOSJNUIRGWCYAXKZQL	0
main	61 	AH 	 oneCued 	 0.0 	 left 	G 	J 	0.0 	3 	0 	2.0 	EFBWRVGSZDHXYPUQNAKOLMJICT	AKFWSZNTYPOJIRBLUCHVDMQEXG	FZSJIHRQLPGNAUTXEWDCKVBOYM	YQVLZEUJPGHAFRSNCMOBXWDTIK	GPAXOLWUCKNIFDEYTVBMRQSJZH	QDVNUHICJMXBLTWFZYRPAGESKO	XQFULDITPZRCSWKHVJAONMGEBY	KFOVDEWQJUMPXYSLRZCHTGNAIB	0
main	62 	AH 	 oneCued 	 0.0 	 left 	Q 	L 	0.0 	4 	0 	2.0 	VHXKAWQOYTJNMLCSEZPDIURGFB	THRFLPDBSWNOQIKJECYAMZVGUX	IPWTMEOUZKQRBLFHGXNSAYVJCD	MHRNVKUWOIGLYXJQDAFBTECZSP	AJZPBULNQCKYOHIRTWGFVXSEDM	CZLEDHWFRVSIBKAPXNGTUMOJQY	XDOZGFMABKRTELHYUPQIJCWVSN	PKQCLVRYJUEHFDZNIMWGBOTXAS	0
main	63 	AH 	 oneCued 	 0.0 	 left 	P 	H 	0.0 	3 	0 	1.0 	ZGRUFADTPHJLNMQBCVSXWKYEOI	XWIMFLVBZEOKDSJQCHTUNGYRPA	ZMACYUETGHLQVSJBIKFNOWPRXD	ZOADBQNMTGHPFLCVJKWSRYEIXU	LTYBCVSOJNUPXRDEWZKFMHGIQA	KOPIQJVXUYLGZSHCNFTRMDBEAW	DAXZQOHFKCWNPSBMJLEURYIVTG	REUCJWKFLNHSZOXITAMYVBGPQD	0
main	64 	AH 	 oneCued 	 0.0 	 left 	S 	W 	0.0 	4 	0 	2.0 	ARYCEXNGHDJUQBTMWVPSKLOFIZ	RBOHDSJGZNITYXAKPLMUCWVFQE	HZSERBUTXDGQLFKWYVJPNIOCMA	FZDITOGAEJUNCRHBKYMSWVQLPX	EBNOKCAZPWQSUXLVDGFYHIJMTR	WSJMPKFIECNTQRABXOYHVLZDUG	HJEFZGYOVWABICMKQUNTLRSDPX	KZBWIOUGLHDTVFQERSMAXJNPYC	0
main	65 	AH 	 oneCued 	 0.0 	 left 	C 	E 	0.0 	2 	0 	-4.0 	COVBIAFYGWPDTENRLZUQMHSXKJ	QJAWMXSCHBILKOPDURYVTNFZGE	UVXNGDCAHTEQJROKWPFISLYBMZ	CGTHLEUFMJIRXODVQKYNASPBWZ	YGJFTDWEPLXVAHRQOMBZSUNCKI	NRXFQPGWJOKCMLEBADSVZHYUTI	SLYTENIKZBFHJVRGPAWQOUXCMD	UYLOMIHEWXBKQFPCVNDRZASJGT	0
main	66 	AH 	 oneCued 	 0.0 	 right 	P 	R 	0.0 	1 	0 	2.0 	UHORXBCAPVFQJSYWNZKTIDMGLE	VKFUIERAPDJYBQWZNHGMSCTOXL	BRVZONLIAGPCFXWUMEJSKYTHDQ	DMUTGPBKIQEWLJHVZXONSAFRCY	INTHZWBPKORCQJYLDMAXFEUVGS	KEXLQOUHCMPFWGRNDSTZBYJIVA	DRXFJBENPKSGTZOHCAILVQYMWU	ZTJIEFHBKGUXORCNWSMDAQVLPY	0
main	67 	AH 	 oneCued 	 0.0 	 right 	M 	Y 	0.0 	3 	0 	2.0 	MBPLOEHQURNSGXDTYVJKZWFACI	QHMDCGYFTZEBALKIPVOUSXNJRW	QNWIHBZTXEOKVDLRYPSGMFUJAC	VIWPQBXYJMZFEKRNAHTCDSGOLU	MVKALYGQHFNCJUZSBOWEIXDRTP	DHEKAPXNVUOQCSTYBWMRGFJLZI	RSYPMJVXNALUGHKEOITWZQBFDC	UZROVLESQCPKNFAMDGWIXTYJBH	0
main	68 	AH 	 oneCued 	 0.0 	 right 	L 	K 	0.0 	7 	0 	2.0 	WNPZMDJOVFTGCYAXHRQUBLESKI	XZUWBACDVONKIEFMTLPQRSJHYG	IAGXFJUEOYZBPLQMWTKDSCRVNH	FLCKTDNEYBUZIAQRPMGVXJWOHS	ZYVMEXURQHJPBIADGCOKTFNSWL	OCIVFNYXAUSKGLBZETMQDRWPHJ	BTHRNDKJUEVXZAGSYMFWQCLOPI	JAFXBYCPDKTLOMINVHEZRUGSWQ	0
main	69 	AH 	 oneCued 	 0.0 	 right 	Q 	D 	0.0 	5 	0 	2.0 	ITVPMEGBYRXDZQLKNHOCJUWAFS	ZTJKDMNBYLACERVSGIUHOXWQPF	OCLAKUPZVRHSFQEJBYMNGDTXWI	VPFMLRBCKWZSXEGIAUQYDJOHNT	SWENHTJBRFGMYVAXPQUZOCIKDL	VJOCTMKLDBQXHGRNUZPYFEIWAS	NBIYKDLPJXUCRFMGEVHZTWQASO	INJMWDXSLERTBVQHYPZKOAUFCG	0
main	70 	AH 	 oneCued 	 0.0 	 right 	M 	W 	0.0 	3 	0 	9.0 	JUPNIDROBTWAXEZYCGHQMKLVSF	TSMXRQPLUEDVOKJGIBZACNFWYH	NUIKSCJWBOPGXVDEYHLMTQZARF	BFXZDCVLWIEKYJAQRMTSOGNUPH	VTQKANUMRXPDGBJFYCLOSEZWIH	OXRETUYDNJMHKZCAWQPLVBIGFS	QKVGLBEZIYOSJWDHCMAFRNXUTP	XQSDZYGIELUHBTFVWAKCOJMRNP	0
main	71 	AH 	 oneCued 	 0.0 	 right 	T 	D 	0.0 	2 	0 	1.0 	YCFDJUSGOVWMLPRNHZIEQAKXBT	ATHWRDXNPGCKZLUMQESFOYIJBV	HYLZKAVIMWDTGOBJPFQNCEXSRU	VHRBZKQSPTWEXGUCNFAYJIMDLO	RJMIPSUZGCHYNOFTDXVQLKBWAE	WBZOKRADMEFNPXJYGCVSQLUIHT	RGXJCQEMVAFUDOKBSZIHWTPYLN	GKAISUBHXYZVFQWDOLTNCJEPMR	0
main	72 	AH 	 oneCued 	 0.0 	 left 	H 	Z 	0.0 	3 	0 	1.0 	FNSWGMYLUROPHIDXJQZBVTECKA	WBJIYXPRKUSZQFNGDTLHCAOVEM	ONBESIKAGCFDWURJVZQYTMPHXL	EPCYDABFZHLWKQTJGROXNSIUMV	YSIPKCLFDHQRMJEXBUNVAOGZTW	YHPGFQKJUTDVBANOLXICSEWRZM	YQIEPMHDUTVGZFWBNXCSOKLAJR	UNWEIVOJSQLFZDAGTBHCMYPRKX	0
main	73 	AH 	 oneCued 	 0.0 	 left 	S 	M 	0.0 	0 	0 	2.0 	ADGXHRPCUMNSOTBZLEWJVIFKQY	PUJDFLRBZNVSQAGYEWKXOMTICH	CXBVTEOWQHAKGMDFLNYSPIJRZU	BGEVONLRFMIKWCSPDUHQJZAXTY	YNFBRAPWCZXKJIMLDVHOETGQUS	VUTFDHNAWEBCYPKJMRLXOZIQGS	WCEBUSGFALKXZDPITJHQYNOMVR	HAFOYSPDVNMGWEBUTIRQCKZXLJ	0
main	74 	AH 	 oneCued 	 0.0 	 left 	U 	P 	0.0 	6 	0 	1.0 	UXGNALRZCIOPQJKEHBMFVWDSTY	BWAEHKGUMJQFVZRODPYNSXLICT	PWZOEUYNSCFMRGLDVXATIQKJHB	FNQTJVDZCLMSGAEHURBPIOYKWX	KYMLUAPDNIZQGFERXCTJSVHWBO	ZSWFQHOVEXCUNTBRMDAYIPLKJG	VKWSOMRPUIGTDQHZLNBJCAFYXE	MZNGWBRHXAEPQVSCDKFLIJUTOY	0
main	75 	AH 	 oneCued 	 0.0 	 left 	G 	B 	0.0 	0 	0 	1.0 	MTUIKEAOBGHXDLPRZNCYQWSFJV	COEJATDRBUQKGNWLSIPXVYHZFM	CHWMIUEYDZLRQTAVPJSFNGOBXK	HUBGNSIQWXCRTALJMVOZKYEFPD	TVWCLBGKNPIRFJYMUEODAHSXZQ	VQAINJBURLCFOSGDEWMYKTPXHZ	JXWAMPVLSRGOTNYIQEDUZCHBFK	FPTYVKCOQRIHEZWNLGADUSXMJB	0
main	76 	AH 	 oneCued 	 0.0 	 right 	K 	J 	0.0 	5 	0 	2.0 	NPJMEGFXVYUAZDQCITOLBKWRSH	VXPDLEABMOCTWYHSRFNIUJQGKZ	FLVCIDBOWZEYURQJASMXHNKGPT	YWNKJCZRLAVIEOPQSTDMGHUBFX	EMXFCRYSHPJUTBKDQINWGAOLZV	TVUINGJLKCWEFPRHSXBQMAYDZO	TGHBSOZQWKRIVCFAEJUNMXDPYL	TALDFNIQSGZBUOVXEWKJYMCHPR	0
main	77 	AH 	 oneCued 	 0.0 	 right 	W 	U 	0.0 	7 	0 	1.0 	WGQNCLFPKJYSMTXIUZAEDVORHB	YQFVRHPGENAMLZDJXKTCBIWSOU	BFGICTWMELQZHPNXYVRSKODAUJ	MZQOLYPGCDFJEHSUWRIKAVNTXB	HCZNYPWJLXKUOVMFRESBGIQTAD	VKYJBFLZRSADIXPTWGCOMEQUNH	IDNLKOZUJFRWCPAYVMBHTEGQSX	QZBRSELHJNUWYGOXTAKFICMDPV	0
main	78 	AH 	 oneCued 	 0.0 	 right 	R 	B 	0.0 	1 	0 	1.0 	ZKUOPSEGQDVWJAFMIYXBHCLTRN	FZTLDGXCNBROUEISMPQJHKYWVA	XENLGWYUDIJROCKSFTMQPVZHAB	WASNOFIZDHYXBGMPTVCJELQRUK	EZKXQNUFCAYLWTIHPOGRMBVJDS	WRMHSEYUBCJDTAGKOXFQIPNZVL	EVRMLCFXATOIHGZQPKWSDUNJBY	LEAUPDOFBCYKMQSZJWXTIRNHVG	0
main	79 	AH 	 oneCued 	 0.0 	 right 	G 	X 	0.0 	6 	0 	1.0 	TMHNXZBGIWAFJCYLUEKOQDSPVR	BFSZKEJHDWRUMINCTOYPLVQAGX	OJZNSWMIDCXGVQBFKULTAEPRYH	VKFDWUBNLYPAESZGHCXOIRTQMJ	KJCFNPWHSIYMBGDQUVZTREOALX	QANZIHFTGLRVCDJKMBPUSOXEWY	ZISAJUPXGLQDKBOTFEWCVHRMNY	VERLOQWGDZYUKBTPSFJHCMNAIX	0
main	80 	AH 	 oneCued 	 0.0 	 right 	P 	N 	0.0 	0 	0 	1.0 	YGKBWDLNPQVRMFCHJXUEZOTSIA	FBUTSHKZNYQPVJIMWDRXLOEGAC	LNPVJYDFEAWHTCUBGZMOQXKRIS	EAUTRWGBZDNVMOSFCQYIJPKXHL	LKPIBZMGXDAHQWTYJRFUSCNOVE	YSBMGLIEDAZKTQVCPORJXUWNFH	UFNEGWOTPRBJIDMYCZLQKVHXAS	LNKYTGQFXEWSDZCBRVIUHMOJPA	0
main	81 	AH 	 oneCued 	 0.0 	 right 	K 	K 	1.0 	1 	0 	0.0 	LFQKVAJUHZPMTRIWBCGNEYDOXS	EYHZIDNKLAQFURSBTWCMGJVXOP	HVNRCWFYEXLBGTIDMKOUSJQPAZ	YIUFXAWKGDMHRCJTQSPNEVLOZB	MGCLNDRIWXVTAPOUKFBJYHSEQZ	IXHTFMLOKWRSVJBQPEDZANYUCG	IAMGWHULDNSZREBFVXCYQOKTPJ	LZGCNHBPIVJKMEAOFDTQWSRXUY	0
main	82 	AH 	 oneCued 	 0.0 	 left 	D 	T 	0.0 	7 	0 	1.0 	SLAKVCQJNOXWTYGFDHREUMIZPB	GBCMYENXLZITPHJWSDFVUAROKQ	LFIJCZXNHKPGBYEUVSTWDAORMQ	BPDQVHNXFKCITGWOUSMZALYERJ	ROJWMUCYTVEZPXDNKLGBQIHASF	FKMTBWVUCHOGNJXYPZRQIEADLS	ZNABQYLKVOWGUSICDHRTFMPEXJ	QAYVMRGTDFLCSIBEJUHZNPOWXK	0
main	83 	AH 	 oneCued 	 0.0 	 right 	H 	F 	0.0 	6 	0 	1.0 	FRDLGOQAHNMBIVPSUCTKJEWYXZ	FWJORDXMGTAHUEPLCNQIVYKZSB	DYANWBGKQVTXRLZUPHCFJSOEIM	CUHLOYGEDFJSRIQMWTVZAXNBPK	KJLPRBHIENZGDWFCMYTQSAOUXV	LWMYTZSVRJCUOBXGEIHDAQNKPF	SOXDIPYWFHLMRUCNVZTAGQKEBJ	FNRUQPLJCEVISTBZAXODYKHWMG	0
main	84 	AH 	 oneCued 	 0.0 	 left 	K 	X 	0.0 	4 	0 	-6.0 	WDGKSAEPMYRJTFHLQZVNIXCUOB	CVZBAWDIOXHTFNLJUPSEMQKGRY	XONVUQYISFMLHZBPKJEDARTWCG	MDRTIHXBVEKQOJFZAPNWSUYLCG	BAMKVRYJNXZFDUGQWLSOCPTIHE	LVMIJFHPAZWSRUOQGCBNDEYKXT	FZBOVPLYUSCHRGQNDEJXWTKIAM	ZKJPYAILWHBOEFNDRVSTCUGXMQ	0
main	85 	AH 	 oneCued 	 0.0 	 right 	J 	C 	0.0 	7 	0 	2.0 	GZEUYIJSNWFTLPDHAOBVXMRQCK	RUNVXJOAMBDFTELGIYKCWZQHSP	PJMXZCDQVWEOFTHAIKNURSLGYB	RLNMXHBQYZIWTUSCJGDOKVFPAE	GBISKAZXNQFPJVOMEURDTCWLHY	WBUMSQOIYHFLZPRJCVEXGTNDKA	EWHZCGRDJXMAUNKOVPQBIYTFLS	PKGRUOTLIXCWJEFMABSNQVYHZD	0
main	86 	AH 	 oneCued 	 0.0 	 left 	R 	Q 	0.0 	4 	0 	1.0 	QHZRTIUBJMNCXVWDYOFPALEGSK	COPUYQRHZVIDFNAMGSELTJWKBX	QUXHMJYFKAONWPSRBTCDZLGVIE	OFZGANUMVXLJKDBPTSQEHRWCYI	KIESHFJQRZBWNAGCXLDOUYPMTV	BTQLPKUNHDORFGSIWACEYJZVXM	ZYVXIPRUNCKABSMHTJFWGDLEOQ	BQVAGFNIZUOLWRJTDHEYSMXPCK	0
main	87 	AH 	 oneCued 	 0.0 	 right 	D 	U 	0.0 	6 	0 	1.0 	FXUPWTBMRNISHLEVCAZOYKDGQJ	DFTAKSXPJUVIBEQWGYZLONHRCM	BOVULZXGRHFKITMPDYSJCWENQA	LKUTSFCJAPXREHDOMBYVIQZWNG	BVGLPFJTXEQCNASRIHDOZUWMKY	HCZXVIMGBKDOQTPRYUJNALWFES	VICMWKTBYRUDOELGZXJSQAPFNH	MOJKRZPEAUCQFYSLXBNWGIVDTH	0
main	88 	AH 	 oneCued 	 0.0 	 left 	E 	F 	0.0 	7 	0 	2.0 	EGBTIHRCMLQOPKZDANVYJXWSFU	PXKYULCAEDQNJSHOVGBFIWZTRM	VMTFDGQIERULAXZBOKSPHYWJNC	EQOGNMLPZCXTYBJVKDWHSRAIUF	BEHSMANFQGKOXYTDCPLUZWVJIR	AHILFQSEZVRYDCXWKUBMPNJGTO	KAPXUGIVZOLEYDCFWHMQSRNTJB	CNDHRVFLEXZPJAKTWQMYGUSOIB	0
main	89 	AH 	 oneCued 	 0.0 	 right 	R 	Q 	0.0 	3 	0 	-2.0 	RYKXNEMTDWVSJUHZFCLIAQBOPG	GHCLKEDROMBFQSYWZVATPUJIXN	WKCIFHQAXYUZBNDOTSPJREMLGV	SNOZRDQBXVHKEGIFJYCLMWAUTP	KCBZEGWNYVFSTRMLXHOQADJIPU	OKQFIRNVTYAJSHPMBZWDCGUXEL	IKXMHUDTVGBEQCSLFYZPRWOAJN	CLWRSQNIOKXFHBTEYVMDZPGUAJ	0
main	90 	AH 	 oneCued 	 0.0 	 left 	B 	L 	0.0 	0 	0 	-1.0 	WIAMDBLPJZYFNTHXSKQEORUGVC	AREDWXGLNMKJCQUVBOFTYSPZIH	TBXLENVMHGIPUFCZRQASOKJYWD	QUPHGSXYJREFITAKLWMBNZCVDO	FVHSTMGXQORZWUJPELDBYNIAKC	OVAFZIETWJKLDQXMCBHNRYPSGU	PHXUGQNJIWSOZEYRKTFDCMBLVA	CSJVTGBPKQMYDUAHZOWERFNXIL	0
main	91 	AH 	 oneCued 	 0.0 	 left 	Y 	G 	0.0 	6 	0 	1.0 	DFYRLUPGXIVASOTEMKCZWJHNBQ	JZDTRLFXPNYVWKUHBOCESQAGMI	GISVARUJFCXBQHDZWOKEYTNPLM	IRJZFMXSBUPTHVEYLGANQDWCOK	ATRKPJSZVHNOWUBYXCIMLQDFEG	QKATLWYJMBRCSVGFIHPOXDZUEN	NCOAFQELGYKBMTISWPVZURDJHX	ZFHXUGYPSELAKNDBCMQWRTVIOJ	0
main	92 	AH 	 oneCued 	 0.0 	 right 	G 	G 	1.0 	1 	0 	0.0 	RBKTILJMOFHQGPZXYWAEVSCDUN	AFNEQBVKGUZSMLTDIPOYXJWHRC	IUEQPCNDTZFBHGLSYJMKXWRAOV	BUCNALZRJQEHGMKYIDVSWFXTOP	PZIJTMKWVXYNHCQDBRLGFAUSOE	JCXGLRKBZWAFSYOUIDMQHNVTPE	FVWLGPTBYQRXHMNOKEUICZSJAD	IXKYBLQTMZDJVOGFUECAHNWPRS	0
main	93 	AH 	 oneCued 	 0.0 	 right 	R 	E 	0.0 	1 	0 	1.0 	SRJGQOULHCFPMNYZDWEKBTVAXI	MBAYSZVUGERHPWOXKDNLFJCIQT	MXEOLPGTADVWIJBNRUFKYSHCQZ	YPHXJKFGUCIABEDNSQZVOMRLWT	FXHRPEICLGOAVJMTYUSBQWKDNZ	VEHLNKAZGJQDYFRMWIOUPXCTSB	TOZMUVGFSCWJEILQRXKPNDYHBA	VJPXWQOFCDTIGMKAZEYNSBURLH	0
main	94 	AH 	 oneCued 	 0.0 	 right 	J 	L 	0.0 	3 	0 	2.0 	DNIKMTPWCJRFLSYGZVQBEUXAHO	NLVTBYPWCSGUJXMDIAZEQKFROH	VGWMNIAEHDXYFQSTOKZBCUJPRL	UAVYHQLNJRIGZTSPBCMFODWEKX	XQEYHMAGWRBISLUCFDKTOZJNVP	OSGHREYNPVCAJUXZFIWTQLMDBK	PHDLJOGZXAQIFYWUBNECVMRKST	HFRMKOLVTYZNDCXBJIUEWAQGSP	0
main	95 	AH 	 oneCued 	 0.0 	 left 	S 	Q 	0.0 	3 	0 	1.0 	MGTEQJNBRYXVAFCWKHSIUZOLPD	SNDFTZMRXCLAOBIJWQHUPYVGEK	BIGUHPDVJQMNXLYTSKRWEZCAFO	EJANUOFILRQSHVDXZYPWBGCMTK	APFCYVOHIBJEQUTSXZDKGWNRML	RXIULFQONBSYHZCGEDTWMPJAKV	MCRFOQWHLYBAKUJZDXSPNVTIEG	ZNXOCKIEPQGSTLMWJFHRVBYADU	0
main	96 	AH 	 oneCued 	 0.0 	 left 	K 	K 	1.0 	6 	0 	0.0 	TMNVUYQCIWREDKFZGXBLOASPHJ	YKDTQLEJPNOUHABGXVFZIRWMCS	BLCOWPIGHKFEVTRJZNMUYASDQX	SBVLJIUMNPHZTRAYQFCKWGXODE	DHOUJPCKEQFTBLRAWZIXVYMGNS	VNAUOQECKGRTDPZYHMXFSLWJIB	VJPUTWDRKNFXSIGOLHQCMAYBZE	FXGEISVRBUJODLTPANMZQKCHYW	0
main	97 	AH 	 oneCued 	 0.0 	 left 	C 	X 	0.0 	5 	0 	3.0 	LSVPCARZEIBQYWTHFDUOJNGMKX	YUHMLWNKXBJCGFPSRQOIEVTDAZ	KGXRDNWHPCQMBZJITAYVUOSELF	LXRPANHMGICSYVFQJBEOUKWZDT	BCAHKVQJPRSWZIFEGMDTNOXLUY	YTVMHJSWFXOBCGAPNEDQKLURZI	TNCEFBWHPJKQMVYXRLSZAIOGDU	AHZIPEOCSMYXJWTDQLRBGUKNFV	0
main	98 	AH 	 oneCued 	 0.0 	 left 	S 	N 	0.0 	4 	0 	1.0 	NYSVTRJPFCEMLOKZIUDBXWAHGQ	MJHKIQRXEAPWZFGYODSTNLVUCB	UNKEFDTQBGAHLXOYRCIJVMSPZW	HLVSFPXNMGBKWDYCZUQETOJRIA	KHTDOWGURLNSEIJFBAQPCYXVZM	GWTYESIKRALBUXCZJOPVNMHDFQ	CQSRFGIZOPHKDYWXJMUNLEABTV	KDGTLZJECMARBFWHPIXOSQVUNY	0
main	99 	AH 	 oneCued 	 0.0 	 right 	R 	Z 	0.0 	1 	0 	-3.0 	FJUMSCELKNVOWTGIBRDHAPYZXQ	CDGHAERIJZBLNXTVPWKSYUQFOM	DMWZLRFQXNHTEPYOJVSBKCAGUI	QSRKIAJPTXUFBHMGDWVZCNEYOL	JOGRAKLPEFMBWYVQXIZTCHNSDU	PABHGTVEDOFNLJKYCMXRUQWISZ	SGWQRPBZUAOTXHDVIYCLFMNEJK	UIGQBFOMWAXHCNTDSZYRKLVJEP	0
main	100 	AH 	 oneCued 	 0.0 	 left 	B 	Y 	0.0 	1 	0 	1.0 	ZLNCAMRPJOIWHQVDSXGFYEKUBT	DZQWCHYBPOXAFVTKIRNLGUMJSE	HXLZEYWBVGTJRFUMNDQKPAISCO	JWEBMRKNPAYGZTXLSIFVHCQOUD	JREKPMHUBNZLFQSOAVDGWYCTIX	NZQYIKUCTRMJVWEPFLBXSGHADO	WNDZKGXOEAYPHTSLBIRUVJQFCM	TCEVFIBRLWPADXSOMYQHUNZJGK	0
main	101 	AH 	 oneCued 	 0.0 	 right 	W 	O 	0.0 	7 	0 	2.0 	UBZAONXPEIDFLQCTVYWJRKSMHG	DWAUQMZGCXEVJKFHBLTRIYPONS	JACTZIQELYPOMNUBXGSDKRWHFV	DOULZWJNFQRCITEXHPBKVYAGSM	WKAVLFYGIORJZCBTUMNQHDPSXE	PUJDOKMVFXZLNEQCAGIWBTHRYS	XJVUIRGPALQCHYTNWSMZEKODBF	CYZQRXSOFWHIGKJNDLABMPVUET	0
main	102 	AH 	 oneCued 	 0.0 	 right 	R 	P 	0.0 	2 	0 	15.0 	YRIWDGZOALESCFBKVPNXTMJUQH	FGDIONHUXCKSETAVMQZRBYJPLW	KDZJIYPNBOCMSAHTUQFXGRELVW	MBQLKGEITZUDNFXJOASYPHRVWC	VJDYNABLSGWEIMXFTKRCQPOUHZ	XUHIZCOKYVQRNSDGLFPBJWTEAM	BWNUCKVISJPEZHYGQDMLTXAFOR	PKLCFWHMEXVAOSYRBTGUQNZJID	0
main	103 	AH 	 oneCued 	 0.0 	 left 	R 	U 	0.0 	5 	0 	2.0 	EMYWKGZDOBLQHXUFNPTJSCVARI	HFLRQYINOWGBPJCSDEUXTKVMAZ	AZLTYWUPQJBEGFSINKDHOVXRCM	RZGWVYDLQUSXEFPNCBAOIKTHMJ	KDXUHMLNBZIEYSCWRFGTPJOQAV	VDEKBIPXSQULRJHYGOAFNMZCTW	GSYCXRFIUKQBJMOPHLDTWAVENZ	ESMBLWRCPHNYFQVZOGTAKIXJDU	0
main	104 	AH 	 oneCued 	 0.0 	 left 	D 	P 	0.0 	7 	0 	1.0 	VNBSDKHXEOMFQLIURJCWZYTGPA	MAUENDIKVHGOJCFBYTLPRZXSWQ	GXHBCKLQDWESAMOUYPJRINVZFT	IDYQKMZFNEHCARVTUPWLGJSOXB	MBCLEPRSIZXUWHNAQFJTOVGKDY	UPLMYRNGWIFQACKOBETZVJDHXS	SEVTDPNLIJHFGRQOKMYAUZXCWB	NQSOTELVHIPDJZMKCRGWBFXAYU	0
