experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	streamsPerRing	baseAngleCWfromEast	resp0	button0	cuePos0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	timingBlips
main	0 	AN14 	 oneCued 	 0.0 	 right 	 8 	 90 	O 	2 	8 	K 	0.0 	0 	0 	2.0 	TUQPMXFAKDOBJSYLIVRGZNEH	YHEVGADNBMTXFURPIOJSKLZQ	VZFYPEBGHKSRDUMIALQXJNTO	BEPUMSIOZQTLNVYARJXDFKGH	QYDGRKELIFBMSHXZJPOUVNTA	NEFIOJRHSGDTXAZULPYQVBMK	YGVFUTEOPIAZDLXKBNQHSMJR	UNGXTKREFZYHQOPMDISLBVJA	0
main	1 	AN14 	 oneCued 	 0.0 	 right 	 2 	 180 	L 	0 	7 	Y 	0.0 	1 	0 	1.0 	JEBDOAPTIGXZQMUNVSRYFLKH	QNEZJPMYLVFSKUITRDHABXOG	-99	-99	-99	-99	-99	-99	0
main	2 	AN14 	 oneCued 	 0.0 	 right 	 8 	 270 	N 	0 	9 	E 	0.0 	0 	0 	2.0 	ILRUGVFYXESNADJMOHBTPZKQ	QNMSVYLEIFUZOPTBXAGDRKHJ	YPMVBOUXJHNQFDAESRGZTLKI	GPHZYXSITLENKDRVQAMBJOFU	DMLTGPOAURVBXJKYHIEZFNQS	XRIEKPMVBOFYHUADSLGTJQZN	SZLUEMHFRVDBAIYPNKGTQOJX	ZDEHSOXQVTRIKUGABJPFMLYN	0
main	3 	AN14 	 oneCued 	 0.0 	 right 	 8 	 45 	Z 	2 	10 	Y 	0.0 	4 	0 	2.0 	VMGYDBOXIUZQJPRENASTLKFH	SFOTEHDLIZKXYAMRUQBNVJGP	YTJNERLXOPDVFQISUMKHBAZG	NGBHMPLUTEKZJSYODAQFVIXR	FOAGSJXLEDYHZIVRUMTNKBPQ	JBGPSNFKLYAQHMDIVZUTXOER	YBPGKVXLADNHQUTEOFSJRIMZ	SXEZPNFOGVRTUDJQLHAMIYKB	0
main	4 	AN14 	 oneCued 	 0.0 	 right 	 2 	 45 	P 	0 	6 	P 	1.0 	0 	0 	0.0 	XEZKRDPSAQFVTOBNHGJMLUIY	UMDVTBOHZKERQNLIGSYFPJXA	-99	-99	-99	-99	-99	-99	0
main	5 	AN14 	 oneCued 	 0.0 	 right 	 2 	 225 	M 	2 	9 	O 	0.0 	0 	0 	3.0 	DAFHLPEIKOJZMGUYSTXVBQNR	XHKIASLRGJFTEOVZQBPUMDYN	-99	-99	-99	-99	-99	-99	0
main	6 	AN14 	 oneCued 	 0.0 	 right 	 8 	 0 	T 	0 	8 	P 	0.0 	1 	0 	-8.0 	ZPJTANXIYSHVBKMFDUQOGELR	TXHSQVYUPBIFDZLKGONEMJAR	LYZGTQFKVHXNUMOBSAREPDJI	HAZOEFUPDKBNXJSTVIGYLRQM	RSJIVMZKNDHOXQEBLAGPYFTU	RKPNTHUOSYEZQAMGVXBDFIJL	NMVXSPIUZATRLBHJEOGDQFKY	QJEINBZLASOUYGXDPMHFRKTV	0
main	7 	AN14 	 oneCued 	 0.0 	 right 	 2 	 270 	B 	2 	10 	D 	0.0 	0 	0 	1.0 	AUIEQSZMTPDBNYLKGFROVHJX	XTPSJBHNFQIKORVZYAGMLEUD	-99	-99	-99	-99	-99	-99	0
main	8 	AN14 	 oneCued 	 0.0 	 right 	 2 	 180 	H 	2 	7 	Z 	0.0 	0 	0 	1.0 	IPUMRGNZHEOVXSKFTJLYBQDA	FPDVRLBOQETMXIJSYUZHKANG	-99	-99	-99	-99	-99	-99	0
main	9 	AN14 	 oneCued 	 0.0 	 right 	 8 	 0 	G 	0 	6 	P 	0.0 	3 	0 	7.0 	GIVRDQMPUBXSNTEJOLHYAFKZ	BSDIHQZVNMFKTJEGROYUPXAL	HSLVUEJXNPQORIAGKDTZMBYF	HUAVLSPEXRQFDGNJMBIYTZOK	YUTVOJKQXAEDFPSHNLIRBGZM	AZIYPGMSVETXRKHFOBQDULJN	LKMHZUJPYOSBINVGRXAQDTFE	DHSMFJEIQRZVNKYUOLTABGPX	0
