experimentPhase	trialnum	subject	nStreams	ring	crowded	resp0	button0	cuePos0	answer0	correct0	pairAngle0	whichStreamCuedAngle0	whichRespCue0	whichInPair0	cuedStream0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	timingBlips
main	0	AC5SONA	2	2	Bouma	O	0	6	G	False	60	60.0	0	0	0	12	ZLBSAMGNUTFDQXJVPEOIYKRH	NBMLJKFSXPGUEAZRODVTYQHI	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	1	AC5SONA	2	2	Yes	K	0	6	Q	False	60	60.0	0	0	0	16	MSEJFDQYGTINLAUZVPRXOHKB	TGAQPFRMDHYJNIXUBKLSVZEO	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	2	AC5SONA	2	0	Bouma	H	0	8	E	False	60	240.0	0	1	1	11	EXVJTLMBNHYQSDFIGUOZPKRA	ZDFTKBSNEPLOMRQYUVIHXGJA	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	3	AC5SONA	2	0	Bouma	A	0	9	B	False	0	0.0	0	0	0	2	KPUVTDEOMBXAHQZYLNFIGSRJ	YARHBOLQUZNKPSJIVEGDFMTX	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	4	AC5SONA	2	0	Yes	V	0	10	X	False	0	0.0	0	0	0	1	SDIZMRAFUKXVQHPYEOGLTBNJ	ZGETLMFRXUDQIKVOPYSNABJH	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	5	AC5SONA	2	2	Yes	G	0	6	G	True	0	0.0	0	0	0	0	BITVMLGJXDPNOEARFQZHSKUY	ZQBMVFERYTSLAKIJXNPOGHUD	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	6	AC5SONA	2	2	Bouma	R	0	10	E	False	120	300.0	0	1	1	-1	LXJZQKRIUPVDGHMATYBSOFEN	YOVHSQBLXRETJINAKFDZUPMG	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	7	AC5SONA	2	2	Bouma	P	0	7	F	False	60	240.0	0	1	1	4	ODLGUHKEXTFBQJPYSIRANVZM	QAISDMZFOKNPGJVRHEBLYXUT	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	8	AC5SONA	2	0	Yes	S	0	6	E	False	60	240.0	0	1	1	2	DRZNVYTUIEKSFBHOLGPXMQAJ	KOARJTEZSBVMLFQIXGPYUDNH	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	9	AC5SONA	2	1	Bouma	E	0	10	E	True	120	330.0	0	1	1	0	UTIFQDZNLXYAJOVMHRPEBKSG	ALKBRZVDQNEHXMOIGJPYTUSF	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	10	AC5SONA	2	1	Bouma	R	0	9	P	False	120	150.0	0	0	0	-7	QURLFABYKPGDTSHNVOIMZJXE	XJUMPAZVFTEIQHDORBLKYGNS	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	11	AC5SONA	2	0	Yes	S	0	8	P	False	0	180.0	0	1	1	-2	XOIPHLYKFBUQMTJEGVNZSADR	DIKQZASMPYFXLEVNRJUHTGBO	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	12	AC5SONA	2	0	Bouma	D	0	7	K	False	0	0.0	0	0	0	1	SRFLEIYKDTVUXZPAHNGBJOQM	JVEDKAHTORPMFGNYLQZUBIXS	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	13	AC5SONA	2	2	Bouma	R	0	7	A	False	120	300.0	0	1	1	2	IKEQLFJMOUPVSHYZXBNADTRG	FPNHQEGABRZDYSLIVTUXOKJM	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	14	AC5SONA	2	0	Bouma	P	0	9	G	False	60	240.0	0	1	1	9	DSVMIROYBUJEFATZHNGXQLKP	VYLXDZQNRGFEIUBOSKPAJMTH	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	15	AC5SONA	2	2	Yes	S	0	7	S	True	60	240.0	0	1	1	0	GDUTNRYSFABMELZXIOHJPKQV	YVERTMHSDUKLFQJXAGNPIZBO	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	16	AC5SONA	2	2	Yes	P	0	7	D	False	60	60.0	0	0	0	-1	OFRJIUPDELHGTYQAXVZBKSMN	NKMIBVSUGOFZAYRTEPLHJXQD	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	17	AC5SONA	2	0	Yes	M	0	8	V	False	0	0.0	0	0	0	14	ABFKIOXSVLPENYJTDUZQHGMR	MKRSIQNVXBYPHAGJLZTUEDOF	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	18	AC5SONA	2	2	Bouma	R	0	10	D	False	120	120.0	0	0	0	-4	YJVPATRLQHDBNUZEIKOGMSXF	TGKHOVLQYPSJRABNFUDXMEIZ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	19	AC5SONA	2	0	Yes	A	0	9	A	True	0	0.0	0	0	0	0	FZBYMIQTJAVLOKNDPXRGEHSU	DJMZQBUIGVSONTPKAFLXERHY	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	20	AC5SONA	2	0	Bouma	U	0	10	Y	False	60	240.0	0	1	1	-3	GDJNUOHRSBXLFMAIZEVPYQTK	JLTAMZOUDGYVBSKNFRIPQHEX	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
