experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	nPreCueStreams	baseAngleCWfromEast	resp0	button0	cuePos0	answer0	correct0	whichStream0	angleOfWhichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	timingBlips
main	0	JH6	nStreams	0	right	8	135	P	0	10	S	False	5	-1.40334185971e-14	0	-1	NBSIHOUTAJVKDYPEGLMXQZFR	RDZHYFIQBUOMNSKGEVJTLXAP	GAVTJSIDZOKLFMHYXNBEQPRU	EQGDMLZNYPSIBRXAHUFKOTVJ	IYUVQLPXGFNDMBTAOKHSEZRJ	KQHOYUENLPSZIGFXDMABVRTJ	BNJRGXQUZSOAIFMTYKVEPLHD	DJVNSTFLAXIHQRKZEGOBMUPY	1
main	1	JH6	nStreams	0	right	8	90	J	0	10	S	False	5	-45.0	0	3	XZMJORUFLSYIQEGPTVHDABNK	DRLEFKAOYQBIXHSVMNZTJPGU	AJPOBGXNIYMRZVSUFTQDHKEL	DRBFZGHQAJKYVXNULTEPIMOS	ZIFXGODBVLSNJPKYEMRTAUHQ	MLHREXZFYUSTVJQIKOPBNDAG	MZRAEFOGDXSIBNTJPVUHLYQK	GZPILXJDSKVOEAMRHNQYBUFT	0
main	2	JH6	nStreams	0	right	8	90	D	0	8	B	False	3	-135.0	0	12	ZJHVUYBOKFGSNAXMPLRQDTIE	UHBATKNVELFDYZIPGORXJQMS	RDLVJKBEGYXMQHOUSPAZNIFT	IGZVKSORBEQUPLXNTAMHDJYF	TQEUBYXODSZNHRVLIGAJMFKP	UDYEXHVLJGSQOMKAZIRNPFTB	NJYPFUHOQRDSTMZXLIAEBVGK	UVRBNPTYXDEKOZJHFGSIQALM	0
main	3	JH6	nStreams	0	right	8	225	E	0	10	V	False	3	-1.40334185971e-14	0	2	ARMYEPNQLZGTSOVUIBXDJKFH	IDRAHQNXUGKBLEJVYSTOZPFM	ORJMTBPQSHKNYGFXIAZUDLVE	DABPXZMKLQVFEHRUOYTSIJNG	NJKRYTAEPGVXQIFDOBMUSZLH	AMPTKNQZYEIDGOXJVBFUSLHR	DXVEHUTZLAYBRSMGKQNOFPJI	UPMALTEQBYGXOFNIKJZRHVSD	0
main	4	JH6	nStreams	0	right	2	135	Q	0	9	E	False	7	90.0	0	-9	PBOUFAZQGKHJDLSXRVTNIEMY	FIAYXSLTJRZEGNHVBUMOKDQP	JXSYLRVKAOIMTFBZGHPUEDNQ	INFLAEPBMDUHXSJGRKQOZTYV	VAIBZDYGJRTSNOQKHLUXPFME	TIJKNHSXZQOLVYUFDBRGEMPA	AMEKLTSHNBYDVFGJOIPXZQUR	QAKLFRXTDESNJIVOGUBPZMYH	0
main	5	JH6	nStreams	0	right	2	270	P	0	6	N	False	3	45.0	0	-4	DTOLFGHEMNRSQVZXUBAIKPJY	GMIRSLBHUTEKXVFYANOQZPDJ	RTGLJSAVFIEPNQOMKUZXYHDB	XYPMRINQVBSGHKALJEZOFTDU	MSNLRIXJQUHGZPVAYFTOBEKD	IYEPDQHFUNGRXOKLBVZATJMS	TFULQOZDVSABMHIERXNGJKYP	EOQZVMRSKTJPNLIGUAFHXYBD	0
main	6	JH6	nStreams	0	right	8	270	B	0	10	V	False	6	180.0	0	1	IZTYOXFUSHMVDGRABKNPQELJ	KHUBSMFQILEZNVRPXOJDYGAT	USHNQPKZILVRXJBAFYMEOGTD	ILEDJQVSAFHXPTYNOUKBZGRM	TLRJEXKDHAVNPBGOUSYZQFIM	FRENMKQHPBUXOJVLYGIZADST	RODFPHSJZIVBUNQYKETXGAML	IGYDXZKBRETLUJFQSVHAOMPN	0
main	7	JH6	nStreams	0	right	8	270	M	0	6	S	False	0	-90.0	0	14	AGFHYQSUNPOXILTZVDJEMKBR	RQPDLMBGEXZUNAYJSOFTKVHI	TIMSKHXNDYULVJROPBZQFGAE	ENBSZIVTYJGPDUMAFRKXHLOQ	ADPROYZKQNEVGMHBUTSXJIFL	ZXTQODGSHYMKUJBRVENPILAF	XONBSUPIJKVYMZTEDQFGHLAR	MRJZKHEBLYFVGNSUQOPXTDAI	0
main	8	JH6	nStreams	0	right	2	180	T	0	7	G	False	0	180.0	0	-5	YHTIVKFGPJZNEDOURQBASLMX	MAIOZYLSUTFGXNQBREDVKJPH	TZXABNPMKJYVEQUOSIDHLFRG	NBFOPDVTUGEYHMRAJKZQSXIL	ZTDAEMNGUJFXVHSRKBQPYLOI	RKLOUYSBIMXZAJGVDETHQFNP	SPQHYBIDTXOZNMRVFJELUKGA	OJABHRMQEFKDPYIZGUSLVXNT	0
main	9	JH6	nStreams	0	right	2	45	T	0	7	G	False	0	45.0	0	13	JSFIUYHGPLVKDAROXZQETNBM	MIRAOFJDNSGHQPUXKZYBLVET	JXSUZYOMITFNLBAERKPHDGQV	KSDQNOEXRMIUFHTYBJGALVPZ	KGXSTFRBZINPDOUYMLAVJHQE	RFJDMZTSNBUPXQOYLKIEAHGV	RVTHYLOJZKFXQMEIUNDGSABP	ROIDXLGNUAQPHYTZVFBEKSJM	0
main	10	JH6	nStreams	0	right	2	180	E	0	9	U	False	5	45.0	0	-1	NFLSDXKTQPGHVJIYRMOAZEUB	XVPKHBFYIULZQJNORAMSTEDG	YHTSLXQOGIFRAMDJUNKVEBPZ	OIVPJQXTRNKLFSUMHZAGYDBE	PQVNYGALBFMJZSTIUHEDOKRX	DJYHSFMKEUAQOVPRZGINLBXT	FBPUAZKIOSTJYLNHRVQGMDXE	GQLAPFZBNDUMHIYVOKXTJSRE	0
main	11	JH6	nStreams	0	right	2	0	S	0	8	G	False	3	135.0	0	1	BOHDLFTNRXJYQAPEISMVUKGZ	FBOSPANEVTIGKJYUHDRMLQZX	UQVNYKLTEIMHODAGJRFZPXBS	QYEDZTLUGSHOXKARJPIMNFBV	JDEOMRIUVYPNATHQFSLXBGZK	YZTMHDGEUJBPIASRVLNQKOFX	IHXFTORZYJNASQUDBVEPKMLG	IYGARZMOTBKJHFXEDPQLUVNS	0
