experimentPhase	trialnum	subject	nStreams	ring	crowded	resp0	button0	cuePos0	answer0	correct0	pairAngle0	whichStreamCuedAngle0	whichRespCue0	whichInPair0	cuedStream0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	timingBlips
main	0	CL2	2	1	Yes	A	0	8	I	False	0	30.0	0	0	0	-1	ZRDPHSVAIUOXEFKNBTYLJQGM	ILXEPYKMHOFJGZDUTVSNRBAQ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	1	CL2	2	0	Yes	X	0	6	H	False	120	300.0	0	1	1	1	QLFGEKURZPISVMYBXHANTOJD	JYESITHXPMABZLGUFVRKQDNO	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	2	CL2	2	0	Yes	Z	0	9	S	False	60	240.0	0	1	1	1	DOSBTPFJHILZKNEVYAGURMXQ	AJRUQDBYVSZXOKGLHFTMEINP	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	3	CL2	2	1	Bouma	B	0	6	B	True	120	150.0	0	0	0	0	VANSUYBTJMLDKHIXPOGQRFEZ	ZKVGXLIQPAROUSFNBTJHEMDY	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	4	CL2	2	0	Bouma	P	0	7	U	False	60	60.0	0	0	0	10	LYXKBRFUHTMQJGONZPDVEIAS	KFDOHZLMGVRXYJTUPEANBQIS	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	5	CL2	2	2	Bouma	X	0	6	T	False	0	180.0	0	1	1	3	FXJVKMHTRYSUPNZEDALBOIQG	JSGZQBTEKXDFLNPMUOAIVHYR	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	6	CL2	2	1	Yes	X	0	7	K	False	60	270.0	0	1	1	1	TBZFALIMNUYHGEJPROQKVDSX	UOZQDANKXHLPMVEYBTSRIGJF	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	7	CL2	2	1	Bouma	M	0	9	B	False	120	150.0	0	0	0	-9	MASOTVJQKBXUEHNLGYFIDZPR	PBJIQRVLDUAOKNSYXGZMFEHT	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	8	CL2	2	1	Yes	D	0	6	G	False	60	90.0	0	0	0	9	OAQHLTGEIZBVUJMDSFPNYKXR	IARUPYNGSFZQVMHOKEXBLDJT	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	9	CL2	2	2	Yes	A	0	10	A	True	0	0.0	0	0	0	0	FHGZSVMYBRATUNJOKQXLDEIP	JNQLPBOIGVEYSDKRUMFAHXZT	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	10	CL2	2	2	Bouma	B	0	6	N	False	120	300.0	0	1	1	2	GPJBUHIMYVOEDASFRZLXTKNQ	VKORSZNGBTYQJDXAHPFIUMLE	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	11	CL2	2	1	Bouma	B	0	8	H	False	60	270.0	0	1	1	1	FTRBGOZDYHAEUJKVISXLQMNP	GKDNVQXIHBELMRJYUSZAPOFT	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	12	CL2	2	0	Bouma	P	0	10	P	True	0	0.0	0	0	0	0	MEXIULZTYNPAJDSQGVOFHBRK	AHEYGZIJMQVXKNDPSOLURTFB	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	13	CL2	2	1	Bouma	M	0	6	Z	False	60	90.0	0	0	0	14	FNRPSUZKVADBHGEOTYQJMXLI	AGXURTIHOVSFJNYBZKMPQEDL	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	14	CL2	2	0	Bouma	S	0	7	D	False	0	0.0	0	0	0	1	QKIYJFRDSTXHLVZBOUEGNAPM	AFHSIGNDMYLBVZTKPOXQJEUR	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	15	CL2	2	0	Bouma	A	0	8	H	False	60	60.0	0	0	0	-1	DQMETPSAHUKGYBZXJNLVIFRO	PDITLMUYVRSKHAGOXNEBZQFJ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	16	CL2	2	0	Bouma	U	0	10	U	True	60	240.0	0	1	1	0	HEJGYZDQXULTIKFPNMARBSOV	NKOAEMGXHPUZTIQRLFVBDJSY	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	17	CL2	2	2	Bouma	O	0	10	Q	False	60	60.0	0	0	0	-3	ZUYDSPIOJAQBKGVXMFRNTHLE	NAKEHYSUVFLJXRIBGMDZPQOT	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
