experimentPhase	trialnum	subject	nStreams	ring	crowded	resp0	button0	cuePos0	answer0	correct0	pairAngle0	whichStreamCuedAngle0	whichRespCue0	whichInPair0	cuedStream0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	timingBlips
main	0	WN2	2	0	Yes	B	0	8	B	True	60	240.0	0	1	1	0	PYODBTMIAZLNHUKGQXFRVSJE	OIRTZUQJBVAPMXLYSNGDEKHF	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	1	WN2	2	2	Yes	M	0	9	B	False	120	300.0	0	1	1	-1	ZEHIYDQBXMGOLJFTRNPSVUKA	UHITPOJNMBFVKYGDRLXZAESQ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	2	WN2	2	0	Yes	T	0	8	T	True	120	300.0	0	1	1	0	JIOTNMKHGPRXABDESYULQFVZ	OUPLVAZITHSYEDGMNKXBFRQJ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	3	WN2	2	0	Bouma	P	0	8	P	True	60	240.0	0	1	1	0	JKIVUADYGNZXFMOESLQRPBHT	QOFELXNKPZYIJAUVTHSGMBDR	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	4	WN2	2	2	Yes	D	0	7	L	False	60	240.0	0	1	1	-3	RYPUIOGHXVDFBZLANMKQETJS	JMXKDUELIRHAQTVGPBZSYFNO	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	5	WN2	2	1	Bouma	D	0	8	I	False	0	210.0	0	1	1	1	NSHOZPUJBGTFQIDXLERAKVYM	GFAURQBJIDMSVKTPEXHLNZOY	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	6	WN2	2	1	Bouma	M	0	9	M	True	0	30.0	0	0	0	0	QZFHSEGVPMUJLDTOAKRIYNBX	VDAMSLFBKOTGYZNQEURPHIJX	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	7	WN2	2	1	Bouma	G	0	10	O	False	60	90.0	0	0	0	3	KMRIHLQBAYONTGXDFEJPUVSZ	UTAMSFXKOVYHNRZDEJBQPLGI	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	8	WN2	2	0	Yes	S	0	9	S	True	60	240.0	0	1	1	0	AYHFKNGSMXQIRUODJTBELZVP	NFHBVOEIYSGXAKJLTDUZPQRM	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	9	WN2	2	2	Bouma	G	0	10	G	True	0	0.0	0	0	0	0	MFUYQXJBSOGNVPEKRILTAZHD	OMPBIRVGAXQLYNUKEHSFTDJZ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
