experimentPhase	trialnum	subject	nStreams	ring	crowded	resp0	button0	cuePos0	answer0	correct0	pairAngle0	whichStreamCuedAngle0	whichRespCue0	whichInPair0	cuedStream0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	timingBlips
main	0	Charlie	2	1	Bouma	Y	0	10	U	False	60	270.0	0	1	1	1	IRHMESLFTKDZUGQNPBAOJYVX	IJQANTFZKVUYBELPMDOGHXSR	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	1	Charlie	2	2	Bouma	E	0	9	E	True	120	300.0	0	1	1	0	FHMOAXBVIUNGZQTJSYRPLKED	LXYOZNIMQEPUDTAHKBJRFVGS	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	2	Charlie	2	0	Bouma	S	0	8	J	False	60	240.0	0	1	1	1	YZXONIFHTJKVBEMRGASQLUDP	AERUIGXNJSDVMKYHPOZBFLTQ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	3	Charlie	2	2	Bouma	G	0	10	O	False	0	180.0	0	1	1	-1	KLJUAMYEXSHIBNRVOQFPTDZG	SIHMQFDTPGOXEUVZKJAYBNLR	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	4	Charlie	2	2	Bouma	B	0	10	D	False	0	0.0	0	0	0	-1	QISPEMHJRBDNFLYVUKAGOTXZ	JAIYLNVGOPXQREHTDKBSUMFZ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	5	Charlie	2	2	Yes	E	0	9	V	False	0	0.0	0	0	0	-1	HQKMBJOZEVRAXSPTGFYNIDUL	DNZAVHQXKGLERTFIPYMUBSJO	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	6	Charlie	2	0	Yes	M	0	7	L	False	60	240.0	0	1	1	-6	FXKLDNVRGMIOJBEPYQZHSTAU	VMGKXSOLJDIAZQPERTNHUFYB	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	7	Charlie	2	2	Yes	M	0	10	F	False	0	180.0	0	1	1	1	GFSVEJADNKLZHOXIMYTPUQRB	PNSEHJRTDZFMIYQVUOGXLKAB	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	8	Charlie	2	2	Bouma	E	0	7	M	False	60	240.0	0	1	1	-4	GHTNAMEVKIRBSOPYZUJLXDFQ	JNPEGZHMFIDKASORVBLTQYUX	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	9	Charlie	2	1	Bouma	H	0	10	K	False	120	330.0	0	1	1	1	EJQOVPBXLAFUNRGSKZITYMHD	AGTQYXBVOZKHSNFELJIMURPD	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	10	Charlie	2	1	Bouma	H	0	9	R	False	0	30.0	0	0	0	6	XLVBFNUDYRAOESMHJPIQZKGT	KBARZISUXQFGJVYTODHMNELP	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	11	Charlie	2	2	Bouma	M	0	6	Y	False	120	300.0	0	1	1	1	EYFTVAKMNLGDQZJOXHRSPIUB	DZGIAEYMXOFQKHSTUBVLRJNP	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	12	Charlie	2	2	Bouma	E	0	10	E	True	60	240.0	0	1	1	0	NVGPEZLAUKMXYISORDQHTFBJ	GSXDQITRNMEFLPAHUZOVBKJY	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	13	Charlie	2	2	Bouma	H	0	10	B	False	120	120.0	0	0	0	-10	HEGOSUFIQTBADKPXYMNRJVZL	TVASJRFMXUBIPKNEGOQDHLYZ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	14	Charlie	2	2	Yes	M	0	7	I	False	0	180.0	0	1	1	11	EQKJGPZTVUMLFBOXHDSAYNRI	PRNLXQUIYVJOTDHBKSMAFEZG	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	15	Charlie	2	1	Bouma	J	0	10	B	False	60	90.0	0	0	0	6	YELUODHSKGBAQVIZJFMXRNTP	YFZQMSATVEIBDHXNURLPGJOK	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	16	Charlie	2	0	Yes	U	0	10	U	True	60	240.0	0	1	1	0	PUTLOSDBMEYKVHZAXRJQGINF	XMANOKEHIGUPRJDQVLTFYBSZ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
