experimentPhase	trialnum	subject	nStreams	ring	crowded	resp0	button0	cuePos0	answer0	correct0	pairAngle0	whichStreamCuedAngle0	whichRespCue0	whichInPair0	cuedStream0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	timingBlips
main	0	KM4SONA	2	0	Bouma	D	0	9	Q	False	0	180.0	0	1	1	9	LRYTNXQJEBOAHIDFMGVKPUSZ	TRXSBUJZYQGVPHKMFADENIOL	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	1	KM4SONA	2	1	Yes	Z	0	6	K	False	0	210.0	0	1	1	1	OSILRFGYQZPAJDBHVUETXKMN	MAFUHXKZTGVOBIQDPNLJEYSR	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	2	KM4SONA	2	2	Bouma	O	0	7	B	False	0	0.0	0	0	0	1	GQHZIPSBOLFVYXRNDKAJTUEM	TUHMOZGRPKVNQASIBELYJDXF	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	3	KM4SONA	2	0	Yes	Y	0	7	G	False	0	180.0	0	1	1	2	XVFLHPABTESNIOGUYMJQDRKZ	SIHANVQGKYXUDPZEJFBROMLT	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	4	KM4SONA	2	1	Bouma	Z	0	6	D	False	0	30.0	0	0	0	2	GUMFTSDAZRQJPOKELXHBVYIN	LNSGPYKQRMZTAUJBVXOEDHFI	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	5	KM4SONA	2	1	Bouma	F	0	9	U	False	120	150.0	0	0	0	-1	RNSLPJBXFUZAHVGQTKOIYDEM	FHPKYAJXSTZDRNIUGMQBVLOE	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	6	KM4SONA	2	1	Bouma	S	0	8	A	False	120	330.0	0	1	1	-3	AELPFDMHVGJZBIXUKQSRNTOY	EGXRPSBHAFOJITVKUMZYNQLD	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	7	KM4SONA	2	1	Bouma	A	0	7	A	True	0	30.0	0	0	0	0	GEVIMZSAYBXJFNQLUPTDHOKR	MARBKOENPUXZQGFILHSYVJDT	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	8	KM4SONA	2	2	Bouma	M	0	10	E	False	60	240.0	0	1	1	3	VIUZFSYXPTGMBRKODNLJQAHE	DSTIBJOQFAENXMHPKZULYGRV	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	9	KM4SONA	2	1	Yes	Z	0	6	Z	True	0	30.0	0	0	0	0	TBXOLRZFJPDNAUIYKQHEMSVG	GOAQSDBFLKEMIRJVXHNZPTYU	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	10	KM4SONA	2	1	Yes	J	0	10	B	False	120	330.0	0	1	1	1	KEAXPJRZISMONUTFVBQHLDGY	ZKTRVPSYAEBJQHFXGUINODLM	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	11	KM4SONA	2	2	Bouma	O	0	8	K	False	0	0.0	0	0	0	5	NBIGURASKPQFJOYXLHTZMVDE	XUDBHYOZJIMRFSQVEAGTKPLN	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	12	KM4SONA	2	1	Bouma	X	0	7	Y	False	120	330.0	0	1	1	2	TPJXIQLFHMVNYBZREKSUGOAD	RNMKZOQYAXSLDUEIJPGVHBFT	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	13	KM4SONA	2	0	Yes	A	0	10	A	True	0	0.0	0	0	0	0	DGPSRNJVFQAXZMEHUIOBYTKL	QIAHKMODVUNBSJYFGEXPLRZT	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	14	KM4SONA	2	1	Bouma	E	0	9	O	False	0	30.0	0	0	0	-6	AYXEFJNQBOUZLGITMDPRHVSK	IDTZNEGSOQYVAXBMLFRJPKHU	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	15	KM4SONA	2	1	Yes	J	0	7	E	False	120	150.0	0	0	0	-5	HAJPNFSEZYURVDKTXBLMQOGI	ZXSQRNIGEUKVOLTYJHBFAPDM	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	16	KM4SONA	2	1	Yes	A	0	9	I	False	60	270.0	0	1	1	2	MEPKZATORBGHJUDNQSVXLIFY	KQUVFENRHIYASJZOGPTXDLMB	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	17	KM4SONA	2	1	Bouma	G	0	10	X	False	0	210.0	0	1	1	1	OLSAXYIDNGQEPTJUZBMKVHFR	LHFTEMPZVYXGQUNRJIKSBADO	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	18	KM4SONA	2	1	Bouma	G	0	10	I	False	120	150.0	0	0	0	7	LHKDSYXBVRIQEJMOTGFPAUNZ	ZAMJNXIRDYQKFGBOTVHLSPEU	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	19	KM4SONA	2	0	Bouma	A	0	10	P	False	60	240.0	0	1	1	1	FPZASQEXDJNBHIKROMLUVTGY	LEHFTSYQXIPAJNKGBVDRUZOM	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	20	KM4SONA	2	1	Yes	H	0	6	Y	False	60	270.0	0	1	1	1	OVXPETUJHYFZAMILKRBDNSQG	TOAQEBYHLXSJURFVGZPINKMD	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	21	KM4SONA	2	2	Yes	P	0	6	L	False	0	180.0	0	1	1	10	EAGJNFVRITDLOPZUYSMQXKBH	NVBKFILDXEUYOHQAPZSGJMTR	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	22	KM4SONA	2	2	Bouma	P	0	7	L	False	120	300.0	0	1	1	-6	ZFEIOUSTGQPKMLVYBNDJXARH	EPZJOFSLRVGHUMDXANIYQBKT	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	23	KM4SONA	2	0	Yes	E	0	9	F	False	120	120.0	0	0	0	-2	OKBIJXNEYFLHURPSGADQTMZV	HMXZDSGPYRLTIBQVUOENFAJK	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	24	KM4SONA	2	2	Yes	R	0	9	G	False	0	0.0	0	0	0	-2	MUIHQVORBGXKPZNATSLEYDFJ	LAMPIHXDGJEUTNRQSBZOVFKY	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	25	KM4SONA	2	0	Bouma	I	0	9	I	True	60	240.0	0	1	1	0	XMBZOKNGPQAYFTDSUIHLREJV	BEHVQXJFYITLMZRDAUNGOKSP	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
