experimentPhase	trialnum	subject	nStreams	ring	crowded	resp0	button0	cuePos0	answer0	correct0	pairAngle0	whichStreamCuedAngle0	whichRespCue0	whichInPair0	cuedStream0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	timingBlips
main	0	MH8SONA	2	2	Bouma	B	0	8	P	False	0	0.0	0	0	0	1	ZSGNVOMHPBTEJAKIRDUYFXQL	AHMGSNTQLKUEXJBPRIDVFOYZ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	1	MH8SONA	2	1	Yes	S	0	8	F	False	60	90.0	0	0	0	5	EZIUVAJXFBQYTSPDHKNGRMOL	KSFTPOQVXRBGJEHAYLMDUNZI	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	2	MH8SONA	2	2	Bouma	T	0	8	H	False	60	60.0	0	0	0	3	NEUZSODIHYRTVMXFBLGPQJAK	ZGMNOBAKSLTUQIJHVPFEDRXY	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	3	MH8SONA	2	1	Yes	M	0	7	L	False	120	150.0	0	0	0	1	RDJIBUKLMHSZAYQVOXNETFPG	PGHUOJXTZNMDAISBLFRYVEQK	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	4	MH8SONA	2	2	Bouma	N	0	7	Z	False	120	120.0	0	0	0	6	IQEMJRDZLHOKXNFVAUPTBYSG	LGIMYEUTJZDNPFSOVXHQKBRA	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	5	MH8SONA	2	1	Yes	S	0	7	H	False	60	270.0	0	1	1	1	PYREBSOIDGNVLZHTQFUMJXKA	APUJBGEHSFTXVORIDQKNMYLZ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	6	MH8SONA	2	1	Bouma	J	0	9	J	True	0	30.0	0	0	0	0	KRDQLASMZJOYXUVINHBEFGTP	KURYAHZOGDLVQMXEPIJTFNBS	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	7	MH8SONA	2	2	Yes	Z	0	9	O	False	60	240.0	0	1	1	10	VDGNZAKXYBRLEPTHJMFQSOIU	QDNUPJKTIOXBEYSGLMVZFHAR	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	8	MH8SONA	2	1	Yes	P	0	8	Z	False	120	330.0	0	1	1	-1	QXZPUTMENYSJRKLDVFHBIAOG	GITLNMKPZRHOAUDFVQSJYBEX	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	9	MH8SONA	2	0	Yes	O	0	8	A	False	120	300.0	0	1	1	5	BFDPVKMIGJRQSHLUXZTAYEON	EJRHMQVKADFZNOPUBYXGLIST	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	10	MH8SONA	2	0	Yes	H	0	9	P	False	60	240.0	0	1	1	3	UITOMSBJPRLXGNADFQYVEKZH	OULRNFAQDPIXHVZYKTEJSMBG	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	11	MH8SONA	2	1	Bouma	O	0	6	Z	False	0	210.0	0	1	1	-5	GMPSQFAJLZENOXBYTIVHUDKR	HORGQDZYAIKXJFPVBSMTUNLE	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	12	MH8SONA	2	1	Bouma	B	0	9	F	False	120	330.0	0	1	1	9	GYDTVUBHPNEJXMORLIFKQAZS	ADQLTPMRVFZNSEYXKOBGUJHI	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	13	MH8SONA	2	1	Bouma	M	0	7	B	False	120	150.0	0	0	0	-1	ZGESFQMBOXUNYTDRKAVJILPH	MVLKQOSIXZDPHYUTFEGNBAJR	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	14	MH8SONA	2	0	Yes	Z	0	9	G	False	120	300.0	0	1	1	3	BFPYAQOZEKXGTMRVHUNIDJLS	LPRNUDASVGJIZQFTYHEMBOKX	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	15	MH8SONA	2	0	Bouma	V	0	8	V	True	120	300.0	0	1	1	0	QDIGKYREFAPXTLMZSUVJOHBN	QKIMUBPLVOJFGAZRDXSNTHYE	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	16	MH8SONA	2	0	Bouma	A	0	8	P	False	0	180.0	0	1	1	-2	JFEORQZDYIMGSULHXAKBPTVN	XGBZIQADPSJOVLETRHYFUKMN	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	17	MH8SONA	2	2	Bouma	B	0	9	K	False	120	120.0	0	0	0	-6	QRSBLAOIZKDETMJVUXGYHFPN	ZNXVDFSIJOBLGAUMRHKYEPQT	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	18	MH8SONA	2	1	Bouma	H	0	8	H	True	120	150.0	0	0	0	0	QYVKZJSPHLMRTEXOFANIUGDB	HYUAKJNFSOZPLVQGBDIXMRET	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	19	MH8SONA	2	1	Yes	M	0	10	F	False	0	210.0	0	1	1	-1	ITVFKDEGBJHSZQNYLMXPUARO	GOULSVDPQMFTKXJIBNZHREYA	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	20	MH8SONA	2	2	Yes	B	0	9	P	False	0	180.0	0	1	1	2	IFBXONDJPZLAUGVRMQHTESYK	QNSTGDLRKPIBMYZEUFVJOHAX	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
