experimentPhase	trialnum	subject	nStreams	ring	crowded	resp0	button0	cuePos0	answer0	correct0	pairAngle0	whichStreamCuedAngle0	whichRespCue0	whichInPair0	cuedStream0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	timingBlips
main	0	RN	2	0	Bouma	A	0	6	Q	False	60	60.0	0	0	0	-2	OIUTAMQNHYLEPDZRFBJXKVGS	VTMSEDXURZQLYGPKHAJBNFOI	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	1	RN	2	1	Yes	O	0	8	I	False	0	210.0	0	1	1	1	ZUTMGJFORVDENSIBQALYHKPX	EPFZLJNHIOBGQMXUVRKYADTS	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	2	RN	2	0	Yes	X	0	6	H	False	60	60.0	0	0	0	2	BFNIOGHUXKEVYJLRZSAPDQTM	XVJNOKFERDQSYPHZBGTILUMA	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	3	RN	2	0	Bouma	H	0	8	H	True	0	0.0	0	0	0	0	ZPXQTOFJHUAKIBMYRSGVNDEL	YAHOTQVGUNMFBPXEKZLDIRJS	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	4	RN	2	1	Yes	E	0	10	A	False	120	150.0	0	0	0	1	NTSUJBQGXZAERHYDLFMPOIVK	ODVJQLHTEYKFMNZUAPBRIXSG	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	5	RN	2	0	Yes	P	0	6	Q	False	120	300.0	0	1	1	11	ZQDENPBHMFYXGIRKALJUVTOS	XITHLEQBFKGRZDVUSPJMNYAO	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	6	RN	2	1	Yes	Z	0	7	U	False	60	90.0	0	0	0	5	BTONHEXUGQRSZLYJAIVDFPMK	KAFYBGZVOXIHDPESQLUNTMRJ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	7	RN	2	2	Yes	K	0	7	Z	False	0	0.0	0	0	0	1	FXGAVLHZKSBDETMPUNJRIOQY	PIMFKQYEAZHUSBRJDVGLOXNT	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	8	RN	2	0	Yes	H	0	8	S	False	0	0.0	0	0	0	3	PYJUBXTNSOEHMIQGDVZRAFKL	VHXLDUPEZQAGNOBIYRTSFKMJ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	9	RN	2	1	Yes	P	0	8	R	False	0	30.0	0	0	0	-1	LEMHOJGPRQAZIKNFBUXYDTVS	UGIOPENZAYLXQMRHJBSVKFDT	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	10	RN	2	1	Bouma	H	0	9	E	False	120	330.0	0	1	1	1	ZBKQDGARSXPYLTNFJHEVMOIU	YDBLXFGUOEHIRJTQNMPZVAKS	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	11	RN	2	1	Yes	S	0	10	G	False	0	210.0	0	1	1	9	AUNJLDEVZBFSOYTRHQMKGXIP	PFYBMQVKENGUODRXITHSZALJ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	12	RN	2	1	Bouma	H	0	9	G	False	0	210.0	0	1	1	14	FZORYLMNUEPTHQIBGXVSDKAJ	ESNILDFZRGPKYBOXAJMQVTUH	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	13	RN	2	2	Yes	A	0	10	T	False	0	0.0	0	0	0	-9	MAXBFVUHPYTGKZENRLDSJIQO	ZBTHODSQULGFKYXNPMVIJARE	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
