experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	resp0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	timingBlips
main	0 	AH 	 oneCued 	 0.0 	 left 	P 	S 	0.0 	5 	0 	5.0 	CSWTFDVXPIKBNHRYEZUALQGJMO	MEFQBPSOTUJCYXDAZRWGLKNHIV	TVQYSWLGBKAJFIOUZCMEPXRNDH	UIHYRQSDVNXAFCWPBKZMJLEOGT	CYKQNSLXHIGERMAJPTOWZDVBUF	BFZOCDRVKSTUNQPALHEXWMJYGI	0
main	1 	AH 	 oneCued 	 0.0 	 right 	K 	S 	0.0 	4 	0 	4.0 	UWYHLEMPBCGRNIDXZKFOTSQAVJ	GDAOUWPECFINYSVRKMJXLBTHZQ	BAUPYHSJNXGTMQIRVZKCFOWLED	RAJKENYHBXVSDPOTUMFGZICQLW	QNYBPHLESWGDKJOUTVIAFXCRMZ	AOZDCMIQYLURTHJVKWPXFBGSNE	0
main	2 	AH 	 oneCued 	 0.0 	 right 	T 	C 	0.0 	2 	0 	5.0 	QTBJWKAXUVMCLYEFOPRDNGSHZI	RGDOSPQJVAIUBHWXCNZTMELYKF	XQIYABGRSECWZJVTLMKPNUDOHF	YQMDRXGOTZPCWIHNSLKFAEUJBV	GIFQDZXOSKHPLANJYVETMCURWB	XOKLVYWFNDZTQJBSUPACMRGIEH	0
main	3 	AH 	 oneCued 	 0.0 	 right 	N 	M 	0.0 	4 	0 	5.0 	GRAKZONUYSVFTCDHXILQMJWBPE	KEXONBCSTHDJGZLRQFPUMVWIYA	VPMYBTJGZREFSOIUQNLWKDAHCX	YLUGAOWXQISVPDFRNKBJHTCMZE	OVUSYQJMXITCNPDERKWZGLFBHA	GOEBZMDVIFPYHTJSKWQANRCUXL	0
main	4 	AH 	 oneCued 	 0.0 	 left 	W 	U 	0.0 	2 	0 	6.0 	FJMUGQWHYXATNORIBCZSLVEPDK	FDNWXYBLEJCPGIMRKSOHZAVQUT	ECOFZTRKPJUGXBLSWAVQHYIDNM	OWFYUKBERSXVCMHIJPNGLQTZAD	EXLJSFOKBRMUNAHVYWTICGZQPD	VFLTHABQUEYPXGMCDZINRSJWKO	0
main	5 	AH 	 oneCued 	 0.0 	 left 	W 	C 	0.0 	2 	0 	4.0 	IEXBFHMRYPDKTZSVUQLJWGCOAN	MUDVSPWCTEZXOGRHQAFKJLIBNY	SZEUMIBDCYHNWXFTKAPRGJOQVL	HLMEYXJNGFTVKUPZOWDAQRISCB	SBWAFDQPCZNUVTROLEIJMKYGXH	DYCLZASJOINXTHPWQFRUVGMEKB	0
main	6 	AH 	 oneCued 	 0.0 	 left 	O 	S 	0.0 	2 	0 	5.0 	LFGWTZSPKEBQORJUADIHNXVCMY	FYRUMQVOPSLIAETHDWGCXBJKNZ	EGNPRISHKQYOTMZJBAUVDWLFXC	ICBPLDJYNTKGASURVWQXEHFOZM	OEXPIVRMNUFTABQCSWDYZHKLJG	ABYDKFSVQWNJGOMUIZEPXHLTCR	0
main	7 	AH 	 oneCued 	 0.0 	 left 	R 	G 	0.0 	1 	0 	3.0 	FWLBGVNXMDQOCUYSIAPZKHETRJ	HKSZQNDGYBRLIVTFEPJUAXOCWM	TFQKMJVWCULSBAXDEHPIYNZROG	CNGIVSJTDRQABHEWZLPXKMOUFY	ATIKGBXLZPCOWHNYEUQRFSVDMJ	OJRITVCBAZWSDUEFMGLNKXYPHQ	0
main	8 	AH 	 oneCued 	 0.0 	 right 	D 	H 	0.0 	2 	0 	5.0 	YVKHXBFNZEICUSLJTAOGDMRWQP	NPHDILOUEVSKYGWFABXRCZJQTM	KBAZYQHOWGNDMEUCSFJVIXRLPT	SPOZJGVXRMDTCYLBFEUWHQKIAN	WRVBJGQZSUEYKFAIMXCNPDTOLH	XRZAKCDLWQOJHESGPYVFTBIMUN	0
main	9 	AH 	 oneCued 	 0.0 	 left 	A 	D 	0.0 	1 	0 	5.0 	YLSDHEIVNCPGKFOAZRTJMWUXBQ	IPTLFERYWODGNBUASXCKMVHQJZ	FMPOIGBYCLVEQZAKSHNRUXJTDW	OEMAIXDTQWYLGHCPFNRJBSVKZU	DFEAIPTJGWMXKNQOVRLCSUZYHB	KSIDJLMWEGHBXUYOAZNPRFTVCQ	0
