experimentPhase	trialnum	subject	nStreams	ring	crowded	resp0	button0	cuePos0	answer0	correct0	pairAngle0	whichStreamCuedAngle0	whichRespCue0	whichInPair0	cuedStream0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	timingBlips
main	0	charlieCrowded	2	1	Yes	F	0	8	J	False	0	30.0	0	0	0	-7	IFUQENYDJVPBLOTXRGHZAMSK	XJUHVLDQYEAZSGMTKFRPINOB	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	1	charlieCrowded	2	2	Yes	N	0	9	J	False	0	0.0	0	0	0	1	KGTUAXRLIJNOPVBMQHDESZYF	YFSTMUZKXQOHARLGIEPDJBNV	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	2	charlieCrowded	2	0	Yes	A	0	6	A	True	120	300.0	0	1	1	0	JVXOIMZFTSYLRHPBUQAKGDEN	SUFRNHABPKJYTVDMZOLGQEXI	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	3	charlieCrowded	2	1	Yes	D	0	6	G	False	120	150.0	0	0	0	1	YAITNSGDMQRHPJVFBOZUXEKL	XVLIAHEYDOMNTFGRQUBSPZJK	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	4	charlieCrowded	2	0	Yes	A	0	6	H	False	0	0.0	0	0	0	-1	XPOSFAHQITNBJRGVZDYMLKUE	ONGSBUXLPRJTEHQZKVADYFIM	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	5	charlieCrowded	2	2	Yes	S	0	10	S	True	0	0.0	0	0	0	0	NOYHUZXBMFSPRTQIDEALKJVG	LFJVHQIUMYBEPKTXSRZNAODG	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	6	charlieCrowded	2	0	Yes	M	0	6	M	True	60	240.0	0	1	1	0	TKLSDOAZREXNBFMGHPIVJQYU	EXZGITMFPVQDRHABLSYJKNUO	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	7	charlieCrowded	2	2	Yes	L	0	7	Y	False	0	180.0	0	1	1	2	NJKAOXTGQBUVEMRYSFDHPIZL	RMPDSGXYKLVITHBFNJZUEOAQ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	8	charlieCrowded	2	1	Yes	U	0	6	F	False	60	90.0	0	0	0	2	LDOZNXFTUQRVBHMIGSAYEKPJ	ROLHTZNDFBAYJEUXIKVPQMGS	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	9	charlieCrowded	2	0	Yes	D	0	7	D	True	120	300.0	0	1	1	0	XOTIADSEMNUPZHVRLJYFKGQB	EGMUSBHDNYILOFJTAZKRVXQP	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	10	charlieCrowded	2	0	Yes	J	0	8	Z	False	60	240.0	0	1	1	1	FDEGYLIORZVNKXSAUMJTPBQH	FVDSKNOQZJRXTLAGUYHPEMBI	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	11	charlieCrowded	2	1	Yes	O	0	6	Q	False	60	270.0	0	1	1	17	BZONETHSQRPYXVAIFMLUDJGK	XNLHTFQMYEISDGVJRKABUZPO	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	12	charlieCrowded	2	0	Yes	U	0	6	Z	False	0	180.0	0	1	1	1	GLVKFMYEIOPJBAUNXZQDHTSR	KRPFGJZUHXQVOYLDMANISTBE	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	13	charlieCrowded	2	2	Yes	V	0	9	L	False	0	180.0	0	1	1	-1	GISNZKXJPTODQUMBHAYFVERL	ZJFNUIGPVLYSDQOXEHBATKRM	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	14	charlieCrowded	2	0	Yes	O	0	8	H	False	120	120.0	0	0	0	1	FMSKLPTQHOVENYDBURIAXZJG	PBLMJGYNVUEDZKIRQTAOFSXH	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	15	charlieCrowded	2	1	Yes	L	0	10	A	False	60	90.0	0	0	0	1	QMNUIZYVOPALFRESXKBGHTDJ	AODKTIPEQUYMVGJFRZSHBXNL	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	16	charlieCrowded	2	2	Yes	N	0	6	K	False	0	0.0	0	0	0	8	GVTDLBKYHSPURFNEAXZQIMOJ	EBPSTVUGIDYORQJHFMZKNXLA	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	17	charlieCrowded	2	2	Yes	L	0	8	B	False	0	0.0	0	0	0	12	HPYSTRNUBIOKJDMAZGVQLXEF	YPMBSLVQJGOHZARTUEDKXIFN	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	18	charlieCrowded	2	0	Yes	A	0	10	A	True	0	0.0	0	0	0	0	LOMHTKIRDYAJSEZUVBGQNXFP	VIYRKXFANSUQMBZHJDPTEGLO	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	19	charlieCrowded	2	0	Yes	O	0	9	A	False	0	0.0	0	0	0	1	SUHPQFGVIAONKEYJTMBDLXZR	OLJAEMTVDPQBNKGHFSIYXUZR	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	20	charlieCrowded	2	0	Yes	F	0	10	J	False	120	120.0	0	0	0	-9	PFXLGSNKDMJROUIZTBYHQAEV	GAMJPFYXZHVKDNRLIUESQBOT	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	21	charlieCrowded	2	1	Yes	P	0	9	D	False	0	210.0	0	1	1	1	JOGEBATKXLVQFUSIHNYZPDRM	JMGKVHRAEDPTBNISOXUFZLYQ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	22	charlieCrowded	2	2	Yes	L	0	6	B	False	120	120.0	0	0	0	6	PEOTNABURSVFLHYXZMQJDKGI	OUALBPVFHKMETRSGQNZJYDXI	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	23	charlieCrowded	2	2	Yes	J	0	6	N	False	0	180.0	0	1	1	1	ZVANSFRGBUMIQHJEKTYXPDOL	ISOFZPNJAEQVYGKRXHBUTDML	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	24	charlieCrowded	2	1	Yes	O	0	8	Q	False	120	150.0	0	0	0	15	APKFERYUQLTGSBZNMIVJDHXO	XNMFHYDOBIJTUAGVZKQRPESL	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
