experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	nPreCueStreams	baseAngleCWfromEast	resp0	button0	cuePos0	answer0	correct0	whichStream0	angleOfWhichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	timingBlips
main	0	LL15	nStreams	0	right	8	180	S	0	9	Y	False	4	-1.40334185971e-14	0	-4	ZMJOTUYVQBHPLXGRIENFSAKD	OMYRSEHTPILUGVNQXBJZKFDA	ELAXRVDHKZPIUTJSMNQFYOGB	IKHXQRLNZFPAEUDOMTSYBJVG	HUPQJSFGKYBZTIALERVDNOMX	XTYKHRQLOUIBJMFDAZSEGPNV	ERQJYHSPODLVGXTZUKMFABIN	URTGSDYNFQLOEIHAZBJVXPKM	0
main	1	LL15	nStreams	0	right	8	315	X	0	10	M	False	2	45.0	0	2	AIBTGKZRMUJPVHLNXOEFSQDY	REFYDAQNVZJTSOLUXGPHKMBI	IQVARPFDHOMSXLJBTNYUGKEZ	EYKAOQMRDJTFPVZLXUBNGIHS	PBNGOEARTFLSYMVKUQXZDJIH	QAXVUPJZDTFGSENLBKROYMIH	VGONDQSYHXAZJIRBFUEMPKLT	HAGBMYILQDUXJPSROKENTVFZ	2
main	2	LL15	nStreams	0	right	2	45	D	0	9	Y	False	0	45.0	0	2	RQIKOFGVEYSDHTLMZNUPBAXJ	EXIYHJUKOZNGQTPSFARDVBLM	GXLTBRONAQVZJEFYKPHSUIMD	SPXOABHEFVIMGZQJRULYNDKT	SUHEMFVAXPJLTKNIGZYOBRDQ	BGAXVKDSFHJYENUPLOZQTRMI	XJHYQSBKUDVZTGEMPAIORNFL	KDRVXGQHLUEONBJIFSZYMAPT	2
main	3	LL15	nStreams	0	right	8	225	P	0	7	J	False	3	-1.40334185971e-14	0	16	SGUPLYRJIQTOKEHDBXVMANFZ	DQTYHZLXEOGKMRFVJSPANUBI	XQKSEFUZOGMRDNLHVTYAPIBJ	HBXQVYTJDIZOMGLRUKSAEFNP	XVIHQGRZTYMLNDKOBSJUPEFA	FHVGQMEZSJILYNPARBKXTUDO	RESZLTGNJYFAPQMXUVIKDOBH	XUYOTQZKAPRHVBMFENSGIDJL	2
main	4	LL15	nStreams	0	right	2	270	R	0	9	G	False	6	180.0	0	2	XRZAMUOJSBQEYKPNVITFHGDL	VLSPNURGBHKQYTJMDEZAOFXI	PZVSQJGNLEBMUYTIRAHXDKOF	QZHRMXIJANTDOSEFYBPVGLUK	EGIQNFOSKVAYPUHZBRXLTDJM	VQEPLKTADXURNFIMZHSBJYOG	XAYHBKTUIGJRQEZSNVPFDMLO	ZELDRHGJKMQAOPINBVFYUSXT	1
main	5	LL15	nStreams	0	right	2	180	E	0	8	E	True	3	-45.0	0	0	EOBFJRNKMLDUQGVTSHZIAYXP	MTHFJEPLNXUBKAVGRYQZDSOI	KVIZMXRTDHNEAYPBLOSGQJUF	FPUXZJIQEYTRHVGBASDLNKMO	ZHTJSENADPULGQOKBFXVYRMI	ANZRETGPJYQOIDLBMKHSUVFX	OBSLGVZXDKTERHFINMJYQUPA	GMOHTKJBZASLPVEYXIRQNUFD	2
main	6	LL15	nStreams	0	right	8	315	M	0	6	N	False	4	135.0	0	10	IXBHLYOJKVUDZMAFEQNSRPGT	SYEDLOPAUZGNVQRKBTXIJMFH	RKBUDIZMLETAOXFJHQNGPVYS	MXJYLVBGSPZEHDQKIURNFAOT	EVOUBPNHKSYIFJXTMADGQLRZ	GRTJHYBEKMLVZSIANOQDXFUP	HTMQOVDBZJNPGKSRUILFEYAX	HOTXBRFSGDYEKZPUNAJQVILM	2
main	7	LL15	nStreams	0	right	2	135	A	0	10	V	False	1	180.0	0	2	LOSFMQTPIDRHBUEYAGVJNZKX	HGNUZIPLMJVSABKEDRQOTXYF	IOBFYMXNTAHUSRKPGQVJLEDZ	JETGKLODMUFSNHYVPARXZBQI	NIXZAVMPKRQJSHDTFYGEBOUL	ESYKIAGHMXUTLRJPFZOVBNQD	PBLEQVRDIJOZYNGAMXTFHKSU	IQGJPURFBHDYZKNXEAMOVLTS	2
main	8	LL15	nStreams	0	right	8	0	X	0	7	Z	False	1	45.0	0	1	RFLIMAVQUDYGNZHEPXTOBKSJ	ITYBVGAZXFPRHENOMUKLQDSJ	ZOJTMQIDPRVHBSLGFNYKXEAU	MXSYKFEVLZJOUNAGPIBDRHQT	TXBGFLAQIKODUZNSPMRYHEVJ	RELQZBIVUJFKNHTXGDOMSPYA	DRPINEAJOZLVQKBYHSXFGTUM	OUHDPMQNYLJGKSRTZFIEXBVA	2
main	9	LL15	nStreams	0	right	8	0	J	0	8	J	True	0	0.0	0	0	QBZERGOPJDNVXKISHFYUTALM	JKAUDEOIGQTPMYBHXNRZFVSL	RHVNDOEGPMYZXJLUIKFSQTAB	XHKZFBVLESOMTRIDNGAQYJUP	UFDIVHYNEKTJPSRQMLXBGOAZ	HFKNRTPZBVQJXOMGIDUALESY	NDOJBYEKIAXGUSRLVHFPTMZQ	FEYKBXJTDGNMSRAQPZLOVUHI	1
