experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	nPreCueStreams	baseAngleCWfromEast	resp0	button0	cuePos0	answer0	correct0	whichStream0	angleOfWhichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	timingBlips
main	0	EF6	nStreams	0	right	2	180	J	0	8	K	False	7	-45.0	0	-8	RVBYAIPOSMZUEJNTGLXDHKFQ	YZPUFSDHEBJAOGRLNXIMKQTV	XFPEIOZAKDGHUTNBLMRVYQSJ	AUBKSMVYIFJHTEPQNXLODRZG	XRJPHKOQMGBTVLYDEFASNUZI	QIPMNOXFYJKVUEDTBHLSZAGR	OJXFPTEMGNYHIBSVQUKDLRZA	JYIZNSDLKGUEVRAMPBFOQHTX	1
main	1	EF6	nStreams	0	right	2	270	J	0	7	D	False	5	-45.0	0	6	JQGZTUPFMAYREKVISXLNDOBH	KRUTZYBFNXMVJPQIELOSHDGA	SIELNDGVOBYPKQTUAMHXRFZJ	MSJIBHZTNDKOVGAXLREYPUQF	AFBGETKMUPJLRXQSZVONDHYI	QSTINPLDMXYRZJOFGAHUVKEB	BJKYEDLGQNXZHVITASUOMFPR	UQRFIHNTSOJEZMXDKBLVYPAG	0
main	2	EF6	nStreams	0	right	8	225	O	0	7	T	False	7	-2.10501278956e-14	0	2	EXBJPQISAUGFRYTLZHKOMVDN	AZEVQPYRLGXFTKNDBSMOIJHU	RYQBOPTAVKJZXIGSMHNLUFDE	UESZOJIPATRNQYKHLVMFXBGD	LPASHBUNOMGTJKRXFYEDIQVZ	HABQXMRVFILSUDKGYEPNZTOJ	RPAMUYSKJQLOENXTZFDGBVIH	ZRLDEVUTHOMSINAFGYXBJQKP	1
main	3	EF6	nStreams	0	right	2	270	H	0	9	K	False	4	90.0	0	2	HZYOIFUXPMSDRGVNKBTAEQJL	SHKTPZXDVEALMNIGQFRBUJOY	EALBJXISPDMVGFTNQZHKYUOR	TGXPUJLODSQRVFZHIBMYKNEA	UZXRDAVLOKYHTMNPSBJGFQEI	EVJQFRLDMHZBSGYPAXTKIOUN	ENPXDVZBUIMHYRAFSOLJQKGT	MDXSYQNVUFOKRJPETBAHGZLI	1
main	4	EF6	nStreams	0	right	2	0	Q	0	7	U	False	5	45.0	0	3	MZFNJQLKSIAXEOUGHDBRYTPV	KOEJTXDPSNURQVAHLIFZMGYB	UBYDGEPXTJRVMZAKQOFSILHN	TLJAKZXGPOHFUVMSQYNIERBD	EPFLGUHOVZKQSXMBIARTDJYN	NAYRGXJUFSQTHDZKLOMIPBVE	MGKBDAUIXQYZPHJLOTSRFNEV	QBGXLFYMJIVPSKHTEODZRUNA	1
main	5	EF6	nStreams	0	right	8	0	S	0	10	B	False	5	45.0	0	5	AIYPEFHZOLGBXNMKJRSVDUTQ	ZUOXHPKQGRLSIVFTAEJYMBDN	BJDRHVTILNMZUEYKFOAXGSPQ	DVYQRHEJZBSGUOKILFNPXMAT	XGMURJNQSYHTDIFOPELVZBAK	HKNQETUZVFBXAMDSIPJLGYOR	MQHTZGPJDVRBNAOSUXKLIEFY	KDTIGYUPRXSNEAJFVMZQLOBH	0
main	6	EF6	nStreams	0	right	2	45	E	0	9	Z	False	3	-7.01670929853e-15	0	11	KFQNTGSIUEPRODXYMJHZLBAV	UGADKZFNIQMRYJEBVTPOHXLS	BYGMOSFDJHZIALNXUVRPKQTE	AYKPRXIGQZVMFHOUDSTLEJBN	HOGETRIVXNSBJDUFQLZYMAPK	NKVXAQJREIHDZSYGPTFBMULO	HZBTKMIVEYDAXULGFNRJPSOQ	GZJIUESYTMVHNPAFBRKLDXQO	1
main	7	EF6	nStreams	0	right	2	315	I	0	8	Z	False	2	45.0	0	-5	LUPFNYVKXHITOQSBAJZERGMD	XZFJTYLHPNIKARGVEMQDOUBS	OQXILFMTZNAYKJEBRDSVPHUG	SFHXGVEYMJRBINODQPKAUTZL	GJAYUMDOVXRFEIPHSKBTNLZQ	DSHUTFNLXBMRKOJQIEGPVZAY	RGYMFBNQTOLPUIJDXVEHZSAK	IUTPBNAFQHRYZDVXJGSOLMKE	0
main	8	EF6	nStreams	0	right	8	90	B	0	10	N	False	0	90.0	0	11	HYRGAKQVDUNJFISPLZOXMBTE	TFVZELPNJHOXQRBIMDSYUAKG	FBGPLQREKNUTVHOSDMXJZIYA	OJGNZEUFXKYRTBPSMLHVQDIA	SOHXAFPEKBJURYTZVQGLNDMI	HQTUBODLEGXKMYNIRJSAPFVZ	JDEFNYSQUKIPXARVGHBLMZOT	HBIYLDGAUMNRZQTOVFJXSKPE	0
main	9	EF6	nStreams	0	right	2	0	J	0	9	K	False	5	45.0	0	7	DUYZASERJBXIHGLQPOKVNTMF	MQFUORAZYTNVKDGEJPSLIHBX	MQXHUDVSZLFKGTYPBEJORINA	SNJPBRIEXDGFLTAMUVKYHQOZ	VKYHJQDGMLNTSZUROEXFIABP	PQSFVGDENKOIAMZTJHRBYUXL	LRVTYIFNEJGAXOHQPDBMZUKS	AZMYSROKIBQGFHPLNUEVXDTJ	0
