experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	nPreCueStreams	baseAngleCWfromEast	resp0	button0	cuePos0	answer0	correct0	whichStream0	angleOfWhichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	timingBlips
main	0	AF16	nStreams	0	right	2	315	K	0	8	L	False	1	-1.40334185971e-14	0	2	HZLKTNQOIASJFUGMRPEBXVYD	NIEYJMAQLUKZSFVBOPHXTGRD	ZRNFIMGOXLAVQDTSEBKPHUJY	DMUPXYBTZHVRAJQOLNSGEFKI	SGMIYBAJQZFLNPXOTRDEUKHV	QEFKIZNSMUBXHVORYDPTLAJG	LGITRFHKXZDSYOJVUMNEPQAB	IVLZBDEUSOAHTPXJMGRFQKYN	2
main	1	AF16	nStreams	0	right	8	270	F	0	9	V	False	5	135.0	0	10	XNPRIBTSKOVDUMAGZEJQFLYH	ZJFBSTOVALGENMPKUXRHDYIQ	PMAYERLVZQSXDBOHTKJFNIUG	POBRUDYNTXEVHJMKFAZLQSGI	ZTUMBORPDFNILHEYKGSXVQJA	JBOKAGILMVTUXSZNPYRFEQHD	PTBQVDSMXZYEJKRULFONAHGI	RBOYPHKNQAVTZFJGSDUMELXI	1
main	2	AF16	nStreams	0	right	8	135	P	0	6	T	False	1	180.0	0	3	UTXLHJEBNAKMSPVFZRQOYGDI	SYBNMDTEZPLAKJQRUXOGVHIF	PDGQHAOFSNMZKRTBXVLJYIEU	OTAUVEBLYFIDQPXRJKMZGHSN	IUQMOKZVSXAJGYPLRENDBHFT	MBURXJYOKAIZVLEFQTPSGNDH	JKIMTUSBAQHGYFXVLOZEDPNR	FBEHJQPRDSZOYKVMNULIXATG	2
main	3	AF16	nStreams	0	right	8	180	O	0	6	A	False	1	-135.0	0	1	EQFMJTXGAYZHLNUSVDBOKRPI	HVMBYNAOJKQITGPZRUEXSDLF	XSDUTVFIHAERLBJMPYQGKONZ	ADGXJEKIBRFTQYOUVPLHZMNS	OLATRPJXGZNFUHVMQSIBYKDE	KTJXRZDVENOSAQPIBGYHFMUL	NZYISFMGDEQKLPHJVTXOARBU	FULVHIEGBSRAJONTDPKQMXYZ	2
main	4	AF16	nStreams	0	right	8	315	V	0	6	I	False	5	180.0	0	3	KSBIVYPHXUZJFOELQARDMNTG	PAHZNYVKQXLORIMJGTFSBDUE	MUQVYIFJEXSLOKZDRGHTBNPA	YPRZFHEJQXAUSLOMDGBNTIKV	IOEFATMHLKYVJBXZGPRUSNDQ	DGBYEKINLVRASXMJZOTQUPHF	MLOIRZBAXTFPNJKEVQSHDYGU	HLZOFVIMTNQBPYAGSEJXUDRK	1
main	5	AF16	nStreams	0	right	2	90	O	0	10	I	False	4	-90.0	0	2	HIEBTRPKYUQAJLXVMFONZGSD	UDTPMHBIGJQSLKNYOVXEZFRA	FZYNOGVJKDQMIATEXPHSRULB	DLMQSVRJZOTUKGFXHYINPAEB	EJVMPXKUARIDOYTQNHSFGLZB	QFJIMOGVYATRSELUHNPDZBXK	ILKGSUXQBOHMZEAYJDVTNPFR	AJUREZSKOVDGLPXYTBNQFHIM	2
main	6	AF16	nStreams	0	right	8	45	K	0	8	V	False	2	135.0	0	1	XOUQGDJZVEPALRTSHIMFYKNB	OBYFLMIEUTPDRVZKXNJHAQSG	AHUBPTGSVKMQDLIRJOEYNXFZ	GXHLIYVBFRJONZPSEAUDTQMK	ROAIMPXVJLDGZBNQUKHTYFSE	JKZLABVGXHEUSDPMOYNTFRQI	GRQFZNBHYUKEALTDIOSVPXMJ	MRYASHBULNGJZPOXKDIVFTEQ	2
main	7	AF16	nStreams	0	right	2	135	S	0	7	A	False	2	-135.0	0	1	HLMUZINRKPVFEXQJYOASBDTG	DPRYBQFTSHUJKVMZNOGLAEXI	NTHIZKYASXFLUPEMGDVBQORJ	QOPHZSKDVGJBEFYLIAUTMNXR	IAMUODTYNKQSHPBZXLVJFREG	QLDGIEPBKFRVUYMASTJOXNHZ	RBQJYAMZGDUSFIOLXEVNKPHT	ZISQKHGRAEOJVYPNBTLFMUXD	2
main	8	AF16	nStreams	0	right	2	0	U	0	9	N	False	0	0.0	0	1	ZMQKXTPSONULAJHRBGYVDEFI	UPKMGJTIONYFZVBDALSRXEHQ	DJEONVSBHITMAXLFGPZRKYUQ	PAUDGMRVJBXIKYNOFESHLQZT	AKDYGEVTHNOLBQFXMPZJRUSI	IQLESBJTPZMUDXFRHOGAVNYK	KTLFJRSOBYNQDZGXHEAUPVMI	JMZYIETBSNOXDAUQVPHGFKRL	1
main	9	AF16	nStreams	0	right	8	0	F	0	7	V	False	7	-45.0	0	1	VTHAYMKPUZEXJOBQSILFRGDN	FOTZQLDJVEKGPUNHRIXMABYS	RYPIZLUSOXTKAGJQFVHNMDEB	EZOGIYASPXMQRLDJUHNFTBKV	YQGEDOFVHUXSZAIKNBRPLMTJ	JPYBKUHXNGEVOSFRZILQTAMD	FANOIRZVQHXGYUTBKEPSLDMJ	QYXNRGAVFLKPDMBOZSTEHIJU	2
main	10	AF16	nStreams	0	right	2	270	O	0	8	Z	False	1	-45.0	0	1	ILVQTKMORFXZYAGJPSNEBDUH	FLVDIEYBZOSQKTUJARNXMPHG	ABKPTQFLNYSURMXIHVEOGZDJ	LOITBGFKHYJDVURMPEXQNZAS	IULXAHBKJGFMYPRVNEZDTQOS	YXRIPLMGNQDJAOVUTBZEKFSH	ONBVKIDLYAFHJSURTZPMEQGX	SPNGJKYAZQLUOIMFEHVRXDBT	1
main	11	AF16	nStreams	0	right	8	225	K	0	6	N	False	5	90.0	0	10	ZINAHSKUPRFXMELVQTYGDBJO	JGDERQKTNFBPIOLSHUMVZXAY	AKFLYHESIBRZMNGTQJXOUVPD	EHSVJDOTIYUFGNMKXZBAPLRQ	USZVNRGJMKLTYPBAHOEFXIDQ	VGQTPRNEXHMJAIZSKDYUBFLO	YPOUBMIFGRLXEASDNVJTQKZH	PKTOZEIQHFXVRSUBNDJGYALM	1
