experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	streamsPerRing	baseAngleCWfromEast	resp0	button0	cuePos0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	timingBlips
main	15 	BB6 	 oneCued 	 0.0 	 right 	 8 	 0 	Q 	0 	6 	D 	0.0 	2 	0 	-1.0 	ZKRIUHSPOXBDAVGTMQFEYLNJ	GIVDJUHPKQTEXFORZMNSLAYB	THLVGQDSKBXMIFUAYNJRPEZO	PYUGVXMANIHKESOZBDLFRJTQ	TSLBGDUHXFQYJIRKNOAMEPVZ	HDBSXTALYFOQIEKZVRUJMPNG	GUHZEYIFDAOJKBNSMQLPXVTR	NVFTKSZJRXDPIQOBAYELUMGH	0
main	16 	BB6 	 oneCued 	 0.0 	 right 	 8 	 45 	E 	0 	8 	I 	0.0 	1 	0 	-3.0 	KYRXBIQEJZUADONMHGPSLFTV	DQHKJEOMISYPNFTAVRBXLZGU	QMKFOLITGBHURYXZSPNADEJV	MRTJEBSKYQDIZFAXLUGOHNVP	QDKLUMZSPIOHNEJARYTVBGFX	RAFUEYMTXLNQSVJPZDBHGIKO	KPJGXVBALQIYZHODFENRTMSU	NIEZFQMXVBHSDKPLGATORUYJ	0
main	17 	BB6 	 oneCued 	 0.0 	 right 	 8 	 135 	Z 	0 	8 	O 	0.0 	2 	0 	1.0 	QBMZSIPRTDOYGAELHFJKNVXU	QAYEVUBMNIKLFXHGTOJPSZDR	GDTSXPVAOZMNEQLUJBHRYFIK	MTRBIDESLHFJKOVQPYNGAZXU	VKNQFPSALGZYMIEXHDJUOBRT	DRGOMJUBPAKTHSVZIEFNLYXQ	GMNAVDKTUFXOZBHQYESJIPRL	RGBTAOEKLDFPXZIHQJSUNMVY	0
main	18 	BB6 	 oneCued 	 0.0 	 right 	 8 	 90 	X 	2 	10 	X 	1.0 	0 	0 	0.0 	EBLGRJKPUSXAYTINQZDHMFVO	UZRQKNLEPHITAMBDXOFSVJGY	MHVSAOTBXJNIKFQLGDZEPUYR	VXHKJARPMYULENBOSDTFIQZG	LDYUGTXVJEFKMZSAOQIHRBPN	JTYPDAXIBMNLVUOFKHGEQZRS	QRDXGZMOLIHJETBAVUYNFSKP	KYVTBANXZMFOJHUEIRGLQDSP	0
main	19 	BB6 	 oneCued 	 0.0 	 right 	 8 	 0 	X 	0 	7 	A 	0.0 	2 	0 	1.0 	XUHZDRMIKFTLOBPNGEAQJYSV	OPSYVTJZRDIGENAXHLBKFQMU	SJUITZOAXNERMYVGKPQDBHFL	MSAJOZHKDVYNPRIGXQLETBFU	NOLEQSPAKVDFYJXZMTIRUGHB	JQPGRKEXMSNHAZIUVYLTBODF	YQETUPJXGRMVDFBZNKHIOSLA	HXNDOVZRFGBUJIMPASKLTQYE	0
main	20 	BB6 	 oneCued 	 0.0 	 right 	 8 	 0 	Y 	0 	10 	B 	0.0 	0 	0 	1.0 	NUPGOKXARMBYIFVLJSHTQZED	LXAYNJHKBSMROZPUIFGQDETV	XFHYQDLTBPEIMGNJKAVROZUS	KIHSYAMUTBFDEQPXNZJVLRGO	QEFKTDJXRMSPGHUILBVZYAON	VGRTAXBQIDOZSPNJFULKYMHE	ESUJLYKVDXNQTBMRPOIZHGFA	RYBAGZETMUOQFIHJLXKNPVSD	0
main	21 	BB6 	 oneCued 	 0.0 	 right 	 2 	 135 	S 	0 	8 	Q 	0.0 	1 	0 	1.0 	DATQFGEZOPXIYBSLHVKRJNMU	LNGZJOTUQSMEAVDKFYHPIXBR	-99	-99	-99	-99	-99	-99	0
main	22 	BB6 	 oneCued 	 0.0 	 right 	 2 	 0 	M 	0 	6 	S 	0.0 	1 	0 	2.0 	USZQRIPNFBJAGKVXYMEHOTLD	JLONGVSYMUDFEBPIQTKHZRXA	-99	-99	-99	-99	-99	-99	0
main	23 	BB6 	 oneCued 	 0.0 	 right 	 2 	 90 	Z 	2 	7 	H 	0.0 	0 	0 	1.0 	MQOVUGLHZIKFTNRJSPXEADYB	HJDEBTZVNOPXFIKYLARGUQSM	-99	-99	-99	-99	-99	-99	0
main	24 	BB6 	 oneCued 	 0.0 	 right 	 2 	 0 	D 	2 	9 	V 	0.0 	0 	0 	1.0 	NBGYXLRTAVDPFJOUHQZSMEKI	ISKYAZHBNJQTDOXPRLMFEGVU	-99	-99	-99	-99	-99	-99	0
main	25 	BB6 	 oneCued 	 0.0 	 right 	 8 	 90 	M 	0 	9 	Q 	0.0 	1 	0 	1.0 	INHBGUPKRATSFYVMZEQXJDOL	VSDXLRKFHQMBYGIUNEOAZJTP	PHRIQXSVYOUMNALGKBEDTJFZ	VBDKQPSUZXINROGMYFTHLAEJ	JKUXQRVSIFNADOGZMLPEHYTB	DEVBLMFHOXTYIRQNJZASPGKU	ZJLNYBASTPFGXQUDKRMVIEOH	BIESMKXPOQTVFGDYAHRNJULZ	0
main	26 	BB6 	 oneCued 	 0.0 	 right 	 8 	 0 	Y 	2 	7 	L 	0.0 	7 	0 	1.0 	FTLIZOMKUBHJNDGXYQSREVAP	XFUMSTEVGJORQBYAHLKDIPNZ	DAHRXSJQNKUEYOPZBMVLGIFT	OEAQHGXVLYDSKZMPTIJRBUNF	RUFNLIXVQOPEGBSJDZKYMTHA	BXQHNEIOYLPDKZJMASTUGVFR	RYXOJKAQBNSDPIZHVMFEGLTU	GAXUTBRLYOSMEPIZVKFDQHNJ	0
main	27 	BB6 	 oneCued 	 0.0 	 right 	 2 	 90 	K 	2 	8 	F 	0.0 	0 	0 	1.0 	DRSYJEBLFKTUIHVMNQOZXPAG	JESDINXPFQROBMTAHGKZLVYU	-99	-99	-99	-99	-99	-99	0
main	28 	BB6 	 oneCued 	 0.0 	 right 	 2 	 45 	N 	0 	10 	T 	0.0 	1 	0 	-1.0 	HYLQMASJUPINVBRDTKOFXZEG	LQAUHKDJFNTPORVYZSMGIEXB	-99	-99	-99	-99	-99	-99	0
main	29 	BB6 	 oneCued 	 0.0 	 right 	 2 	 315 	F 	2 	7 	S 	0.0 	0 	0 	-1.0 	ZIJRPGFSTXVQAHKMOBDLYENU	EKYRLJVAHZDQSOGBINTUMPFX	-99	-99	-99	-99	-99	-99	0
main	30 	BB6 	 oneCued 	 0.0 	 right 	 2 	 90 	P 	0 	9 	I 	0.0 	0 	0 	12.0 	OKYQGEZJFIVTUAMRHXDNSPLB	SGTJNIDKPMHAFELUXQBOYZRV	-99	-99	-99	-99	-99	-99	0
main	31 	BB6 	 oneCued 	 0.0 	 right 	 2 	 315 	V 	0 	10 	V 	1.0 	1 	0 	0.0 	TLEZSQAVRKJPDINOYXBUFMGH	TNMDZSIYUFVJBAHPRGQOEXKL	-99	-99	-99	-99	-99	-99	0
main	32 	BB6 	 oneCued 	 0.0 	 right 	 2 	 180 	R 	0 	10 	V 	0.0 	1 	0 	1.0 	BTXFMNQPSAVHKRZUEILGYJOD	GZLFKMAETPVRJBXQYUHISDON	-99	-99	-99	-99	-99	-99	0
main	33 	BB6 	 oneCued 	 0.0 	 right 	 8 	 90 	B 	2 	9 	D 	0.0 	2 	0 	1.0 	LVNGKZPMFDJEQHTSOURIYBAX	AUJQBZSXEIVDFRMNHYKPTLGO	OKAFRXJNVDBUPGMHSTZQLYEI	QTDJGBOISKYVAUPENRHLZFXM	OTUEJSZAQNPMXFRBLVIKDHGY	DITEOXQBSUNJLPZYRKAFVGHM	UAORZYMGLHJEIQXFPBTDNSVK	PJMOIELNGZHATRFQDSBKVUYX	0
main	34 	BB6 	 oneCued 	 0.0 	 right 	 8 	 135 	Z 	0 	9 	I 	0.0 	7 	0 	-1.0 	DALBFXUGRNVSYJOMTEPHQIKZ	VXMJHDQYRUTZFPOEAKSNLIBG	VAUHFIEBZQLMNKSJYDTXGORP	ELUTYPVGQHZAOSKDNRJIXMBF	KGLUXEOSATHBPQMNRVZDJIYF	RSGBETJFONXUMAHYZPLDKVIQ	UJMYEHBFPTZLOVDKXARQGISN	QPRTLHDMZIJEGKFSOYAXVUBN	0
main	35 	BB6 	 oneCued 	 0.0 	 right 	 8 	 90 	Z 	2 	6 	H 	0.0 	2 	0 	1.0 	FIMPGDBXVKSETJLNZUOAYQRH	ZFOTKBDPMXVIJHLNQASERUYG	AXIDGKHZJBRVNTQFEOMLPSUY	MNQPTRHBALEIZDOVYJSXKUFG	DEQNOXLIZRKJVUYHMBFSATGP	BXOKHSJEPMYAUFVGDNLZRQTI	VAETLUIYQGSXFOPKRNMDBZHJ	LKVUIPQOMBZRNXAYGTEDHFSJ	0
main	36 	BB6 	 oneCued 	 0.0 	 right 	 8 	 225 	O 	0 	9 	Z 	0.0 	4 	0 	-3.0 	OMEIHBSTVGUNXAYKPZDJFLRQ	OFVTQXIZRHYPDGUEJBALKSMN	GFXVZTMKJERNQBLSPAIUYHDO	EZAHOVQNXKGTPRBMUDSLJFIY	NXUMLVOFAZBQRYGDIPHEJTKS	TIPQBESRDHOVLJKFMXNAGYZU	GMZFAHVSQENUTOPDYBKJXIRL	RGZPLXYADFIUEBKJQONHSVTM	0
main	37 	BB6 	 oneCued 	 0.0 	 right 	 8 	 135 	P 	0 	10 	O 	0.0 	7 	0 	1.0 	QHZREAKOUYPMFSXTBIVGJNDL	RJABHIFTMVSDEZLXNOQPGKUY	VYFUDZERQMTPNKBSXHALIOGJ	PBOTVRLXAYSFNIEZDUQMHKGJ	UBVMSGFNLZTADEJIRHQKPOYX	HLARNPFQIVGMUOKZSJYEBTDX	DHBPTVLEZJYRNMKIUGQXSFOA	HRFISAQEDGOPKUXBZMLJNTYV	0
main	38 	BB6 	 oneCued 	 0.0 	 right 	 8 	 0 	X 	2 	9 	R 	0.0 	1 	0 	3.0 	HYNTQLOKFBAPDXRSEMUZGIJV	IDTLEBOYNRVAXFKPSGZUQHMJ	PDZHVQAITSXNEBYKMOJGRFUL	DGUEXTLSBYNAMRQFZIKOJHVP	GZRTHJPXESYNFOMIBVALKDQU	GSEZLVUHJMYBIDPFANROXKTQ	BZFUJKISOQNXYMAGHTDVEPRL	QHFZITDNSUOBLPVARKMXYGEJ	0
main	39 	BB6 	 oneCued 	 0.0 	 right 	 8 	 45 	L 	2 	9 	Q 	0.0 	3 	0 	1.0 	SIDFHAYTQBLZKGXMJPUORVNE	YFQXGILEKAHZRSDNBTOVJPUM	ZIUNYDBMXOLHJKSEFGVPTQAR	HEXNYKROAQLMJFGSIZUPBVDT	PGRHISEXZBNJMUDLTQVOYAFK	JLOSPQHVIEUFRTGXZBDNMYAK	QBLFYMUAKXPJSRTNEVDHOZGI	TGIFSELYJZBHDKURXVMPNOAQ	0
main	40 	BB6 	 oneCued 	 0.0 	 right 	 2 	 315 	R 	0 	8 	I 	0.0 	1 	0 	14.0 	HASVNLMYBFZUEDITKGPRJQOX	YQBGHLJPIKTXEUAVOMNZDFRS	-99	-99	-99	-99	-99	-99	0
main	41 	BB6 	 oneCued 	 0.0 	 right 	 8 	 180 	B 	0 	7 	B 	1.0 	3 	0 	0.0 	DBEMNHSZOTJKFRQAUPVGYLXI	VSIDXMJKGPHRQFABLEUYOTZN	OVRDGAQYBFTIPEULKJZSMHXN	RTKXQMLBIUONAVHDEPFSGYJZ	QPSODXYHRZJAVULFBMTKNEIG	HVLNZEQXBTGUFJMIRDPOYSAK	VEJQMFLAXSNBHGZIPDOUTRKY	MSVRGXPKATZQYEONBLIJDUHF	0
main	42 	BB6 	 oneCued 	 0.0 	 right 	 2 	 135 	A 	2 	10 	T 	0.0 	1 	0 	1.0 	KIBTLORDMGHQEUPNXJYVZASF	IRHJODUVSZTAQEBMNXKYLPGF	-99	-99	-99	-99	-99	-99	0
main	43 	BB6 	 oneCued 	 0.0 	 right 	 2 	 270 	A 	2 	8 	H 	0.0 	0 	0 	1.0 	SIJXGLPFHANOYTEBDMKVQRZU	VONZLHTGRUMEJIAPSXDYKFQB	-99	-99	-99	-99	-99	-99	0
main	44 	BB6 	 oneCued 	 0.0 	 right 	 2 	 180 	N 	0 	6 	Z 	0.0 	1 	0 	6.0 	VIFROJLAXGHUTKSMZDPQNBEY	HILDBQZUKOXRNMGVFTPSYAJE	-99	-99	-99	-99	-99	-99	0
main	45 	BB6 	 oneCued 	 0.0 	 right 	 8 	 0 	O 	2 	9 	V 	0.0 	0 	0 	6.0 	TMXLKHPGJVQURIEODYSFZBNA	NGFTQYHVJBEZPMRUIKOXDALS	AUZDHGIJYLVEBPQOXRSKFMTN	QKPOZFBJLIVDNEHUSGARXMYT	HSLJDGFRBNIPUYTEXZKOQVAM	JLAEXYQRZITFHSOBMUGDVPNK	EZDATOBXJFMSIPRQHGNUYKLV	RYLHAIVGDFSUJXETKPZMQONB	0
main	46 	BB6 	 oneCued 	 0.0 	 right 	 8 	 315 	N 	2 	10 	F 	0.0 	0 	0 	1.0 	EOZIGUPYXBFNDAVMRJQKHSLT	OGPZLDQIBYRVEXHFNASTUKMJ	YPIJEARKZXFSHVUMDBNTGLOQ	USJVRTYDNAKEBQIXOZGLPHMF	QSMBDYEJTAPKOXHULRFIZNVG	OIGAQUMXTJYNDHVKZBSFELPR	RUXHLJKPBZQASIMGDNTYVFOE	YSVGBLZDHITOKJPNMERQAUFX	0
main	47 	BB6 	 oneCued 	 0.0 	 right 	 2 	 0 	K 	2 	10 	P 	0.0 	1 	0 	1.0 	VXPNGKSYZMTHJUEBLAORFIDQ	UVOMNXIQDZPKTYJBEFLSAGHR	-99	-99	-99	-99	-99	-99	0
main	48 	BB6 	 oneCued 	 0.0 	 right 	 8 	 270 	S 	2 	7 	O 	0.0 	5 	0 	1.0 	AFNMJDHZGYTEOVRXUKBPSLIQ	QLZNFDVXEHRYTUJIMKGAPSOB	AFRSLDMTPYHNZOJBXIGQUKEV	IALHYJOXENMQDKGPUVSZTRFB	EBVSOLPYDNHZXQMFJRUIAGTK	JUTAXELOSYBRZMKIGFQDNPVH	BXZALPHOJFQTENKRGIYUDVSM	TPZDXHIGSEMARUVQONJKLFBY	0
main	49 	BB6 	 oneCued 	 0.0 	 right 	 8 	 180 	A 	2 	9 	F 	0.0 	7 	0 	1.0 	NUKVOAEZHLDIQGTSBJRYFXMP	BONMTFYUVKDHZERIJLSPXAQG	RLVYSBOTDGAHFXZPNUIEMKQJ	RZPMBKUDTHGJNFEOISYXLVAQ	QXGFHDNYSVJLKIPMAOBRETZU	UXLIYAREOJNMPZVGKQFDBHTS	ZRIFUKVNMHAGXQTSJPLYEBDO	HGNYJIEXMFAZQBKTPLRVDUOS	0
main	50 	BB6 	 oneCued 	 0.0 	 right 	 8 	 90 	T 	0 	10 	U 	0.0 	7 	0 	1.0 	APUZVMRYGJIQXNSBEHLFKDOT	UIYGRVJFKTLPOEASQNXZDBHM	OQKNVDYPXRATFHISGBEUZLJM	UXVMFBOTKHIYSQDRPZANELGJ	ESBVZMHYJTXUQFRIPGODLAKN	LMIDBRAKGPEVYJOUZTQHSFXN	NLXARKVHEQMUOSTDJGYIBPZF	ZMPBYGOEDHUTJXKAQSVLINFR	0
main	51 	BB6 	 oneCued 	 0.0 	 right 	 2 	 0 	E 	2 	7 	J 	0.0 	1 	0 	1.0 	BVJOIXHRLFEQNDKPYSAMGTUZ	MTRHLDPJESBYQXFVAUGNIZKO	-99	-99	-99	-99	-99	-99	0
main	52 	BB6 	 oneCued 	 0.0 	 right 	 8 	 0 	E 	0 	8 	N 	0.0 	2 	0 	-1.0 	FKZJMXHIQEPTDAONGVUYSBRL	RLQPHNDJBEOITMFUAYSKVZGX	JKULYMDENTFXZGIQOPVBSHAR	NHRQLPGDVIKAYXSMBEZUTOFJ	GMQYPVKUTSAJEZLFDNBIXROH	IVUFMAOZSNPLXYJDBGQKEHTR	EXVSPIUKFZJBRTAYQMGLONHD	OKQJMAEHYTFXZBLSRNPDVIGU	0
main	53 	BB6 	 oneCued 	 0.0 	 right 	 2 	 180 	O 	2 	9 	O 	1.0 	1 	0 	0.0 	KEQTDFXBSAUOPYZILHJVRGMN	ENSBGLDTHOQZRMVYFAUPJKIX	-99	-99	-99	-99	-99	-99	0
main	54 	BB6 	 oneCued 	 0.0 	 right 	 8 	 45 	O 	0 	6 	I 	0.0 	6 	0 	4.0 	HQTDPKFXZEGJVILMBNRAOUYS	YIAHNBDTOUGLFVSKZXRJQMEP	IJBGPYQFSMLKZAXVEHDTOURN	VSQNUJDZAPIBKRMEYOTGHLFX	QDELONAUYFHTIVZKBJPXSGRM	ZSRDJNVFTIGQPOLMYXHEABKU	YMRDZFIXQAOLGTUBEHKJNPVS	VLDAMUBNFPYOQXEHITSKJRZG	0
main	55 	BB6 	 oneCued 	 0.0 	 right 	 8 	 45 	H 	0 	10 	P 	0.0 	7 	0 	1.0 	HQUBVPZJNOSIGFTXRMLDYAEK	QKTPUGEJXZLAYSINMBHFORVD	QUJTPLFKMERISADBZVGNOXHY	GJKRVDQMFTNUALYSZPEHBXOI	BNJITPDYHEXUKOAQFVZLGSMR	FQDVHTUNSILEXKMBGAZJROYP	BHPNELJGXUKTOZRSQVIDYFAM	TBIVZGRMFEPHDJXLSNKQYAUO	0
main	56 	BB6 	 oneCued 	 0.0 	 right 	 8 	 225 	Y 	0 	9 	E 	0.0 	1 	0 	1.0 	XDNKAMJFZIRSYOBLVEHUQGPT	HUGNTSJVPEYXZKLMQIRFBDOA	SPKVXJLFENHQDAMBROGZIUYT	UEYZVHXATMDLBNOGQRIKPFJS	KUTSOIJERFXVMALBGZYDHNQP	FNYUPGLBSOZQAVDTXMHEJKRI	VGXLHDRJUPASINFQKBYEZOTM	ODKHAQTVUFPEJRNXLBMIGYSZ	0
main	57 	BB6 	 oneCued 	 0.0 	 right 	 2 	 45 	A 	2 	6 	A 	1.0 	1 	0 	0.0 	XYEVNBUZIJRLADKFSPMGHQTO	QVGZUNATJBFEDSYKPMIORHLX	-99	-99	-99	-99	-99	-99	0
main	58 	BB6 	 oneCued 	 0.0 	 right 	 2 	 225 	N 	0 	10 	T 	0.0 	0 	0 	1.0 	ORQJLKSGVFTNYXDHABIMUEPZ	VJDOBFTIUQXPZMKSRYHGNELA	-99	-99	-99	-99	-99	-99	0
main	59 	BB6 	 oneCued 	 0.0 	 right 	 8 	 225 	G 	2 	10 	F 	0.0 	3 	0 	1.0 	VIYSZFBNGMAOKJTDHRXELPUQ	INKBPGYXREQOTDSHMZLJVUAF	FKAVDNUIQYTLJMHEPXBOSZGR	SONKURXMJBFGAQVEPLHITYZD	EFPITDRBUXKGVLSYMNJZQOHA	TNDPYBUOAMVLQXKJHSGZIFRE	KZXDNPMOYGASIVUHTRJLQBEF	XSOZHLVDURAPGYTBQEKINFMJ	0
main	60 	BB6 	 oneCued 	 0.0 	 right 	 2 	 90 	R 	2 	8 	R 	1.0 	0 	0 	0.0 	PHKDZUXTRFILMNVOSQGEYJAB	AMHLXOBGYDPRJZFENQTISVKU	-99	-99	-99	-99	-99	-99	0
main	61 	BB6 	 oneCued 	 0.0 	 right 	 8 	 0 	E 	2 	10 	H 	0.0 	0 	0 	12.0 	DUXPJBTYVZHFIMQGSLNAOREK	KGQLHMRVJPEXOSIYTAFZUBND	SIFHRUZLBTAJPNQOVKMGEXYD	ZMDIVAQBETUHPSYKFGONRLJX	ZDIQOULMTFGYARVNHBSJPKEX	YKXOLSQERTUPVGNMFDIABJHZ	QHRIBOPADZTEVKGLFMNSUJXY	JIRLMNDVPZOQBAFEUGSKHYXT	0
main	62 	BB6 	 oneCued 	 0.0 	 right 	 8 	 135 	B 	2 	8 	V 	0.0 	5 	0 	1.0 	FZOAKRTHPLSJUQYXVMEDIGNB	ZAPLDTEQVBIFSRXOKHUGNYMJ	GYSZFOXBDIATNMHRPEJUKVQL	KZIVTXPLGJRNYADFBUSQOHME	ABEIRPSVFZDXOJKLTNGHQYMU	RPUDQONSVBYFGJHILZMXKAET	YUDLMFKGVBNSZXHQJIAETROP	PTLBUSGJEVHKNIOZYMAXDRQF	0
main	63 	BB6 	 oneCued 	 0.0 	 right 	 8 	 180 	I 	0 	6 	H 	0.0 	5 	0 	17.0 	DHNFAOGYSTEXPLQUJIKZRMVB	NJPSXEZLBQGOVMYFRKDHAUIT	QNAEZPOGJRMHBUITKSYVFLXD	HKDAQUVMIZXYBJEGLNFTSORP	SIQLAMENGTBHKVXOFRUDPYZJ	XVNZUSHTDEGYPKJFABMOLQRI	BHUVIFKSPAMGEXQRDLZYOJTN	RBFUQHGIKXZOPYMVADNSLJTE	0
main	64 	BB6 	 oneCued 	 0.0 	 right 	 2 	 180 	Y 	2 	9 	Y 	1.0 	1 	0 	0.0 	GVZHASTENDBMFUPKOLQXJRIY	PGRAXENHZYVKBUJTFDIQMSLO	-99	-99	-99	-99	-99	-99	0
main	65 	BB6 	 oneCued 	 0.0 	 right 	 2 	 180 	Z 	0 	7 	A 	0.0 	0 	0 	1.0 	BGUNSRFAZVLKPTHYXEDQIMJO	OUSTIEYRXGVPMALNHZKJFQDB	-99	-99	-99	-99	-99	-99	0
main	66 	BB6 	 oneCued 	 0.0 	 right 	 2 	 45 	A 	0 	9 	A 	1.0 	0 	0 	0.0 	BNGQTZLUEAVJXOSMPRFIHDKY	YNGPDOZBTKXAESLFHRMQIVJU	-99	-99	-99	-99	-99	-99	0
main	67 	BB6 	 oneCued 	 0.0 	 right 	 2 	 135 	A 	2 	7 	I 	0.0 	0 	0 	1.0 	HSYMORBIATVLJNUKDPQXZEFG	VESRIAUGLOJQTNZMKBXPFDYH	-99	-99	-99	-99	-99	-99	0
main	68 	BB6 	 oneCued 	 0.0 	 right 	 2 	 270 	X 	0 	8 	X 	1.0 	1 	0 	0.0 	FNXQBYHOGEPMZTJADSRIKLVU	IPVUOEHFXJKGZTBRAMDNQSYL	-99	-99	-99	-99	-99	-99	0
