experimentPhase	trialnum	subject	nStreams	ring	crowded	resp0	button0	cuePos0	answer0	correct0	pairAngle0	whichStreamCuedAngle0	whichRespCue0	whichInPair0	cuedStream0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	timingBlips
main	0	CC	2	2	Bouma	S	0	8	O	False	120	120.0	0	0	0	-1	VUYPIEKSOZLBQDJAFGRMNHTX	ODMBKQNYFSEUTGPHXZJIVARL	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	1	CC	2	1	Yes	Z	0	10	Z	True	0	30.0	0	0	0	0	UQJKRLIHMFZGVEASDYXBTPON	QYGXHVTDFBZJKRNMESOLIUPA	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	2	CC	2	1	Bouma	R	0	8	B	False	60	270.0	0	1	1	5	ULOITSRAGDJVKYMBEHFNXPQZ	SXOIKGVYBFLMZRAPUQNHTEDJ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	3	CC	2	0	Bouma	U	0	8	U	True	120	120.0	0	0	0	0	PYGIQTSOUJKVLBNHMZADRFEX	QEHGFKJNXSDZAVLBPIMTYOUR	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	4	CC	2	0	Bouma	X	0	7	X	True	60	60.0	0	0	0	0	DLFAORVXNYGQTEIPUHBMJZKS	YRZQBDOIMFTNXESVLPGAKUJH	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	5	CC	2	1	Bouma	I	0	10	L	False	60	270.0	0	1	1	-2	GBTDUYHZFMJSLIRVXOPQKNEA	OKDBHEAZIXLVFMPSQUJGTYNR	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	6	CC	2	0	Bouma	J	0	8	A	False	0	0.0	0	0	0	-1	MNKILXVJAUHYQSDORBPZTEGF	TQLIUKVZHREXFPJDYBMGOSAN	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	7	CC	2	0	Yes	R	0	10	B	False	60	60.0	0	0	0	-1	MIKXAZTNPRBDYUJEFGVQLHOS	ZIFYBKLANGQRXVTHMOEPJSDU	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	8	CC	2	0	Bouma	A	0	7	P	False	120	120.0	0	0	0	-3	BLRQAHNPDGFMIEZOSXJUKYVT	JQITVOXMNUZGHBYDFPELSKAR	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	9	CC	2	2	Yes	X	0	8	I	False	60	240.0	0	1	1	-2	ZAQMUSELBVTHKRIFXNDJGPYO	TPQOSKXAILEVMZHUNBYGRFDJ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	10	CC	2	0	Yes	F	0	8	F	True	60	60.0	0	0	0	0	PMQYKHDRFXGENTOBIVLAUSZJ	XNYOSIBRQGEKLZHJPTAFUMDV	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	11	CC	2	1	Bouma	F	0	7	P	False	120	330.0	0	1	1	-1	QASIBPOFDYUJGZMHRNKEVLXT	JZMOUNFPTDYIKABSXHLQGERV	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	12	CC	2	1	Bouma	F	0	7	T	False	0	30.0	0	0	0	-1	IHSZJVFTRYLBNAPUXDQOGMKE	LQONFMGKRZTYHPAESXBUDVIJ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
