experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	nPreCueStreams	baseAngleCWfromEast	resp0	button0	cuePos0	answer0	correct0	whichStream0	angleOfWhichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	timingBlips
main	0	SH20	nStreams	0	right	2	180	E	0	9	F	False	3	-45.0	0	-5	JGMNZPUYTKSVIXALRDFQHEOB	JLAHOYSNPKVUIBQMDEZTXRGF	MZQOXGDEJYSITPVUHLABNFKR	KUNGETDQXFLPIVSHJRMOZABY	XMPVQLNHBODJKYSIEAUGZTFR	FZQJRVTAIHYMXBDGSEPKLONU	VSOPDUBNQYFJELKHRZTXIAMG	DOQXLPRBIAFMKSNEGVJUHZTY	1
main	1	SH20	nStreams	0	right	2	0	L	0	7	I	False	2	90.0	0	1	MEPDFABYONUHKVLQXTJSGRZI	VUSDIAZBMGJOFKLYXPNQERHT	ZVYJGFQILAXTEHRBUKOMSPDN	TLGAHEVBQIZPROSYUJNFXDMK	LSTMKJGXVQOFDRNIUEABPHZY	UIRKOYTSLDABXHNZJFEGVPMQ	IEMYOUNQXTJKAPFDZHBVRLGS	LMHIUJKBSZDTOAVXGFRYENPQ	1
main	2	SH20	nStreams	0	right	2	90	J	0	10	A	False	3	-135.0	0	1	DAMTKFHPEZVQGXRLIJOYSNUB	EYUGFHTBRXLDOMAKZNJSIPQV	PXRZHNDEIAVUBGJYOFQSMLKT	KSEMGUPOTFAJQHYRVLNIBXZD	GZPUVAYDIEHTKMLQXSOJNFBR	DKTMQZNLEUVIORHSGJYXABFP	UASXJMDOKQNRYVTLGFIHZEBP	TRESMVFPIOLZUDHYXJGANQKB	0
main	3	SH20	nStreams	0	right	2	180	H	0	6	R	False	3	-45.0	0	1	XABKZJSRFVOYLHENUQPIMTDG	LDOIZVGHKATQPSYRFNJUXBME	SQHDFNATRUOKBPXLEJIVGZYM	JLBIMXRHFPOZQGUEVASYNDKT	HAROEPUZXTGLNJVDQSYMIKBF	NFHPYUOEJXGADIZRLMTKVSBQ	PENUIMKBQTJFZVRGDLASHYXO	SKFJRXAPZEBONYDILUGTQMVH	1
main	4	SH20	nStreams	0	right	8	315	Y	0	6	E	False	2	45.0	0	1	YLRKXSHEVOFZINMJBTUPGAQD	JUSMEKQBGZOTRXNAYIHFLVDP	UBXJKHEYNDLQITVAOPFMZSGR	BIKRHAZQMJOVSUYNDPETLFXG	QJKLURYMPZEXGADIVNBTOFHS	DEMGRQUJSVAINXBYZHFTKPLO	VGMZATNXHEBYJRSIDPLFQKOU	SGHFDMTUBREYOKXLINVJAQZP	1
main	5	SH20	nStreams	0	right	8	315	N	0	7	F	False	2	45.0	0	1	DTRAOYBJPLKNXQZHGMSEUFVI	RMJGSKUPXYINOBFZHVATDQLE	DIKQHTEFNJZSMALPOXVUYRGB	QUKJEPDGIHOSMVBLNARXTZYF	QOZGXTKIPNRUJHMVBSLAFEYD	BFYVUAMHNPXIQDTGSEOKRZJL	SJNGQIMYPTKROEVAZBUDFXHL	KTPXHDGEAVOUBMLJZQSYNIRF	1
main	6	SH20	nStreams	0	right	8	180	S	0	10	V	False	2	-90.0	0	1	JBMVPYTOKAIZDLUXQNFSRHEG	MVPYOSHDRXFJAKEQBZLNUGIT	NEAUHZMBIOVSGKYJDXRLFTPQ	YHDGSNOLRMZIAVQFJBPXKUTE	ELTFNZHYIKBGORJVUSDMAQPX	AQTMEIVFGSPXKUOYZDHJRBLN	ZDKAJQTRPGVBNYEIOSHFXMLU	TOQIBMALXSZNHPJVYGRDFEKU	1
main	7	SH20	nStreams	0	right	2	45	R	0	7	F	False	2	135.0	0	10	ROPUMYDLFNXEKVTZIABHSQJG	SAUXBKFZDGNHJMYRTVOEPQIL	DSJZBEMFOTHQPALVIRYKXUGN	FABGKJVXQPLUEOTDYZHMIRNS	ZUPIMENGKFQTSYBJVHLDAROX	NEPZIOFQJKBSRTXVMDGLUAYH	ELMPOZKDTAQXUHIGRVFJSNYB	RJGANPDBIYLOFXVETKHMZSUQ	1
main	8	SH20	nStreams	0	right	2	315	I	0	8	E	False	5	180.0	0	1	TNZEXMOIYGUQKHASVRFLDBPJ	RZVMKDUHPOGSTXFLANJIBQEY	XAFYJIRLNTZQBMUGSKEHVDPO	XUGFNOHBZYIQPSJMEVDLRTKA	AUPSZLBQYRNFIKDVEOHGXJMT	BRMZKXADEIFOTGPNYQUVLSHJ	AOJGQMYVRHIKBULNPETFZXDS	OQNMZSXPYTFLUEHIBRJVDGAK	1
main	9	SH20	nStreams	0	right	2	0	D	0	8	G	False	0	0.0	0	1	JVXOKTEIGDLQNUHMYZBRFPSA	NPJRYIUKSQLMGEFHDOZXBTVA	EBXUPOMGTRQNKLZIVFYAHSDJ	RLDYFOVIPNGKQEZMTUBAJHXS	GQRJIAMYTBVHXLNKSOZPUEFD	EITGKOQYVNLFZDAMPRUXJSBH	BKMYUJSDNOTFGIQRAXPHVLEZ	JZEXAKNLVSQDRHFMTOBIUGPY	2
