experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	nPreCueStreams	baseAngleCWfromEast	resp0	button0	cuePos0	answer0	correct0	whichStream0	angleOfWhichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	timingBlips
main	0	SR22	nStreams	0	right	2	135	B	0	6	H	False	2	-135.0	0	2	PZAVTGUJKHLNRYDMFBQOSIXE	QRYFEGAXJPKHTBDUVMZNIOLS	XLRDMOHIBPVJZUNGAESTYKFQ	JZSOBMEIVUKLQXTADRPFYGNH	OSEADFYIHQUJPVBZXLNMKGRT	GYSMPZBUKHVDANOXRTQIJEFL	MLTZGRJOVBISFKUPNEAHXDYQ	JMFUTHKYINXDOLVBPZAQSGRE	1
main	1	SR22	nStreams	0	right	2	225	R	0	7	Y	False	2	-45.0	0	1	DKBSRANEGFPQYVLZOXJMITUH	NOVQYRZGAHDXJUSLTBPMIKFE	EUHTIMNYRBFLSQZAXKVPDGOJ	KBGOHMRXINPUDSVTYEQLJFZA	PLFHMEGZNRKBSODAVTXUYIQJ	TPYVMEUNSAJZRIKOGLDFXBHQ	ZKAHOUTEQPLNMSIJRBFGDVXY	KUNPBERIHJMYDZOFSAQGTXVL	2
main	2	SR22	nStreams	0	right	8	315	P	0	6	I	False	7	-90.0	0	1	PSXKUORAEBMYGLDTJHZIVNQF	INPMDOQXJUHFKLBGYAVTSREZ	NDVSKOGHXRTIZYJBMULPFQEA	SJIFUMYBDVXTAORQPGLZEKHN	ZATGIMXPJRSQYDOFNVLKHBEU	ZJTVBYSIXAPDFQRLGUEHKNOM	OBVPSIRUXFGNEHQTDKMLAZJY	SRNBOTIPQKLXJEDYMHFGZAVU	2
main	3	SR22	nStreams	0	right	2	0	E	0	7	E	True	4	180.0	0	0	MVOEYTQKXJRLPSIZBAHUGFND	INSDAXYRGTVOLFEPKUQJHZMB	PIXTKFQANSBVMULJYHOREZGD	BSITRMVAQEXJUOLKHFNZPGYD	YJRZAXLEIBTPHFMSONQGKVDU	AXNQGRZLBYTKVEUOISMPFHDJ	NFLUVDRGIJOKTQYBESAXHMZP	ZOKFRQJUPGSLMXTHAYEIVBND	1
main	4	SR22	nStreams	0	right	2	135	F	0	10	J	False	1	180.0	0	1	ABZVLGETMIPSXHUQODYRKNFJ	SKQGTERNXDJFBVMYOALIHZPU	BSXLJZNYAUIHDTOQKMFREVPG	OQXTMEYNGVJUPBZIKSDHFARL	EQOYJDUHVPFLSTIRAGBMKXNZ	QBHASTPDUIVELROZJFGXKNYM	PXFLBEQKDYMHAUIGTSVZONJR	SJUPAGIDNFKVHTLMXORQEZYB	2
main	5	SR22	nStreams	0	right	8	180	F	0	8	M	False	3	-45.0	0	1	LFRPINTEHZDQBKOVJMUXYSAG	USJXLMZFIEABYHPVKRDNQOTG	SRFZKHLEPXYMBVTGNOUQADJI	EKDZQTJYMFIPSBNURHVXGLAO	LPGSAJBDZNKERIUXVMQHTFOY	EPKXDNSRLMYJFZHGQIVATOUB	HGIAFVDXTZONBRQEMJYSLUKP	SUPHBLAVTERIMNFQKJXOYGZD	1
main	6	SR22	nStreams	0	right	8	90	K	0	8	I	False	0	90.0	0	2	HZRNJGESIFKXLMBTUQVOADYP	SDYPAIGXFQHOUNTEVBKJMRLZ	DJNGPFBHUALRMVQXOIKTEZYS	KJTUZFMXYHDAEIRVPOBSGQNL	UPLSAZTVEIOMXJRKQHFDGNBY	AYSVNJGUKDHZTIMQFOBRLXPE	AJXSFUNDMZVTHLYEIOKPQRGB	NMSZBGJEXDAFQKPYOVUHTILR	2
main	7	SR22	nStreams	0	right	8	315	B	0	10	X	False	4	135.0	0	1	MUQRJOVFDXBPKGNTZYEHLAIS	BRLVYQDKIFXPJAOMHTNSEZGU	AMXZBVNLTQGYSFJKDUPHERIO	BXKSDZMFTEQILJNGARUOYPVH	LAEMZPVRJNXBKFITQOYSGHUD	DBKUJZRTNLOIYVFGMXESQPHA	XNRQAGYOJPVDFZKISUHMEBLT	HDRQLTKAEPZYUVIGBJSONMFX	0
main	8	SR22	nStreams	0	right	2	180	I	0	9	I	True	0	180.0	0	0	ADVXQLOTFIBYSGRZJHPNUKME	KNALQBERDIHSZOUXPJFMVGYT	TDAFPHBVLZSKGNOEXYIQMJRU	DNVHKFTMQGEIZBRPAJUYXLOS	OZRPAIULJQYXFDVHMETKSBNG	OTDFZAGRJUYEPHIVBSKQLMXN	ABXNGIQYJTSZLFUDERHOMPVK	PFYHVBAKQNOZLTDMGXEUJRIS	1
main	9	SR22	nStreams	0	right	2	45	A	0	10	B	False	1	90.0	0	-3	IFEAPBLZOHKMTUSVNQRYXGDJ	LYGJUORAENBFTHZDQSMPVKXI	LDIPBUJKNFGRXSOZTEHVMYAQ	BQXDTPAJGLMNYKERIHOUSFVZ	KLTVSEXBORAMUYPNDJGQFZHI	PQVIZOYHDBJXUERLTFGKAMSN	IOJZPLHNMVSDYTRKFUGBAEXQ	KOGNXEPJADQUYTZBLRVSMHFI	2
