experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	nPreCueStreams	baseAngleCWfromEast	resp0	button0	cuePos0	answer0	correct0	whichStream0	angleOfWhichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	timingBlips
main	0	MV10	nStreams	0	right	2	90	M	0	10	J	False	7	45.0	0	-10	XKBVIAOUDYFTLJZGRNSPQHEM	ELQPKBOTMVHXDFUNGIAYZSJR	AMXDFOVIBJKTQYLSPHZNREGU	ZVGYMIUHOQBLESFNKARJDTPX	ZIJOFLDQMREGYAVXNPKBSHTU	ILJHMOVRQUZGKFPSNEXBDAYT	OPULHVGBSENJADKFTZIRMYQX	MRPUGKEZDIJBOVSATYHLNFQX	1
main	1	MV10	nStreams	0	right	2	135	D	0	9	N	False	5	-1.40334185971e-14	0	14	NZDOKQSVEMTFAYUBGJRIPXLH	OAYBUJKQNVFMRELXSDTIZHPG	IHRPBQVZKEJNMTSXOLUFDGAY	VZRIMXKQYLNBEUHDGTJAFPOS	RNMVXKFSPITEJGLODHBZAUQY	LSVKIAUERNBHJQFTZOYMPXGD	JOLKUQZFAEXDHIPVMBYRSTNG	OLUFPTZQMKJISYVDBHANEXGR	0
main	2	MV10	nStreams	0	right	2	45	S	0	10	K	False	6	-45.0	0	-5	INGQXABYRPUZFEMKODHSVLTJ	NHAIJGMXPFRVSOZQEKYLDBTU	SOKQTALYBNDGIZXMURPEHFVJ	AXVMUKOGHFZDPNYILRQTBJES	FTJIGKRYVMXBNELZQSDPAHUO	TPRDIUEKNGFHLYVBXMJQOSZA	NYMVOSPZEGKBXLJUQHIATRDF	GVFABMKEJLUZTIXNORDYQPHS	1
main	3	MV10	nStreams	0	right	2	180	S	0	7	Z	False	5	45.0	0	-7	KHSPQJYGUALDBMOIFTNZRXVE	GZDRMQOAPJNXBEKHIFUSTVYL	UAGYHEJDKFPVNQITORLMXZSB	KRHMTIXFLPGDAUQSVYJNZEBO	DHUFIMOXTYJEABVPRGKSLQZN	SYFMINQZOEHDVRUXGLTPBJAK	BEVHIDFRTJMXYAQPKNUOLZGS	PIVMLTSBXRZQJYODGHNFKEAU	0
main	4	MV10	nStreams	0	right	2	180	R	0	6	F	False	3	-45.0	0	-2	OPTJGZHRDXFSEUNBKLVIAMYQ	SGRMTPVBQHKULAIEFNJXYZDO	DLUTVXONIRJQPSZHBMEGKYAF	SITJRYFGLHBMADOEPQNKUZVX	UJMZXSAELQBROGDVHTIYPNKF	BAGTXUMDJHSFVNRLQOZEKPYI	XQAMTYFHVDPUESIZJKLGORNB	BGTSFXOAZDIHMVNJREULYQPK	0
main	5	MV10	nStreams	0	right	2	45	P	0	7	D	False	6	-45.0	0	10	BOXRVLPSDHKJYNQEUTZAIMGF	BTHYKFVIQEGZRDXNULJMOSPA	BPJQEVYTZULHXIKNGSMADFOR	SBOAIJQGNMPKRXFTULEYDZHV	QVBHDYIUTKEJZLFXGRNSMOAP	OALETZDQVFPHXUNBIGYKMRSJ	YFRTLBGDJSAEVXQNOPMIHZUK	RMFNZKIETBDAVLPOUXGHSYJQ	0
main	6	MV10	nStreams	0	right	2	135	R	0	10	A	False	2	-135.0	0	13	SROXNJKYBFVGPQDMIZATUEHL	GZHVLXIFDTPQYKERAMBSONJU	ETGVDBHUKJAMFPQXZSILYNOR	STBDRQJOUEFKAPIVZMGLHXYN	KDYOGIXUMVPLANBESFQJRTHZ	TYFRGIJXOHZSKQMNEVLPUADB	OQRAKBLVDPUHSZTGJMIXYNFE	UTYPFAIHDKVZNGSBROLXMQJE	0
main	7	MV10	nStreams	0	right	2	135	U	0	6	X	False	7	90.0	0	-2	QUMXNRKVDZFYOPHLBTEIJGAS	HZYTBSMRJLPIVFXEUKODAGNQ	EAOSYNDTBFRKJQHULIVGXMPZ	ODIAEPTBZQHMNFVUSGRYXJKL	YPBQHDIXGAJVZLMNOURTESKF	FXQADJOYRKVSUTHMBIELPNGZ	OLBHRXIUGFSMJTKNYQZDEVAP	EGRSUQXJYDHVAONKMZBFILPT	0
main	8	MV10	nStreams	0	right	2	225	G	0	7	V	False	4	45.0	0	-5	VYERAXTGHISOKBFQMNULPDZJ	ZBKTLXHESAIFDNOVPRGQYUMJ	JBHTKINMQZGEOXAPVYRSDLUF	DYPSMQAXFNIJLGHZUOKVBRTE	OLGPRMZVEQJKAINBXYTSUHFD	IFUODQTLBGNMZEPJYSARVKXH	IQLABYHJUXVMKOTNRZSGFPDE	ILHXKFJVZDROTAUBMNSGQYPE	1
main	9	MV10	nStreams	0	right	8	270	S	0	9	M	False	2	-1.40334185971e-14	0	1	BMXVFTSPURJOAZIHKLEYNQGD	PYSKBHVLUAFORQJNTGXMEDIZ	NXFQZHGTBMSUEYDPAKOVLIRJ	FHGMEURNIYKVBXSDALJQPOZT	RFHQLXADYKOPBSGETIUVNMJZ	EMZQTJVRIADPUFGHNSBYOLKX	TBGSLUFIJZHDQRNEOMPXYKVA	IEZSVAUTHMRDBLXKFQGJPYON	0
