experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	nPreCueStreams	baseAngleCWfromEast	resp0	button0	cuePos0	answer0	correct0	whichStream0	angleOfWhichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	timingBlips
main	0	GR13	nStreams	0	right	2	270	O	0	6	S	False	4	90.0	0	6	PSBGOHRZVLQUINMYJFKAEXDT	TOVNBDAURLJXSQFHGEKIZPMY	QFKLXTSNPJADEHOIRBGYMVUZ	SQFVEJLARHOZDNTIPGMUBXKY	ANGQBMSLIZPDORHXTUFJYVKE	QKOBLGFRZMNYXDUJHTPVAESI	XNDAKGEOPYITBVSUFQLMHRJZ	KDGZARMPYBVXQNOTFHSLIUJE	3
main	1	GR13	nStreams	0	right	2	270	R	0	10	R	True	1	-45.0	0	0	TPAFOUSZERBXYLQNIHJVDMKG	DAQXJZELSNRIHTFBPKYGMVOU	DVZOJTRIYPBMKQAXHELUGSNF	BAQOHMNDYGRLXZJTIVPKEFUS	GOTXKFLZJQUPBVNRMYDIEAHS	PUBHIDAXNEOLVFMSZQTRYJKG	HSGQIOBTFZRDEJYMPVLAUXKN	MZPINEGTQBFYKSJLOAUXDRHV	1
main	2	GR13	nStreams	0	right	8	45	P	0	8	E	False	7	-1.40334185971e-14	0	-1	ALJBENIOVZSPYUQRDGMTKHXF	QRYIPFJENTHVDGZKLXSMUBOA	PXSBHOMVDQIALZFJKNTYGURE	TYEKAHQBDJOGLIZMSXFNPUVR	YTHQLUXGODIBPRNEJAMKZVFS	IQVEPHAJZYKGRDTOSNUBFXLM	TXJLKYIZMSGPBQRAVUDOHFEN	DIXFQANPEKRTUZLSMGBOJVYH	1
main	3	GR13	nStreams	0	right	8	270	D	0	6	O	False	3	45.0	0	1	XFTRYMNSZAEUVKQHJODGPBLI	TZIVKHAMNJDEGLROPQUFBSXY	QZATUNYMHPBOSLRIKXDFGJVE	SVMNGXODJLQIBAZFYKERTUPH	KSJDYQHTINOPBUVGZXAFRMEL	KYVSTNJAQZMEGBXIHOUPFRLD	IUTHVBYMLKZFEJGPOXDASRNQ	MQPYXFUKTASBOZVELJIHNGRD	1
main	4	GR13	nStreams	0	right	8	0	M	0	7	M	True	2	90.0	0	0	SMVANEDTQKYPOFHZLGBUJIRX	HEBGITQXDOFUVZMKYNSPLJAR	EQAGHZJMDVOFTLINSUYBXPKR	HNQFJPDBIMAKXSERYZLTVGUO	VABMUDILNTFPHEROQKZSYXJG	GFLBIHSPZMDYUTXNOVKRJAQE	XPZMAVOLTSJHDUYGEKRQFNBI	HMPUBONTEDXZQSILGJFKRVYA	1
main	5	GR13	nStreams	0	right	2	315	B	0	6	E	False	1	-1.40334185971e-14	0	2	KDHIQBTERMLYUVXAJNOZFSGP	FYOJSREABUXIMNPGLZTQDKHV	IYOBFTPXGVRKANEDMLHQZSJU	ERTJIBYFGMALSVKQPODUXZHN	FKRNSZQLHMIJAPTDOGEVYXUB	QARGTEZULFNVMJOHBPSKXIYD	BRYKFHVPGNSZDEQUXOILTAMJ	ISKGEMZTDLUOPFQJXBARVHYN	2
main	6	GR13	nStreams	0	right	2	315	D	0	7	D	True	6	-135.0	0	0	RZEFHOSXYITKBPADLNQVMGUJ	KGVNSHDMPZLFUOIYBTXQRAEJ	FRZHMEBDYTNLAOIQVGJSUKPX	JVIFOYAUZBQTKSHRPGDXNMLE	FDKSYARZHGITVUBEOXLPJNMQ	MAKYNTHOXLGZEDSBPFQVJRIU	EMLQGYODPNARZTIHJSFXBKVU	FQBAEKDOZUSPRYGIJMVXHTLN	2
main	7	GR13	nStreams	0	right	2	90	P	0	7	O	False	3	-135.0	0	4	MXNFOEKQTPRUBSVLJIDAGHZY	IYQSKFGXZEODLMBJNUTAPHVR	YLSBUMTHNKPDZQGVXFJEARIO	GDUAKVZOYEFPTIQLJHBRNSMX	GQLIFMYDHUROZTAPVXEKNJSB	MJOBSGEUXRILDVZAYQPTHKNF	QDTGOKXNLMZSIRHVJUFAPBEY	FHIJXKLVQPBTRDUOSNMEZAYG	2
main	8	GR13	nStreams	0	right	2	225	K	0	8	F	False	6	135.0	0	1	OSFULABRIZTYJXHKNQGMEDPV	DPGORHISNVYFAZLBQUKEXMJT	JORVFSTEYNGQADUMIZKPHLBX	XONQZVAHIUKFRBEJYSTPMLDG	AEINRPQHZSTUYGXMFKVDJBOL	UIAREJNVKMGTXYDSPBLZFOQH	PHIMVBODFKNRXQGUSZYTJLEA	PTGSXUFAZMHKVOIRLJDENQBY	2
main	9	GR13	nStreams	0	right	2	90	R	0	10	H	False	4	-90.0	0	2	PTMXRFKJSDBLOAIHYQGVZNUE	MYPVLFGIKDZNHOUXSABERJTQ	OYZJLMPAFTVXNDIQKUSHGREB	JEFTZVNMOIYLSUQPAKRGHBDX	STUZMEPYDOHQRGNKXLJBFIAV	PSXMOATGJVILBHDYNFEUQZKR	UAOTIKZMQDFSGYHJNXVERBPL	LVPTIGERUNDBYZXAOHFMSJQK	2
main	10	GR13	nStreams	0	right	8	45	D	0	7	D	True	4	-135.0	0	0	RNXIHDMQLVPGYOSTKEAJUBFZ	GBRZIMNSHOLEXAYUKTJPFVQD	KBMAOQUETZFIPXRJVYGNDLHS	QMYFOAGXUSDZTRJKPVIHNBEL	YNGVTPEDLSXJFMQZIAKHROUB	SBDXNEKALJFIOUHQYMGZRVTP	PIMUNJOKVYBZHERLASDXQGFT	AGDHIQUPRBSVZJYKMXFTNOLE	2
main	11	GR13	nStreams	0	right	8	90	B	0	10	S	False	4	-90.0	0	-4	ENYDUKGOPBASQFRTJXZLVIMH	SRUDGTVPBAEQYJKMLOZHFINX	UEHNTXAPVIDLSMKJGFRQZYBO	YSIVGATUKNMXLFPJERBDZQOH	GATKYRBPEMSDHVJIOQUZFXNL	TBMKUJVRNPIOHYAXQFEGDSLZ	LZTQBMFGPVOYXRAHEUDKNJIS	QHSAPXFIBYENDTRLOZJKGMUV	0
main	12	GR13	nStreams	0	right	2	135	E	0	9	N	False	7	90.0	0	1	TISBMVYFXZLOEPNQAGURDHJK	XYUQKVIRBTSAMHPGJDFLOEZN	HJPUDOALBRTEQYNMVSXIFGZK	QEPNLOAKMUXTIZGFYRHVBJDS	BSETYHOQVKDRMLPFJIUNGZXA	THRSVIPAQKLUFGBZJMXODYEN	MOFZBEVJSYRXPDKHIQLGUATN	DKFQJHMGANERPZBUSYIXLVTO	0
main	13	GR13	nStreams	0	right	8	0	U	0	8	D	False	2	90.0	0	-2	KUBSAOQHYDNXTREJZGLPMIFV	UZNIQHSYDBLORTXFVJMEAKPG	SKMEOJUHDQVNPIRXGFTZBYLA	ENOUMXGSYQHTLIPZJRABVFKD	UIHYZMVLRFODPAQTBJGNEXKS	DFAOLUTZBRKPYIHJXEQMSVNG	HSDQLOFAIPGTMXVNEZBYRJKU	BFZAQSRDPTOLNYHUEKIXGVJM	2
main	14	GR13	nStreams	0	right	8	135	R	0	9	R	True	3	-90.0	0	0	SGBLPEDFIKZMYQOATUXNHJVR	ZRPHSFVLDAIOMJEKNTXQYGBU	VHJPEGKASYXOQFRIUTMZNDBL	MOHPAKZLQRTJENFBIGYVXSUD	FRMTPDLKBOVNEHUAJYZISGQX	JTOMBSFREUYHGVZQIPDALXKN	VHXZNTUBROYEADILSGKQJFPM	XRSZEUFNIGBLDTPKOQHVAYJM	2
main	15	GR13	nStreams	0	right	8	135	R	0	10	O	False	6	45.0	0	1	VMJKTGAFDUBNLPQHRZYSEXIO	VLNAGFKHUESIXPJMYQDBZOTR	VENBYDMAUZFKLPTJOQIHXSRG	MKVTRZQDEFPIJOUNXSHAGYLB	PHOMJQBZFUNGIATLRDVXKEYS	DULOYZFGEXMPSKHRTJBAIQVN	YKZLFDSJEQORHGIABVPTXMNU	VKDHFPANSGZXRLUJOITQEMBY	2
