experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	nPreCueStreams	baseAngleCWfromEast	resp0	button0	cuePos0	answer0	correct0	whichStream0	angleOfWhichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	timingBlips
main	0	JW8	nStreams	0	right	2	180	H	0	6	Y	False	0	180.0	0	6	ISARBXYMZKUTHVFQGNLDEOJP	QNEVMBIKSRJUOATFXLYPGZDH	NHZGDILQAVJTXPFMKYSOUREB	VHPOMKQXIBGLTJESDZNFUARY	KERANJVUSZFHOQGTYIDMBLPX	ZOMSDBETNAYKJHXUPQVLIRGF	GEPJLTIQMRYVUSKNOFXAHZDB	DAIZJHREMFXSLOYVTQUKNBGP	1
main	1	JW8	nStreams	0	right	2	45	R	0	6	R	True	6	-45.0	0	0	YERXOJSHDKZQMVLPBAUIGTNF	DSKYQLTZBFPIOMUNVAEHJRGX	ENXRHQKDBALOMYTSUFGJPIVZ	OJEQKZUFNVHPGDBMAIYRLTXS	ZDYPFEVINXLSKHTABUJMOGQR	GMBHTQKZPVFYUAJIDSNRXOEL	FGUNZBRHAQODSIXPMJVTKELY	NTVYMILDEQSUHFRGPKJBAOXZ	0
main	2	JW8	nStreams	0	right	8	45	R	0	9	T	False	6	-45.0	0	1	KZSANGLFMTEYIHXUDVBQPOJR	EPYMILBUNTFOZARSQHJKGXVD	ESDKQMPZTINAJRFVBXLUGOHY	PJAUQGFKBTZHMYOLSRIVDEXN	OQJUVIRDGMAFLNYEZKHTBPSX	QTAXDGOPUKEHYSJBFZMRLNIV	XZMEKUSHITRODJYFGALPQBNV	DVLPYHNJAUQXGOMSEKFZBRIT	0
main	3	JW8	nStreams	0	right	8	0	N	0	9	I	False	7	-45.0	0	6	IGDNJQREFHZOLTKSBYVXPAUM	XVQGUZPHBFONDTLJESIMKAYR	EGPFZTRNLODXKAQIHVJUMYBS	BLKGSEQNIDPJMZHXTRFUAYOV	TZPEOVMKXIDQHGFSBYUAJRNL	SYKJMXINVEUFQOTRHZAGPDLB	FIAQOKNBURHEZYVTLSDPJGXM	BKOGTUHEDIQSZXYNJLFMVPRA	0
main	4	JW8	nStreams	0	right	2	45	V	0	7	A	False	3	180.0	0	3	DMXGRKIHYJPOVTAQESBZNLFU	QUEJDRLXBIKMAYOGVTFHZPNS	HSULFRIBTVEADMPQZGYNJXOK	NITRGXBADQVHMEYOLPSUZJKF	GRQBSIATEYPDKHOZXLNJFMVU	IHPNLBYOKZVMEFXJRSQDATGU	XMIZQGFEVTJDLSPHAKYBORUN	JOTRLQDGMHYZUFKXABEISNPV	0
main	5	JW8	nStreams	0	right	2	225	R	0	8	K	False	2	-45.0	0	2	RPOVIAZGLFEUHXJMYNDBKTQS	SUXJODNZRKYHEQPGTVIMBALF	VQMBGZIXKARLNHOFYEUJTSDP	LNAQFIGHZVYBMJKPSDTERUXO	HXYSQGZBDPJNLOTAVMKUFIER	NJGIVPXSEHRAOZLFYQBKTDUM	RAJKYZOQDPXEMGUFBLTHSVIN	JPFLIZRAMUOQYDGTBKSVEXHN	0
main	6	JW8	nStreams	0	right	8	45	I	0	10	R	False	2	135.0	0	-2	LDMPFTBRUIKJZNAYVHQEGSOX	LTSFBEJOHGQUYXIPADZVMNKR	FETASXBZIURODJGNLYQPKHVM	BKJYUMTPEDRQLANXZHGIOVSF	QEOVNIAPHLFSMRXBYKTJDZUG	SYOXDRAJHTPEKUVFIZBLGQNM	BAHJOXNFVITSKPDQYLMEZUGR	TAREHUJDNFZGVMSBYOPIXQKL	0
main	7	JW8	nStreams	0	right	2	0	R	0	6	V	False	4	180.0	0	-4	QHYBDAKTPGXUNEVLIRSMJOFZ	BGJQTOZYRSPALXMIFKEVNUDH	DPJVSXZQFNHAOGBMILEURKYT	TLBZGQVMKPDFRNXSIHYOAEJU	BXRAODVLGUQFEYTPKZHIJNMS	LMUBGTKQIRPDOENVJZYHFSAX	RSIGMAFDQKZVUNXJLTEOBPHY	EFGTNDILAOUVZKJPSMRBXQHY	1
main	8	JW8	nStreams	0	right	8	45	P	0	7	Y	False	1	90.0	0	7	NXEGIDUAYVTJHORMKFZQSLBP	LEUMIAZYFVDRQKPHNSJXBGOT	YGQZFIVNUPLSXADHTRMEJOBK	HQFXLSBNIVGDOZRUTYKEAJPM	XMGSHBOFYPDTRJUEINVALKQZ	MUATJQXNESDPHVIOZYGKRLBF	PQOUIGRMANBEKVZXSHJYFTLD	GBVDIPUHKMQLTOSNERAXYZJF	0
main	9	JW8	nStreams	0	right	8	0	M	0	10	M	True	2	90.0	0	0	RJMNDFZPSVHEOBTIAGUXQKLY	FMRSXEJPOQUDGNBVLZYKHTAI	LHKEUOTFSYMNJBRXVZIPGDQA	BFNEVLXHTIODGQYSAZPURKMJ	NQMZVFSBHKJGYIRUDTALPEXO	BEHKOMPVNZRFTYLSUJQXIDAG	VMGQFTPZIBAKHRXJNDLOUSEY	XNIPSDAVZHUMOLJGKTFRYQEB	0
main	10	JW8	nStreams	0	right	2	315	S	0	10	X	False	5	180.0	0	2	TUJEPABXNHFVGLRYKSZDOMIQ	VLRNTBXEPQADOZHJFSUMYGIK	QAZGRNTEJLKMXYPBUVOFIHSD	RQGNUDEXZIFVSBAKTYLPMOJH	INSOTVUDBLZXPYHJEFGKMRAQ	PGJMDZBAVLXTSUIQFOKNREYH	XSUHNYDFKQVGEPTIZBMJORAL	KAHYEUJOQTSFIRXDMGZNBLPV	0
main	11	JW8	nStreams	0	right	8	135	N	0	7	N	True	0	135.0	0	0	XJHALZSNYOETRKUPVMIFDQGB	GBHNRYSIEUPFTZDKJVXMQLAO	OEKYALRJBSMQPZDINFTXUVHG	JZDGIBQNKPAVXSOELYRTHMUF	AIDEBLQMNHUPSVTGJYKZXOFR	QILBVETMFJOKHAGPNXDZURYS	ENTRXKABUYMZHOJVDQIFSLGP	MJHNXGEOPAUVKLBTFZYRQSID	1
main	12	JW8	nStreams	0	right	8	315	F	0	6	F	True	7	-90.0	0	0	TEPBDGSHXJUMQOAKLVYNZFIR	DRSGAFQITZUPJYBENXOHVKML	ATHOKFSNVZGEIQYJUMXPBDRL	HEIZDVOTQLFJAXYRPGMUKNSB	JQPUEVSDXROMTGANFBYHILKZ	JAYBTNHQGUXEIPKFMROVSZLD	ZDLFVPQXTGARUKJBIYNSHMEO	POXUGTFEDAKQILHZSYRMJBNV	0
main	13	JW8	nStreams	0	right	2	45	O	0	9	B	False	1	90.0	0	-5	ITOQLZRYNJPHFBUAXSVDKGME	UJLHOFKTABDQGPYNRVISMEXZ	NMILZYQGBEDRSAXUKVTPOHFJ	VEBPOATDGHUQSNXKLYFRMJIZ	NIRDVYOPXUJLHFMSTGKQEAZB	FYDGJBPERZMSOIHTVXLNKQAU	STKPZHEALBUGFXYQVJMNIDRO	ZQTRYOIPLHJXESUAKDMGNBFV	0
main	14	JW8	nStreams	0	right	8	180	X	0	9	A	False	0	180.0	0	7	GMRNTKQLEAHDYBVZXJUPIOFS	ZROMGDPAISXETBJQKUNYLFVH	OYFUPTNVJXZKSALMDRIEBQGH	BRAVNKLXEHFMJGIQSYOZUPTD	OXUBTGANQKIFJZRYVHDLMSEP	HPKNGZMJBXSIEDUVRYFTOQLA	BQNUZSLERXYKVGDFTPMOAHJI	AXRKSQJIUGLVMZNEYDPHFOTB	1
main	15	JW8	nStreams	0	right	8	135	P	0	10	H	False	3	-90.0	0	-4	RJPAFQSUGLMNHBXTOYEZIDVK	ORVNHDYMJEZKPUSTLIQAXGFB	IMHUNXBAZQJYPTSEVLRFOGDK	QTBGRLPIFUHEDXYAMNZKOJSV	NATGYPHKBIZXEOMDUFJQVRLS	JVOHETKXNAULBSFYMZRPDQIG	HGDRUAEBNIVQFXZPMKLYJTOS	PZQBXJGMNKETYHIADLUSFVOR	1
main	16	JW8	nStreams	0	right	2	0	P	0	7	P	True	2	90.0	0	0	EFMPGLOUHAXYVJRKZDNIBQST	DMUZHVLEPRFBJSYKNOTIGAQX	YSOUQFVPAHIGLDXBKRZENJMT	EDIRZOBSLMVAXYUJFPHNTKGQ	LRHUFVKZAXDBGSYPNQMOTIJE	ORIKNGXHDEZTQFUBAPLVJMYS	VAYKBLNJFHIQUORTESDPZGMX	VYKRPHQUNEXFADLMTOSJZBIG	1
main	17	JW8	nStreams	0	right	8	135	K	0	6	X	False	0	135.0	0	3	LOMIEAXFPKNGQDUZRVJHYTBS	JQKTAXYMLPIDZFGHOBUSRVEN	GEFQUSHNRPXMVTAIJLOZYDKB	BUPXSKNJIRVHTALEDQOZGMYF	OXVQIUMJYGPFDSNLKZBHETAR	JYRUEPLINHDMOAQKTSGXBFVZ	XKQUJZOFHYEGBPILMDRNTASV	DUIBOTXZQYRNKVPMSJAHGELF	0
main	18	JW8	nStreams	0	right	8	315	S	0	9	A	False	1	-1.40334185971e-14	0	3	PQNXJUEAZSHVYBLOFRKIGMDT	FLZROKVDNAHJSQXTIYUMBEGP	KZFNUVLHSOIBTGEDYRJAMXPQ	MSOAFEKQJVUHZTPDRLNGIYBX	LYZUMAPKJFVIETDSQNBHGORX	OFYSGRXUTEIKALVZNDPJQMBH	LODXFREBUQYJKAPTGIVSHNMZ	TIQHGUFZNPYDOJERVSLMBAKX	0
main	19	JW8	nStreams	0	right	8	135	P	0	9	G	False	6	45.0	0	2	YBENKGFHDPSRAUOIZXJQLMVT	KYGLNBZHXVQRTSMOIUEADFPJ	RZQULDJSTVXFIYKOEHNBAPMG	PAHYUFTBRNSMKZDJEIOGVQLX	KSYMDZFJOPRENHLUIGVXAQBT	YMHTZSLXEFOJBAPGNVRUDQKI	ALJUIKYTQGNPXHRESODBMZFV	SKJBPIHYZMOLTNQDEGRAVXFU	0
main	20	JW8	nStreams	0	right	8	270	P	0	6	U	False	2	-1.40334185971e-14	0	15	IMZHFXJGTNEPQADKOLSBYRUV	PGUBRDKHMQXEJNYSVTOZLFAI	FIEJLQUGYBSOZXARKDNTHPMV	LDKIMZNORVJYXESUTBAGHQPF	RGYULTVIXHKZNPBEFJQMAODS	ZSGEXOLDMNJYAIRKFHQBUPTV	UNMDXBAISRJYZHPOGVEFQKTL	EZQUBNJKFVDXGMOYLHTIASRP	0
main	21	JW8	nStreams	0	right	2	225	P	0	6	R	False	5	90.0	0	3	AUVERTYMJLFBQHKGZPNSOXDI	OENYIQVADBGRLHZTSJMPFKXU	EIUOTPZAQXBGSYMLJVHDNFRK	SURILABJFPHXMQZOTENYKVDG	OESRQGNZTBFDLYMJHKVIXUPA	DJXTZNRLEPSBYIGAKMQOFUVH	PYGAOUXIZSJFEDTNKVLHRBQM	VMYKEPUDSBITHQGXNRLOJZAF	0
main	22	JW8	nStreams	0	right	2	180	Z	0	9	Q	False	7	135.0	0	3	TBXKUYGQNJSMPDIHFLEOVAZR	FDZQTVGIKJHENRAOXLPYSUBM	NSMKEAPULOHIQYBJVXRGZTFD	YLPUVRHSFDJAIXMENZBGTKOQ	NABVDLQJXGZMUFPISEYKTRHO	DQRKEXIMGZLVHSNBTUPOAYJF	GIONZVSQAHKDLRBJUTMPEXFY	GILTRNPFOQUYZHSBMXVJEAKD	0
main	23	JW8	nStreams	0	right	2	45	N	0	8	Y	False	1	90.0	0	10	XFJEKPUHTVRYDGIOLSMBNZAQ	ULFZPAJMYGVDBKHOISNEQRXT	VHGDFIUTEPXJSZANMQRLOBYK	AQKHVPXNDZJGOLFBRMISEYTU	LKZNETGFQHXPDYJBSURVIMOA	BYSJHQZPXUTNARIFEKOVGDLM	HNIJVSGBLORZUDKYMEPATQXF	BVYENMZPFXLUAODTHKQRIJSG	1
main	24	JW8	nStreams	0	right	8	225	O	0	8	S	False	7	180.0	0	4	ZHEUYLJAMKFRDTNXGPIQSOVB	GASRVPZKYLHNOBFIETJQMUXD	ZAOKFHJSXPBYRTIQEVMGULND	BJOPURGHNTMKXYDSQZVFEAIL	XZUONTVFJIYMRQLAPSEDHGKB	IFBOHQSVXZNMPRTYLDGJEKAU	YISEDTKUPMALFVNQBXGJRHOZ	AQXLKYMRSTDUOGFJVEIPHBNZ	0
main	25	JW8	nStreams	0	right	2	135	Q	0	9	Y	False	3	-90.0	0	2	AQYJFDEPSKHXMGNOZUTLIVBR	APGKYZUFEDBMOVLNHIXJSQRT	DGULNHIQAJBMYOKXZVSTFPER	LBDNEIPAGYJQMHVFOSZRUXTK	ZOJKQNSBTMGVHFYXLIPEDAUR	HETKRFALVQSNJMZXIPOYBUGD	BGJUSYIQZAOFPKMDTLEVXNRH	GKHSDETFLVPZBIORMUJNQXYA	0
main	26	JW8	nStreams	0	right	2	315	V	0	8	M	False	2	45.0	0	9	GXYTSEMQBOUDFIAKJVLRNZHP	RXESQLBYAIZTJGVFDUMONPHK	DIPSONXGMJZABKLTFVQHRUEY	FYUOKXAEBZHRLQGMJTDIPVNS	DGIEANYPJHBTFKLVQSOMUZXR	YQMOLVFJSXARGDUNTIHPEBKZ	BQGZKDNOVYFPRJEMHUAXSTIL	BQNLGZIYVEDAUTXSFOPMKRHJ	0
main	27	JW8	nStreams	0	right	8	180	X	0	8	A	False	3	-45.0	0	14	MQJUGKNXFTLAPROSDVBIEZHY	YSGHMXFNADPVQUEJKLIROBTZ	DOXTSFJZNPELIRKQGAUYMVHB	OUJDYNHLAKVZSETBIQRPGMXF	PDXKRAEYLOSHIUFZNBMGQVTJ	NXJKFULPMBQSYAIRZOVGEDTH	RDJFQYGVIZAMHNXOUPESKBLT	YSTZNQRULFVMPXOIBJKHDGAE	1
main	28	JW8	nStreams	0	right	2	90	R	0	10	S	False	7	45.0	0	12	EZBRIKDXGAUMSNFHJOQVTYLP	HMPDLBEOSJZQNUVRTFYKAXIG	SITOQKBPZNXMJELFUDHGRYVA	YGPQIKXLBTZUDVESOMARFJHN	HJPUZIXBNKSREGDVYFTOMQLA	KATRZNDBMQFOJVIUGPXLYESH	TPGXUKNBQJMYVIHEDSOAFRZL	DKFJVQXHENSBPMLGAZYUOTRI	0
main	29	JW8	nStreams	0	right	2	90	G	0	9	N	False	6	-1.40334185971e-14	0	-2	FJNRDOPKIBHYTSAUELGMXQZV	YNTSBRGJZVXUEDIHFKAQPMLO	EFSUXRHDTAQVKLIBZPNOYJMG	KTSUQYFZIXRLPDNMEBVAGJOH	YLGBXFRDQETKOUJAVIHNSPMZ	MDVBOIFYRXEPLKTJSZQGNHAU	QDZKAPHGENIOMUBFLXVYSJTR	SGPVJTFDZMBYKLOXUQREHINA	1
main	30	JW8	nStreams	0	right	8	270	Q	0	10	S	False	3	45.0	0	2	DURNZBAEVQLKOGTMFXYSPJHI	ELOJMYFHKDQXGINSUBTVZRAP	VZHFGLJIQMUKAYNPXTODSBER	KHYRMLPJEGSAQZDBIVXUNOTF	HNMURBPFYESQKVJTALDZXGOI	MTAYVBZQFKSIUDGEOXJNRLHP	GPUKXOLVRSTDJYEHFBMIQANZ	ZNOIEXQMBFVRPDLHJSYKTUGA	0
main	31	JW8	nStreams	0	right	8	0	P	0	7	H	False	3	135.0	0	-5	STYDOKNUGPXVAEQMBHILJZRF	LYDJIQGFNRSMAUTHXOKBEVZP	IMQRYFUPBDVLGEASZKHONJTX	LXPUQYIHBMRNOJAVKTDFSGEZ	NLFIBZJAQRYTXUOHKEMSDGVP	TMHVZGXYDSLPAQIJFKONEBRU	VOASHDTMNGRXIUYBLZEFQPKJ	YMUXDZTHVNEGKAJIFBPOQLRS	0
main	32	JW8	nStreams	0	right	8	270	G	0	9	U	False	6	180.0	0	3	OIFRZKTNPGBEMDQXJHYVLUAS	SAREMYXBNKLDZFOPHVQJUTIG	JTLSPVGRKUHENZFMQDOAIXYB	POUFSMHEXDAVYLIQJZTKGBNR	TDNGIHEQJMSUVLAKBFXZPYOR	NXTEFGKBZDIASJVQHMLURYPO	JMBZHALXRUDQGPSKVFOTEINY	UDAZFKMOSEJPNIXGTRHBVYLQ	1
