experimentPhase	trialnum	subject	nStreams	ring	crowded	resp0	button0	cuePos0	answer0	correct0	pairAngle0	whichStreamCuedAngle0	whichRespCue0	whichInPair0	cuedStream0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	timingBlips
main	0	CC	2	1	Bouma	Z	0	8	Y	False	0	30.0	0	0	0	1	NMOTRBDGYZPHUALKFQSVIJXE	ZTQKLUGVOJEYMAHPNRXFDBSI	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	1	CC	2	2	Bouma	K	0	6	I	False	0	180.0	0	1	1	-1	YIOQZVBJAURPMGTDFEXLHKSN	EDRGJKIPHSNBVOMAQUTFZYXL	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	2	CC	2	2	Yes	A	0	7	D	False	60	60.0	0	0	0	-1	OTPHBUADIGJRKYVFNZEXMSLQ	QJUHMPOZBDRKIGNAXYVEFLST	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	3	CC	2	2	Yes	G	0	9	T	False	120	300.0	0	1	1	-1	DZBSKGLTNPEAIYHRVXMFQOJU	YBMQJRNXGTOIPZLDKUAHVESF	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	4	CC	2	0	Bouma	H	0	10	G	False	120	300.0	0	1	1	6	SGFVPJUQLNEHXYADKIOZTMRB	QFRETADYMIGXLOUSHKVJBZNP	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	5	CC	2	0	Yes	P	0	9	F	False	120	120.0	0	0	0	-1	RZEBJVKMPFGUXAYILHONDTSQ	RDTOZKLPHYAGIENXQBFSMVUJ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	6	CC	2	1	Bouma	H	0	7	H	True	60	270.0	0	1	1	0	OMPIEYGUFQBLZSKDHVRXANJT	VBDESXYHJUQIPLANOGZTRKMF	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	7	CC	2	1	Yes	K	0	6	I	False	0	210.0	0	1	1	-1	HIMYDJNRQBVXKOSAFTPEGUZL	SMBHNKIGDAJOPZTLFQYXUERV	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	8	CC	2	1	Bouma	M	0	7	Y	False	120	150.0	0	0	0	-1	LXRGAQMYVSJZBDEKTHUOPIFN	QSUATKOGBMFDEVPYNRJZXLIH	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	9	CC	2	1	Bouma	X	0	9	X	True	60	270.0	0	1	1	0	OYHTFKZEPQVBRLUIAMJDNXGS	FNZDKVBAYXPIUTHESMOJGLQR	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	10	CC	2	1	Yes	A	0	8	E	False	0	210.0	0	1	1	1	BQFXNSKGHEAULDRMJVIOTZPY	JSZLDQNOEAPHRKUTBYIFXGVM	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	11	CC	2	0	Yes	I	0	9	G	False	60	60.0	0	0	0	-1	JLAKFMODIGBEUPHNSYQRTVZX	PABUNDYRJFSTXEHLQOZIVMKG	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	12	CC	2	0	Yes	H	0	7	B	False	120	300.0	0	1	1	1	RLFSQPNMHABXVIGKOJYUETZD	QSTNPMFBHURIXAZLKOEYJDVG	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	13	CC	2	1	Bouma	K	0	10	N	False	120	330.0	0	1	1	-1	TXJZEQYHNKIPSGUMDALVROFB	IHOSBXMZUKNJPAFDQLTGVEYR	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	14	CC	2	0	Yes	M	0	7	N	False	0	0.0	0	0	0	-2	LFSOXMPNBHDKUVYJAZIERGQT	QZHIXDMRVLPESFYATNJUBKGO	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	15	CC	2	2	Bouma	J	0	6	J	True	120	300.0	0	1	1	0	HOVYAUGIDMBEXLKFNRQZJSPT	HDQVPLJOKERXMSIGBFTUAYZN	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	16	CC	2	1	Yes	F	0	8	G	False	60	270.0	0	1	1	-1	FUYLQMJAIRHBONVKESDGZPXT	QMUDEBLFGTRAIJPXVYSNOZHK	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	17	CC	2	0	Yes	E	0	6	E	True	60	60.0	0	0	0	0	DXOTFQEBLKGMJPZYHVINUASR	HKESBNQOPDRLYUTXGFZJIAVM	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	18	CC	2	0	Yes	O	0	8	Q	False	0	0.0	0	0	0	10	XDAHPSVIQMZGTEYKJBORLFNU	GRLDBPKJNSHUYZXIVATEQOMF	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	19	CC	2	1	Bouma	P	0	9	F	False	0	30.0	0	0	0	-1	DJLTNEAIPFKMSXQYRVBGZOHU	JLERYQHSIFKPMOBVTDXNUGZA	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	20	CC	2	2	Bouma	B	0	10	P	False	0	180.0	0	1	1	-1	YDUFVLTMJZKHGENPISXOAQBR	AZNGHXUOLBPDIEFRSVYQTKMJ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	21	CC	2	1	Yes	D	0	7	P	False	60	90.0	0	0	0	3	ZBONUMVPFTDGHAXLIRSJQEYK	FKJGNUIVRSMBAXHPZYDQTEOL	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	22	CC	2	2	Yes	U	0	7	H	False	60	240.0	0	1	1	3	DXMOVRZJNPBFIASQLEHKGTUY	ASJMLNEHOVUGDYRZPIQKTXBF	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	23	CC	2	0	Bouma	D	0	7	D	True	120	300.0	0	1	1	0	TGFOSPALYVUZDKNQJMIBHXRE	XGZBMIVDFOYHETNRKSQJLAUP	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	24	CC	2	0	Yes	X	0	6	K	False	60	240.0	0	1	1	5	JLGFDQXIANYVURHKMTPOEZBS	OQRJNBKTGUDXSYPAELFMHVIZ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	25	CC	2	1	Bouma	E	0	7	B	False	120	330.0	0	1	1	-2	XRZJUGTOSDYEHBQALVKPMIFN	FHYSQEXBKZRIGDMNAPTVJUOL	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	26	CC	2	2	Bouma	V	0	8	J	False	60	240.0	0	1	1	-1	QEBYVOJGTSFPMULHARNKIDXZ	HGBSADKVJOILTERZYXQFNUMP	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	27	CC	2	2	Bouma	D	0	6	O	False	120	120.0	0	0	0	-4	SFDGQZOITVBJYKMUPEXHRLAN	LHNTGVADJPEMROZIQFXSKYBU	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	28	CC	2	0	Yes	N	0	8	T	False	60	60.0	0	0	0	1	PUBZJYODTNAVMEXFRQHILGKS	ADEFVIRMKGUPOLXHYZSBJQTN	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	29	CC	2	2	Yes	Q	0	10	D	False	120	120.0	0	0	0	7	BYEKOLJAUTDVNFGZPQIMXHRS	RTMQKEHSNJGAPIBUXFZVDLYO	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	30	CC	2	1	Bouma	R	0	9	F	False	60	90.0	0	0	0	-1	JVGZYPUIRFENDHQXOSBLMTAK	OSZLYJENVXTPARHUGMIFBDKQ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	31	CC	2	0	Bouma	P	0	8	B	False	60	60.0	0	0	0	-2	TENMAIPLBXVROHUKYSZQFJDG	INOGDKMJELZFSYXTRQUAPHBV	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	32	CC	2	1	Bouma	G	0	7	S	False	0	210.0	0	1	1	13	TQYVZRAOXEPUHBNKLDFIMJGS	HUKXNAESQODMTJPBIVZFGRYL	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	33	CC	2	1	Bouma	H	0	9	J	False	0	210.0	0	1	1	-1	VHZFBYRAQXIGJUMSNPLOTKED	ZRFPLTXQHJUSNIMEAGBKODVY	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	34	CC	2	0	Yes	Z	0	8	Z	True	60	240.0	0	1	1	0	KDANMUYPHVEJGOFSLQITXRBZ	VTBMNFUGZIQPORAKJHLXDEYS	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	35	CC	2	0	Bouma	A	0	10	A	True	0	0.0	0	0	0	0	QXJIYRDUNPASOFHZLGMBKETV	EJVATKPNSHFMIZYBLQDXRUGO	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	36	CC	2	2	Bouma	Z	0	8	V	False	120	120.0	0	0	0	-1	SIHYNFKZVROUADLQTXMJGEBP	QIEVRTYGAFHKNXSJDOUMBZPL	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	37	CC	2	0	Bouma	X	0	6	X	True	120	120.0	0	0	0	0	UTPDVIXLYABONMSHKFGRQEZJ	YBTZDSFIJNAHQKGEUXRVOLMP	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	38	CC	2	0	Yes	D	0	8	Q	False	120	120.0	0	0	0	1	AZHUMOVEQDLXBPIJNKRTFSYG	YPEAZNRHTGSJVIQOUMKXFBLD	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	39	CC	2	0	Bouma	I	0	10	J	False	120	120.0	0	0	0	-1	PDUXSGYKFIJOMRLZABHEVQTN	LZIOFAMKBHXDQJGETYRUVPSN	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	40	CC	2	2	Yes	X	0	6	X	True	120	300.0	0	1	1	0	NEMZTOBJGDLAFRQKHXYPUIVS	KBVYHSXJEURFTPLDQNGOMAIZ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	41	CC	2	1	Yes	O	0	10	O	True	60	270.0	0	1	1	0	QMSRKDAGJOPNYUZFHVLEITXB	ZRJYMFXEKAONGBSIHVLQPUTD	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	42	CC	2	1	Yes	M	0	9	I	False	60	90.0	0	0	0	1	KGQYNJDFBIMHSPTLZEXARVUO	VBJAEPLXFDOIZGQSUKYHRTMN	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	43	CC	2	2	Yes	A	0	7	D	False	120	300.0	0	1	1	-1	YQJXMTASOIZPHVDGRKBLUNFE	TIOJRBADPHLVMFGYKSNEUXZQ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	44	CC	2	2	Bouma	Z	0	9	D	False	60	60.0	0	0	0	2	LQBFJPEXMDYZIHGNOTARUVSK	PTUMYOAGIQDEHSVBKXNJFRZL	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	45	CC	2	1	Yes	X	0	8	L	False	0	30.0	0	0	0	-1	MIGKZEOXLAJSUYQRHTDFPBVN	TVBPOIARZJDSHUGKYQFNXEML	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	46	CC	2	1	Yes	J	0	6	T	False	60	270.0	0	1	1	-1	IYSRLFNTDAEQMKJGZHUOXBVP	BIFPSJTYXEQMOLKHNUVGZARD	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	47	CC	2	1	Yes	Z	0	6	Z	True	0	30.0	0	0	0	0	JVAGRIZPNLYFMTQHXBDEKOUS	AUGFXIPKSEQDVJRZLOTYBHMN	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	48	CC	2	0	Bouma	I	0	8	L	False	0	180.0	0	1	1	-3	EBZGUNRPIAHTDJFQLYSMVXOK	DPMUQIXTLNJKGHESFOBZRYAV	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	49	CC	2	2	Bouma	E	0	8	J	False	0	0.0	0	0	0	-1	LAKMIZHEJQYVXBFRPTSDOUNG	ARLSPOIJMKHUXDBYQFEZNGVT	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	50	CC	2	0	Yes	V	0	9	S	False	0	180.0	0	1	1	-1	PGFJMSYRHUINQXKBZTOAVLDE	IGATXMJQVSFNOZPEBKRUHYDL	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	51	CC	2	1	Bouma	H	0	9	S	False	120	330.0	0	1	1	1	XKAUHIPYJVSFTQGORMLEBDNZ	BMUXFJAZISHEQYRVLDKPNTOG	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
