experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	streamsPerRing	baseAngleCWfromEast	resp0	button0	cuePos0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	timingBlips
main	0 	EG11 	 oneCued 	 0.0 	 right 	 2 	 0 	L 	0 	9 	T 	0.0 	0 	0 	13.0 	GMVSZPKODTNURHEIYFBJQALX	HJROBEZSGDXAMVFIQTUNYKPL	-99	-99	-99	-99	-99	-99	0
main	1 	EG11 	 oneCued 	 0.0 	 right 	 8 	 225 	O 	0 	6 	M 	0.0 	3 	0 	4.0 	RTXOZSKYJAQPFMIGBELNDHVU	ZBUYGHDRVKEJOQITFLSPXNMA	RPSMDGLJINQZUEABVYOKXFHT	XPJRZIMAGQOSLUBFNYDVHETK	RESTFHXGUKNYODBLZMJIPAVQ	RVGDJBSTYLZPHUMFNIEQXKAO	TLNAMODRYPHZKVFXGQEJUSIB	QLDXAMIVEBFTKHGNUOSZPYRJ	0
main	2 	EG11 	 oneCued 	 0.0 	 right 	 8 	 135 	Z 	0 	7 	J 	0.0 	1 	0 	2.0 	JYZGUKLFIONBMSVPEQRHADXT	XHFPRKBJNZEATVQLIYDUMOGS	HASYKEJBRPUITQXNMVFLOGDZ	LMJXUSEFRQKPGDAHOIBTNZYV	HZYTFRMNIQLPDOVKXEJSBAUG	UKIYGNAVFPOQJLMDHRBZSTXE	DHXFKMYQNGRTBLIOSEJUAPZV	EMQPOYZHARKLSBVUDIJXNGFT	0
main	3 	EG11 	 oneCued 	 0.0 	 right 	 2 	 0 	D 	0 	6 	V 	0.0 	1 	0 	2.0 	IMJAHUGFXVOLNBPTZYRQEKSD	ZHQYMJVLDFTNEXOSIBKARPGU	-99	-99	-99	-99	-99	-99	0
main	4 	EG11 	 oneCued 	 0.0 	 right 	 2 	 180 	H 	0 	10 	I 	0.0 	0 	0 	5.0 	ZRPVSKUOQEINDAGHTBFLMXJY	JBHOYNQGVAUSLPFMTDXZKERI	-99	-99	-99	-99	-99	-99	0
main	5 	EG11 	 oneCued 	 0.0 	 right 	 2 	 90 	U 	2 	10 	V 	0.0 	1 	0 	1.0 	DJRKGQPFLEUMSBONIHAYTZVX	SYQMZLIAETVUDKOJPFNGHXRB	-99	-99	-99	-99	-99	-99	0
main	6 	EG11 	 oneCued 	 0.0 	 right 	 8 	 45 	O 	0 	10 	Y 	0.0 	1 	0 	-3.0 	VIQLHEDTUNFOYPXSZMBRKGAJ	GMSRJBZOFEYUQVTLKIHPXADN	INVJMHUAFSZYOPTKGBLDXQRE	GUSRPALBQOXHFVKMNJEYDTIZ	UNJVDRYKXBMGSQFPZHTAEOIL	YDAELXRIPJZVGOUBTSKNMFQH	MXVYKFDTLQZGJNEPOHUSARBI	LFOTRNKXHIEJYMQUZBPVSDAG	0
main	7 	EG11 	 oneCued 	 0.0 	 right 	 2 	 45 	X 	0 	8 	K 	0.0 	0 	0 	-4.0 	EMRYXFHJKQBIUNSVGOADTZLP	UDBVJHIRLXQTMAONPSZEFGYK	-99	-99	-99	-99	-99	-99	0
main	8 	EG11 	 oneCued 	 0.0 	 right 	 8 	 225 	D 	0 	10 	H 	0.0 	4 	0 	-5.0 	INOQVAKZSGEDXLTBURFJMHYP	NDJSXZATRYHQOKLEFIBPVUGM	BIDYXAUNZQKJREHMGSTVPFLO	IUHEVMYLTJXKBFGRPAZDNOQS	RTUYLDOKSFHPGAZBNXQMVIEJ	HGITUJKQZRABSXNFPEVOLYDM	YGLUZBTPKNOEMDAJSIHQRFVX	XULHPRBSTAKFDNVMZGYOIEQJ	0
main	9 	EG11 	 oneCued 	 0.0 	 right 	 8 	 315 	B 	2 	8 	M 	0.0 	1 	0 	3.0 	UODIFAEYTNPXRHGJVZKQLBMS	YKFZEOTNMPXBAJGLDQHVSRIU	SGNDFRPQKTLJMZHVOBUEIXYA	KDBHTUYQSJVEXIZGOPFNMARL	DTFKJEBOVASMZUGXHQILPNRY	QTIPHYSZUDNBVFRMOGKJXLAE	FKZPJLUGHYSBAOTIXVRMQDNE	ZPUHKIRBYLDTNFJAGMOXSQVE	0
