experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	nPreCueStreams	baseAngleCWfromEast	resp0	button0	cuePos0	answer0	correct0	whichStream0	angleOfWhichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	timingBlips
main	0	RL11	nStreams	0	right	8	0	P	0	9	H	False	6	-90.0	0	8	BGTUNSMYFQVZOLPKAERIDHXJ	ADGUMSHZJFYRPVIKQLNEXOTB	ZGRNAYFXQLJHDEKVPUMSBOIT	ADNGZIVTPUMOQHXKFBLRSYJE	LPXNVYKHFGQRAEIBTDSOZUMJ	TXGIAMKOPNQEJRBUFHDZYVLS	TBUKYVJZIHRGOAXNDPLMSEQF	VDRMJIOKHEFQASYTXGBPLUZN	2
main	1	RL11	nStreams	0	right	8	180	O	0	9	K	False	1	-135.0	0	13	TDKFSNUVBYERZAJXPHMIGQOL	UDFHSLTXRKQJEGYBPVAZNIOM	SIGNKFRLJBOTYEPADHVMQXZU	UQPGTYXRNHSMJVBIKFEAZDLO	LBXSQGMKYEVANODUPRHZFITJ	IQNTPKXVFHUJOSBYZDMEAGLR	LDTIZHPEQNVAYSOKXMRUJFGB	GPIHZDAQXTOUYVMFBLKSJENR	2
main	2	RL11	nStreams	0	right	8	135	L	0	9	T	False	7	90.0	0	1	HJBGLERXFNVTKIOAUSZMPDYQ	KPTIBJROYMGELNQXDVHUSZAF	YGTDHMFEPQZAOJIRSBXULKVN	AMQEHDONJYVILRPXTSBGFUKZ	NKHJPGSBYUMFDIVELZTQOAXR	HBNVUJQMSPIRGLEDZAOXYFTK	AOMQNPHXGTZIVFLRKEDYUSJB	JNOBQSEIFTLKDZXPMAGRVUHY	2
main	3	RL11	nStreams	0	right	2	315	P	0	10	Q	False	0	-45.0	0	-5	MNRHGPBLZKQTVXYDUESIAFOJ	UXGTILVODZJYMBEAKNRQHPSF	FDEHOPXIMVZLYNSURQKBTGJA	VUMSQNIBKOGFYTEPHZRLXAJD	MUETBIJLSPRVKHXAYFNGOZDQ	THONVSXAKQGUZRIDYJEMPLBF	RQSDBJXPEMKOIZHUTNGFVALY	GYNPDUXFSORIBLHZTVQEJMAK	1
main	4	RL11	nStreams	0	right	2	0	E	0	6	Q	False	0	0.0	0	1	UGTJDVQEAHIKNSBOFMYZLRPX	LBKZRJHEGPXYFOQSTUINDVMA	SDAJZXEGKUFRPTVBHLNOQIYM	QHUPRFTVGXOYJZSNLABDMEKI	MGFEYSOJRXLQZPDIHAVNBTUK	ENXVKGUMLZJYRHDOAIPSQBFT	SUPQNEXTIZDKFYHBVMGROALJ	ZKQXSDLARFUVMGYHBTENJPIO	1
main	5	RL11	nStreams	0	right	2	90	R	0	10	O	False	5	-45.0	0	2	ITPUMSQNBZYOGKDHXLJREFAV	STZDBQVNKOIRYXMFAUHGLJPE	OKTQVELXNIBYMZASFUPDRGJH	OLNGXDBJEYPFRHVZISAKTUQM	NSXZLVHMGOBYJIKPEAQDUFRT	TVMSXDENKLOYRZQAHPIJFUGB	MYFQLZPDVITBKORGJHNESUXA	FUJQSZPVTXAMHGIDRKLBYENO	3
main	6	RL11	nStreams	0	right	2	225	U	0	7	H	False	6	135.0	0	15	GIHMBPNTAVSZLQJFDXRKEYOU	AVDBSHZXFMRITJOPYELUGKNQ	NVPKTILMOUYGDJBESQRFHXZA	ZMLUGEXTFPRYSOVAIHDKQBJN	GUKJRZFYSIEVDMABLHPQNTOX	ZTIXKBUFNERGOHDJVPYSQALM	ARNSPJDHQBIEFGYMXVOZKLUT	AEOQJKYHFIURGBZNTLVPDMSX	1
main	7	RL11	nStreams	0	right	2	45	X	0	7	R	False	1	90.0	0	14	UXRADVJYOQGKTFIELMBNHSZP	SEOAKTBRJVZUPFMIYLGHQXDN	LUAMBKYTREFNQJHOGVISPXDZ	RBLKNOAQTMDZPISXEHFJVUYG	ZKJRBMEUSNQYFTOIADGHLVXP	OVHLAPFGIXUTYBREQSJMKNDZ	LQRTGBIFMJAVDPHSKNXYOEUZ	AHSKUXTFZGORQPYIEMJVBNDL	1
main	8	RL11	nStreams	0	right	2	0	U	0	7	H	False	4	180.0	0	6	GJRUPOMLXTVYEIHBFKAQDNSZ	EOJFDYAZVKINBSRXMTLQGPHU	JFDNPVUTIXQOZLHARGKMYSBE	UZRAQOIPMBNKLVYJXSDFETHG	SKBVQZDHTRPXGUJNMEFOYALI	LXEGRVSKQBPJFATNZOYHIMDU	RQNEKJXLHSVFATZBDOYPGMIU	EUPXYBJHLTOQZSIRVANDKMGF	1
main	9	RL11	nStreams	0	right	2	270	V	0	9	Y	False	4	90.0	0	-6	XHLBQZIVKGEATMFDSUPYNRJO	LFJUHOYEDZIKQNSRPBGAMTXV	IPEJBDOZFVKQXUAGLSNMHYTR	YPQUADOZKBLMGVNXIEJSRHTF	IPKVDRFBHYOUSJQNZGXTMAEL	PSYLRJXFITUDVHGKQOMBENAZ	GDENLBHJQZUPFXKOSARVTMIY	LDGKEIBVMQFJRANPHXYZUOTS	1
main	10	RL11	nStreams	0	right	8	45	L	0	6	L	True	3	180.0	0	0	UHZORKSFYIBMAELJDGNXQTPV	HGYJIMZDBQUVFEAXOTPSRLKN	KUXQZNFABHJVOGIRDSTMPLEY	BAHPRULVJQSNKOTMEDFYGIZX	RPEMUBDJYATISNZHOQGXLVFK	FKLJQYTPDZEIBVGRAOSMNHUX	ESKNFLOHUDVBMGYITQAXRJZP	KLPEDMUTFSYGNARHJIBZVOQX	1
main	11	RL11	nStreams	0	right	8	270	Q	0	9	F	False	3	45.0	0	-5	GUSQZMTDIJBNKPYXROEVLFHA	HNJUKMDYSRLQTOXAIPGZVFEB	LGXPKMBIEYVFJRQTDAHSONUZ	DXZMQVPJUFOLRAINGBTYEHSK	OZXDGTYUQIAFVPMJSERNHLKB	ZTDHLEGPANKRVMXOJQFYSIUB	TRYIDKQHPNUFOVZBMSLEAXGJ	EVYSPIDHXQMNTLUJAOKZGFBR	1
main	12	RL11	nStreams	0	right	8	225	L	0	7	U	False	5	90.0	0	-1	LAMOHVZFPRDYKSUJBQXETIGN	ORETYALXIUDVPZSMQHKNGFBJ	FBTGXLAPKZUROENDMVJQISHY	BAIVSKLTYMPGFOJZNDUXEQHR	TMVZFAEGBQOLKPDXRIHSNUYJ	NYSXDTLUPQAMVHEJGBIKFORZ	MVIRAQGLEPYFNSDBTHKJXUOZ	VAYJRPQSOENMTBHLUIKZXDGF	3
main	13	RL11	nStreams	0	right	2	180	E	0	10	E	True	5	45.0	0	0	GLXVUKMHOYISBDEZAJFNPTRQ	OTNKRAGJXMUEYSFDBVLZHQIP	QBMOITAUSDNXJPRZKYHVLGFE	GXBINASRVHKEZTUOFJPDMYQL	BXOQFIMHEKZLRYVPADNTGUJS	MGOPAISVFDEHQZRJXKTLNUYB	MORIGBVJTSAXZDNFHLEKUPQY	GLXQNAVYDORUEMPFZITKSJHB	2
