experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	nPreCueStreams	baseAngleCWfromEast	resp0	button0	cuePos0	answer0	correct0	whichStream0	angleOfWhichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	timingBlips
main	0	JF17	nStreams	0	right	2	0	H	0	9	M	False	1	45.0	0	-6	FEXHPYOLUTIRKVDJABMQNGSZ	QEIHXNLVKMYPUZATFDJBRGSO	MLFVNOAHSIKTYGEPUBQXZRDJ	SMJOYUDIFRZXAKTPLHBENQGV	MNOZEDTKIXSFALBQURPGHYVJ	DOHBUSQEZKRLPNIJMYGFVATX	SZDPYOAHXUIQTELNJKRFVBMG	YRUHKLOMGQZXDAESFIBJPNTV	3
main	1	JF17	nStreams	0	right	8	180	O	0	7	R	False	4	-1.40334185971e-14	0	-4	OVXZGIBHREQPMUFTKLNJDAYS	ASOFZHUBPEXTVGLRYNDIJMKQ	YIKOQBMTSUZLHADXJGERPFNV	VNQGZLHIXATEUKOPBRMDSJFY	TYBOUFMRQZPLKEAXHINVGDSJ	LUQDNOFZABRHIMSKYJGEXVTP	SMKGRPNJQTXEOBIUFLZDAVHY	KPREULBYZISMVXTQDJOANFGH	2
main	2	JF17	nStreams	0	right	2	45	S	0	8	A	False	6	-45.0	0	2	ZPOQAIGKHYRUTJBLMXSNFVED	BMXSOEZIJPYFUHGLRADQTVNK	QNXBPYTDAZJUREGOKSFLMHVI	TGNKOMFYBVDQJILAUSZPHREX	TEJRQXIHUKPNFVSGZDMOBYAL	UFEZHOTIMXJLDBQGSARVNKPY	KQBDJIGLARSOFYTVEUMXNPZH	ZNPSMQHITBKFVYAJDURLOXGE	1
main	3	JF17	nStreams	0	right	2	315	O	0	6	S	False	1	-1.40334185971e-14	0	1	VIQULRBJAYTDOGEHMKNZFPXS	NXMLDISOYZHJRVBFPUKEAGTQ	UOIVYNQEGLXHMDZRAFKJBSPT	SRGQFJBAVXKTEUZLIMPHYNDO	JYXAQKBOFLDUMGIPVSNHETRZ	MUVFXQDNLSIREHTJKBGPYZAO	MBSUTIVFRJGNDHZOPQAYEKXL	DAQSXUHVBMOIRJGFLPETNYZK	1
main	4	JF17	nStreams	0	right	8	225	O	0	8	Y	False	3	-1.40334185971e-14	0	-7	LDXRYOEUIMGKFQPBATZVHSJN	PUNBRIGSHETKOXVMQAZFDJLY	GTOMJKQFYESXIRBAPDZUNVHL	LOHSVZITYQPABFGMEUXNRKJD	KHZBONJQTPEVIRUDLMXYGASF	MLDJUXIQRBEZHNGYFOPATKSV	LFDVRUGXHJTBSOPIMAEZQNYK	EUNDXOMJBQKYRLAIHVTZGPFS	1
main	5	JF17	nStreams	0	right	2	135	S	0	6	R	False	5	-1.40334185971e-14	0	2	XZMJKTGBDRUPFIONAHYVLEQS	PVMFJLQSXOBGIZHTDRNAUYEK	YZFEMAGNUTJQPISOVRDLKHBX	JUMXYSPHGZLRNEVDQIFTAKOB	LGBTQVDOMKAHFRNYXPSZUIJE	MHTBALRKSGYQPEIFXUOZVNDJ	OFTSXVJBYHAQIRGLKNZUPEMD	YFJIVXHLTQGPUAMRKONSEDBZ	2
main	6	JF17	nStreams	0	right	2	225	S	0	10	S	True	2	-45.0	0	0	AOTNRIMYEQBHUZDXVJSLGFPK	FLRHAUBJVYKIDOZMXPQETGSN	PVGYJDXARZSELNIHTMKUFBOQ	GJNMDALIQTFYSVHEBUOZKPRX	IDNYBTMPKHGUQZOAJLXFRSEV	NBRHGQPTUSXVEMLAKZYFJODI	JZGKUSORAPHXLBDEYINQTMFV	PSDBNYFAGLKQORMUXEJZHITV	1
main	7	JF17	nStreams	0	right	8	135	S	0	7	M	False	2	-135.0	0	-3	BUELJMPDHGXOSAQIRZVKFNYT	VEBNQTRFHMDYSAPGIUXLZJKO	NPQASFZMLUXBTEVJHYORKIDG	JEVTSIXQGPORKHABNDFZLMYU	VPSLKJMUHTGRZOAXNQDFYBEI	SVZYAJUDLHXNKMOGTIFRPEQB	NIJOTKBYUQMLSVXRZDGFPAEH	VBRJZEISMXFUOADPQYGLNTHK	2
main	8	JF17	nStreams	0	right	8	90	V	0	8	X	False	5	-45.0	0	1	IUYJMTRNLFVGXSQBHOZDPKEA	SPJDQURIHTNLYGXOZEKFABMV	JUZAISFYDVMKPNRQXTOBLEGH	YBMOXARVQPNJEKFIDHUGLTSZ	EUDSMQBKGXNLZRTYJAOPVFIH	BSEUDTMYXVOAFKNJZPRLHGIQ	BHFEXOSQPNLYMDIVZRGJUAKT	EMYHSIJKBLPVGDRQOZTXAFNU	2
main	9	JF17	nStreams	0	right	8	180	X	0	8	T	False	7	135.0	0	1	RIHSYTVXNUAGEJZKMPOBFLDQ	IFJVENHXTKBSRALMDPQZYUGO	XZILDSFKMGPTNOYUJARQEHBV	GBKETAZRXUMDQPVSLJOHNIYF	TYLXNMFPHDRIEZAVSOBGQKUJ	PGUXARFKSOVZHDMILQETBJYN	FGIUBRVHDXPOQMNSATJYEKZL	LGRHUZMQTXKDNEOSYBJPAFVI	0
