experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	nPreCueStreams	baseAngleCWfromEast	resp0	button0	cuePos0	answer0	correct0	whichStream0	angleOfWhichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	timingBlips
main	0	IT19	nStreams	0	right	8	90	L	0	9	I	False	2	180.0	0	4	TROHLIJEYQGBFSZKAVUMNDPX	AKHJNSEBYFTXVQRZUIMPDGLO	BROHZKEUPIVGALFDNMSYJTXQ	AMGPZTYNVLSRUXHODEJQKFBI	NLAPUVEHSXGMBOIYJFRZQDKT	KJOIRSVFHZTXAQPULEDYBMNG	DTFGXJNMYKHQPLORIZEBSUAV	PLYSIKQUVRANDHGXMFTBJZEO	1
main	1	IT19	nStreams	0	right	2	180	A	0	7	N	False	7	135.0	0	2	YSUDHMONLXBJVRKGFEIPTQAZ	QZVHMANLKEIDTFPBOXYURJSG	JOMEBPNVTZHKDXQIRGYAFULS	GFQBUZHANOTRPYMKDESJXVIL	BLDRQTMEXSAZPOINHVFKJUYG	NRXVQHSMATOEFBUDKJLGYZPI	XHUGMLIDSJZYOTRPKFAQBVNE	BERDJQVNZAPLIXTMYGKUFSOH	2
main	2	IT19	nStreams	0	right	2	270	R	0	6	B	False	1	-45.0	0	1	SHVFJULETKBQAIGOMRZXYPND	YVUHOLBRTFDAQNEMGSIZJPKX	SDOPNGHXLEBFAVKJTIQMRZYU	IRXHNAUJMSGKTOZFDQEYLBVP	JKFZONBSVDMXQATIUYERHGPL	KAFODRPUMTHNJGIQXVBSZLYE	XBURKNAJTDHZSQPVOLFIMYEG	GDOKANYRUZESJTLFIXPHQBMV	1
main	3	IT19	nStreams	0	right	8	180	U	0	9	F	False	5	45.0	0	-1	YRJTVSXHNFPUZLDEOGIMAKBQ	MAXPSFNIJBLUDHYTZEGVKOQR	DYKBNATPGEIVRFJSMXUHQLZO	AXKRJIMNDLEZYPTHSVOUBQFG	JHMKNAOIGVSPZQBFURDEYLXT	LBEJARQDUFVSKYPHIXNZTOGM	NHXLAOTKDBVUYERIFJSQPZMG	PJQNARMEDOHBZVLXKSTGUYFI	2
main	4	IT19	nStreams	0	right	2	180	R	0	8	G	False	3	-45.0	0	1	YDFAJILTSNKHGEQOVZPXUMBR	XNLMQUFOIYVPJEGDTRBAZHKS	BOMZYHDPLGSAKQFXUTEJVIRN	HAIOQMBVGREFSLPNUYDXTZJK	PVLZMSBGKREHXNQATIDJFYUO	ZJURHINQFBVSXGEKOLDYATMP	DIHRLGTAEBVPYZMJXKQSOUFN	UDQOMVEFKGZIHLBSPTJANXYR	1
main	5	IT19	nStreams	0	right	2	270	I	0	8	I	True	0	-90.0	0	0	BRFUJYAPILTQENKHDXGZVOSM	AEMQDYKXSOLPFTNURHVGJZBI	MLAGQRBFDOYVTPNUZKSHIXEJ	SXYNULVGFITBQPMOHZKJDARE	XAFINGUVHLQMOPSRKZYJEBTD	LKNMITYHJXPBZQGVESRUFADO	QYTANPBERKUHXLOFVGZIJSMD	OEBIPAXDMHJLRSVKFNGYUZTQ	2
main	6	IT19	nStreams	0	right	8	0	U	0	8	D	False	1	45.0	0	-1	IJUGAKNZTSVYMBODXRQFPLEH	JLHMSXRUDVYFNOAKITPGZEQB	RAIMJXZTUDHBPNGEQVFSYKOL	KQYAVXFUIPORBLGESZMNHTDJ	FHONJXRKLSVPZYQDIMGTABUE	HVQYKUNBFAPLIJRSDZOMXETG	BFENHUYZQLGTJXDKIAROSVMP	MLKNFPQEDABIZOJVSTXRGUYH	2
main	7	IT19	nStreams	0	right	2	315	O	0	10	L	False	2	45.0	0	1	HQAPXTJLDNOVGREBIZMFSYUK	MYRDEXLUQJNTGHFVIPBAZKOS	AJSTEXBRMHLOVYDQKNZFPIGU	RMTFPJNQHIOYAUDGXSEBLZVK	AVZYGEBOLTQIPJRXHUNDMKFS	JYQHIBSVPAROEXGTUZLFMKND	PMLHJINQBTYEVXOUGFZDKASR	DKJFVLTMUSYXANHERBOIPGZQ	2
main	8	IT19	nStreams	0	right	2	225	I	0	9	N	False	2	-45.0	0	1	IPEJNZSVLDRFMQTYHOAKXBGU	DUOKVIHAZBGNLFXQJESPYRMT	SHKQDUOGJNIVBXPZRATYFMEL	TPFAESHRNXVQIYKLMBUZOGDJ	JGBVNFDZXIHLAMSQKYTEORPU	QSXPGMLNBYIZDUJKAVEHORTF	VMKZYFBJOIHXUNTDSGLAQERP	OLKXEMQFPUBHYTJNGVSAZIRD	2
main	9	IT19	nStreams	0	right	2	180	R	0	9	N	False	3	-45.0	0	1	ESGTFLJHNXPDVBKAUOMIYRQZ	VDXFHARIEZJBUNGQLKOYMTSP	EYBGUHQKRVNFJOPDMZISLTXA	MUZHYJFLONRIPBTKDVAGSXQE	JHZEMFYBRSQXALKTVDGPUION	SAQXJNOFHIMKYBVGRDLZEPUT	GLJDBQSTOMEZPHUVAKYINXRF	NAXTDKESLJGYMBZPVUQROHFI	2
