experimentPhase	trialnum	subject	nStreams	ring	crowded	resp0	button0	cuePos0	answer0	correct0	pairAngle0	whichStreamCuedAngle0	whichRespCue0	whichInPair0	cuedStream0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	timingBlips
main	0	PB	2	1	Bouma	A	0	9	P	False	120	330.0	0	1	1	2	BLFKAPXQYRZNSHDEUGOVJIMT	TQIUNBFHJPLAZMDOSVXKERGY	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	1	PB	2	1	Yes	M	0	8	M	True	120	330.0	0	1	1	0	QOKJMRILSYENBXHPDFUZAVGT	QAZILGDUMNPEBHTJRXOVFYKS	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	2	PB	2	0	Yes	X	0	10	X	True	120	120.0	0	0	0	0	BQSPIKHORNXVFLZEUYTJADMG	MEYPHZJTBUQLKAGDSFXONVIR	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	3	PB	2	0	Yes	D	0	8	D	True	0	180.0	0	1	1	0	IHFAUONEMBPZKVRGTQXLYJSD	SOEKHTZJDLQGMVIXFANYRBPU	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	4	PB	2	0	Yes	X	0	10	D	False	120	300.0	0	1	1	1	EBYZHMIDNGJVOQTRAPSXUFLK	PJAQEFSGMHDXOBITUKVLYZNR	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	5	PB	2	2	Bouma	M	0	7	Q	False	0	0.0	0	0	0	-5	KHMFLIPQZEAJTNXBOSVYURGD	LODTXURANHYQFSKBIJEGMZVP	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	6	PB	2	2	Yes	P	0	10	Y	False	0	0.0	0	0	0	1	VXOBRZUFMTYPISGHNQEDLJKA	IXJLUKBRDSYZNEHMVOQFPATG	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	7	PB	2	2	Yes	P	0	9	U	False	60	60.0	0	0	0	-2	BLKIXDTPYUEOZJRNHSGAMFQV	PKMTARYDJGIEVHFQNOSZUXLB	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	8	PB	2	2	Bouma	U	0	9	S	False	0	180.0	0	1	1	2	DFSQUTBPGMRNAVZLJKIXHYOE	HMQDNIETPSBUJFAKZGLXROVY	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	9	PB	2	2	Bouma	A	0	8	B	False	0	180.0	0	1	1	2	MTAIKGBQFNVZOESXYRJDHULP	YRDVQMZSBLAUKTXNFHOJPIEG	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3
