experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	nPreCueStreams	baseAngleCWfromEast	resp0	button0	cuePos0	answer0	correct0	whichStream0	angleOfWhichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	timingBlips
main	0	MC10	nStreams	0	right	8	90	B	0	7	P	False	5	-45.0	0	11	AMZJRFOKVLUGEYIQXTBHNPDS	FYZRJPTKGEAOXSILQUVBMHND	UMPNQTXVRYADEZHJFSLKIOGB	DGQIYTJOASUFHLRBNXVEZKMP	KJZGFNSTYODMIXBPRUHELAQV	IXHMJKLPVTERQSZUNDBFYGAO	DKURYHFVZGLPJANOQEIXSTMB	NDYGVRIXPFUHMZKEBSOQLATJ	2
main	1	MC10	nStreams	0	right	8	45	S	0	10	R	False	2	135.0	0	2	YXNGPAQKRUDEZLTVSMOHJIBF	RASBUEHGYOFLXQIZDNJKMTVP	LJOBPMNXDIRQSUHVEYGFKTAZ	FYPLQTMOIHSGUADXEVKRJZBN	EUVNHMBAGXJQYOLZDTSPFKIR	SHGAMBVNOTJREXQPDYIFZKLU	ATUDYHNXZQGJFBERKVLOMSIP	DANQXFUIPSGJYTLMZOEVKRHB	0
main	2	MC10	nStreams	0	right	8	0	Q	0	7	B	False	6	-90.0	0	12	RYDXGQMHUOFNEAPBTJSIZKLV	MXAYNOJLTVUFZBKHQPRIGSDE	OSDULVMGXBYPHQARFZKITJNE	GJQZYETFXPHDOINLRKBVSUAM	XNOFDRISLHTPUJMQKEVABZGY	UZHKRSAPGFYJVMQNITDOXBEL	NUSHKMEBFIOGLPZAYXVQTRDJ	JRLIVMOBZPXEUDGTFNQHSYKA	0
main	3	MC10	nStreams	0	right	2	315	Z	0	8	Q	False	1	-1.40334185971e-14	0	1	EMSPXUYGTNQVLJHFZAIOBRDK	KGTMUAVSQZDOEHPJNXFLYRBI	BJZUIQNEFMSKYPXGROAHTVLD	MTBZEFNVOIXHGLKQAPDUSJYR	JGXYFKMPIOZNRSABLTEVHUDQ	SKBFNRTEPJLGIZAMOHDQUYXV	ATIPMNRVQJDGBYUSOLEZHFKX	AVNUMDTBEKYLZFIQPOXJSHGR	2
main	4	MC10	nStreams	0	right	2	135	O	0	9	G	False	1	180.0	0	-9	QEJZLVBSMPHIONAURYGDTKFX	OMHRIPLZKGQDTBEYNXSUVFJA	JNHSDZXFOAPLUKTRYEGQVIMB	JMPSLDHNEKUAOBRFTXVZQGYI	XQOLMFKDYTZAIUBJNRPSVHEG	FMSBVLGXYJPARNEQODIHUZTK	AEHUVKPMRLOJQTDFSIXGBNYZ	ULYBROPSMEGFHVTANIZJQKDX	1
main	5	MC10	nStreams	0	right	8	225	V	0	10	I	False	6	135.0	0	2	KTDZIOEFYQUBNRXVAHLGMSJP	JYLOPZTDMSQNGHKEUIRAVXFB	RUDEIPJTVOMGAYNKBFZXSLHQ	JPXFUAEHISORKYNGZVDTQBML	FAPSDEVHRXKIUQBJMZYLONGT	FDGLJRNPEYVBZQMXTHSOAUIK	QBPLXNUASJIHVGYTOMEKRZDF	BUXGTIOLEFRDQPYNJKMVHSZA	1
main	6	MC10	nStreams	0	right	2	315	T	0	10	T	True	7	-90.0	0	0	EQPSILTMDFORANBJZGYUVKXH	OVKHUTPEMFBGAZSDRQYNLJXI	VBFHNIUAEPTQLMGORXSJYDZK	OUAYJZELDKRBHMPXQINTSFVG	PNRSJIQYXDZUBKTMOVELFGAH	ZNODASFEMTVHLRJBQXYPKUIG	NLYXGSAZOHPUBMVKJERQDIFT	FNAOPYGUKHTIRDVMBQLESZXJ	2
main	7	MC10	nStreams	0	right	2	135	Z	0	7	R	False	0	135.0	0	1	QDTGOMERZXIUPHVKNJASYBLF	ZRTDFYXOAKVNBIUPLSJHGEMQ	TNAKYBRIDPEJLQOHSGVFMXUZ	GAFBNKLTQSURMPHVDIXYJZEO	AODHKTJBRQYZIPMXUGNSFLEV	QKOSETXZLYUMRGPNFIAVHBJD	EXJTNMFGDIPSQUBLKROVZAHY	DVFKHOASURITPEJYLNBXQMZG	1
main	8	MC10	nStreams	0	right	8	180	O	0	7	Y	False	4	-1.40334185971e-14	0	16	PKFZBTRJGXYAVNHLUOEIDSQM	PERHNTFBVLGSMDKJOAXZYIUQ	TDBAYQMSFXEVGRUZNOPHKLIJ	TUINAZOMHXBVLSFYDEQJGKPR	ZSBQTRUYHGLPKAJIXNFEDMVO	RTESBKLIXDJPYMZONFVHUGAQ	KHLOUIFSNRZBEVMJDPXGATQY	TVOQEGLBIMNKFZDSYXRJPHUA	2
main	9	MC10	nStreams	0	right	8	180	T	0	6	X	False	5	45.0	0	1	AKSPEFZGMXTNYQLDOUJIRBVH	AQSTVYFUXNGIMDHBPLERKJZO	RMOSJAQDEXVPYZBKNFGULHIT	EHXZTUJLYOSBQNADKVFPRIGM	FHLEYAQJUSXGDPKTRIMZNVOB	DNRJHMXTSBEGVAZKPQFOULYI	KNFVTZHBIMYGQXOLESPUADRJ	VHNLZQPSRBOIXJADUTKGMFEY	1
main	10	MC10	nStreams	0	right	2	90	S	0	8	K	False	6	-1.40334185971e-14	0	2	KPVEMZTASRJBYNIQHGOLFXDU	IKYTQFJXHLBDPASNZGMUOREV	HJVXBRAQFPMNUYDGIOTEKSLZ	IAUHLPJKYEVGNXFSMOQBRTZD	DTIBXHFEPJSZYOKLUMVNGRAQ	RMNHXEKYAGPSTUIBLVQZFDOJ	QNYDTMXIKPSUHRALGJFBZVOE	YZXTLDFJSPQMNGAORBVIHUKE	2
main	11	MC10	nStreams	0	right	8	315	T	0	8	L	False	3	90.0	0	5	RKYSQGAVNDUPEZMIBLTJOFXH	JDALUETBZRGMSNHXOFYPIVKQ	MOUIXLKRVGBYQJEAFHNDSZPT	DKBPHUIQLEAYXTNMRJVZSGOF	KZJYNSMEQIPBXFDRVHTAGOUL	ILUFONXZMYREJPVADGSBQKHT	OXQUKIGBTSYZJRLFAEVHDMNP	AIYMZRNFLPDXKSBGJVHEOQUT	2
main	12	MC10	nStreams	0	right	8	135	S	0	9	A	False	6	45.0	0	5	OBLQGVTREPDYSMFZJXKHUAIN	SKXLDMVHJZABUIRQYPGEONFT	RMDIFNYVUTPZSXQALBHEJGOK	ZVEPLBOSFDAKMTRGNXYUIHQJ	DEGMKFXVBNUJZPQIYSLROTHA	REUMIHOXGBDJNVTSZYPLAFQK	ILEZRQTYGAJKDPSMNFHOXVBU	OIAELSYVFPTQUJKRMBXZDGHN	1
main	13	MC10	nStreams	0	right	8	0	M	0	6	S	False	0	0.0	0	16	LYIOGRSNBAXUQJZVHEPKFTMD	AHPUTGJFIKNSDMXBVRLOEYQZ	PDTMBRXHYGQJLFIKAVSZUONE	XPYKQLEIBAGUDJZHSOVRFTMN	PZQVLYAISORXHFTNMEJUBKGD	ETAZVUPGNFHBKQMIOLRJSDYX	QZXFDLKYSGNVRAHPBUETIJMO	OQERUMLJTIPVBZSKYNADGHFX	2
main	14	MC10	nStreams	0	right	2	270	O	0	10	G	False	0	-90.0	0	10	FMLVKUIQAJGDRYZNETXPOSBH	HVBXNDZFUIJYTLPGESOAKQRM	FMHIRELNGKXVUAQDPSZJOBYT	SUJRTMFPINHQAKXLEVYZOBDG	KYFTGDOSIBAVZJXPNULHMERQ	EMOALVUFHKJITNZYRPQBDXGS	PUZNSMLXYAFJQDGTHKOIVREB	JUDIYOKHEBVRZGMAXFTPSQNL	2
main	15	MC10	nStreams	0	right	2	90	R	0	10	K	False	7	45.0	0	2	RYNGUFAZJSIEODLXTKQBHPVM	KXIESOFJHMBGVLUTNPQAZRYD	KFEVNRMAYTSHUPODBXZLIJQG	RONYHPUGIBQSMDTZKAVXLJFE	FPEXTLGVDSAKYBOJZNQHRUMI	FQDOXZKNUVTPELYRMBIGAJHS	ZQRBMPFAIKVJOTDYEUSGXNHL	YTGZEOAXBPKFRDHUSMQVINJL	1
main	16	MC10	nStreams	0	right	2	225	Z	0	7	Z	True	6	135.0	0	0	BDSQXHUPTJOGAIKEMZFVYNLR	XIEPRSYHDOJUFZNAGBLTQKVM	XQEDFPTHAMORZSBGNUVIJYLK	OTYNKXZAQGSHBIDLEVUFRMJP	FBAMTNYQIRSGKXJHOLVDEZPU	OIZMYFXNLJPSADQUEKVTHRGB	ABHTRDEZNLMFSIJKPYOUVXQG	BEXRAHZYDTUONVIQPJMFSLKG	0
main	17	MC10	nStreams	0	right	8	270	E	0	8	Z	False	3	45.0	0	1	ELAJSBQRNTZFXPOYDVMGKIUH	RBTKMUQVGXENJALIOYZPSDHF	KIDLNQHAFUYEJGPOZXRVBSTM	PQJLBNIYZESDVGTKMROAUXFH	ZALMYHSBRNJVEQFIPKGXUDOT	OISTVZRQPGKEABJLFXNUDYHM	QJLUNPEKBTSIGDROZXAHFMVY	XBMFPZNUGQYDOLVKITSHEJRA	1
main	18	MC10	nStreams	0	right	2	45	O	0	6	V	False	3	180.0	0	8	JBVDNFUXMGZQLSPEIARTKYOH	NXMQHJUZGOKBFTEVRSALYDPI	XQOVBATPYSFZRMHUNIEDKGJL	UADMSFVIQGRTJYOXEHZKPLBN	GVSDLAOMTZHEXYBURPFNKQJI	SOJKFPADQZGYHBMVLXNRUETI	NELMIRBHUXKYFAZQGVPTSDJO	SXKGAOLRUQDNPFBMZEHYIVJT	1
main	19	MC10	nStreams	0	right	8	0	R	0	9	S	False	3	135.0	0	1	MPXNFETUGSQOIZLKVRJDYBHA	RNKSYUPMTZLIOQDVFEAXHGJB	MDLBUKVGHTJROSPYXIFANZEQ	LJMGHQNPTSRFXIAEYOVKZUBD	XLQVZEROMNFPAIGBDUJHKYTS	ZQKNDMIRUPXYTAVJSLBHFOEG	MBNRKAOUZHLFTISDPVQGXEYJ	YUQFPLMIDSEKOAVHGRJTBZXN	2
main	20	MC10	nStreams	0	right	8	315	F	0	6	K	False	6	-135.0	0	12	BIYGEXHFLOZVQTKDPRJSNUMA	HFLUTEAYBQPSVGXMIOZDJKNR	VMGFYIARKOPXNSLTHZEUDQJB	KQAIZBVMROJUHFEYNLXGSTDP	QUFAIJBZDTRSMNYKOLGXHVPE	DFZRXLQYSPBIGTJEMAOVHKNU	IPJUBGKETDSNORAVXYFQMHZL	SNYDHFBEMZLGVXPUTQOIJKRA	2
main	21	MC10	nStreams	0	right	8	315	M	0	7	V	False	5	180.0	0	2	BVNDUQMFEORTIPJSKXYGZLAH	QPSNEKGAOYDRZXHJTMULFBIV	KDSLHYMJGXFZQENUPAVIROBT	XTJZKOGYRFQIEDHALVNMBUPS	UMBSQOJTXZFEKDGRNYVAPIHL	ZBQYTEUVKMLIDAFRPGHNOJSX	ONEIUTMLXVSADBRHJGKQPYZF	BITJSVLONYDQUHPRAXKFZEMG	2
main	22	MC10	nStreams	0	right	2	270	R	0	7	R	True	3	45.0	0	0	QMKIGLJVYNPZTROEXAUBDSHF	BEDSZNIVUXGHJOLYTPRAKMFQ	MVDKRTOZQLPFHYAINEBXSGJU	FMNSDOARPLTBEHJKIXQZVGUY	ZGAEUYSHJIDVKPQRFMXBOTNL	XNARYLFGSUMDEQPHVOITKJZB	GEDINQAUKSFBZXLMHRJPYVTO	TAUSPMDHYXVQBNZOFJEGLRIK	2
main	23	MC10	nStreams	0	right	2	0	B	0	8	B	True	5	-135.0	0	0	DOUJNMIRZAQYPSGFEXKLBVHT	RQKAGIMPHNFYEDZTXBOLVSUJ	NVMSQZRYIUHFATBEJOLXDGPK	TMOYRUILBEKZHJVNFDGAQPSX	OTMURFIKXLSYQDZGJANHEPBV	PEKGTOQDBLYZMUSNXJIVHFRA	MHIURGFYLTKJAQPNXODVBSZE	RHZIJLUMPFBAQKESNTDVXOGY	1
main	24	MC10	nStreams	0	right	2	135	X	0	10	I	False	4	-45.0	0	10	USLJMXBDAEVRHKIGFOQNTYPZ	IPRUNZYSXGFJDMHKQOBTELVA	KBQJOILMRATUNHPFSZEYGVXD	FNQEAGHMVRBXUJSOPZDLIYTK	NZHGQUPEJBIKYDSAMOLTXVFR	VOMFYBLZSRXNAUKTDPHQJIGE	QHRKEGUOAZJSMXVIPLBTNYFD	BESKOVURTPZJMIDHFQGLXANY	1
main	25	MC10	nStreams	0	right	2	315	S	0	9	O	False	3	90.0	0	1	GOUVEIYKTBHXMADJNPFRZSQL	QVTPYHEGALRIXUFOKMZBNJSD	MJENPOZALDQFYIVGUBRTSHKX	RMEZBAYNUOSHQKXPDFVGJTIL	SMFONDLJKTHIEVQGYAXZRPBU	IPYJOFNBLUGESMHTDZRQXVAK	GPRHBLNTYJXUVOKFMEISZAQD	VHBQZTNIGREXUKSPAJLYDMFO	1
main	26	MC10	nStreams	0	right	2	135	O	0	8	O	True	1	180.0	0	0	URDQEOIVXMTJGKNFYAPZLSBH	DVSZIPUEOGLMTNKRQJXAHYBF	DYXINSKFMTRQVBOJPAGZEHLU	LANUXVOIMGPTHBEKZRSDYJQF	XGMALHTRONUQKFJZYPBISVED	DLOVNUPMHISBYAFGXJTZKEQR	MEISADBQRHNJPLVZUGOKFTXY	ZBLNPHMKVEUDJASOYIQFGRTX	1
main	27	MC10	nStreams	0	right	8	0	Z	0	8	L	False	3	135.0	0	2	LBMIEQRTDVNZHUSOFJAKPYXG	HTSZBVXOKYEQAPDIJLGFMNUR	FSNDQVHIRBEAYOKXMLPTGUZJ	KIQAPRMFLBZTNDGJHEXSYVOU	IPQFVLUDEOYAXSTBNHKJRGMZ	DMAEQUOIKZPSRYTNJXVGHBFL	MVBXKEPAJFDGLZUSYTQNIORH	BMEUOGHPQRFJAIKVNYXDTLZS	2
main	28	MC10	nStreams	0	right	2	45	S	0	9	B	False	2	135.0	0	2	SFEKVBXQHTZADGUIORMJLNPY	DGYBHPZETSFUXLARQVNIKOMJ	FYPHEAMNLBGSXVQIZDRTOUKJ	IQYPTSUXZNLGFMJVBHAERDKO	VRJOMGQHPSNIXKUYEBTZLFDA	AUZRNBOHFXEDIKQYGLMSJPTV	ZLJMIOHDBUSFTRXNPQVGKYEA	QKJOBFDYARXEMNUGZHPLVIST	2
main	29	MC10	nStreams	0	right	8	270	N	0	10	B	False	7	-135.0	0	1	DSHLKNVGZYJOBFUMIQPATXRE	LUKBFADZOXPJTMHRYINEVGQS	TZDUVEAKNRHQOLBXMPJGFISY	UTGIQNXABHFOEKZRMSLPYJDV	KTQEYHRXIPLMGFOUZAJBNSDV	TNPYUVLRJQSZFGABKOXEHIDM	DOPNVEUMZKIRAYLBXFQGSTHJ	KRQFMYPJZTBNLVXSODGAIHUE	1
