experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	nPreCueStreams	baseAngleCWfromEast	resp0	button0	cuePos0	answer0	correct0	whichStream0	angleOfWhichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	timingBlips
main	0	BN12	nStreams	0	right	2	90	M	0	9	N	False	0	90.0	0	1	EGZRBKUQANMFHIXSLOVJPYDT	DRHZUPBQJEXOASLNYTMGVIFK	PSYJQFZEVTRAIXNGMKLDOBHU	MFUYXHQAVEGINBRDTJSLZOPK	AHERGXSUOJMTBQIFLNDVYKPZ	AHRNPQVGJDOIFKUBESZTLXMY	PYHITLUXRJDEKNBZAFSOGMVQ	MNGQZXYOVRPUDLKHJTEIFASB	2
main	1	BN12	nStreams	0	right	2	45	L	0	8	Y	False	3	180.0	0	14	TIAQDUKEVSGZHBMLNPXFRYJO	URXNLQYGVDFTHKZISEPMOBJA	PONVFZABHMKLTRESQXIUJYGD	ASEMUNKFYGIOJQHXDTVPZBLR	YLXSMUZRBNFAJODGKIEQHVTP	HQOURKINPBYDZXVMFGSJLTEA	LGUDBKRIAXZHQESONMPYFJVT	LNISFKVPTHGZUXMEDBYJRQOA	2
main	2	BN12	nStreams	0	right	2	45	U	0	7	Y	False	7	-1.40334185971e-14	0	1	TMUKALXDGSHZJBVFYEPRIQNO	BAGLDKSNOHPJXIYVRUZFTMQE	UHLBMSXNGEKAVJPQOTDFYIZR	MEVZGSYKLRFJBHQDANTUXIOP	ZMIVJKXOLPRGUNHFYTSAEQDB	APXIRKGOLQNSEYHFZTBDJVUM	BKGFQEUMLYJZRPTHASIOVNDX	FNXZSMKYUJLABDVIEQHRGTPO	0
main	3	BN12	nStreams	0	right	8	315	R	0	10	E	False	3	90.0	0	1	AKLTOVUIDZNHFXYBRGJMQESP	OZBDLFIPNXAJQMHEGKUTSRVY	AJBXEIYOGHUKDZQPMLFVNTRS	GMOUBKVZLPERYXIDFSNTAJHQ	DXBEQNOTHYAMVFRZUILPSKJG	QJXYHOLVFPKDIRZBNAMTUEGS	FDLMRIOGVPJUSYBXNEHAQTKZ	EDGTNISYQPHVLUXRAMBKJOFZ	2
main	4	BN12	nStreams	0	right	2	270	M	0	9	J	False	2	-1.40334185971e-14	0	1	YNFIOXZKVPHDQJRGEMTBASLU	MFQOVUZPYLDSJHEARITNBGKX	PHORVAIYGJMBXZNKUFESLTDQ	UHRDNBEZFGAJTQKYIMSVLOPX	ZLMJFDRSPUNGHTEOYIQKVBAX	UNTDHPOKBZGLRIAXFJYQVEMS	XFOGIZDPLVUSYJQEMABRTHNK	ZTMEQRFBYASKJOLUNXDIHVGP	2
main	5	BN12	nStreams	0	right	2	45	A	0	9	U	False	2	135.0	0	3	KGEBPAMFZYTDIRLUOHQXSJVN	SALIUGXZFDYTMNEPHBVQORJK	JVXPZHRGFUBMAKIOENLDQTSY	HMSVLZYQXFTKBAENPUDOJIRG	PHXJTVFIMSQBAUZLEKONGDRY	QXHDUINJZAEFVSLTGOPMBKRY	BYRHTNLIUQDZOSPFXMGKEVAJ	LVOSITRZNPFEQHUDXYAGMJBK	1
main	6	BN12	nStreams	0	right	8	315	A	0	7	H	False	2	45.0	0	1	UKEPINLZXFMGASDJVOQTRBHY	SIXKVRZENBQGLTJHDYPUAMFO	XSLGJQVHAIERPUNDZFBMOYKT	FKBXYQPJSGUEDTRHZMNAILOV	ISTRBOGNQKAVLXHFJYEDPZUM	LMDXZRAGKQPYJUNTOIHVFSBE	DLEBMXPUQGJKVSINAROTHFZY	QMTKDVIELNJGOAZPBURXHFYS	1
main	7	BN12	nStreams	0	right	8	135	E	0	10	E	True	5	-1.40334185971e-14	0	0	KITGPSDNBOMJVXEHULYRAQZF	DEIULNKXYBGZVRHJSTFQAMOP	GKQLNOBRUZVTXHFYDSMPJAEI	XZTIMOUPQFJSANGYVKLEBRHD	SLRPVMYQNKJAHUTFEBIDZGOX	TYXUSIJGNAEODZBRVMKPHLQF	AGENBPHVJUDSXIMQOKYFTZLR	LVFMJONZERHUKTGDXIPASBYQ	2
main	8	BN12	nStreams	0	right	2	90	K	0	7	X	False	1	135.0	0	1	SFAGNXYEDZUJBPMTHOLRVQKI	JMZPVEAXKNBHQFISDTGLUOYR	MOFEUXDGZABQVRKIPSNYTJLH	QJZOTPFVNHKSXMYIGDEABRUL	GBMXJRTNVLIQSYFEHUDPKZAO	YNOTQIMDKSLHPZXBURJGFVAE	ZPNBGKTFSVIJDLXYMREHAUOQ	MESDQVHXFZKNJYBUGLTPAIOR	2
main	9	BN12	nStreams	0	right	8	270	E	0	9	H	False	5	135.0	0	11	AJZXOGTNSMVEIPHUFQLRYKBD	TFRXSMZQIVNGBOYHKUALPEJD	FVQOXDLZHAMISPBGYTEJKRUN	SZQIKEGXRMTNJLBHFDUVOPYA	AXORPSJQYLBEFDIKGZMNHVUT	GIODMJRNSHQBUFLKTZPAEXVY	GBTASEUJOIKDYVLFPHZMRXNQ	SKIMGXHNJAULQZYOTPRVBFED	1
