experimentPhase	trialnum	subject	nStreams	ring	crowded	resp0	button0	cuePos0	answer0	correct0	pairAngle0	whichStreamCuedAngle0	whichRespCue0	whichInPair0	cuedStream0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	timingBlips
main	0	KH11SONA	2	0	Bouma	M	0	6	Q	False	60	240.0	0	1	1	-3	RQTVKISMLZAEONBDUYFHGPXJ	VRLMTJQNDSFOXKGHYIBPAZEU	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	1	KH11SONA	2	0	Bouma	F	0	9	O	False	0	0.0	0	0	0	2	GLHMVDTXAOQFIYZJENPRBKUS	UXVQOZAFBGIJDMYKTHPESLNR	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	2	KH11SONA	2	0	Bouma	P	0	8	L	False	60	60.0	0	0	0	1	RIZDEKHYLPTMJQSUXVBNGAFO	BSUZNHDGOAFLPIEXMTQVYJRK	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	3	KH11SONA	2	2	Bouma	Q	0	10	U	False	0	180.0	0	1	1	4	JTFKSVABQZUDIRYLGNOPMEHX	XLENVBKSAHUPZDQMTFGIROYJ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	4	KH11SONA	2	2	Bouma	Z	0	10	J	False	60	60.0	0	0	0	1	GOEMRAYVPSJZINBHFDLTUKQX	RGEQIADZBFHOSPUJXVLMNTYK	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	5	KH11SONA	2	0	Bouma	Z	0	7	N	False	60	60.0	0	0	0	1	EAXYVDFNZSTBUGMPRHQKLJOI	QTSXVNLFYDIMRAZUBPKOEJHG	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	6	KH11SONA	2	0	Yes	A	0	7	H	False	120	300.0	0	1	1	1	DVAKSJQUBORELGZFTPXHNIMY	MKVYQJXHALSTZPGERFNOBIDU	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	7	KH11SONA	2	2	Bouma	F	0	10	Q	False	60	240.0	0	1	1	2	YHRKOIQEJUZMTSDAXPGBLNVF	PULSTEAZHJQBFYKNGMXIORVD	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	8	KH11SONA	2	1	Bouma	H	0	9	E	False	60	90.0	0	0	0	1	DUXBTALSYEHQRKIJMGPOVZFN	ZDFLTQVURAYJHEPBONIMSGKX	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	9	KH11SONA	2	2	Bouma	A	0	7	X	False	120	300.0	0	1	1	1	EZYBIDJHNGARQOMPSVKLXTFU	NKZRJHQXAIDBSYVLMGEOPTFU	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	10	KH11SONA	2	2	Bouma	S	0	6	Z	False	120	300.0	0	1	1	1	BLOKUEZGRJPSVNDXYMHAQITF	MDLGNAZSXUQVHTIEBPYOJRKF	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	11	KH11SONA	2	1	Yes	U	0	8	G	False	120	150.0	0	0	0	1	NLIDBZPOGUMYAHVFTKQXSJER	FKXUDEBHPQLISZMVRYTNJOGA	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	12	KH11SONA	2	1	Yes	P	0	7	B	False	60	90.0	0	0	0	-6	SPJFODABYGQNRMHXIZTVLKEU	FGALDPOBQHUEVNJIRTMKZXSY	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	13	KH11SONA	2	2	Yes	O	0	9	Y	False	60	240.0	0	1	1	-2	POEGJRNXLYMSTABIHZUKQFVD	IDVLUFJOKYQNSHTPGRAZBMXE	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	14	KH11SONA	2	1	Yes	J	0	10	B	False	120	330.0	0	1	1	1	MJYZANRFHUEVDXKTSOLIBQGP	REGQADNSVTBJUYKMZFIPXHOL	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	15	KH11SONA	2	0	Yes	G	0	7	V	False	60	60.0	0	0	0	1	UQPYKFHVGNLDIEBRSXAZJTOM	NIDZOVAGSPTRHLKEMJYFBXQU	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	16	KH11SONA	2	2	Yes	O	0	7	V	False	60	60.0	0	0	0	8	LBMJZUNVQSAEFHRODYGKIXPT	RFEXNODLMYZVHTUSAKIJBGQP	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	17	KH11SONA	2	1	Yes	X	0	9	G	False	120	150.0	0	0	0	2	VUBMLPDFNGRXIKEZJTAQHYOS	HKFJBOSQRILYPAEZXMVNTDGU	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
