1,0,0,0.5,0,0,NaN,NaN,999,999,999
1,0,0,1,0,0,NaN,NaN,999,999,999
1,0,0,1.5,0,0,NaN,NaN,999,999,999
1,0,1,0.5,0,0,NaN,NaN,999,999,999
1,0,1,1,0,0,NaN,NaN,999,999,999
1,0,1,1.5,0,0,NaN,NaN,999,999,999
1,0.3,0,0.5,0,0.23534,0.51704,0.48427,999,999,999
1,0.3,0,1,0,0.19134,0.4866,0.47219,999,999,999
1,0.3,0,1.5,0,0.19775,0.28929,0.47837,999,999,999
1,0.3,1,0.5,0,0.17967,2.4031,0.16147,999,999,999
1,0.3,1,1,0,0.19561,2.2,0.13068,999,999,999
1,0.3,1,1.5,0,0.14141,0.3987,0.4231,999,999,999
1,0.7,0,0.5,0,0.66167,0.54798,0.53345,999,999,999
1,0.7,0,1,0,0.63091,0.55489,0.69659,999,999,999
1,0.7,0,1.5,0,0.53549,0.32323,0.52752,999,999,999
1,0.7,1,0.5,0,0.68296,1.1607,1.0778,999,999,999
1,0.7,1,1,0,0.52023,1.0085,0.96988,999,999,999
1,0.7,1,1.5,0,0.49413,0.63022,0.67981,999,999,999
2,0,0,0.5,0,0,NaN,NaN,999,999,999
2,0,0,1,0,0,NaN,NaN,999,999,999
2,0,0,1.5,0,0,NaN,NaN,999,999,999
2,0,1,0.5,0,0,NaN,NaN,999,999,999
2,0,1,1,0,0,NaN,NaN,999,999,999
2,0,1,1.5,0,0.072766,-0.043733,-0.12517,999,999,999
2,0.3,0,0.5,0,0.24489,0.5464,0.37436,999,999,999
2,0.3,0,1,0,0.22028,0.42228,0.58878,999,999,999
2,0.3,0,1.5,0,0.17744,0.22846,0.37124,999,999,999
2,0.3,1,0.5,0,0.30853,0.96734,1.0228,999,999,999
2,0.3,1,1,0,0.18465,0.62421,0.74761,999,999,999
2,0.3,1,1.5,0,0.17922,0.44818,0.64757,999,999,999
2,0.7,0,0.5,0,0.6596,0.53355,0.56038,999,999,999
2,0.7,0,1,0,0.63468,0.51307,0.63334,999,999,999
2,0.7,0,1.5,0,0.55422,0.15633,0.25406,999,999,999
2,0.7,1,0.5,0,0.55629,0.99573,0.98349,999,999,999
2,0.7,1,1,0,0.65678,1.1921,1.1004,999,999,999
2,0.7,1,1.5,0,0.64014,0.77971,0.85098,999,999,999
3,0,0,0.5,0,0,NaN,NaN,999,999,999
3,0,0,1,0,0,NaN,NaN,999,999,999
3,0,0,1.5,0,0,NaN,NaN,999,999,999
3,0,1,0.5,0,0,NaN,NaN,999,999,999
3,0,1,1,0,0,NaN,NaN,999,999,999
3,0,1,1.5,0,0,NaN,NaN,999,999,999
3,0.3,0,0.5,0,0.2891,0.56375,0.62329,999,999,999
3,0.3,0,1,0,0.30485,0.56645,0.66783,999,999,999
3,0.3,0,1.5,0,0.16949,-0.79722,-0.086441,999,999,999
3,0.3,1,0.5,0,0.16141,0.94965,0.57829,999,999,999
3,0.3,1,1,0,0.28802,0.58077,0.95916,999,999,999
3,0.3,1,1.5,0,0.14712,0.36523,0.68977,999,999,999
3,0.7,0,0.5,0,0.71143,0.61478,0.52348,999,999,999
3,0.7,0,1,0,0.58012,0.60051,0.64848,999,999,999
3,0.7,0,1.5,0,0.62209,0.25736,0.32239,999,999,999
3,0.7,1,0.5,0,0.70025,1.0262,1.0009,999,999,999
3,0.7,1,1,0,0.57236,0.97872,0.97865,999,999,999
3,0.7,1,1.5,0,0.45676,0.61643,0.74603,999,999,999
4,0,0,0.5,0,0,NaN,NaN,999,999,999
4,0,0,1,0,0,NaN,NaN,999,999,999
4,0,0,1.5,0,0,NaN,NaN,999,999,999
4,0,1,0.5,0,0,NaN,NaN,999,999,999
4,0,1,1,0,0,NaN,NaN,999,999,999
4,0,1,1.5,0,0,NaN,NaN,999,999,999
4,0.3,0,0.5,0,0.28141,0.65344,0.55851,999,999,999
4,0.3,0,1,0,0.20947,0.50961,0.69852,999,999,999
4,0.3,0,1.5,0,0.20589,0.35998,0.55125,999,999,999
