1,0,0,0.5,0,0,NaN,NaN
1,0,0,1,0,0,NaN,NaN
1,0,0,1.5,0,0,NaN,NaN
1,0,1,0.5,0,0,NaN,NaN
1,0,1,1,0,0,NaN,NaN
1,0,1,1.5,0,0,NaN,NaN
1,0.3,0,0.5,0,0.34639,62.435,60.395
1,0.3,0,1,0,0.31412,66.245,63.109
1,0.3,0,1.5,0,0.32389,59.177,68.923
1,0.3,1,0.5,0,1,243,32.945
1,0.3,1,1,0,0.78882,234.56,35.462
1,0.3,1,1.5,0,0.29369,76.012,69.07
1,0.7,0,0.5,0,0.74136,53.802,53.352
1,0.7,0,1,0,0.72755,60.838,69.013
1,0.7,0,1.5,0,0.65306,55.434,92.697
1,0.7,1,0.5,0,0.77351,133.06,104.87
1,0.7,1,1,0,0.63998,123.26,98.75
1,0.7,1,1.5,0,0.60605,69.027,69.11
2,0,0,0.5,0,0,NaN,NaN
2,0,0,1,0,0,NaN,NaN
2,0,0,1.5,0,0,NaN,NaN
2,0,1,0.5,0,0,NaN,NaN
2,0,1,1,0,0,NaN,NaN
2,0,1,1.5,0,0.26723,186.65,92.302
2,0.3,0,0.5,0,0.3433,64.256,49.813
2,0.3,0,1,0,0.33099,59.716,67.846
2,0.3,0,1.5,0,0.27326,46.664,53.097
2,0.3,1,0.5,0,0.44672,166.56,117.11
2,0.3,1,1,0,0.32613,111.05,92.6
2,0.3,1,1.5,0,0.30735,78.811,79.608
2,0.7,0,0.5,0,0.73945,52.941,55.4
2,0.7,0,1,0,0.72703,55.947,63.937
2,0.7,0,1.5,0,0.66809,52.199,72.696
2,0.7,1,0.5,0,0.66121,114.82,96.865
2,0.7,1,1,0,0.75458,140.52,108
2,0.7,1,1.5,0,0.74221,87.263,84.397
3,0,0,0.5,0,0,NaN,NaN
3,0,0,1,0,0,NaN,NaN
3,0,0,1.5,0,0,NaN,NaN
3,0,1,0.5,0,0,NaN,NaN
3,0,1,1,0,0,NaN,NaN
3,0,1,1.5,0,0,NaN,NaN
3,0.3,0,0.5,0,0.39827,66.166,68.065
3,0.3,0,1,0,0.42481,72.14,73.499
3,0.3,0,1.5,0,0.32032,55.364,115.72
3,0.3,1,0.5,0,0.31301,147.83,85.584
3,0.3,1,1,0,0.43232,205.73,130.8
3,0.3,1,1.5,0,0.29271,103.04,92.253
3,0.7,0,0.5,0,0.78662,59.179,52.391
3,0.7,0,1,0,0.6782,62.549,64.632
3,0.7,0,1.5,0,0.7269,56.364,76.8
3,0.7,1,0.5,0,0.78727,112.78,96.142
3,0.7,1,1,0,0.67806,113.63,96.515
3,0.7,1,1.5,0,0.57596,75.66,78.052
4,0,0,0.5,0,0,NaN,NaN
4,0,0,1,0,0,NaN,NaN
4,0,0,1.5,0,0,NaN,NaN
4,0,1,0.5,0,0,NaN,NaN
4,0,1,1,0,0,NaN,NaN
4,0,1,1.5,0,0,NaN,NaN
4,0.3,0,0.5,0,0.40057,74.917,65.543
4,0.3,0,1,0,0.36786,104.87,89.929
4,0.3,0,1.5,0,0.31741,55.807,65.945
4,0.3,1,0.5,0,0.37765,148.67,107.51
4,0.3,1,1,0,0.52996,197.45,123.87
4,0.3,1,1.5,0,0.33477,110.44,95.492
4,0.7,0,0.5,0,0.7039,56.557,60.5
4,0.7,0,1,0,0.74721,61.048,65.122
4,0.7,0,1.5,0,0.64101,58.451,105.26
4,0.7,1,0.5,0,0.78635,129.9,102.26
4,0.7,1,1,0,0.7294,113.92,89.262
4,0.7,1,1.5,0,0.79256,116.86,96.151
5,0,0,0.5,0,0,NaN,NaN
5,0,0,1,0,0,NaN,NaN
5,0,0,1.5,0,0.29706,416.67,164.59
5,0,1,0.5,0,0,NaN,NaN
5,0,1,1,0,0,NaN,NaN
5,0,1,1.5,0,0,NaN,NaN
5,0.3,0,0.5,0,0.39372,92.833,84.464
5,0.3,0,1,0,0.38686,58.846,58.647
5,0.3,0,1.5,0,0.31884,62.973,70.672
5,0.3,1,0.5,0,0.31908,201.63,129.27
5,0.3,1,1,0,0.31235,125.32,101.86
5,0.3,1,1.5,0,0.34156,109.77,61.427
5,0.7,0,0.5,0,0.73533,51.825,55.976
5,0.7,0,1,0,0.81693,62.781,59.871
5,0.7,0,1.5,0,0.68246,66.955,77.899
5,0.7,1,0.5,0,0.64943,118.06,93.924
5,0.7,1,1,0,0.68711,103.91,88.324
5,0.7,1,1.5,0,0.82866,124.5,99.492
6,0,0,0.5,0,0,NaN,NaN
6,0,0,1,0,0,NaN,NaN
6,0,0,1.5,0,0,NaN,NaN
6,0,1,0.5,0,0,NaN,NaN
6,0,1,1,0,0,NaN,NaN
6,0,1,1.5,0,0.43374,416.67,153.33
6,0.3,0,0.5,0,0.44031,68.145,64.95
6,0.3,0,1,0,0.32477,67.69,53.681
6,0.3,0,1.5,0,0.3016,62.547,71.043
6,0.3,1,0.5,0,0.50998,161.59,72.901
6,0.3,1,1,0,1,248.12,31.391
6,0.3,1,1.5,0,1,252.56,67.994
6,0.7,0,0.5,0,0.72453,58.472,50.112
