"experimentPhase"	"trialnum"	"subject"	"nStreams"	"ring"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"pairAngle0"	"whichStreamCuedAngle0"	"whichRespCue0"	"whichInPair0"	"cuedStream0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"streamLtrSequence8"	"streamLtrSequence9"	"streamLtrSequence10"	"streamLtrSequence11"	"streamLtrSequence12"	"streamLtrSequence13"	"streamLtrSequence14"	"streamLtrSequence15"	"streamLtrSequence16"	"streamLtrSequence17"	"timingBlips"	"responsePos"	"fixationReject"
"main"	23	"18AW1"	18	0	"M"	0	6	"T"	"False"	60	240	0	1	4	2	"GEBZOSNHLMATVUFPJKQDXRYI"	"IESRPMQHVLZDFNXOUKJATBYG"	"VPURKJDAXQOLFGHEBSIZMNYT"	"UDTXFHGZVLEBMOSIJPQNKYAR"	"JFVGYLTUMDNPAQHORXZSIKBE"	"BVDZLIFUMOXJETQAKPRGSNHY"	"XGELAYKTMRUJNPZSBIDOQHFV"	"OHJYPALBUMEIXKDSNGRVFZTQ"	"MAQLUYIFENPBVRSOKGJXDZHT"	"SVQODPURKIYENHJGFLAZMBXT"	"QOPRVSYZAXNJIFDBLTMKUGHE"	"TNOKAIXRYDJHPQBVLGMUEZFS"	"VFRPUOLJTIGXHZASDNKMBEQY"	"XPHEYFQUJGKROTBVDZLANSIM"	"BLQGMKOFSNAHVDRYTJIPUZXE"	"MPRNEGVDXSIBOZATJKQLHYUF"	"AUKTDHINZVLBQOSFXJMRGYPE"	"VTZDYQUKAXFHEORPMGBLSIJN"	1	8	FALSE
"main"	28	"18AW1"	18	1	"M"	0	9	"P"	"False"	0	210	0	1	9	10	"MTVLDHKQFYAUXPJNRSZEIBGO"	"MABVYHESNXZFOTRLUJKDIQGP"	"XDKOQHZAVUSBMPERFJYILNTG"	"DXHQMZTYBIVUGNFLKAJSPROE"	"LPTVMHXGSJERIYQZFNDOABUK"	"SORIKXQVULEMBNFGYHZADTJP"	"VYQLRKJPHOSXFUTIBDGNZAME"	"OUTZMPVAHNRQJXYDLFEGBSKI"	"NJVIXRYGTDSBOMHZKEPLFUQA"	"ULZTEINXVPYHDGBSJAQMOFRK"	"RDGHMPLNAXEFOUKTBQSVZIJY"	"IXANRYQHJPGBVZTULKODSMFE"	"OUIMNVQDSBLTRPFAYZKXJGHE"	"PEHFMNTQKYBOVLGASUDRJZIX"	"LKGFYPEZHDMRXAITUBSVOQNJ"	"QVUTZEGYMBIONXJDPHFRSKAL"	"QRNOZXPHKJVAYUDFGSMBITEL"	"IGENBKSMLTHYXRQJZFODVUAP"	0	19	FALSE
"main"	29	"18AW1"	18	2	"R"	0	8	"H"	"False"	60	60	0	0	13	2	"ZAXKHTPLRIFQYMVDUSEJBNGO"	"JEIBDOMHQSXNALRFUPZGTYKV"	"FXOMNPYJTHEGSIURAVKLQZBD"	"XPKTUEOMAGJYSFDRIBZQVNLH"	"ZBLPFXVRNMEJQIHTKYDSOAUG"	"RMGSFYXTBDPUQZKOLAINVHEJ"	"NILSQEVOXKAMHJBYDTZGPRUF"	"QDXBUJHYTAMFGSOERKIZNLPV"	"FGLAHMOJUYDKQXBTPRNEVIZS"	"BQLDAXNVPEIKSUGJFZRTMYHO"	"NITYEXAOKDBFPGQLRZVHSUJM"	"HLAURSVDOYZJQMFBKTPNEGIX"	"UDMFLRZJYVSIPANXKGTQHOEB"	"LTQEBXGYHVRKSUFMDPNZAJOI"	"MFUNAZPIBOHYVEKRTSGDJQLX"	"SBOHTZJPRYEXLMDUIFNQAGKV"	"FYSNZIHOAPKTJDMURQLXEBVG"	"ANYFZEQLSPOIMKHJUGRDXVTB"	1	10	FALSE
"main"	30	"18AW1"	18	2	"K"	0	8	"L"	"False"	0	0	0	0	12	5	"OBITYGVRJLDPNQSKFUXZHAME"	"XIDUNQHJAZPEOBRTKGSLVYMF"	"XMKTUQYSVIHRZFOEANPJBGLD"	"HZFGRAJIENBPKSYDUOVMLQTX"	"DBVKQPNEUTGIHLSXMZYOJAFR"	"YPUKILVNSGEBRMFHADOZTQJX"	"MUQSFGBVKDXTZJEHLYAPOINR"	"MJTLOPYEQZKAVFRNHUIXBSDG"	"ZALFIKYVRNOUTSPMHBJEQXGD"	"VELJMNGQSPHZOUFIBKYXARTD"	"RYULXBAPZHOJTEIGSQNMKVFD"	"KGMJRUQHFBIVNPDALEYSTZXO"	"BETOJQVDLYRIAKXHZGFSPUMN"	"VXUIBAZLPYNJHQOKRTDSEMGF"	"QVHDNILZORYJXTSEGMABKFPU"	"BLUIFDAXONMKREQHYSJVTPZG"	"ERIOFBAYZJHLSVXGKDPQNUTM"	"AVOPHSMDNFGULXBIJRZYKTEQ"	0	13	FALSE
"main"	31	"18AW1"	18	1	"F"	0	8	"D"	"False"	120	150	0	0	8	14	"YIQKHLTVJFPORSGXEUZBDNAM"	"YASTBVHFILXJUOQZEPDKRGMN"	"ZGVOPNMLRUSQEHFAKJYXBTID"	"YRSGIDTEFPJUXAKOQHBVLMZN"	"QVXSNDZYGTRUEBOAJLIHKMPF"	"JUVSFYLPBXTEQAKOZINMHGRD"	"GBUHNYAVEFSJXMZOLQTPKIRD"	"JNSZAPOTFBQYHVMUGKDXLERI"	"SYAJNXPRDLBOGKTHUIMVZQFE"	"ZBEGSDIYQTKFJHXAOMPNRLVU"	"XDEQZPLUTOBRYKJHMINSAVFG"	"TKPLHOFQNSJDRXZGMVYAUBIE"	"UKYIRJFODSMLEHGNVQPABTXZ"	"ENZOUXYIRGDVFBMPASHJKQTL"	"RKTNZVIXUGBFDPJEMHAOQYSL"	"RSLTNGQAUEHJZFYBDOIVPKXM"	"XHKTULDAOPJIRFSBVENYZMQG"	"AMZTUHNDVFYKSJBPOLIRQXGE"	1	22	FALSE
"main"	32	"18AW1"	18	1	"R"	0	8	"Q"	"False"	60	90	0	0	7	13	"AXBHQJKDRITFMOSEVUGZNYPL"	"KPBNLJFXTUVGDSHIERZQYOAM"	"OHFGEBDQMVILARUZTYSNKJPX"	"DZGPJSKRIAUBTVNEXQYHFOML"	"NTPGSRFHDVUEQOXKLBAIZMJY"	"KBSJIPTLQOUAVFMZNXGEDRYH"	"XKIORHTFAEQLGMUPBYDJVNSZ"	"FZPNTIUXQYBVODKSELMJHRAG"	"YAXUJLHQDTKGSFPOEVZINBMR"	"MAPYVQKGJIZXOBEFSLRDTNHU"	"BUNQRITVEMJFSOZPDAGHKLYX"	"UFQJDBYNIATPGRZVXLKSEOMH"	"ZUVGTAYSXENBJPIODMLQHKFR"	"SENUZDAQTJRIBGKYOHMXVFLP"	"TRGLDZUEYJKMSQFNIPHVOABX"	"AZIKMYRFQNETGVHPXDOJUBSL"	"JYXFGQDBIKMUZPTHELRSAVON"	"KYSEPLTVZNUHFABGOIXDJMRQ"	1	21	FALSE
"main"	34	"18AW1"	18	0	"S"	0	7	"Y"	"False"	0	180	0	1	3	1	"YPAQMUGINXTDEOJZFBRKSHLV"	"QEHJUGKOBASVLDXTZRPYFINM"	"JTEKVSAIMYUPZDRQFGLHXONB"	"XPRTKNJYSHLADIOBGEVMFQZU"	"AYBEXNHMVQJGLDKOFZITPSUR"	"TYSIANRMZEHJBPUOLFKQDVGX"	"ZYGKOBPIETSANHJDUQLVXFRM"	"HJEPIFGDSTAMNOBXQUYVZLRK"	"VEIYSZOLPNAQDJBFHKUMRGXT"	"QRXELISAFMHJKNDYTBGVOZPU"	"KXEHDQIPAGFSROZBTYLJMNUV"	"MTZANDKLRYUFSVIEBJQXGPHO"	"SGRPHQJZVBTONYIDLAFEUMKX"	"UPTHYFASBNZLXQKOJGREDIVM"	"GBSHEVPFNAOJTRLDUMYQKZXI"	"JEXMOVUPLNBIGZTQDAFKYHSR"	"UNMQORDIKPZSBXYTAGVHLFEJ"	"SMETBUKYIVFGHQXDLZAPONJR"	1	8	FALSE
"main"	35	"18AW1"	18	1	"U"	0	10	"Y"	"False"	0	30	0	0	6	1	"PZGKMRXBHVYAENLTSJUQDIOF"	"UKLXVONBMPTZRSFIAYJQEHDG"	"IKLPOVFBZTRYEANJMDUHSXQG"	"SQRELZJPFAUGBKYHTIVXNMOD"	"LUAYDINOXJRVEMKSGPHFTQBZ"	"FHKJOXVPSYIQREUZGBDATLMN"	"FMRATKPXELYUZJGSOHBDIQVN"	"SHXOQUMRVEIGNLPBJTZDAYFK"	"QEZSOIUJTGADFNXYBHMRVKLP"	"RYJXKZLVPIGBAEOUFDTQMNSH"	"DIGUTBZRMNVHSAJKLEOPFXYQ"	"AOSQZGFKPEDUVYHTLNRIMBXJ"	"XVEHFGDQLSYPZUBMITNKAOJR"	"PHFIVQOXSDUAMNZGERBLKJTY"	"LMAGRFOVHUPITKXEDBZJNQSY"	"LSOTIYUFANVRXZHJGEPMDQKB"	"KFUSHPEGIBLJYQAOXZMRNVTD"	"FSUHQZPGOLXBVNYMTDKEJIRA"	0	11	FALSE
"main"	36	"18AW1"	18	0	"R"	0	10	"T"	"False"	60	240	0	1	4	-2	"MGYRNVKXUTJESPQFZOHLBIAD"	"VTLJQRKZFHSPIEAMOUNYBDGX"	"TXZGANIQHJSKDVBMLYEPROUF"	"GOJQNIFMTZBURKEXYVADSPHL"	"GLXJQBHNRMTFZKDEOVPUSIAY"	"NQTUEHFGRKJLXIMYOASZBVDP"	"JHNOLVDMAEXIBQYKFPGSTRUZ"	"MUVPXNEBZRHSYTOIGQLJKDFA"	"FMJIBREQHZYSPNOTGXUKVADL"	"APYNKIDVLORBTUXEZJFMSGHQ"	"ATROPMKEJVIZDGQYSUHLFXBN"	"YQJDHNPEBMAITKSZGXLVROUF"	"TPEOYRGIQMXZVFSLUNAJKBDH"	"OUMSLFGQRXNZTVYDHKBJPAEI"	"PQGVJLMHZTYFEXNBAOISKRDU"	"VLKUETBJXIPZDHYMOQANGSFR"	"AJPZSXIMDFVNRGYUKOBHTLQE"	"TAJBRLDIXEGVQNUZYHPSKMOF"	1	8	FALSE
"main"	37	"18AW1"	18	1	"A"	0	6	"I"	"False"	0	210	0	1	9	3	"JUOZFMVQXSGYKNLBAERITDPH"	"GXKTEHPVAIMJSNZLFDUOQRYB"	"DIFAKJPRBSMTHZQYUELOXGNV"	"ODQMTSEZFJPIVNKAXULYGHBR"	"FMXVUDHZGKRIOSEPYLBNQTAJ"	"KGHTXUODZABNMSRVQYFIPJLE"	"EMIRDHOANXYSPTUFLJGBQKVZ"	"JOLAXUHEPGFYVKITNZRBMDSQ"	"HZXQYVLBFNOTGIUSEMPRJADK"	"ZBQHXFILPAGYKODEUVSNMRJT"	"TPAYMDGXORZQBSNFLIHVJUEK"	"GZABOSREUXYKIFPLDVNHMQTJ"	"LMDYTGXEBKIRZUPJVNFQOHAS"	"OYHKTEPMRJIFNDSZGBQAVUXL"	"SOLKXYUMQATHENJIFBZVDGPR"	"FPMIHXNETLKQZVOARJGBDSUY"	"KJVBNGZOHEDUMXILQFAPTRYS"	"RUPYZIEGVFXNJTQMDOSLBHKA"	1	9	FALSE
