"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"nStreams"	"eccentricity"	"polarAngle"	"resp0"	"answer0"	"correct0"	"whichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"timingBlips"	"cueType"	"cuePos0"	"responsePos"	"fixationReject"	"ID"
"main"	122	"CLExN6 "	" oneCued "	0	" left "	6	6	0	"R "	"W "	0	0	0	2	"ZABUGVWDRTJNXQIHEPLSKOFYCM"	"VXSDFUJIRTQWEKOPNBLMYHAZCG"	"IRWOJVXLFEYNMSBHGQZDUATKCP"	"KMFLTWAHCRIQVGXPSJZYUDBNEO"	"VCXQZNODRSBEHKTWMLAIYFUJGP"	"IEZKGCXQTDFWMPLUOBRYAVSNHJ"	1	"exogenousRing"	6	8	TRUE	"CL"
"main"	123	"CLExN6 "	" oneCued "	0	" left "	2	6	60	"A "	"T "	0	0	0	1	"ZSXDHOVTARWNLIUMBYQFCKJPGE"	"NDPRLVJTZFYOEMQSXHIKWCBUAG"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	7	8	FALSE	"CL"
"main"	124	"CLExN6 "	" oneCued "	0	" left "	2	6	120	"R "	"B "	0	1	0	6	"DSYCVPTFLQJBOXKNGEMWRUIHZA"	"EXZJVHDKBOQMCYRSGNAUTIWLPF"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	8	14	TRUE	"CL"
"main"	125	"CLExN6 "	" oneCued "	0	" left "	2	6	60	"S "	"A "	0	0	0	-1	"CZVMYSAXPUQLTDNREFIBGOJKHW"	"LPEVNTYRWOMKXSACHQBFZIJDUG"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	6	5	FALSE	"CL"
"main"	126	"CLExN6 "	" oneCued "	0	" left "	2	6	60	"C "	"D "	0	1	0	-3	"BTICNPKOLYDEGQHXFVWUZJASRM"	"HRMOXCPBDSQIFYLZTAGEVJUWNK"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	8	5	TRUE	"CL"
"main"	127	"CLExN6 "	" oneCued "	0	" left "	2	6	0	"N "	"F "	0	0	0	1	"HUAQSWDMRTFNJKEVYGBZCOXLIP"	"JZGRSCAOXIWUMBQTYHLEDKVPFN"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	10	11	FALSE	"CL"
"main"	128	"CLExN6 "	" oneCued "	0	" left "	2	6	0	"K "	"D "	0	1	0	1	"KVJTOPMWILCRGBZSXHUNEAYDFQ"	"HVXLNWTCEUDKJPQBSFORYZAIMG"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	10	11	FALSE	"CL"
"main"	129	"CLExN6 "	" oneCued "	0	" left "	6	6	120	"U "	"U "	1	2	0	0	"OQTKURWYJELIHMFXGVNCBZASPD"	"MIZLORWYSHJFTCGPBENUQKXAVD"	"KLXZMPOANTUJBQIFDGRSEVYHCW"	"MFLXVQAGDIBJYWKEHPTCZONRSU"	"KGCFANBVDHUOIPEXZLSTMWJYRQ"	"VDIGFPRCHMNJOBEUKSATLYWXZQ"	4	"exogenousRing"	10	10	FALSE	"CL"
"main"	130	"CLExN6 "	" oneCued "	0	" left "	6	6	0	"M "	"H "	0	0	0	1	"FDNGACBKHMLEQRUOPSXIYVJZTW"	"YBFDPLKUJXEQWRNSMAIZCHGTVO"	"LJTQYEHISZUWAROVBGKMNFCPXD"	"FURLQHIVKTMDZONPGXSEBWCAYJ"	"LFROZNEIVUBQGPYTJSCWAHDKMX"	"UROSQBIGMLKVXWHDNCTEJPYZFA"	1	"exogenousRing"	8	9	FALSE	"CL"
"main"	131	"CLExN6 "	" oneCued "	0	" left "	2	6	120	"W "	"N "	0	0	0	1	"EJVXTCMNWYQSFZHDPOAILURKBG"	"UASZJFYEQPVHGIMTBDRCOXNWLK"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	7	8	FALSE	"CL"
"main"	132	"CLExN6 "	" oneCued "	0	" left "	2	6	60	"W "	"I "	0	1	0	1	"EFSXZPCOBYNUIKLDMGVAWRTQHJ"	"ZFYDCNRSGIWLHOBEUAJTXKMQPV"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	9	10	FALSE	"CL"
"main"	133	"CLExN6 "	" oneCued "	0	" left "	2	6	0	"P "	"K "	0	1	0	3	"PADWLKVFBRCYHIGSNXOMJUZQTE"	"MZEHAIDUKBWPFYQCSGLVONXRJT"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	8	11	FALSE	"CL"
"main"	134	"CLExN6 "	" oneCued "	0	" left "	6	6	120	"W "	"W "	1	5	0	0	"MWOGIKQERCVZYBPTHNJDASLFXU"	"GRVAODQLHWTIYXCEBKNJZMUFSP"	"RXFSKZDEILWUOYCMBNVPJQHGTA"	"NCLTGHPURBZSOFDJWYAXQVMKEI"	"VIHSCEXPWJMBFKUDOLAYTRZGNQ"	"UGMQPBHWFRVAOXKECSIZJNLDYT"	1	"exogenousRing"	7	7	FALSE	"CL"
"main"	135	"CLExN6 "	" oneCued "	0	" left "	6	6	120	"B "	"X "	0	2	0	1	"BQFGMLNSHPACXJDZKTYWOIUVRE"	"JOPWKGYRMLCAXTIDQUZFVSEBNH"	"ZUYFTJOWRXBNMDKASLGIEVQCHP"	"NXBGPZSATJYRMQHWDLFVUKEIOC"	"KDCALGXJQPWTYUVSHOREBMINFZ"	"UJKYSDEPMFCZTILWRBNVHQOGAX"	2	"exogenousRing"	9	10	FALSE	"CL"
"main"	136	"CLExN6 "	" oneCued "	0	" left "	6	6	60	"E "	"N "	0	1	0	1	"OQIJDVMPFBSKLNWYGRHXAEZCTU"	"CSJKLIZOVNEMPTXFBDHGUYWRQA"	"BXTZRLUOHWJYSMIDFKGPCEVNQA"	"EMJAIPZNBOSGDTCKRFLYWUQHXV"	"GJWTFLEKBRMSOADIZPCYVUHQNX"	"CGIUMLAJQYPNHSXFETDKRBOVZW"	0	"exogenousRing"	9	10	FALSE	"CL"
"main"	137	"CLExN6 "	" oneCued "	0	" left "	6	6	0	"T "	"F "	0	3	0	1	"QXPANBZKFYVDTJLCEOUWHIGMSR"	"YXALBFMNJGRODCHQZKVEPTISWU"	"RTALBEWXCUYZSMDKIJFHQVNPOG"	"YNVRSCDJEOFTKGQUMIAHPLXBZW"	"NQFKRMOZYPIJEGWAUXSCLBTVHD"	"TNPSDOGRZWBAQVLEFUHYCMKIJX"	0	"exogenousRing"	10	11	FALSE	"CL"
"main"	138	"CLExN6 "	" oneCued "	0	" left "	2	6	120	"P "	"N "	0	1	0	2	"STLQBXVJPYIREHGKAUDNWZOFCM"	"AKBHQUNDPIWZTXELJVORMGYSCF"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	6	8	FALSE	"CL"
"main"	139	"CLExN6 "	" oneCued "	0	" left "	6	6	120	"S "	"S "	1	5	0	0	"EBXFUWTIGNOVCHYMASDKLJRZPQ"	"AFDOXLGMPUVCZRHTQJNWSIEYKB"	"GMODYXACRPVQUJSIEZFHKNBWTL"	"NXIUPSVQHGMAOCFEDWKYJRTBZL"	"REVHQADCXTUGILFKOYBZPJSMWN"	"AJXLWTQENSVDMRZUCPIKFGOBYH"	2	"exogenousRing"	9	9	FALSE	"CL"
"main"	140	"CLExN6 "	" oneCued "	0	" left "	2	6	60	"J "	"D "	0	0	0	1	"OHBWVURNEXDJIFKLQPTAYGZSCM"	"POMBGEVZNSJFLTCHXARQWIYKUD"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	10	11	TRUE	"CL"
"main"	141	"CLExN6 "	" oneCued "	0	" left "	6	6	60	"W "	"W "	1	4	0	0	"SEIATLUHNJVXKZCFORBDGPWYMQ"	"UHCZLWSAIXPDBYRFTKEJGVQNMO"	"GOEQHWYXVABFTUDIZCNPMLSJKR"	"JGOAVQEYSMXCNTPDKIULFWHRBZ"	"RGBXZDONWVKISFACYELMHQPJUT"	"OXEGTYAQRUKNHIBLZCPWJVMFDS"	0	"exogenousRing"	8	8	FALSE	"CL"
"main"	142	"CLExN6 "	" oneCued "	0	" left "	2	6	0	"G "	"E "	0	1	0	7	"YWPQXUGNDLSKTIREACVMBJZHOF"	"THPWBZEIOLCYMGASKRQUDNFVJX"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	6	13	FALSE	"CL"
"main"	143	"CLExN6 "	" oneCued "	0	" left "	2	6	0	"Z "	"Z "	1	0	0	0	"HQWXVRPZIYJBGCUTKMDAOELFNS"	"OJWBIGYTVQFESZNPUDRKALHXMC"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	7	7	TRUE	"CL"
"main"	144	"CLExN6 "	" oneCued "	0	" left "	2	6	0	"E "	"H "	0	1	0	1	"XAUPFZOHWNLJSTQRGIMDYKECVB"	"TOZKXIVHELBAJWMUQDSGPNCFYR"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	7	8	FALSE	"CL"
"main"	145	"CLExN6 "	" oneCued "	0	" left "	2	6	120	"S "	"J "	0	0	0	1	"BWIDTCLZGJSNFUEQRMAKOPVHXY"	"VNRWHKFTOPXLZDCEJSIUYBAQMG"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	9	10	FALSE	"CL"
"main"	146	"CLExN6 "	" oneCued "	0	" left "	6	6	120	"X "	"X "	1	5	0	0	"EWGRVHQLTAUFKYSPNJZDCOXIBM"	"OLKXSWQCAEJPZVYMIHUFGRBDTN"	"DHNPSKELFQMGXTUYJIWCVBRZOA"	"JYGWODSFUCRVXEINPBHZLKMAQT"	"MOPILVFQKYURZDHXCTNJSGEAWB"	"LDKQBYTOXIFWPMVEGHZANSRCJU"	1	"exogenousRing"	8	8	FALSE	"CL"
"main"	147	"CLExN6 "	" oneCued "	0	" left "	6	6	120	"Q "	"Q "	1	2	0	0	"FLMIKGCHJTREWZXUOYNPBAQVSD"	"KMIVFEADPYBWNOLSZTXRJHGQCU"	"DHZJBXPQRWUCTSYOMIFAENVKLG"	"GYWMUEJSFTXCZBHNKIQVPDALRO"	"EXGPVUHADNJCOWQKFYBMLISRZT"	"VNDJTWLPUFZHKBEOMGXQRSACYI"	2	"exogenousRing"	7	7	TRUE	"CL"
"main"	148	"CLExN6 "	" oneCued "	0	" left "	6	6	60	"W "	"K "	0	1	0	-4	"LVCOYNJDFSWQKIETPMZBUHXRGA"	"QYBWTONKMDILUJXVEFRZPHGASC"	"YZQNLCTJORIEMKPVFSHWAUDXBG"	"BROJTYCSQINUMPADEHLVZXWKGF"	"VXAKNYBPMWSZFJRDTCIUHEQLOG"	"UVEKDRSOJZXTMQNGBAYLPWFCHI"	2	"exogenousRing"	7	3	FALSE	"CL"
"main"	149	"CLExN6 "	" oneCued "	0	" left "	2	6	120	"J "	"O "	0	0	0	-4	"NTJDICOZYLQAPBMXVGURKEWSHF"	"RYSKWUBNAOHGZIMQFPTLDECJXV"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	6	2	TRUE	"CL"
"main"	150	"CLExN6 "	" oneCued "	0	" left "	6	6	0	"D "	"D "	1	3	0	0	"APNIGHKUSBQWEDZVLYMFCTRXJO"	"MNLQPCFOWRVDYAHTSXJEIKUBGZ"	"EDUKNWJVQLXGTHAZMYPRIFBSOC"	"CIVRGJXNWDOZPBHUTFKEQYMLAS"	"PQVNMJXWLEOKYSHZIDBGTAUCRF"	"PRLVUDBMEYISHKAGOTXJQNCWZF"	0	"exogenousRing"	9	9	FALSE	"CL"
"main"	151	"CLExN6 "	" oneCued "	0	" left "	6	6	0	"W "	"J "	0	3	0	2	"FMRBJUHCTVPNDKLXQWAEOIYGSZ"	"JDVAROHPBQYNUFLKSGZXWTCEMI"	"NJDEXBKQRWVCILFOGTHSYMAUPZ"	"YDPGKEMJBWLTIXQRZCVAUHOSNF"	"AFYJCBNIUWEVTKXRGMQPDLOHZS"	"JRDAKVUFEIGSPOQWCHNMLYXZTB"	3	"exogenousRing"	7	9	FALSE	"CL"
"main"	152	"CLExN6 "	" oneCued "	0	" left "	2	6	120	"P "	"D "	0	0	0	10	"OIFTHYGRVBDZAQLEUSNKPMXCJW"	"OKFTXWQIEUNZAVRCYJBPMSLHGD"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	10	20	FALSE	"CL"
"main"	153	"CLExN6 "	" oneCued "	0	" left "	2	6	0	"S "	"S "	1	0	0	0	"DGVAZPUFSCILQYBNOKRMTHJXEW"	"XRLZUGETAMJKBWHSVDONQYCIPF"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	8	8	TRUE	"CL"
"main"	154	"CLExN6 "	" oneCued "	0	" left "	6	6	0	"M "	"J "	0	3	0	1	"XOKRGZUCEDSYVJQWLBFPMAHITN"	"GDISBLPNYWOMJHZTQKECXRUFVA"	"EPYXVUQSRZNAOWGIHLKBTCMFJD"	"OAXWGSKEJMZTBHYLUPNRVIQCDF"	"TQHVIEBDYNXFCSKURPLWMGAZOJ"	"UQCERDPGLAZIKTYMHFSOXVNJWB"	0	"exogenousRing"	8	9	FALSE	"CL"
"main"	155	"CLExN6 "	" oneCued "	0	" left "	2	6	0	"Q "	"D "	0	1	0	1	"EFMRUDLKJNSZQVYXGHAIWOPTBC"	"ZWIMUABSGDQYJOPVKNFRLXTEHC"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	9	10	TRUE	"CL"
"main"	156	"CLExN6 "	" oneCued "	0	" left "	6	6	120	"X "	"B "	0	2	0	2	"YCXJPZFLKWVDAIORHNBMQGTUES"	"PGFADKCSHLBIVWMNYUZJTROQXE"	"CZAQTRBYXIGHDPEVUMJONFSKWL"	"GMXRQPDYLVZETOBWJKAFIHNSUC"	"DPUMKEFTARXIOVCSNJLZQGBYWH"	"JUQYWOPLRZDGXMBAFHCENTVSIK"	0	"exogenousRing"	6	8	FALSE	"CL"
"main"	157	"CLExN6 "	" oneCued "	0	" left "	2	6	120	"R "	"H "	0	1	0	3	"ZQPUBRGCOAIVFMKDXNJHYESTWL"	"LQVPWZKCMHYFRBONXAGUDJSITE"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	9	12	FALSE	"CL"
"main"	158	"CLExN6 "	" oneCued "	0	" left "	2	6	0	"G "	"Y "	0	0	0	1	"WQANJXHESYGTRKPBFLVOIUZCMD"	"OIYATGZWUBVJELHPRSKXQDFCNM"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	9	10	FALSE	"CL"
"main"	159	"CLExN6 "	" oneCued "	0	" left "	6	6	60	"P "	"Y "	0	4	0	-8	"VYNJDLICOTKFQAXMHGPERZBWSU"	"WRECAQBYJONXPVKLUZTHGDFIMS"	"PWTYQBOMKRXVEDJZGCLFNASHIU"	"QALKFRVTYGCBIDNZOXPUSEJWMH"	"FPGCMUOEAYHQDVXIKBWJSTLRNZ"	"GNYVIKXZOHSCAQERTUFBJLWMDP"	1	"exogenousRing"	9	1	FALSE	"CL"
"main"	160	"CLExN6 "	" oneCued "	0	" left "	2	6	60	"G "	"Q "	0	1	0	12	"JSQVFABDEPMXHNIUZCGTOWKLRY"	"RKYANSHQFCDXOBMEUZJGPVTLIW"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	7	19	TRUE	"CL"
"main"	161	"CLExN6 "	" oneCued "	0	" left "	6	6	60	"D "	"D "	1	1	0	0	"PFLVOTSJWGYKIDZHURXCQENMAB"	"JQTYLKXSIMDUGPZVREOBWANCHF"	"FCAILETOMPWHKSGBYDJQNXZURV"	"ZHSMUQRWJADLGYBFOIXKNCPVTE"	"JCYQLZMWUPGFHKRANBITVSODEX"	"IJKNOUYSLQHAGBMZFVWECRXPTD"	1	"exogenousRing"	10	10	FALSE	"CL"
"main"	162	"CLExN6 "	" oneCued "	0	" left "	2	6	0	"A "	"T "	0	0	0	1	"OZXWFLTASJMQCUDKYIGRPBHVEN"	"BDRGAFONMLXQPIYKHCVSJWETUZ"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	6	7	TRUE	"CL"
"main"	163	"CLExN6 "	" oneCued "	0	" left "	6	6	60	"E "	"J "	0	4	0	1	"FYDSCUZNBRIAGQJKTHXWLOMVPE"	"UAJMVSHTDPCEZLYGKWNQRBXOFI"	"JRSIHOPFBXQWLZGAVKNDTMUCEY"	"VNTCGBYUOQLEJHWMPKIRXDZAFS"	"CQFLISGBAOJEDPYTRNHWKMUXVZ"	"XYDNKCQFSEHAROGUPWZVLMITJB"	0	"exogenousRing"	10	11	FALSE	"CL"
"main"	164	"CLExN6 "	" oneCued "	0	" left "	6	6	60	"W "	"T "	0	1	0	-2	"RYGXUKJPFTQMESDNZLHWCOABIV"	"IFJEAQWRTLNZPHGMSDCYKVUXBO"	"UQICWEKPHFZADMYROSVNBLXGTJ"	"MVXBUYDNERIZQOGWSATKCPFJLH"	"AQIWXUDTVHZFSMGCKJNELPOYRB"	"OYZRNMTABPLEKUHWGVICJQFDSX"	1	"exogenousRing"	8	6	TRUE	"CL"
"main"	165	"CLExN6 "	" oneCued "	0	" left "	2	6	120	"J "	"U "	0	1	0	-1	"KZCNHPDUJLTEWMOASXRGIYBFQV"	"DYWNRXJUPZTALEBMSKQHIFOCGV"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	7	6	TRUE	"CL"
"main"	166	"CLExN6 "	" oneCued "	0	" left "	6	6	120	"A "	"B "	0	5	0	2	"MAIGJXBONKLTHRUQVSDZYECFWP"	"MSKOYVJDWZFCGLRHTIQNUPBEXA"	"QCZWYDUXFBTHPJRSIGOVEKMLNA"	"VXZKEBLGQHWAPISFTYNRJCOUDM"	"SBKDIFOVJCXZHUTEPWARQGYNML"	"KRJQCFBZAXEDUIMSVHLOGYNPTW"	3	"exogenousRing"	6	8	FALSE	"CL"
"main"	167	"CLExN6 "	" oneCued "	0	" left "	6	6	120	"M "	"M "	1	2	0	0	"VNLAOHXDMEZWIJCQFBSUYGKTPR"	"GJYNOLQBRHWSVEUIFPKXZCATDM"	"WBDHQGYEMKUJSXILPRFATVZCON"	"ZTNGXOHWDVLAJPBEYFMIURKSQC"	"FGYNZKHUOTAXISLMEJCDVBQRWP"	"KOXHFIJDVYWMCQSNEBZAGPTURL"	1	"exogenousRing"	8	8	FALSE	"CL"
"main"	168	"CLExN6 "	" oneCued "	0	" left "	2	6	120	"G "	"G "	1	1	0	0	"AKTMFDEYGVLHBCOZIPRSUQNJXW"	"VYKUXCWLMHGQAIJNOFREZSBDPT"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	10	10	FALSE	"CL"
"main"	169	"CLExN6 "	" oneCued "	0	" left "	2	6	60	"J "	"X "	0	0	0	4	"KCLAZWSIDXOYEJQMFPGUVRNBTH"	"VFUJGZXPONSLAYBWQCDHIRMEKT"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	9	13	FALSE	"CL"
"main"	170	"CLExN6 "	" oneCued "	0	" left "	6	6	0	"E "	"X "	0	3	0	15	"DZKIPLSQTMVCNFWHROBUEGYXAJ"	"MKBPTDJVAZHGQXOWSYNCLFUIER"	"YTQISVRFMXWAZGEHNUOLDPKJBC"	"ZBHQKGXALRVFUTJWMCOYPEISDN"	"IPDOKYBRWCNGFELHZMJUSQAXVT"	"EBFWZIRLCOYXNAVDMQPJTKGHSU"	0	"exogenousRing"	6	21	FALSE	"CL"
"main"	171	"CLExN6 "	" oneCued "	0	" left "	2	6	60	"H "	"T "	0	1	0	-1	"NJHEFSCMGBLXUPYOADVRIQZTKW"	"JKOVRWASGHTPYNMCEIZLFQDBUX"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	10	9	FALSE	"CL"
"main"	172	"CLExN6 "	" oneCued "	0	" left "	6	6	120	"S "	"V "	0	5	0	1	"BDGHENPZKTJSAOIRQUWMYVFCLX"	"QLPGJMSCXNWZOFUTKAVEDHYRBI"	"XQMUYZWPHNOEIBTRAFDCLJGKVS"	"SRUJKXTNZPILOHBWAVFDQGCYEM"	"XKGREFPDBZQWAJLICVHOSUTMNY"	"EHMPTWABNLVSYZOQXCRJKUDGFI"	2	"exogenousRing"	10	11	TRUE	"CL"
"main"	173	"CLExN6 "	" oneCued "	0	" left "	2	6	60	"A "	"A "	1	0	0	0	"TELVXPBFAWCMJYUQISZORGHNDK"	"XTNOYCSLDEIAKUQJWMBZFHGVRP"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	8	8	TRUE	"CL"
"main"	174	"CLExN6 "	" oneCued "	0	" left "	6	6	60	"E "	"K "	0	1	0	1	"MZJYEIFCXWLHBSDGPVRNUKATQO"	"ZRAHISKEXFUDOTWYNPJGMBVCQL"	"LYHAFBKTZSUOWQJIDXMVRPCNGE"	"QWNJIGTLHVXKUZEDOFBACSMRPY"	"QAWVLECJMPBDOSNGTRZYHFUIXK"	"MCWFVLZYQKTEBOJHANURPISXGD"	1	"exogenousRing"	6	7	FALSE	"CL"
"main"	175	"CLExN6 "	" oneCued "	0	" left "	6	6	0	"C "	"I "	0	0	0	4	"EMNVFAJOHXIGPTCSYWZDULQBKR"	"GEVBKNTWSYCFOJAXMQILZPUHRD"	"EUHKIPZGQJLWATXYVFOBMDRSNC"	"XZPVTNRMEWICGSHOQLUYJADBKF"	"BAXHDQMWTLGZUSKRIOVYJCPNFE"	"GNCKIZBDFJPVSARHEQYXWTOUML"	0	"exogenousRing"	10	14	FALSE	"CL"
"main"	176	"CLExN6 "	" oneCued "	0	" left "	6	6	0	"X "	"W "	0	0	0	1	"TIJUBPLWXNKRAGVQDSEFCZMHOY"	"BQCWJYPHKTZONXDGESMVURIFAL"	"YCIKERMPSQLWVUZFTBNOAJHGXD"	"BLCJRGXUESFADWHYTIPNOVMZQK"	"FVSAQURJGTHOPIDLBCEZWKMYNX"	"DNFWTGBKPSYJHRAIEMUZOVXCLQ"	0	"exogenousRing"	7	8	FALSE	"CL"
"main"	177	"CLExN6 "	" oneCued "	0	" left "	6	6	60	"Q "	"Q "	1	4	0	0	"CYUEZSQPMAFGLJRNBIXTVOHDWK"	"DNAORSZVPIHBXYQGCKUMJELWFT"	"CSDLFPJWTNHRQYMXZGEBVKOAIU"	"JDORHNXZSQVFUAEPWYCMKTLGBI"	"TFJDLRQGYWEMZBSIAPVHXKCUON"	"ALJTBFUSWEVHMQODKYPXIZGCNR"	1	"exogenousRing"	6	6	FALSE	"CL"
"main"	178	"CLExN6 "	" oneCued "	0	" left "	6	6	0	"E "	"F "	0	0	0	13	"AYPGKSOVXFLDCJQINUHMBZETRW"	"FOVDEXNZWTIGJYLSCBQHUAKPMR"	"AXIKERJZTLNUYSCPWVOFBGMQDH"	"RIZVGYAXJLQHUOWCTKBPMSNEDF"	"OMBGCRHUJFTILDXYKZEQNAPSWV"	"RLBJOAYNGCFVPXMTZEDWUSKQIH"	2	"exogenousRing"	9	22	TRUE	"CL"
"main"	179	"CLExN6 "	" oneCued "	0	" left "	6	6	60	"P "	"X "	0	4	0	11	"BJWXAHLNVRSFYTECQMDZUKOIPG"	"TJWUYAEQVXPSGHORDFBMIKCNZL"	"UIGWNXTSPFDQZBVRHCKLJYMOAE"	"VNTYBDIJURZXGOMESLWCPHKQFA"	"IJGBESDXAFRLKOVYHNPTMCWUZQ"	"NHEQLWBJIYUZXSGORVFDCATMPK"	1	"exogenousRing"	7	18	FALSE	"CL"
"main"	180	"CLExN6 "	" oneCued "	0	" left "	6	6	120	"X "	"I "	0	5	0	7	"ZVWHUBMLRJYOPCFSANTGDIKQXE"	"TNSFBEWULKPQVROCGHIDAZMXJY"	"YIDGAZLQWSMXCOENUKPFBHRJTV"	"LQWOEVITKJYZXMUPNDHRASFBGC"	"OZFYEAKNCSJILUHTVBDRGQMWXP"	"EKLDSGRIHVUQBNXAMPZFOYWJCT"	0	"exogenousRing"	7	14	FALSE	"CL"
"main"	181	"CLExN6 "	" oneCued "	0	" left "	2	6	0	"P "	"L "	0	0	0	13	"DSJNVBHXLEORMQIZCTWYKPUGFA"	"LYHZXIAGMWVNSEDJRUQOFBCKTP"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	8	21	FALSE	"CL"
"main"	182	"CLExN6 "	" oneCued "	0	" left "	2	6	120	"W "	"U "	0	0	0	-1	"ZSGHOVIDWUMJNCBFKPTXAQLERY"	"NRAPTWXJEQBLIGYVKSUZMFDHCO"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	9	8	FALSE	"CL"
"main"	183	"CLExN6 "	" oneCued "	0	" left "	2	6	120	"S "	"H "	0	1	0	1	"LPNSIWUHDFEXZYGCJQAKBRTMVO"	"DJLMRUCXQYHSOZPAFGBVEKTWNI"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	10	11	FALSE	"CL"
"main"	184	"CLExN6 "	" oneCued "	0	" left "	2	6	0	"M "	"S "	0	1	0	12	"OEYNCSFLKPMXVATRWQHGBUJIDZ"	"QFXZKBURLSNCAVTDYIOJGMHPWE"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	9	21	FALSE	"CL"
"main"	185	"CLExN6 "	" oneCued "	0	" left "	6	6	0	"R "	"H "	0	0	0	2	"KLGCQWZHVRNASIOJMYDXETBPUF"	"OUAGCQZRNPEFSJVMLYIWTHDXBK"	"WTZMXRKVLUHGAJDIPSEQCONBYF"	"RQVMWEPYDFZKUTLXOJNHGAIBCS"	"ETPNMOLBCSRQFZDYKXGUAJVIHW"	"JVXIERFWCZMDYQGOKUPNHLSBTA"	3	"exogenousRing"	7	9	FALSE	"CL"
"main"	186	"CLExN6 "	" oneCued "	0	" left "	2	6	0	"M "	"Z "	0	0	0	1	"ABVJOWCZMUGLKHQIRYETPDXFSN"	"FNKWPJQMBISLHXADYTROGCEVZU"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	7	8	FALSE	"CL"
"main"	187	"CLExN6 "	" oneCued "	0	" left "	6	6	120	"A "	"F "	0	5	0	1	"RVBCZLXOWKPASQJGEFUNTIYHMD"	"YQVZSONPDGWRUCBXAJFETIMHKL"	"GIYMTXJEUZNQBHVODLWKRCPAFS"	"ZCMUHNRWEADFJSLPVXIBTQOKGY"	"YMKGROLVBSUFZCTPEIAXHWJDQN"	"TVBYISXRCFAELKJOQNDPHGUWMZ"	1	"exogenousRing"	9	10	FALSE	"CL"
"main"	188	"CLExN6 "	" oneCued "	0	" left "	6	6	60	"P "	"Y "	0	4	0	1	"ZDPELNUHWJTSCQKVBROGFAMYXI"	"PTCBHIDZLEVOQUJRWSAGXYFNKM"	"STYHDIRFCWVEUKBXMZJNOPQALG"	"YSRZGXAFELIKVJBQDOMNCPHTUW"	"XQWHMRIJZYPVAETUFSLCKGOBDN"	"VNOWACMGEPDUZQFBIRLHYSKXTJ"	1	"exogenousRing"	9	10	FALSE	"CL"
"main"	189	"CLExN6 "	" oneCued "	0	" left "	6	6	0	"E "	"X "	0	3	0	7	"FRCTQOHJENLVMADXIZBKYSGWUP"	"LRSTPJHQUBVFAZWKOXNYMDIEGC"	"VXMAHZBWLUCRSDIPQNOTFKYGJE"	"ZIDBOCYAJXFUVNHLEMSKGRQTWP"	"VTNKMHAGXYRBJZCPFSLWDUEOQI"	"CBWUSIXNMTFKYZROPLHDVQEJGA"	0	"exogenousRing"	9	16	FALSE	"CL"
