"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"nStreams"	"eccentricity"	"polarAngle"	"resp0"	"answer0"	"correct0"	"whichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"timingBlips"	"cueType"	"cuePos0"	"responsePos"	"fixationReject"	"ID"
"main"	190	"CLExN6 "	" oneCued "	0	" left "	6	6	0	"U "	"D "	0	3	0	17	"HCSIUTGELPDAOWMKXNFQRBYZVJ"	"JOIFCBHRWMXNQKPEYLVDTUZSGA"	"QADSKPUBTOJIMWELVYXNZHGCFR"	"RGVIEQDTZWFXYCOHMALSBNJUKP"	"UQKDTALMZOHJXSGFIWNEVBPRYC"	"MSKDQEFLTVPYNHCXWIRAUJOBZG"	2	"exogenousRing"	6	23	FALSE	"CL"
"main"	191	"CLExN6 "	" oneCued "	0	" left "	2	6	0	"P "	"S "	0	1	0	3	"BRLMVWGHUCJNYKSOTAEXPQZFDI"	"TBCVLQKDSWAPMOYFGIJERXNUHZ"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	8	11	TRUE	"CL"
"main"	192	"CLExN6 "	" oneCued "	0	" left "	2	6	60	"G "	"F "	0	1	0	1	"MYVKZSXAUDFCGRLIHWQTOBPJEN"	"CWTUPMOJFGERDQVYNZLIASXKBH"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	8	9	FALSE	"CL"
"main"	193	"CLExN6 "	" oneCued "	0	" left "	6	6	120	"R "	"G "	0	5	0	-7	"JSLCIZEKYMHTVUDGXOBNQRFAWP"	"UIFKWRVGODLNAHMYQBPSTEJXCZ"	"LHESWOUPGZJCFVDTXKIABYMQNR"	"DZUAWSPXOYJKGINLFVHTRCMEQB"	"YXPHGZUVTQJBMDCKNFAISWLEOR"	"ORNYIZLUGEBAFXCQHTWVSMDKPJ"	0	"exogenousRing"	8	1	FALSE	"CL"
"main"	194	"CLExN6 "	" oneCued "	0	" left "	2	6	0	"C "	"N "	0	0	0	1	"WQOZYJFHXINCTVUREBAPLMGKDS"	"XZBPJEAKRNUCVIYWOMTQDFSHGL"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	10	11	FALSE	"CL"
"main"	195	"CLExN6 "	" oneCued "	0	" left "	6	6	120	"P "	"Q "	0	5	0	4	"SVIEDXFRHYQPJOLMCWGNBKUZTA"	"GMSEQWKXJDYUFOIVNABHCLZRTP"	"FIQYPABHTGUNDRMOZSCWLVXJEK"	"JSLXGRUOQBIMWANHDFKCVTPEZY"	"CYTBRAPJGFMZQDSXHOVKUNLIEW"	"WSREJDQTLYPNGZOFBKVCUAXHMI"	0	"exogenousRing"	6	10	TRUE	"CL"
"main"	196	"CLExN6 "	" oneCued "	0	" left "	6	6	0	"M "	"F "	0	3	0	2	"LJYBSDNFTHKCQIZWVOAMPXUGER"	"HCFGDNXIZOTUAMBSJLWQRKEPVY"	"MXZRYUKAEJBQLPGTCFDHVSWNIO"	"HDZCKSPBIYFEMTLVAXQGJRNOWU"	"AFRZOVHJNMBXDUPEQCTIGKWLYS"	"GZMILUNVHEKSBAXJWDYPCFQORT"	0	"exogenousRing"	10	12	FALSE	"CL"
"main"	197	"CLExN6 "	" oneCued "	0	" left "	6	6	0	"D "	"O "	0	0	0	3	"HXWMSNVJBOZRDKIAPFYCTGLUQE"	"DPJYIUGTZAOEBKQFWHRVLSNXMC"	"UJHWONQKZPBXCDGVLSFEAIYMTR"	"WNSKDQEMGXROBTIZFPCJVALHUY"	"EDZHPTUXWBGMRSVQFAICOLYNKJ"	"DKQYOMFSREVLZCPHBTUNWJXGAI"	0	"exogenousRing"	9	12	FALSE	"CL"
"main"	198	"CLExN6 "	" oneCued "	0	" left "	2	6	60	"M "	"F "	0	1	0	2	"KXDIUAZNSMGJVQBCREHPTLOYWF"	"KIWVETBSRFHMOLGYZUJCDNXAQP"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	9	11	TRUE	"CL"
"main"	199	"CLExN6 "	" oneCued "	0	" left "	2	6	120	"S "	"A "	0	1	0	2	"OSEGJMDARCIQXZUWYBKHLVFPNT"	"HJBKICUAOSMWQYEXZTPRLVGDNF"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	7	9	FALSE	"CL"
"main"	200	"CLExN6 "	" oneCued "	0	" left "	6	6	60	"D "	"U "	0	1	0	-3	"CHZVBJWQDENUXTSMAGROYKIPFL"	"YQXRMWDITUNOHGBCEVPLFJZKAS"	"CUYDBRVQMNHZOLFTSWXKAEGJIP"	"IUSECWLAOBHVKGNMXYJZDRTPQF"	"DSOEFHILMNVPCGXQZBATJUKRYW"	"DTPQMWCESNKYHOBRJGVIFZAULX"	1	"exogenousRing"	9	6	FALSE	"CL"
"main"	201	"CLExN6 "	" oneCued "	0	" left "	6	6	120	"R "	"F "	0	5	0	2	"UIMXLWDJKYGPHOTNBSRQVAFEZC"	"KTSGPWBCUIEHFYVJNOAMDXLQZR"	"GUBKRWJHIPXCAFSDOYMNTQEVZL"	"MZXKRVWSADIUBYJOPTLCNFGQEH"	"CPARYTUIBWFLXQMOJSVKDEGZNH"	"XSJWHDLNMBFKRIQVZPAOCYUETG"	0	"exogenousRing"	10	12	TRUE	"CL"
"main"	202	"CLExN6 "	" oneCued "	0	" left "	6	6	60	"D "	"I "	0	4	0	2	"YRKETDMIQWLZVBUXAFPJGCHNOS"	"KSQHJYVMOWIZLTURGPDNCFBAEX"	"KYIZSRTEGHUCVPLANQJBWMDXOF"	"FCERBAJWSXIKQTGLPHYVMOUNDZ"	"UBKSQJIGDFVYLHNTAOCRMPZXEW"	"ZCVYXGUEQPKLDHJFRWATOINSMB"	1	"exogenousRing"	6	8	FALSE	"CL"
"main"	203	"CLExN6 "	" oneCued "	0	" left "	2	6	120	"W "	"M "	0	0	0	3	"OLFAGIMUPWSDJBRVHXEKCQZYTN"	"CAGHNOSFPWYUQRDTBZVJEMLXIK"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	6	9	FALSE	"CL"
"main"	204	"CLExN6 "	" oneCued "	0	" left "	2	6	120	"P "	"Z "	0	0	0	4	"KOYQSIDZTMBPEUJWFLNXGCARHV"	"ZTRPADQYLWFGJBVSNKIMOEHXUC"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	7	11	TRUE	"CL"
"main"	205	"CLExN6 "	" oneCued "	0	" left "	6	6	60	"L "	"N "	0	1	0	2	"SFRIQMWUGNOCJDXYLBHZKVAPTE"	"YKJCZVQNULTOXWSBEFARPDHIMG"	"YNZLUKBXSIGHEDRWTAJMVOQPCF"	"YNDGQWXAOJIVFBHMSTREPKZCLU"	"RYTDHBNZGVOKQXLCPAWUFESIMJ"	"TWCGSAEXQYDZFPLBHOKRJMNVIU"	1	"exogenousRing"	7	9	TRUE	"CL"
"main"	206	"CLExN6 "	" oneCued "	0	" left "	2	6	60	"S "	"Z "	0	0	0	1	"NKJHOELZSBIVMGFPDCYQURXWAT"	"MJNRSLEBOKPCTYUDQVAGFHWXZI"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	7	8	FALSE	"CL"
"main"	207	"CLExN6 "	" oneCued "	0	" left "	6	6	60	"J "	"U "	0	1	0	-1	"WPINZUACLYJFVOHTQEXGKRDMSB"	"ROETHLMJUVFDQNCZYIPXWGSKAB"	"PKBOHQMINSUJTDRXCGFALWVEZY"	"GLIEDYBCKHFURWSXJNMQZPAOTV"	"REMLPNQJFSAHGUDKITWZYBVXCO"	"BYEGMKQOSLXTRINFCDHWPJZUAV"	3	"exogenousRing"	8	7	FALSE	"CL"
"main"	208	"CLExN6 "	" oneCued "	0	" left "	6	6	0	"U "	"D "	0	3	0	1	"AQYEPHTDRZBFIKCOMGJLUNSXWV"	"HPBNAIZGCTLROXVFWEJDUSQMKY"	"SEOIMFUHXNAPKGJRWDCYVLZTQB"	"ANBYFJEDUVXPGKOZRLCMSQWITH"	"VCIMDAPGQLJEBTZWYSRNHXOFKU"	"IWMCAUJKYVOXFLESGTNDHRZBPQ"	0	"exogenousRing"	7	8	TRUE	"CL"
"main"	209	"CLExN6 "	" oneCued "	0	" left "	2	6	120	"S "	"S "	1	1	0	0	"XJNCDHGSYEUMLPZQOWIRVABTFK"	"YQLDCZPFOSNXHEIVBAGWJMRKUT"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	9	9	FALSE	"CL"
"main"	210	"CLExN6 "	" oneCued "	0	" left "	2	6	0	"T "	"J "	0	0	0	1	"FAEGDYHCWJTQIZBLVRUOXSPNKM"	"PSJLWVTMEKIUQCFDNROGBXHZAY"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	9	10	FALSE	"CL"
"main"	211	"CLExN6 "	" oneCued "	0	" left "	6	6	0	"P "	"R "	0	0	0	-2	"UNLQOIPFRGCMDKJEZXAWYBSHTV"	"WPGZTOXRFCIVMSUNKQDLBHYAJE"	"NQEYVBHLSCTWDRFZOAUGPJMXIK"	"QYRUFPNLBIHAOZWEVCKDGXJMST"	"IHVELJCFGKYNRPBZWMSUTQXDOA"	"ICAQZOYNLJTPEHGRDVBXFMKUWS"	0	"exogenousRing"	8	6	TRUE	"CL"
"main"	212	"CLExN6 "	" oneCued "	0	" left "	2	6	120	"X "	"J "	0	0	0	1	"NDKPCLFUOQJXRZSBWVMYIAETGH"	"GVKTWUHDYRFOXEPLBNSAICMQJZ"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	10	11	TRUE	"CL"
"main"	213	"CLExN6 "	" oneCued "	0	" left "	6	6	120	"W "	"P "	0	2	0	1	"TMIVLHUWBACPEONQGZJFYDXRSK"	"IYDVTBFLGXNZKUMAWHRPCJQOSE"	"MRUXYNIDSLPWHOFQKEATVGBCJZ"	"CIVMKLNROPYWTSADBZHGEXUFQJ"	"FLNEJVYTZDRBMKSQGOUHCPWAXI"	"AVDSXYIBHJWRKUTZCLGQEMOFPN"	1	"exogenousRing"	10	11	TRUE	"CL"
"main"	214	"CLExN6 "	" oneCued "	0	" left "	6	6	60	"S "	"K "	0	4	0	12	"CSTHXEMNIABUPLOZQVRYJGFWKD"	"OQCYNMKZSHLBERPIWFATVUXGDJ"	"PKDIRUFNCJBGTXSZALVEOWQHYM"	"UZTWMVYELPFRAHSDBOJKQXCGIN"	"TQNLUPYEKDZVHXAJFWRMSGOBIC"	"CPMBGOSQVXIWURNKHAYJELFZDT"	0	"exogenousRing"	8	20	TRUE	"CL"
"main"	215	"CLExN6 "	" oneCued "	0	" left "	2	6	60	"G "	"Q "	0	1	0	9	"PMKHYQDFBGSRNUALEZJVTCXIWO"	"LZJWESXHMBQCITFUOADGVPRNYK"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	10	19	FALSE	"CL"
"main"	216	"CLExN6 "	" oneCued "	0	" left "	2	6	0	"P "	"T "	0	0	0	-1	"DBNYVPTURIXHQAKZSGJFEOCMLW"	"AXQMWEDVJFKTIYUSPNZHRCOGBL"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	6	5	FALSE	"CL"
"main"	217	"CLExN6 "	" oneCued "	0	" left "	2	6	60	"J "	"Y "	0	0	0	1	"WHKGTIRVQYJOLPZFUSNMEXCDAB"	"MZYKRBCJUQWFXIPANVEOSDTGLH"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	9	10	FALSE	"CL"
"main"	218	"CLExN6 "	" oneCued "	0	" left "	2	6	60	"O "	"O "	1	0	0	0	"ZADNSGOYKMJIHFXEQPCBWVTRLU"	"TVXBKFIPDOWRJNEZYHSGUACQLM"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	6	6	FALSE	"CL"
"main"	219	"CLExN6 "	" oneCued "	0	" left "	6	6	120	"D "	"D "	1	2	0	0	"ILDNVMJFAPGXYWBTQEOZRKCHSU"	"SCGPIYXTKWQDMBFHEAORULZVNJ"	"YNWVOZJDLSEUKHPCATRFIMXQBG"	"JHCNGSTWAMEVRIBXKQUDFLOZYP"	"HBWJRDMNOYLUCPSZAQXGIETVKF"	"FIHSOMYVPNDKXLBGRTUQAZECWJ"	1	"exogenousRing"	7	7	FALSE	"CL"
"main"	220	"CLExN6 "	" oneCued "	0	" left "	2	6	60	"C "	"C "	1	1	0	0	"AMNHPIGFJZEVLRBQTOYSXUCDKW"	"QVYEPKCMOFZNHBJRWXUASLITGD"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	6	6	FALSE	"CL"
"main"	221	"CLExN6 "	" oneCued "	0	" left "	6	6	120	"P "	"B "	0	2	0	1	"VRXAEMYTOZNJGLHPIDSUCBKFWQ"	"XUKPEAYMLQWVTRDFZJCSONIHGB"	"YGROAQXEWBPMUHCDJLKZFVISTN"	"OLRAMYFTCZVGDEHWJQSUPXKNBI"	"LHVECQOXDJYKWPMGTAZUSBRINF"	"PYKFLQITRMDSOUJXHWCVGZNABE"	2	"exogenousRing"	9	10	FALSE	"CL"
"main"	222	"CLExN6 "	" oneCued "	0	" left "	6	6	60	"O "	"O "	1	1	0	0	"HWELYKSZJIBGRQFMNPDOUCAXTV"	"FRTPHDGMECONZXJVKWSYQAIBUL"	"TDBOANMXVZLGISCEFPWKUJYRQH"	"UJFNXMTBGVRCWLOKHSQEDIYZAP"	"SPQFLVKZOHURBAXCITDWJEYMGN"	"TFMKVWXSPEHLBJCUZRINDAGYQO"	1	"exogenousRing"	10	10	FALSE	"CL"
"main"	223	"CLExN6 "	" oneCued "	0	" left "	2	6	0	"M "	"Q "	0	1	0	-9	"THXDJBMYCOARNQUKGWSIZFLEPV"	"BMCEVOYAWDQXNUSKGHLFTPRIJZ"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	10	1	FALSE	"CL"
"main"	224	"CLExN6 "	" oneCued "	0	" left "	2	6	60	"D "	"Y "	0	1	0	2	"DUONQIFRZEKBLWYTGJSPAXMVHC"	"PUJRCQKYSDOIGWVEAHNZMTLFXB"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	7	9	FALSE	"CL"
"main"	225	"CLExN6 "	" oneCued "	0	" left "	6	6	120	"O "	"T "	0	2	0	4	"KXAPYTGVUJIWCQRFOBDHNLESZM"	"CBHGAIPLORUJQWVFXESYMZTNKD"	"AKEZXJMRTVUQOFLWBDNYIGSHPC"	"HCPXRLTSWNEZUIJGFDQYAMVOBK"	"ZUPQGLNTRWBJXEKHOSMDVACIYF"	"DBURLQXHJOFYTWZKVNGEMIPASC"	1	"exogenousRing"	8	12	FALSE	"CL"
"main"	226	"CLExN6 "	" oneCued "	0	" left "	2	6	120	"J "	"P "	0	1	0	-5	"CHNRYPSIBZEXJUWDGTLQFOVAMK"	"CJBGNKPWMUARTXILHYQZFDESVO"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	6	1	TRUE	"CL"
"main"	227	"CLExN6 "	" oneCued "	0	" left "	2	6	120	"R "	"R "	1	1	0	0	"NSMVXWZQLGAOHFTCBKIURPEJYD"	"JSOWMTEXRKADQCIGZUPLFHNBVY"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	8	8	FALSE	"CL"
"main"	228	"CLExN6 "	" oneCued "	0	" left "	2	6	60	"G "	"C "	0	0	0	-1	"UYHKIBVGCONSDWAEXLTQMZRJFP"	"TIMUBSKNAFRGPWZHVCQDXLOJYE"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	8	7	TRUE	"CL"
"main"	229	"CLExN6 "	" oneCued "	0	" left "	2	6	120	"X "	"X "	1	0	0	0	"TSELGBIKXVDNRUWOJZCMPAYQHF"	"RGCLOYVXPWETDNBMIFSQAUZHJK"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	8	8	FALSE	"CL"
"main"	230	"CLExN6 "	" oneCued "	0	" left "	2	6	60	"S "	"S "	1	0	0	0	"UYZTGDCQOLSFNABVRIMJXEWKHP"	"AGEFOUNWIZXKJYDVHTPCSLQMBR"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	10	10	FALSE	"CL"
"main"	231	"CLExN6 "	" oneCued "	0	" left "	6	6	60	"R "	"Q "	0	4	0	-2	"WYFTAUNQVCGLIPHMXJKRDOESZB"	"UXNLDVKPWCJBSEOHQTFZMARIYG"	"KEOJLIDHVGPTBYCMSRAZXUFQNW"	"ISZUQMYOCBFKDGALXENRTWHJVP"	"DIWAPNULRJQZBYOGHTEXCFSKMV"	"FTKGQZCVYIDOJAXMSWRBNUPHLE"	1	"exogenousRing"	10	8	FALSE	"CL"
"main"	232	"CLExN6 "	" oneCued "	0	" left "	6	6	120	"M "	"T "	0	2	0	-1	"QATFGBIWKHDXUPMSNVYLRJECZO"	"WOZUVRQPBJMGCSHKFTIALDNXEY"	"APVKQMTLIXFZJDOESBUNRYWCHG"	"AOXLURENTVYMGSQZBHPIFWJCKD"	"OXQNEIFGDUYTPWKLZVBRHAJMCS"	"ATPNJLMQGEFHVRZBODKCXYWUSI"	3	"exogenousRing"	6	5	FALSE	"CL"
"main"	233	"CLExN6 "	" oneCued "	0	" left "	6	6	60	"P "	"X "	0	1	0	-6	"NHJMCSWGDOYUBVXPTRIFKQAEZL"	"PSUQJLXBVRDWZFMEONGAHCIKYT"	"VDZGOWBNMQCKIAFTXLYSHJPRUE"	"NFMVUCQGTJHLKOZRBIWESDXAYP"	"RBFSZDNYWKGPMVJXQLAOHUEICT"	"YKQEZSARUOMHFDLXWJCNGBPVIT"	3	"exogenousRing"	6	0	TRUE	"CL"
"main"	234	"CLExN6 "	" oneCued "	0	" left "	6	6	60	"S "	"S "	1	4	0	0	"JIZMRVFTUNDGOPHBSELYWCXKAQ"	"ZLQXPYDSGMJWNTIEKRBFOCUVHA"	"EKZQAWLUSIJBTRNXVCGHPMYOFD"	"ZNHQACRYWIOXFBEUKDTGVLJSPM"	"RTZOCMNSDEPGJKUBXVHFYQWALI"	"VGQTUOBYCALRJHSWKFEINMZXPD"	3	"exogenousRing"	7	7	FALSE	"CL"
"main"	235	"CLExN6 "	" oneCued "	0	" left "	6	6	0	"P "	"R "	0	0	0	15	"OFZYVCLBTHRXNDKEQUMJSAIGWP"	"HMDTOSRQGENFWBIPXZYAVUCKLJ"	"LWFTSQKEMYVUHARDOCGIJZNBPX"	"HEZOKFMXLITBGUNVAYSQWRDCPJ"	"PYMJHCVNXEFGLWIQDATKUBSROZ"	"DOGZTCPYHLVIWQKJMANSBRXEFU"	0	"exogenousRing"	10	25	TRUE	"CL"
"main"	236	"CLExN6 "	" oneCued "	0	" left "	2	6	0	"S "	"S "	1	1	0	0	"QVZSIUTBGNRHCWFADOKJYLXPEM"	"DXWZNGSQUKPBFLEYIMVTOAJRCH"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	6	6	TRUE	"CL"
"main"	237	"CLExN6 "	" oneCued "	0	" left "	6	6	0	"W "	"H "	0	3	0	1	"CSIFLNTRUYKZPWVDGHEJMAXQOB"	"OLSIBDRGZMHYKVTEUACQPFNWJX"	"BMRIPSFOTWQUKZEXDCVHGLJYAN"	"CKPNZARVHWJXIGFBSDEYULTOQM"	"XVIKFWBDMLYUTQZNCPJGSAOEHR"	"OIMUATLPFHVRJXEWBCKGQDNSYZ"	0	"exogenousRing"	8	9	FALSE	"CL"
"main"	238	"CLExN6 "	" oneCued "	0	" left "	2	6	0	"O "	"F "	0	1	0	3	"MXIFCHUDZLYPEJOVTWBQRANSGK"	"UKAQJVHFGXOTILERZNYSBWCDPM"	"-99"	"-99"	"-99"	"-99"	0	"exogenousRing"	7	10	FALSE	"CL"
"main"	239	"CLExN6 "	" oneCued "	0	" left "	6	6	0	"O "	"I "	0	0	0	4	"XMZAKGIQLTOEPCVYJRSUNFDWHB"	"UPNVLRMHKQIJSXWBTFOGDCYZEA"	"SVQXTKWUBERJGDMNHOILPFYCZA"	"JOUYZIKTGQVSNEHRFXCDMBPWAL"	"CNXDEOQPLZMBTWFIVKGUJAYSHR"	"ZLPIBNEWTQDHCKJYGXRVMFSAOU"	0	"exogenousRing"	6	10	FALSE	"CL"
