"ID","trial","condition","stream","SPE","targetSP","response","stimuli"
"FJ",60,6,1,0,16,"L","ZPBFKQYGWXIOMJELHUSTRDCA"
"FJ",61,6,1,0,12,"X","LISWBTFUPGOXQHAZMRYEDJKC"
"FJ",62,6,1,0,14,"T","JFXDWRKHZBAQMTYPOGLESCIU"
"FJ",63,6,1,0,17,"G","BAMUFOKPJZXDSYHTGQWIRCEL"
"FJ",64,6,1,0,8,"Z","XOBADCIZEGYQLTHKPRFWUJMS"
"FJ",65,6,1,0,17,"D","WKQACLFXTMOGBJSEDRZPHUYI"
"FJ",66,6,1,0,8,"J","DSEBAIYJFOHQCTPRKGMUWLXZ"
"FJ",67,6,1,0,8,"W","STHOIGDWUPEMCBRJFLYXKAQZ"
"FJ",68,6,1,1,18,"Q","ODXGCZWHKBMESFRJIUQYLAPT"
"FJ",69,6,1,0,14,"X","ESJCYRMHLUIWBXFTZPKODQGA"
"FJ",70,6,1,0,16,"L","QDKEZHTYGRBOCWMLFIXPJSUA"
"FJ",71,6,1,-1,7,"G","XUHZRGCIPMQBLODFJWYSTEAK"
"FJ",72,6,1,0,15,"Z","IHJYOSKAUBGXTLZRCPMQWFDE"
"FJ",73,6,1,-10,15,"Z","GTPXZWYEOFLSMRKUIBDHJAQC"
"FJ",74,6,1,0,15,"J","EGRDSBCXWMFTIZJKQAUHOLPY"
"FJ",75,6,1,1,10,"B","HJIUCQAMRFBYTDZEOXSLWKPG"
"FJ",51,6,2,0,13,"Y","BZTCHMAEDGSFYUPQWLIOKJRX"
"FJ",52,6,2,0,14,"S","OPGKHWEMXZQRCSLBJDAIYTUF"
"FJ",53,6,2,1,16,"J","DRXUTYHCQWZLSBGOJMPIFKAE"
"FJ",54,6,2,1,16,"A","QYJKPZLMWSTOXFRBAIGDEHUC"
"FJ",55,6,2,1,7,"A","PKZQYSEATUJBMIRHXGDOFCWL"
"FJ",56,6,2,0,15,"B","WCTRMFYJQHXDGZBOPULIESKA"
"FJ",57,6,2,0,11,"P","HOZFILAJCGPMWSYURKBEQTXD"
"FJ",58,6,2,1,16,"M","AJHWOLPQGYEIXUFDMZBRTCKS"
"FJ",59,6,2,0,8,"B","CZMGSDYBPKFOHQITERXULJAW"
"FJ",60,6,2,0,16,"O","XABSECYMLURPJGHOTFIQWDZK"
"FJ",61,6,2,0,12,"H","DROASFKBMJTHILXYZPUEQWCG"
"FJ",62,6,2,0,14,"G","JZMLBCEAHTOWXGUKISRQFDPY"
"FJ",63,6,2,1,17,"Y","UBPLOTAXRMDCGFKIHYWEZJQS"
"FJ",64,6,2,8,8,"M","RPSIHZYWLFXQUTGMEDCOJABK"
"FJ",65,6,2,1,17,"C","SMHRGQLWKBITPZXAOCYDJEUF"
"FJ",66,6,2,-2,8,"Y","HIDSMYUKZQXWOLRGECPJTBFA"
"FJ",67,6,2,0,8,"S","RPOEFYISXLCTDBAQGKUZWJHM"
"FJ",68,6,2,3,18,"R","MOPDJFBTZYGIHXSCKQAERWLU"
"FJ",69,6,2,0,14,"B","TZOKPGSCFXUHWBLIAMEDQJYR"
"FJ",70,6,2,0,16,"M","BQOZFXJHDYPTRKSMEWUILAGC"
"FJ",71,6,2,1,7,"R","LSIXMQURJBTEYGKOZPFDACHW"
"FJ",72,6,2,0,15,"E","QKOTCPUYDFSZRWEGABHILMJX"
"FJ",73,6,2,-1,15,"M","CFSXBTQIOELYRMUWKDJAZHGP"
"FJ",74,6,2,0,15,"X","YWIUKMBJATCPLSXGEDOQHZRF"
"FJ",75,6,2,1,10,"Y","QXDRMHSZEOYPGUKCAFWILJBT"
"FJ",76,6,1,0,14,"S","ETHUZPXROBQGWSKJFCDYMAIL"
"FJ",77,6,1,0,9,"Z","WOLPSFGHZDJMKYTBCERAXIQU"
"FJ",78,6,1,1,7,"P","JMEFCASPGYZIWBQXHLUDTRKO"
"FJ",79,6,1,1,7,"Y","XISCOFQYEUJLKWTMBGHPARDZ"
"FJ",80,6,1,1,17,"Z","YRQPLOTAHGUFIXDSCZWEJBMK"
"FJ",81,6,1,0,11,"U","AHDBTEPXGZULMJQYICRKFSOW"
"FJ",82,6,1,0,10,"J","PZBXSOQHKJMCYRFLDGIWEUTA"
"FJ",83,6,1,1,18,"E","ICPDOFZKYMHLRWBGSXEJTQUA"
"FJ",84,6,1,0,7,"T","RQCPAYTHWOSJBDMXLEUKGIZF"
"FJ",85,6,1,-1,8,"R","HJUZFTRPXWCQLOSDEYGMBAKI"
"FJ",86,6,1,0,10,"B","YQPIOTSJLBCEDGWKHUMXAZRF"
"FJ",87,6,1,0,10,"G","YHTMUXFWLGPJAICEDQRZSOKB"
"FJ",88,6,1,1,11,"R","HFTDJWYSEPURCMQAXBGLOZIK"
"FJ",89,6,1,0,12,"W","LHSBUZAKDTJWFQGERICXYOPM"
"FJ",90,6,1,0,8,"Y","TXQRPKAYIOMWHGCFLUSZJDEB"
"FJ",91,6,1,9,13,"G","WSRDTXJIZLUMCAKBOQHPEGFY"
"FJ",92,6,1,0,12,"W","RFAXKCZQULPWGYBIEDOTHMJS"
"FJ",93,6,1,0,10,"L","TCWUXRFYHLOBGMIAEKSQPJDZ"
"FJ",94,6,1,1,13,"F","SXIJWPADZTHMUFBOCQLGERYK"
"FJ",95,6,1,0,12,"E","DHOQSPIZCTREUGXYMKJBLWFA"
"FJ",96,6,1,0,10,"M","JIQHBGRPXMKZESTDLAUFOCWY"
"FJ",97,6,1,0,17,"J","SMFQDKYILGCPAERXJOUWTHBZ"
"FJ",98,6,1,0,14,"T","PSLWJAKBXQUOGTEIMDFZRCYH"
"FJ",99,6,1,0,13,"B","JKYCLPGRXTOUBHQMWIDEZAFS"
"FJ",100,6,1,0,14,"Z","QMSYLFHBKWAOXZJCDIERTUGP"
"FJ",76,6,2,0,14,"D","SCZFEWPHTQKGADYROUJBMLXI"
"FJ",77,6,2,4,9,"Q","TJAXBGLPORMSQYWUHICEKFZD"
"FJ",78,6,2,0,7,"Y","PGFRMIYKXCEAHLQUJDBTWSZO"
"FJ",79,6,2,0,7,"Q","CFPGZIQJOUYADSEWRKMBHLXT"
"FJ",80,6,2,0,17,"A","KYZGBWMQOLJUTPFHACDIXERS"
"FJ",81,6,2,0,11,"G","BYWLTROIUFGJEPCKASQHXZMD"
"FJ",82,6,2,4,10,"P","ZLFUMEHBCRWSOPYKGJAQTXID"
"FJ",83,6,2,1,18,"W","IQLZDSOYACTGKMPRBXWFHJUE"
"FJ",84,6,2,-1,7,"J","LRBEDJIYPXHWQTOKMAUSCZFG"
"FJ",85,6,2,0,8,"D","OTKIUXQDPMRGACLSJEBWHFYZ"
"FJ",86,6,2,0,10,"P","CLZGKMASUPRDEJWFYTHXOBIQ"
"FJ",87,6,2,0,10,"T","SAPGBKQMYTJZOFDXHIRCWLEU"
"FJ",88,6,2,0,11,"C","OPDZMARIYXCFUKSLWEJGBHQT"
"FJ",89,6,2,0,12,"Z","JMRDWHFXUEKZBQSPCGTALOIY"
"FJ",90,6,2,1,8,"P","EHYXSGQCPZWKDIRLABMJOTFU"
"FJ",91,6,2,0,13,"B","RLAQYGWHTSMFBDOZXUJKCEPI"
"FJ",92,6,2,0,12,"G","DXEHJFKPQLCGOMAWIBZSRUYT"
"FJ",93,6,2,0,10,"I","FUWDXMOJRIQZHGKAYECPBSTL"
"FJ",94,6,2,7,13,"U","RIHQEGATWPYJCODBKZSUXMFL"
"FJ",95,6,2,1,12,"L","BWIFZDOHEGPULYMCRSJAKQXT"
"FJ",96,6,2,0,10,"J","AXWDBTOZEJGQPYIMKURSHFLC"
"FJ",97,6,2,0,17,"P","SIYMRZLKGXBHAEJCPQUDFTWO"
"FJ",98,6,2,0,14,"U","SDWZCYAIHPLXGUEOJBQTMKFR"
"FJ",99,6,2,0,13,"U","KDXZQPFMECJGUOHTASWIRBLY"
"FJ",100,6,2,0,14,"S","UBAEQLFRDPZXWSYKHJTIOCGM"
"FJ",1,8,1,-1,16,"K","EMWISFZJBLRAOYKHTUQCDGPX"
"FJ",2,8,1,0,10,"B","MWRHCFUIKBZAPDQLXESJTGOY"
"FJ",3,8,1,0,12,"Z","YKMQHCERTDAZLJOFWSPIBGUX"
"FJ",4,8,1,1,8,"T","ZDBLKEOHTQMJYXWRGAUPSIFC"
"FJ",5,8,1,1,9,"U","FOWEIGTZPURBQCKADJXLSYHM"
"FJ",6,8,1,-1,8,"Y","COMGPTYIQWSLFDUEZABKRJHX"
"FJ",7,8,1,1,9,"Z","AMGXIPTUDZSOCHBEQJRYFKWL"
"FJ",8,8,1,0,9,"Z","WODHLJKAZYTFSPRBCUMXEGQI"
"FJ",9,8,1,0,13,"T","ZKYWIDLBOCAGTPQFJUSRMHEX"
"FJ",10,8,1,1,16,"H","CSUABXZKJGDWORYLHQMPFETI"
"FJ",11,8,1,0,9,"A","GJPCKEQXARTBOZFLDISYUMHW"
"FJ",12,8,1,0,14,"E","SWIUFYJDGRAMQEKZHLOPTXBC"
"FJ",13,8,1,-1,12,"Y","HSQGMTEWLAYOIRPCUBJKDZFX"
"FJ",14,8,1,1,7,"A","COUJKXDAHTMILGSRZQEYPWBF"
"FJ",15,8,1,1,17,"X","UTCJQYIOWDZRGAPSEXHFLMBK"
"FJ",16,8,1,1,7,"S","MFLBYDWSKXPHAJTOGCUEIZQR"
"FJ",17,8,1,1,12,"T","LBIAYRCJWUGXTPOFHSMEKZQD"
"FJ",18,8,1,9,11,"T","APHULKDMWOIQYRFGZXJTESBC"
"FJ",19,8,1,1,14,"A","YKFJEZXODUTRMLAWQHIPGSCB"
"FJ",20,8,1,0,15,"E","ZQFYOBPLHDCXKSERWIJTGMUA"
"FJ",21,8,1,1,13,"T","LFYAKGRJUCDMHTPIEZBQSWOX"
"FJ",22,8,1,-5,18,"L","FSCBZJGEPAOHLRXYKIQMTUWD"
"FJ",23,8,1,1,16,"M","QAZBSDLHUKROXTCIMEFPWYJG"
"FJ",24,8,1,1,16,"E","LJDCFOIGAKBQMXSHEPZRTWUY"
"FJ",25,8,1,1,13,"H","JUIGALQWPFTXRHDZBSKYCEOM"
"FJ",1,8,2,-1,16,"W","UBYGZDLJQCPFKOWHAISTMXRE"
"FJ",2,8,2,0,10,"L","JUQGCWPOYLDKHETRXFBIAMZS"
"FJ",3,8,2,0,12,"J","EGABRDLUQWOJIPZCMXFHSKYT"
"FJ",4,8,2,0,8,"W","LSGQKJZWIPXEBUTRMOACDYFH"
"FJ",5,8,2,1,9,"G","WDCOEZKPTGYSHUQIRMLBXAJF"
"FJ",6,8,2,1,8,"E","PDZOCAKFEIYXGJTHRBLSMQWU"
"FJ",7,8,2,1,9,"C","FQDPKAUWICRSZEGLHMJYTBXO"
"FJ",8,8,2,-1,9,"P","UDSLKJWPFRYGAIMHZQBTCXOE"
"FJ",9,8,2,1,13,"Y","ECKHPMZFRSGBIYODLXUWJAQT"
"FJ",10,8,2,0,16,"B","XZLKGPWORCTHQAFBEDMJYUSI"
"FJ",11,8,2,0,9,"T","PYFDZLJITOERBUHASQXKGCWM"
"FJ",12,8,2,2,14,"Y","CIEBGFUWLKPHZAJYROQSXDTM"
"FJ",13,8,2,1,12,"Z","ICSOBYJWQXUHZGLDFTRMAEPK"
"FJ",14,8,2,0,7,"W","RLTAYZWFBGPQDUOXEICSJMKH"
"FJ",15,8,2,1,17,"B","CZSUPEADRWJKILFYGBHQXMOT"
"FJ",16,8,2,0,7,"W","HXZLPEWMBFDCARGQOTIYUJKS"
"FJ",17,8,2,0,12,"B","WGJTSELACFMBRYZUXPIQDOKH"
"FJ",18,8,2,0,11,"C","AOQLXHJPRICBEFTDZYKSMGUW"
"FJ",19,8,2,0,14,"T","UOWMFLGEZXPIATDQCYRKHJSB"
"FJ",20,8,2,1,15,"D","QSECOKTAWULPZIJDRXHFMYBG"
"FJ",21,8,2,0,13,"X","LTRMHJBIDZAQXYPGOWKCSEFU"
"FJ",22,8,2,0,18,"Q","MLZRDWGHPYCFEAIBOQUXTKJS"
"FJ",23,8,2,1,16,"X","PYEBZQFATROWGSIKXULDHMJC"
"FJ",24,8,2,0,16,"P","CQLIWMUXKJRTOGFPADEHZYSB"
"FJ",25,8,2,0,13,"J","TXGSHLFPMWCAJIKRUDBQEYZO"
"FJ",26,8,1,0,10,"W","RACHYZQIOWUXDPSBEFJMLGKT"
"FJ",27,8,1,0,9,"R","WHASJZFXRPQUMOIDTKYCELGB"
"FJ",28,8,1,1,9,"W","BDCYLSHOEWJUKIPTXZAQGFMR"
"FJ",29,8,1,0,9,"Z","GLEBSMYWZQICOJXPFHRDAUKT"
"FJ",30,8,1,1,16,"T","UBXKYGDEMFPSWZROTLCJHIQA"
"FJ",31,8,1,0,17,"Y","JPRHMCIXBSDWATZOYEQLUKGF"
"FJ",32,8,1,0,14,"C","ZBAEQMYLDOKURCXJSTHGFIPW"
"FJ",33,8,1,0,17,"A","MHRPYTFBWXQEGZUIAKLSOCJD"
"FJ",34,8,1,1,10,"E","JPZBCFDHOLEXUIRQYWSTKMGA"
"FJ",35,8,1,1,13,"O","TRFDJYKAMUBELOZHSPIQCWGX"
"FJ",36,8,1,0,10,"B","XYDTLGSAMBUCRKPQOWFJIEZH"
"FJ",37,8,1,-5,13,"T","UOLZYAGTPCKMJHWXISDBQFER"
"FJ",38,8,1,0,9,"E","BOFKZDCWEPSLGIUYARJXHQTM"
"FJ",39,8,1,0,14,"S","FIWPOJXRLADTYSHCMQZGKEUB"
"FJ",40,8,1,1,14,"Z","PFXJQSUWMHOGBEZTIAKYLCDR"
"FJ",41,8,1,1,13,"W","HYQJCURZGILAXWMDKSEFOPTB"
"FJ",42,8,1,0,8,"X","SLEKFZYXBDIOWTPCAGMJQRHU"
"FJ",43,8,1,1,18,"Q","MPHEJRDKCTSGWLUOAIQBZXFY"
"FJ",44,8,1,1,12,"X","LEDBRZAPTGFKXOWCQMHJUYSI"
"FJ",45,8,1,0,12,"X","TGZAWEJMSPYXIBRCQDOLKFUH"
"FJ",46,8,1,1,7,"P","EKWFAUHPRTGCZDYIJQOXSLBM"
"FJ",47,8,1,0,18,"Z","PKOXIWCFUSLEBQAYTZDHGJMR"
"FJ",48,8,1,0,13,"M","EOQWAISGZXJKMCUBPRLHYFDT"
"FJ",49,8,1,1,8,"Q","UPLFABDTQKMOGSCYJWZHREIX"
"FJ",50,8,1,1,17,"S","EQJUITBCKHYPRAWDFSXGMLOZ"
"FJ",26,8,2,1,10,"H","JEGCPDXYQFHOTWAMRIUBLSKZ"
"FJ",27,8,2,-1,9,"K","ROHELSAKJPITZUQXWBCFMDYG"
"FJ",28,8,2,1,9,"G","UWYTZLJQKGMSBHORACFDXEPI"
"FJ",29,8,2,0,9,"W","RQAUIZJMWDYCHSGBXOELKPTF"
"FJ",30,8,2,1,16,"J","HUWSEFCYRIBQKOTXJGDPLZMA"
"FJ",31,8,2,1,17,"E","IOXCKSQPRYULJZWATEGMHFDB"
"FJ",32,8,2,1,14,"E","LHORJUSBDWAZYMETQGIFXPCK"
"FJ",33,8,2,0,17,"B","PTYCZMWOHREQIUXJBFSLGDKA"
"FJ",34,8,2,0,10,"Z","FPLSHRDWUZECQJOXGYBAMTKI"
"FJ",35,8,2,-1,13,"W","TRZAGFKEBMDWLXOQSIJUHPYC"
"FJ",36,8,2,6,10,"W","BTQYUFOIMDKPGHJWALCXSZER"
"FJ",37,8,2,0,13,"J","FORHBCGQDKASJPEYWTUMILXZ"
"FJ",38,8,2,0,9,"T","YSBALKFCTZDEXROGQHIPJUMW"
"FJ",39,8,2,1,14,"Q","MKSLPYRGEZFDCBQAUOXWITJH"
"FJ",40,8,2,1,14,"U","HGSREQXACWBTZPUDFMJLYIKO"
"FJ",41,8,2,0,13,"G","UEPOWQFKHZYAGRXMCDBLSTIJ"
"FJ",42,8,2,1,8,"H","XWRGCBQYHOIPLMDAUEKZFSJT"
"FJ",43,8,2,1,18,"Z","YCFRTXJSWOBKQUGAEHZPMIDL"
"FJ",44,8,2,0,12,"Q","WYPUHLKXCBEQRGMDSAIOTJZF"
"FJ",45,8,2,0,12,"G","BIMQUJPLWKRGCFZSHYXAOETD"
"FJ",46,8,2,1,7,"D","MJGWYUIDTAHOQBRZKLXESPCF"
"FJ",47,8,2,0,18,"W","OULJZDEMPSHIGFYRKWTQACXB"
"FJ",48,8,2,1,13,"T","BMQZYWSXOAKHLTUIRPGJECDF"
"FJ",49,8,2,-1,8,"T","AMPHBOTQXEJFSUGLWYDCIKRZ"
"FJ",50,8,2,1,17,"J","EGQFMPDSWTKXLCUYZJHIROAB"
"FJ",51,8,1,1,10,"J","FCTBXAYZEDJQHOPWLRUSKGIM"
"FJ",52,8,1,1,15,"T","QCURLHYOIXJDWGZTKEMAPSBF"
"FJ",53,8,1,0,10,"J","MUCWYKLSQJBRTOIFXADHZEPG"
"FJ",54,8,1,0,18,"B","KMOLEPWHYSUXGQDIABFJRCTZ"
"FJ",55,8,1,1,14,"Y","ATMHGSQRFBXKDCYWPUEZOJIL"
"FJ",56,8,1,0,7,"B","DFRGMLBIQWSZPTUOJKHEYXAC"
"FJ",57,8,1,1,11,"A","FJZTCXURKMEAWSPOYGHIQBLD"
"FJ",58,8,1,-1,11,"Y","LJFMQKDHAYZWTSRXOUCEGPBI"
"FJ",59,8,1,10,10,"M","EUQWGDAYCHRITBZLKJFMPSOX"
"FJ",60,8,1,1,18,"E","RLKHDQTPSMUICFJAGXEYZWBO"
"FJ",61,8,1,0,18,"M","TSUKWZFYGIDXARQPCMBJLEHO"
"FJ",62,8,1,1,13,"F","OYQKMXCGHPLSUFDWAZJEITRB"
"FJ",63,8,1,1,10,"E","KMXBIFCZPSEYJRLGOQUHWTDA"
"FJ",64,8,1,2,7,"M","FYQDPJCHMTZALSXOGBKWUERI"
"FJ",65,8,1,0,15,"Z","QWPKETHUXCOASMZBRJLDFIYG"
"FJ",66,8,1,-5,7,"T","XTOWBIPAGZJQCKRLSMDYEUFH"
"FJ",67,8,1,0,11,"M","HORDGAFLJXMQSPYIZWKETBUC"
"FJ",68,8,1,-6,10,"D","CLHDYXTRFPOIQMEZJWAGUBKS"
"FJ",69,8,1,0,8,"E","SFUYACXEIGTZLKWQJHDPROBM"
"FJ",70,8,1,1,12,"W","CZIUMQPKEYJFWBTAOHXLGSDR"
"FJ",71,8,1,1,18,"S","UTHZYMWFJEAPQKDLCRSOIGXB"
"FJ",72,8,1,0,8,"W","GTFAXSMWIHLEKRJPQUCOZDBY"
"FJ",73,8,1,0,17,"P","FOJSTHAMBRXCKGQZPIUELDWY"
"FJ",74,8,1,1,15,"K","UIADWXZYMCFRBOSKJGHETLQP"
"FJ",75,8,1,1,9,"M","POAWQKSDCMIYRGBXULHFEJTZ"
"FJ",51,8,2,1,10,"C","XSPIYLETDBCWJGFMORQZHKUA"
"FJ",52,8,2,1,15,"A","LEWQCRZJSHFMXPOAGIYKUDTB"
"FJ",53,8,2,1,10,"X","BYSHPGICFDXEAQLJOKWTMZUR"
"FJ",54,8,2,0,18,"L","UORMGZQKBHITFASDPLEXCYWJ"
"FJ",55,8,2,4,14,"X","COBMPUFLZSEJIYKHAXTWQDGR"
"FJ",56,8,2,1,7,"T","AYBEGIRTKJQFXWSLUZMODCHP"
"FJ",57,8,2,1,11,"T","AQWZMSDGEPJTBHYFCURIKLXO"
"FJ",58,8,2,-1,11,"J","DKQGIYBMEJUFSOWCPLTZXAHR"
"FJ",59,8,2,1,10,"I","JDGYWFEPATIBRUKQSHOLMXZC"
"FJ",60,8,2,1,18,"O","FYMEZUCTASDJBXWRIHOGKQPL"
"FJ",61,8,2,0,18,"G","TYDZJWOFPSXQHAKULGIEMRBC"
"FJ",62,8,2,1,13,"H","MGLECKRJWIAFTHOYZDUBPXSQ"
"FJ",63,8,2,1,10,"D","EWBLKSMFJGDHPTXCAUIORQZY"
"FJ",64,8,2,0,7,"X","JLHWYUXAIGCPMDKRBOTFESQZ"
"FJ",65,8,2,-3,15,"W","HTACKYBGSUFWEQDXLIMJRZPO"
"FJ",66,8,2,1,7,"A","CPMBZSGAXJOWIDEKQULTYHFR"
"FJ",67,8,2,1,11,"K","ODCTWIUMEHAKGZXFRJLQPBSY"
"FJ",68,8,2,1,10,"G","HCEMXJZKPIGQRULSYTWAFDBO"
"FJ",69,8,2,1,8,"C","SZMFKODACRXHPLGUBTJQWYEI"
"FJ",70,8,2,1,12,"A","RXTYBWHCILJMAUOKZSQGEDFP"
"FJ",71,8,2,1,18,"K","FJOBTURMLGZYAWXPEQKDSICH"
"FJ",72,8,2,0,8,"B","MKEYDSWBXIHTGCQPZALRFJUO"
"FJ",73,8,2,1,17,"A","HDKPFBCJOZWGLRQXUAMTEIYS"
"FJ",74,8,2,0,15,"E","ZPOQXLSTWMYKRGEACHBFJIDU"
"FJ",75,8,2,1,9,"M","RDEYPGITFMOHCUBQSXJALKZW"
"FJ",76,8,1,1,15,"A","ZLMECXPKGODYTSJABRQIUFWH"
"FJ",77,8,1,-3,16,"W","QOAXDBZSJEUYWKPMTHRIGFLC"
"FJ",78,8,1,-5,16,"D","HFEOXKUTYLDIPCWRJZMBGASQ"
"FJ",79,8,1,-1,8,"F","UAGIHBFPRCZQKTEWSOMJDXYL"
"FJ",80,8,1,0,7,"Y","JDWIGMYQPTOKLHRXABSUFZEC"
"FJ",81,8,1,1,15,"Q","DLZATRICFEYJKMHQPOUGBWXS"
"FJ",82,8,1,1,17,"W","KBXFJZAHQUSDECIGMWPYOLRT"
"FJ",83,8,1,0,11,"E","RFZCKBIGMYEHTQSDJPULOAXW"
"FJ",84,8,1,1,14,"X","SBFKMPCGJLEDZWXIYAHQRUOT"
"FJ",85,8,1,0,11,"R","OFYKMGQELDRHSZTJPAUIBCWX"
"FJ",86,8,1,1,12,"Q","ALZWMFDGXPBIQOSCJKYTEHUR"
"FJ",87,8,1,0,14,"T","BZEUQHWRJFCLYTIKOXDPMSGA"
"FJ",88,8,1,0,16,"T","MRIASFZHEGOXDBYTKLCQUPJW"
"FJ",89,8,1,0,13,"M","YOPILWZQABEKMHCXJFSRGDUT"
"FJ",90,8,1,-1,10,"Y","MJIBFUAWYKOLGZHPQXRECDTS"
"FJ",91,8,1,1,16,"P","GMTAXIUECJDYLZFOPKWHBRQS"
"FJ",92,8,1,0,13,"T","LYBGZMUIKECFTRWQDAXHOJSP"
"FJ",93,8,1,1,10,"X","STQCDGUJMAXIBLORPZHYFWKE"
"FJ",94,8,1,0,13,"D","FQUOXJCLEZTMDKYRGIPHBWAS"
"FJ",95,8,1,1,14,"B","SOIJUEYLWDRCHFBXGQKPMATZ"
"FJ",96,8,1,0,12,"X","RSBQCTHWDJUXKGFAMYZPEOIL"
"FJ",97,8,1,0,9,"G","RXWTDPFEGBSIOJLYKMCZQAUH"
"FJ",98,8,1,0,13,"E","KPJHLMFCOZUAEQYRTIDXBGWS"
"FJ",99,8,1,1,15,"G","OKPAYJDXUTLEZWBGSMRHIQCF"
"FJ",100,8,1,0,18,"S","HJMUBKWYXLIPDFGRTSCEAZQO"
"FJ",76,8,2,1,15,"D","TWAFELQKSMBPGRJDIOXYHZCU"
"FJ",77,8,2,0,16,"C","YWIDUXBQOSGLAHJCEZTRFMPK"
"FJ",78,8,2,0,16,"I","PHXLBFSOUWDMRECIJQAGYZTK"
"FJ",79,8,2,0,8,"K","UCOHEPWKXTDZIALRSMGYQBFJ"
"FJ",80,8,2,0,7,"G","JXKPTUGSZRAWILQBDOFCYMHE"
"FJ",81,8,2,1,15,"W","HFQJZBKATLRPUGIWOESMYCDX"
"FJ",82,8,2,1,17,"J","HPGSZCXMDIKFQEAOLJWTYBRU"
"FJ",83,8,2,1,11,"Y","EDROHXSQBZFYTPJCAWIGMKUL"
"FJ",84,8,2,0,14,"L","HSBJAURCQFYGZLKEMDITOPXW"
"FJ",85,8,2,1,11,"K","SOFRIDMBCYJKXTAUZWQHPGEL"
"FJ",86,8,2,1,12,"P","CATYESXBIGQLPFRJWHDUMKOZ"
"FJ",87,8,2,1,14,"J","THLCYGZUBRDOKEJSQAPIFWMX"
"FJ",88,8,2,0,16,"Y","RLXMIHDOWJSZCGUYBPEFAQKT"
"FJ",89,8,2,7,13,"J","XLGCFODRBIPZHMKEAQSJYUWT"
"FJ",90,8,2,0,10,"Z","XESWRBCAPZFHDIMLKUJTYQGO"
"FJ",91,8,2,0,16,"W","KQSHFBAMGOZEXYIWPCUDLRJT"
"FJ",92,8,2,1,13,"G","AOFDRQEZYXBLMGIKJUPHWSCT"
"FJ",93,8,2,0,10,"A","IZRYDPSKBAFOUWQJEMXGLTCH"
"FJ",94,8,2,1,13,"M","ARUKHCGZOPDEIMJSXQBFYLTW"
"FJ",95,8,2,1,14,"P","LMTQYFDBGRUZISPHOJXAKEWC"
"FJ",96,8,2,0,12,"S","IQZJTUWXGROSBYHKMLCAEPDF"
"FJ",97,8,2,14,9,"S","YZJTEGALRXDMPWKQFCOIUBSH"
"FJ",98,8,2,-10,13,"Y","QUYITZKEDMRWXBPJLHOFSGCA"
"FJ",99,8,2,1,15,"D","LOGCQERWTPISFUMDKAHBYJXZ"
"FJ",100,8,2,1,18,"T","CRXMSJYLHIFKBUWODZTPEGQA"
"FJ",1,12,1,1,11,"T","YDXUFHPJSELTAGQOWMZRCKIB"
"FJ",2,12,1,3,15,"P","HCRTBWEGKOSUAFDQJPIMZYXL"
"FJ",3,12,1,3,10,"U","IRWBZKOCLPFTUEXJQMDHGAYS"
"FJ",4,12,1,1,11,"Z","GQCJFKRWLHDZPATEYBMIUOSX"
"FJ",5,12,1,0,12,"S","WCZUHYORGIBSPJMQTKEFDALX"
"FJ",6,12,1,9,7,"W","HSJAXOMRPQFDEBZWYILKGUCT"
"FJ",7,12,1,-1,16,"J","PBZHTKCRMQWGIXJLOUYASFED"
"FJ",8,12,1,2,13,"T","ZWCGDRSHOQMUIPTLXJFYABEK"
"FJ",9,12,1,1,13,"X","BYLZUIPMRQHOTXFDKSJAWECG"
"FJ",10,12,1,1,12,"R","SAMYIOCDQPFKRBLEXUJHWTZG"
"FJ",11,12,1,1,14,"W","KGMOURBPFCITDJWZSXLQHYAE"
"FJ",12,12,1,-3,18,"W","HXJEOAMBFLRYPUWTZKQICDGS"
"FJ",13,12,1,2,17,"K","HIJCXADLSUEBWQOZMFKRYTPG"
"FJ",14,12,1,0,9,"P","LQKBJXOIPDYERATSZGWFHCUM"
"FJ",15,12,1,1,13,"E","AWJISGBZXKUYOEHRMTPDFLQC"
"FJ",16,12,1,0,17,"E","HYCIPUOSDZWJRXKLEBQGAFTM"
"FJ",17,12,1,2,10,"S","UPORTWELYZHSFAKMIJCXDGQB"
"FJ",18,12,1,1,7,"T","EGROUHPTJASIXKZLYFCDQWMB"
"FJ",19,12,1,-5,12,"E","QFTGSOEJCMDXHBLAZKPIURWY"
"FJ",20,12,1,1,12,"S","BIWQDAHXZOFTSKJPEMUYRCGL"
"FJ",21,12,1,-1,14,"S","KICADFMOWZPLSJEUYQHXTRBG"
"FJ",22,12,1,3,17,"P","UBESFMIWKHYJZTGLROQPDCAX"
"FJ",23,12,1,2,11,"K","DXCLTYFOIMPQKHRBEJSUAZWG"
"FJ",24,12,1,0,10,"J","EUDGSFCKZJMQXWOYPRHLBTIA"
"FJ",25,12,1,1,17,"R","FGUOXKJDIWLASMCQYRHPBTZE"
"FJ",1,12,2,0,11,"W","ORGCDETBUFWYMIHZPAXQKSJL"
"FJ",2,12,2,2,15,"Z","YMOXHEABGPWUSCDLZQTFRIJK"
"FJ",3,12,2,-9,10,"Z","ZMFPKDOIYBCTSXLAWHJURGEQ"
"FJ",4,12,2,2,11,"A","WOSRQPBKZUJFAMCYEXHTLIDG"
"FJ",5,12,2,-10,12,"J","YJEXLTZCPDKSIWAQUBGFRHOM"
