"ID","trial","condition","stream","SPE","targetSP","response","stimuli"
"CW",85,6,2,0,11,"I","PDAYTCFJLSIKBWXQEOHUMZGR"
"CW",86,6,2,1,7,"G","EIMFBCUGWZKQPSHJOTRLDAXY"
"CW",87,6,2,0,15,"M","EFUSBLXJYTWKRCMOIHGQAPDZ"
"CW",88,6,2,0,12,"E","YJKFLORTWIDEPCGSQMUXHBZA"
"CW",89,6,2,0,7,"R","MQXLHDRYCJEIWUAKFPBZOSTG"
"CW",90,6,2,0,15,"E","QBWTHKDYXPCMULEGFOARIJZS"
"CW",91,6,2,-1,9,"P","JXOEWTZPGQUSIMBFKDRCAHYL"
"CW",92,6,2,0,13,"X","GPRASYTQLMHOXFBWCUKIDJZE"
"CW",93,6,2,0,13,"B","GOILJKXTMHEQBWUZACFDRSYP"
"CW",94,6,2,-2,10,"O","TRFWYGLOICSXZHUBAKQJPDME"
"CW",95,6,2,8,12,"E","QJSWRIAXCBOYMHPDKTFEUZGL"
"CW",96,6,2,1,12,"Z","YDJKAFIWCOLXZQPSHGBEMTUR"
"CW",97,6,2,0,14,"G","SOFIJLDXMPHBKGAZTYRQEUWC"
"CW",98,6,2,0,12,"C","LDEPYWFBGXZCTOJMHQIUAKSR"
"CW",99,6,2,-7,9,"R","LRYJZMSHDWUEPXKQBFATIGOC"
"CW",100,6,2,-1,12,"W","XAGMRKYSJLWHTPZUECDIBQOF"
"CW",1,8,1,1,15,"M","QOTPSXFDYCLKABHMGUWREJZI"
"CW",2,8,1,0,17,"A","ULGSQCEMYXIFTWKBAHRJZDOP"
"CW",3,8,1,0,11,"R","XGMCEIPTKBRLSFHADQYOWZJU"
"CW",4,8,1,0,8,"S","CTIHOGKSXQJPBFWAMUZEYRLD"
"CW",5,8,1,-1,16,"G","OXUIHBKLZPREQWGCDMYTFSJA"
"CW",6,8,1,1,15,"D","EPJACQITSUXMHGLDOFBRZWKY"
"CW",7,8,1,0,10,"G","TEOFRIHPJGXBSKWYUCDQMAZL"
"CW",8,8,1,1,14,"D","MOWSFXCLZUJAIGDRHKPYTEQB"
"CW",9,8,1,0,13,"T","AGFDQBWHXPUCTOSMLKIYZJER"
"CW",10,8,1,0,18,"T","ABKEHXLQIGUFCSZMDTORPYJW"
"CW",11,8,1,0,18,"R","OTSBPGAZUXMHWJCFERQYILDK"
"CW",12,8,1,0,8,"S","ZTDAYBISHGOWMECULJRPXQKF"
"CW",13,8,1,0,14,"L","DOZUCTYEXAMFBLRJSKWPQGIH"
"CW",14,8,1,0,16,"Q","ILRHBFDTGCYEJXPQAOKUSZMW"
"CW",15,8,1,0,18,"G","YCHLBJXAUPKFWTSDMGEZIQRO"
"CW",16,8,1,0,8,"X","RHCUOTFXQIBKSLAGMEWPYJDZ"
"CW",17,8,1,0,18,"P","KWLGMEQIBYJRSAOCUPTFHZXD"
"CW",18,8,1,0,9,"W","UIJFBKTQWPARGCHSOMYZDXLE"
"CW",19,8,1,0,8,"A","CQITZDMAUYWPJKFGROHSBELX"
"CW",20,8,1,0,17,"T","DMRPKWUEGLAHXZSJTYQCOIBF"
"CW",21,8,1,-2,9,"W","TEPXDBWHRKJFCLGSAYQZIUOM"
"CW",22,8,1,1,9,"L","CSGQJXMDILAFKZUPRBHYWTEO"
"CW",23,8,1,-1,9,"W","FDZYSXKWHRGTMIBUALOQPJCE"
"CW",24,8,1,0,15,"B","XRUHWLFOEMQKTDBJZSYGPCIA"
"CW",25,8,1,9,8,"A","TYJMPUDFEWGROLCHAQIBSZXK"
"CW",1,8,2,-12,15,"H","BIHKTXLWQGSOYAMJDECZFUPR"
"CW",2,8,2,0,17,"B","EIYORFPDKSZUQXLGBTWHAMJC"
"CW",3,8,2,0,11,"B","APTWIQGDEFBHJUZCYXROMLSK"
"CW",4,8,2,-7,8,"X","XKOUTIFLWQDCRJBAHYEZGPSM"
"CW",5,8,2,-3,16,"D","OXCKLASMRTQIDHJUFWGBPEYZ"
"CW",6,8,2,2,15,"S","CMOIXAFYHBJTWZPUSGKRDQLE"
"CW",7,8,2,-6,10,"H","WCSHZMTGJLPOABYFDIQXKREU"
"CW",8,8,2,1,14,"Z","WUIYRHAOLFEJDKZTQPXGBMCS"
"CW",9,8,2,1,13,"S","PKGOLWAZUQEMDSRXYBTCFIJH"
"CW",10,8,2,1,18,"X","QWRMIYJUKLSAPGZCBHXEOFDT"
"CW",11,8,2,1,18,"W","IFYBGUALRHJQDEPKTOWMXSZC"
"CW",12,8,2,5,8,"T","PQZWSMHUJEIOTDXGLCFYRKBA"
"CW",13,8,2,0,14,"W","GZEYITPROKMLQWAFHXUJSBDC"
"CW",14,8,2,0,16,"Y","GWUMRCTXOFQIEJPYBDLHAKZS"
"CW",15,8,2,1,18,"H","GFSOPRCLXQEBWMDZAKHYTJUI"
"CW",16,8,2,1,8,"T","QMYLIDKHTGXPOZRWBSCEFUJA"
"CW",17,8,2,-14,18,"T","LYQTMHSUCKRIXJGODZBAFEWP"
"CW",18,8,2,0,9,"O","DUYQXCBKOPERMFJHZWTSAILG"
"CW",19,8,2,0,8,"R","IACMSZKRTXUOGELDJBQWHPYF"
"CW",20,8,2,-1,17,"X","DIRKCFQYJUMSWGTXHLAZBEOP"
"CW",21,8,2,2,9,"H","AUMTSGKIXOHCWZFRYLBJPQDE"
"CW",22,8,2,0,9,"M","EQRWJLCHMPITGFBZAUKYXSDO"
"CW",23,8,2,0,9,"F","EMZTILKOFUPASHQCWXRJGBYD"
"CW",24,8,2,0,15,"Y","KHXFPMZSQJEUCDYGIOTLRBWA"
"CW",25,8,2,7,8,"R","PATWCGJLSEDZOFRKYMBXUQIH"
"CW",26,8,1,0,17,"I","RXTLOCPBQZMYFJHGIAUEWDSK"
"CW",27,8,1,0,16,"D","EQRLBOGZXUJSFPADCHYWKTMI"
"CW",28,8,1,0,12,"Z","QIKFDJBLWUPZXMTGEHASCROY"
"CW",29,8,1,1,7,"P","SLZJURQPAFCTXOHMDEWYBGKI"
"CW",30,8,1,0,8,"X","QWURHKCXMIFZBOTJLEGYAPDS"
"CW",31,8,1,-1,14,"R","DKCWLZYUAIMPRQSXEGFHJOBT"
"CW",32,8,1,0,10,"K","DJBZYRFISKUTCPOHMEGXLQWA"
"CW",33,8,1,0,15,"J","UZEMACRLKQHDIBJWPTYSFOGX"
"CW",34,8,1,0,18,"S","XCQLKFBYHTOPGWRIASDEUJZM"
"CW",35,8,1,0,9,"M","POQGFXIEMHSRALDTZWKJCYUB"
"CW",36,8,1,0,13,"S","RAMZJEIDPYUBSQCFWOXHKLGT"
"CW",37,8,1,0,8,"W","FBSLOHAWZRYQJXKUCPDEGTIM"
"CW",38,8,1,-14,17,"D","TEDYLMCXIJHGKFQWRBOAZUPS"
"CW",39,8,1,0,18,"O","WUJPCXHDIGBEKZLSAOMTRQFY"
"CW",40,8,1,1,16,"A","LYSETJCDQZWPXBIUAHGORFMK"
"CW",41,8,1,1,9,"J","TBIOLRPGUJDWECSZFMKHAXQY"
"CW",42,8,1,0,12,"W","ECXKJHBQIPRWYTLDSFAUGZOM"
"CW",43,8,1,0,11,"K","FMPEUHTWBJKGXRCYLQIODSZA"
"CW",44,8,1,1,10,"A","FWYSQCXLDZABPJKTGMIUHERO"
"CW",45,8,1,0,15,"T","IRXHYKEFSJQMCUTGPOZAWLBD"
"CW",46,8,1,0,15,"K","SXFWGLQTBOUMIAKHDYZPRCJE"
"CW",47,8,1,-1,14,"S","GCFRIABYXJPQSHUOMDWTLKEZ"
"CW",48,8,1,-4,9,"W","ZXPUWTKFYJHDEMAQILSGROBC"
"CW",49,8,1,1,12,"T","DKYCBLXEOAZSTHGPIJQRWMUF"
"CW",50,8,1,0,7,"J","ESWIYZJBALMHCPUXFQKRDTGO"
"CW",26,8,2,0,17,"T","IFOQEDLRXYHWJPKMTZBSGAUC"
"CW",27,8,2,-13,16,"A","CHASLTEOGYZRBWKUQFDMJIPX"
"CW",28,8,2,0,12,"A","PXEJQGLTKMBAWHSDOFUYIZCR"
"CW",29,8,2,1,7,"S","XIHFGDASYKPJCWUQMTRLOZBE"
"CW",30,8,2,-6,8,"A","QACYZJIPMKOTRFEDBSLGXHWU"
"CW",31,8,2,1,14,"X","KDFWYOGHJAPRBEXTCUSLMZIQ"
"CW",32,8,2,0,10,"I","TFAGRYDJBIEZCLUSMKOXPWHQ"
"CW",33,8,2,0,15,"E","GCAXSLBDPWYUZQEHFIOJRMTK"
"CW",34,8,2,0,18,"K","ETAYDHBMIZXQSLCRPKFGWJOU"
"CW",35,8,2,0,9,"O","LQFZTKYUOHIWEPXRMDJBSCAG"
"CW",36,8,2,0,13,"D","ECUGKYJQWARMDITXLPOSZBFH"
"CW",37,8,2,0,8,"P","HOGLXTMPEIQWSDYCFRBKZUAJ"
"CW",38,8,2,0,17,"H","GYKEDOFIXALJTPZSHMCUWQBR"
"CW",39,8,2,0,18,"T","KWDAFRZGUBYXIMCJSTQHLEPO"
"CW",40,8,2,-1,16,"M","FOXIRGQAPBECDSMWJTLUYHZK"
"CW",41,8,2,1,9,"O","AGEZKCWHLOSXQDPFBIJRYUMT"
"CW",42,8,2,2,12,"X","DWPHFOSAEIGCJXTMQYBUKLZR"
"CW",43,8,2,0,11,"T","PIUEGOLYFXTZBSHMCJWQARKD"
"CW",44,8,2,-8,10,"Z","GZMBHIQRLKSDTOUJCEAFXYPW"
"CW",45,8,2,0,15,"M","IAZFJROQBWCEDTMXPGLKSYUH"
"CW",46,8,2,1,15,"S","KDXCRIFTOQAYJWMSPBLZUEHG"
"CW",47,8,2,0,14,"T","WEYOUHMRZJALCTXIQGBPSKDF"
"CW",48,8,2,0,9,"G","JUHMQERKGSAYDCFZXBPWTLIO"
"CW",49,8,2,7,12,"S","FKETROLJBDAYHQZPXUSCIWMG"
"CW",50,8,2,0,7,"R","ZQIUASRTKPLEHJXWCFYGMDOB"
"CW",51,8,1,1,13,"W","DYFJIAPUMSHTKWQRELCBGZOX"
"CW",52,8,1,0,15,"F","EOLIACHXMBPZYWFRUJTSGKDQ"
"CW",53,8,1,0,10,"J","XHOSPZDRTJLFMUKBIEAWQCYG"
"CW",54,8,1,0,10,"T","DKHMLJSEUTRPQFGIXAYZWOBC"
"CW",55,8,1,-5,16,"J","SHZLCKEMXQJGORDUAPBIYTFW"
"CW",56,8,1,0,12,"Z","UEFWGQLOCMKZISADXRJPHYBT"
"CW",57,8,1,-2,12,"X","IOTPGMHJDXZYRQCLKBAWEFSU"
"CW",58,8,1,0,16,"T","URMJKGZPHFQYSDLTXCIOEWAB"
"CW",59,8,1,-1,16,"M","GHEDRZQJXPFASLMIBUYCTKWO"
"CW",60,8,1,14,7,"J","ODBIKUSFETGYRZWCXALHJQPM"
"CW",61,8,1,0,15,"Y","WSMTZQPODKHIGJYEBLCUFARX"
"CW",62,8,1,0,8,"G","EJHUSDBGMQOTZLCWXAPYKIRF"
"CW",63,8,1,0,17,"M","ATQWSZEUKLRPCBJOMFDGHIYX"
"CW",64,8,1,0,18,"A","MOLBUJGQYWFEIDSCRAXPTZHK"
"CW",65,8,1,0,7,"H","BRSADTHLMJUFZXQEIKPYWOGC"
"CW",66,8,1,0,9,"Q","WGFSAULMQOBPICKRJDTEYHXZ"
"CW",67,8,1,0,11,"R","KDISCTZQLWRUPJGOFMYBEHXA"
"CW",68,8,1,-1,7,"J","MGTSPJLOWKCHDIRFYEQAZXUB"
"CW",69,8,1,0,10,"R","ITSLXBMZORHWGCJEQKFPAUDY"
"CW",70,8,1,-5,14,"P","CLJHUXGBPTKIQDFYWMERAOZS"
"CW",71,8,1,0,14,"J","SUALHTYQPMEGCJRZWIDXOKFB"
"CW",72,8,1,0,12,"E","UZSFLOGBJKQEMCWIAPHTXYDR"
"CW",73,8,1,0,13,"X","BOYGDEQLUAITXWZRMPKFJHSC"
"CW",74,8,1,1,16,"J","IRCGMUPKHYDLBZSXJQAWETFO"
"CW",75,8,1,-1,16,"W","BKADLZGFOTCJRQWYHSUEMXPI"
"CW",51,8,2,-5,13,"T","GQUJYLXTKRACHIODPBWEFZMS"
"CW",52,8,2,-1,15,"P","XKWCJGTLZURBDPQAEIMHFYSO"
"CW",53,8,2,0,10,"E","IFKCTSDYLEMUXBPHQARGOWJZ"
"CW",54,8,2,0,10,"L","JHFMQOYBTLPARWKGXZSEIDCU"
"CW",55,8,2,0,16,"T","WAFPBROYLDZUQEMTHSGIKXJC"
"CW",56,8,2,-1,12,"L","MADIWSGYZULHFEJOQRTPBXKC"
"CW",57,8,2,1,12,"U","JOTMWBICFDGEUYRKSPXHLAZQ"
"CW",58,8,2,0,16,"M","ZCHKIWYFDBUOEQSMAJRPGTXL"
"CW",59,8,2,1,16,"A","SYWKUDPOFQMXIGZHABJETLRC"
"CW",60,8,2,1,7,"D","GKJHQBCDEOPIRZALSUMFYXWT"
"CW",61,8,2,0,15,"R","GUXHKIFJYZBQEDROACWTLSMP"
"CW",62,8,2,1,8,"X","FDKWLMZIXJORGYAUQHCBPSET"
"CW",63,8,2,-1,17,"M","TXICQDZGLJPUKABMYHRWEFSO"
"CW",64,8,2,0,18,"Y","OBDKIGAPQZXFJSURCYWHMTEL"
"CW",65,8,2,0,7,"B","KXSIPEBCHOJAUYRDLZWQTFGM"
"CW",66,8,2,0,9,"Y","FKCWAOQRYEIJPBGXMSTLUHDZ"
"CW",67,8,2,-6,11,"W","LOGZWXSYTHMJPIFRKDECQAUB"
"CW",68,8,2,-2,7,"R","MIKXRHBFDGSWTQUJPEAZOYLC"
"CW",69,8,2,1,10,"G","DTRXYJKBQHGAOMPLCWIEFSUZ"
"CW",70,8,2,8,14,"D","JZITSRUGOYQFMWPLHACBEDXK"
"CW",71,8,2,0,14,"R","TMEIDOBAPSQKYRJCFGXWZLUH"
"CW",72,8,2,1,12,"T","DMLOBIKHJXRFTUPACSYQWZGE"
"CW",73,8,2,0,13,"G","UQKWXFSEJZIHGAPYCMDRTLBO"
"CW",74,8,2,0,16,"W","JRHDFQIOCSUAGMBWPLKEXYTZ"
"CW",75,8,2,3,16,"W","CTHEBRODQFIZGAJMYKWUSXPL"
"CW",76,8,1,0,12,"H","GEYJCDUPZSFHIOAKBXQTWRLM"
"CW",77,8,1,0,7,"M","RFWIXKMDQLTJYUGBEHSAPCZO"
"CW",78,8,1,-2,9,"J","YHSMZXJTILKOUBDFEGACWRQP"
"CW",79,8,1,1,17,"M","QWAOLGUTDCYPBHXRKMFEISJZ"
"CW",80,8,1,0,7,"S","XZKIRBSTDELAYHGPJCFOMWUQ"
"CW",81,8,1,0,7,"K","PDSRHGKBLIWQAYJECUOXMFTZ"
"CW",82,8,1,-11,15,"F","HMWFLDSORQZJXKEPTIBCGYAU"
"CW",83,8,1,0,18,"M","ZSWKOTIDHYCAGUXQBMFLREJP"
"CW",84,8,1,0,16,"E","SRLUOKGAJBXDZTCEFPQWHMIY"
"CW",85,8,1,0,15,"K","PFIQJECDYHSMTUKOGLABZWRX"
"CW",86,8,1,0,18,"O","YRCBDHKIZUMLQJWFPOTAXSGE"
"CW",87,8,1,0,14,"Z","HDOAFIBEUJQGKZPTCMLWRSYX"
"CW",88,8,1,0,13,"J","BRKSTAPHGYDCJMZIQOEFLUXW"
"CW",89,8,1,-1,8,"M","JLXSAKMYTUBZGRQFPWOICHED"
"CW",90,8,1,0,15,"J","UIHRECXDBQLKAPJTOYFGZMWS"
"CW",91,8,1,0,10,"S","QWEBMDIKXSZJRPFAOYTLGCUH"
"CW",92,8,1,0,16,"M","OUBYGEHZSAWLDFCMXRQKTPJI"
"CW",93,8,1,0,11,"E","ZFGWODHKCIEMQYSPRAUBTJXL"
"CW",94,8,1,-1,9,"J","XWGMLKZJUCTEYSBFOPRDAHIQ"
"CW",95,8,1,-2,12,"A","DWSTIKMXYABRCHGPFUJQLOEZ"
"CW",96,8,1,0,14,"B","TQZHMDLOWPACUBKYSRXIGFJE"
"CW",97,8,1,16,8,"J","QAZKFXUCIGTRSWBLDYHOPMEJ"
"CW",98,8,1,-7,8,"A","AMGXHDURLYJBFKTPEQCSZIOW"
"CW",99,8,1,0,13,"Z","MOBWGATXJERIZPHQCLSKUFDY"
"CW",100,8,1,0,13,"D","MXYFPGBOELIZDTRQJAUKWCHS"
"CW",76,8,2,0,12,"G","PUQYWOABSJKGEMHTDLFZIXCR"
"CW",77,8,2,0,7,"G","TSWLBZGCHQKJXRPDOEFAUMYI"
"CW",78,8,2,0,9,"X","DUIMFHEZXYABKJLCWPGSTRQO"
"CW",79,8,2,0,17,"X","YKPUQOGHEAZIDTJMXSCBRFWL"
"CW",80,8,2,-1,7,"T","WISKZTQCBAHGPJUDRXYELMFO"
"CW",81,8,2,-6,7,"M","MHBGDIQYWZJRALEOTSUFPKCX"
"CW",82,8,2,0,15,"O","ZKWHFSCRDQXJMLOTBGYUAEIP"
"CW",83,8,2,0,18,"C","ZMAWHXIRYBTDFQSEPCKJOLGU"
"CW",84,8,2,0,16,"G","CYMDFEQJSUBZXRKGLPTAHWOI"
"CW",85,8,2,0,15,"C","MWUKAFOZDXBGRJCIESHQLPTY"
"CW",86,8,2,3,18,"P","KUZWOIFASTQRMJECHXYGPBDL"
"CW",87,8,2,0,14,"D","USZBTXJIMQRKLDFGWOPHEAYC"
"CW",88,8,2,0,13,"S","HQIGYPUDCTJZSBMLXAEFRWOK"
"CW",89,8,2,0,8,"X","UJSFKQOXZDTEPCMBYWLIAHRG"
"CW",90,8,2,0,15,"B","IHEPRASLCFKWUGBQMZODTXJY"
"CW",91,8,2,-5,10,"E","WURBEJZKLFGSPMAYCTOXDIHQ"
"CW",92,8,2,0,16,"U","OSDWKZICXAQFJRGULEYBTPMH"
"CW",93,8,2,1,11,"S","PZIQGRBHCOMSDWEJTYXAFKLU"
"CW",94,8,2,0,9,"O","KFBISAWPORUZMCQEGYLJHXTD"
"CW",95,8,2,0,12,"S","PORHYMTLUDESKWAXBJGFZQIC"
"CW",96,8,2,0,14,"I","SUHCZMFYKBLXTIPJDWQGAREO"
"CW",97,8,2,-2,8,"S","WCOMTSBGHEAIXYRZQJLUPDFK"
"CW",98,8,2,1,8,"X","RBAISCQKXOJDLPWGYFMZTHEU"
"CW",99,8,2,0,13,"I","KTBGSRLMYQCDIJZXWAEUHFPO"
"CW",100,8,2,0,13,"L","KWZTPGOXISARLHCMUDBYFQJE"
"CW",1,12,1,-1,7,"P","ZTMYOPCWRSEILUBGJDHKQXAF"
"CW",2,12,1,0,15,"E","PMWHXAFUTIQJRSEGDBLKZOYC"
"CW",3,12,1,1,11,"K","LBWMEISUFDTKJRXQYAZOHPCG"
"CW",4,12,1,-11,14,"A","QDAHGEOYLBMUXIKPZJCTFWRS"
"CW",5,12,1,3,11,"E","UAZQBOIPMDXCLEKJSGYWRTFH"
"CW",6,12,1,16,7,"E","GRQPCATBDOILWJZSKHXMYUEF"
"CW",7,12,1,1,13,"A","OPJGHQRSTYBEDAMLZWCFKUIX"
"CW",8,12,1,-4,9,"K","TRJZKDOYUQEGFAHWMIPSLXCB"
"CW",9,12,1,-1,15,"A","YCSDUBTPKQMLWAHIJFOGEXZR"
"CW",10,12,1,-5,18,"B","EHFLPQJZDITUBACMGRYOWSXK"
"CW",11,12,1,0,13,"X","TBGQOYSUJDZAXECMHKLWFPRI"
"CW",12,12,1,-1,11,"B","DJRPYKSMHBGIEUAFTWCLXZOQ"
"CW",13,12,1,-12,14,"A","DAJUZHGLEMTYFRPICXQKSWOB"
"CW",14,12,1,-16,17,"B","BUKSMOZXYTRQFHIADEJLGCWP"
"CW",15,12,1,1,12,"S","WULCZEXITROFSPMGQJKADHBY"
"CW",16,12,1,0,12,"Q","FYXKREMDLBGQCZPSUOIWATHJ"
"CW",17,12,1,1,13,"P","TBLFKIWGXHCROPSDEYUMZJQA"
"CW",18,12,1,0,16,"S","QRPZWTHDOEMUXBFSCGKYILJA"
"CW",19,12,1,-6,7,"T","TKIHYWLDBCJMUGFQPOARSZEX"
"CW",20,12,1,1,7,"A","PCBTMOZAQLEIWFSKGJURYDXH"
"CW",21,12,1,-2,10,"B","QTWHFCIBRYPEZLOASUDXGKMJ"
"CW",22,12,1,0,14,"K","YOHWJZMXLIPTUKFQECBDRAGS"
"CW",23,12,1,1,18,"M","QEDJLPIKWGBXTSCUFAMHORZY"
"CW",24,12,1,1,13,"X","CLPQKODJWUMIHXFBTSZRGEYA"
"CW",25,12,1,0,13,"S","EKUQZJHYROXASWBIFMPTGCLD"
"CW",1,12,2,-1,7,"W","PQEHCWJZKUIGLADSMBRYTOFX"
"CW",2,12,2,-2,15,"S","DUQLBMJAITOZSHFGPXEKRCYW"
"CW",3,12,2,-5,11,"T","DKCHJTQZELBGSFYWPRMIOXUA"
"CW",4,12,2,1,14,"X","KSFGMLJIQZYPDWXCUOTRBAHE"
"CW",5,12,2,0,11,"X","CJBAHTDOIQXKSYLRWPGZMUEF"
"CW",6,12,2,2,7,"T","SXMGLFZPTIRUJEKHQOABDCWY"
"CW",7,12,2,-12,13,"S","SDFWEJGZAKXBCUMLQRHYPTOI"
"CW",8,12,2,-1,9,"M","DABQTYSMKILRGOUJCZHXWFEP"
"CW",9,12,2,1,15,"W","YEOQAPTJLCKXRBZWHUFIDSMG"
"CW",10,12,2,1,18,"T","SKGXLYMHIOZRBJAQFCTWDPEU"
"CW",11,12,2,0,13,"S","LWXABHYKMIFCSDJRPTZGOUQE"
"CW",12,12,2,1,11,"E","ZTSOJIUPBYLEFAWKGHDMQXRC"
"CW",13,12,2,-3,14,"S","ZCJEWDRALXSYMHQBIFGKTPOU"
"CW",14,12,2,-3,17,"X","CRILGKWUFQEJMXDOYHAZSPBT"
"CW",15,12,2,-11,12,"E","ESTURXBFPKGDJMZIYHQWCAOL"
"CW",16,12,2,1,12,"T","IUBRCKJLESOYTAGMHDZPQWFX"
"CW",17,12,2,0,13,"W","YKBACSLMHGTXWPQEDUOFRJIZ"
"CW",18,12,2,-1,16,"X","WTYDQBZCRLIGJHXPMEAUSKOF"
"CW",19,12,2,1,7,"E","XPTKASFELRGQDMUJHWZOYCBI"
"CW",20,12,2,-1,7,"R","SBGHORQPXZMCKFIJYEWLDTUA"
"CW",21,12,2,1,10,"Q","MSBWEXDOHCQGTJRALZIPUKFY"
"CW",22,12,2,7,14,"T","LHQUSGYBJXDMPKRZOWCFTAIE"
"CW",23,12,2,1,18,"E","YMBIRCTAUZJXWFPKDHELQOGS"
"CW",24,12,2,-1,13,"M","KXPRQBLFTJIMUHSWEDCZYGAO"
"CW",25,12,2,-5,13,"E","QITXMPHEJLCGUFOKRYWBASZD"
"CW",26,12,1,-2,13,"P","MKOYGCXERJPWUFBZHQASDTLI"
"CW",27,12,1,0,17,"S","OKZUWJXRPEIQMLTYSHCBAGFD"
"CW",28,12,1,1,12,"X","TFUOHSZBIJKPXMEADLGCYWQR"
"CW",29,12,1,-2,12,"B","ASTJDMCXQBHEOUGYIPRKZLWF"
"CW",30,12,1,1,13,"M","EGFOAHSBCPZILMDUYWXQJRKT"
"CW",31,12,1,3,7,"S","TDHJEXCOPSRLUIWKYMQGAZBF"
"CW",32,12,1,1,18,"K","RBOQSGYCEPFTDUHJXIKMZWLA"
"CW",33,12,1,-3,12,"D","WSHFZJEUDXAKRYPLBIQMCGTO"
"CW",34,12,1,1,9,"T","GWDOLHAEITPUQCYZSXRBFJKM"
"CW",35,12,1,-5,9,"P","UXLPFCMQDHROSJGKAYITWEZB"
"CW",36,12,1,0,16,"R","FBUSEGMKICAOXWLRJTZDYHPQ"
"CW",37,12,1,1,15,"W","BXPQDFLKUJZOATHWEIGCRYSM"
"CW",38,12,1,0,10,"P","OZASBKUHWPILDQJTCXGMYEFR"
"CW",39,12,1,0,14,"D","IUWEKGZRCTBQMDOSPHYJXLAF"
"CW",40,12,1,0,18,"E","KLBSQGTOZWMRAPXCUEIHFYJD"
"CW",41,12,1,-1,14,"J","AWKMPXBZQTIEJGOHFYRDUSLC"
"CW",42,12,1,0,7,"R","TDKFAQRLOUZHYJSPBCIGXEMW"
"CW",43,12,1,0,17,"R","XHLYBWJZAIGQTOPURMKDCESF"
"CW",44,12,1,-1,16,"R","BFGULHAODEIYZTRXPQJCMKWS"
"CW",45,12,1,0,15,"A","WZRKCUYSIEHBDTAOXGMPQJLF"
"CW",46,12,1,1,17,"J","AKPDOQIBHUFSLCMXGJRYWZET"
"CW",47,12,1,0,16,"K","QJDHIPOXAZYGSEBKFWRCLUTM"
"CW",48,12,1,1,15,"G","QMIULASXBJWCDREGHKZFPOTY"
"CW",49,12,1,0,9,"J","GQIFHKTBJCXEWRAYOMZPDLSU"
"CW",50,12,1,0,10,"A","FEIWQXROCAYMZBKLGDUHSPJT"
"CW",26,12,2,2,13,"X","AIEJOCUTLQSPYHXKMDZGBRFW"
"CW",27,12,2,0,17,"T","OQWSDJZHEGLYKFCBTIRMXUAP"
"CW",28,12,2,-9,12,"A","CRATKUZQEIOBMYWXHDPFGSJL"
"CW",29,12,2,1,12,"Y","PIZCJRAKGQLHYXDFOBSUETMW"
"CW",30,12,2,0,13,"A","QCMJUYIBRKHFALOESTPXDGWZ"
"CW",31,12,2,15,7,"C","AZHRBSPJFGILUXOMYQDTECKW"
"CW",32,12,2,-9,18,"M","LQXIOJFBMZSTPYCAUWKHREGD"
"CW",33,12,2,1,12,"Y","EHTXWOFILMUKYDGBPSJCRAQZ"
"CW",34,12,2,0,9,"W","TCJRLAOBWDIEYQXUMZGPHKSF"
"CW",35,12,2,-7,9,"Q","EQUJRAMXCPDTYLGSZOHBFKWI"
"CW",36,12,2,0,16,"S","KBLRMUDOIJWYTQZSGPXFAHEC"
"CW",37,12,2,3,15,"W","MOHRXQLASEFYKPZGTWIDUJBC"
"CW",38,12,2,1,10,"R","DWUALKEQZFRYGPSXCHMJTBOI"
"CW",39,12,2,0,14,"Q","YZATIGJRBSMDWQEFULXCHKOP"
"CW",40,12,2,1,18,"Z","WKXUMYIBGJPHESLFQRZACTDO"
"CW",41,12,2,0,14,"X","GKUDYCZTEJLBQXOSIHMWFRPA"
"CW",42,12,2,-6,7,"B","BTAGFDOIELKHYMQPZJRSUCWX"
"CW",43,12,2,-6,17,"S","CFHLRUMTWYSPEJAGXZOKIBQD"
"CW",44,12,2,0,16,"X","FKODTUPQIZYJLBEXHWCAMSRG"
"CW",45,12,2,1,15,"H","ZXESOUGTYAMCJRKHLFDPQWIB"
"CW",46,12,2,0,17,"T","EOMKDCJXUGASYZIFTPBRHWQL"
"CW",47,12,2,0,16,"S","JQDRICTYOUEWABGSLKFPXHZM"
"CW",48,12,2,8,15,"X","RYTPEGLZQCDFMUOJIBHKWSXA"
"CW",49,12,2,-5,9,"S","PKGSBUREXJMOWAYZHFLTIQCD"
"CW",50,12,2,0,10,"R","GQYLFUOESRPCDMTWZXAHJBIK"
"CW",51,12,1,1,15,"B","RDYQKHOSULACPIWBZFTJXGME"
"CW",52,12,1,0,18,"E","XYWRHKZCJAPSULIBMEOFTQDG"
"CW",53,12,1,-8,9,"J","JWUFLIQSYMPOXCDTBEGAKHZR"
"CW",54,12,1,0,13,"A","CDJLOWSGZXFMABYRQETIKPHU"
"CW",55,12,1,0,17,"W","MLYOKXUZFCQEDTIRWGPJBSAH"
"CW",56,12,1,1,14,"Q","MIYXHFTZSLJEWUQCARBPKODG"
"CW",57,12,1,-2,12,"Z","BFIHXAKMWZLYDRCOJEQSGTPU"
"CW",58,12,1,11,10,"X","GCHKOBDTIZYFRAJWLMSPXQUE"
"CW",59,12,1,1,10,"M","OBSDIXTPLYMUZHGJQFRECWKA"
"CW",60,12,1,1,9,"A","COUMWLIEYAKQDBPHFRTZGSJX"
"CW",61,12,1,6,13,"D","ZXJSOHBMRWGCQYIPEADFTKLU"
