experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	streamsPerRing	baseAngleCWfromEast	resp0	button0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	timingBlips
main	10 	charlieConf 	 oneCued 	 0.0 	 right 	 8 	 225 	W 	0 	E 	0.0 	2 	0 	1.0 	DAMRNFUCXLJGVZTEYPBISKQHWO	VPGBJLTFCQSWOYUENAKZIDXHMR	IPQFBNEWCGJMKVHDSXAUZTYOLR	JUEACWMBLKDTNPRFVIOSGHYZQX	TWCSYEKVIHONMXUAPGFBRJLDZQ	RZLEUHDFIBNXWSOMVCGYQJATKP	DQPOXNSRGZEFIJCUBWKTMVLYHA	JRCUGAKWQDXIFLMZYESHNTOPVB	0
main	11 	charlieConf 	 oneCued 	 0.0 	 right 	 2 	 315 	E 	2 	P 	0.0 	1 	0 	-8.0 	JIQGDURSOFAWMBYZVCXKHELTPN	BJESDQLYFUPXVRCAWZMHITNGOK	-99	-99	-99	-99	-99	-99	0
main	12 	charlieConf 	 oneCued 	 0.0 	 right 	 8 	 45 	K 	0 	Z 	0.0 	4 	0 	1.0 	VFWUALJTDNYIXGBQEHKMPRCSOZ	DAJSUORKTPVBHELICGXZNQYFWM	WTLRSONZIEQDGKFHCMYXVUPJBA	WNSLOFCXHUEGMKRBJYVDQPAIZT	GHQBUMEZKICYDOFNWTJVPSLARX	CPSZFYROJVKNGDIELBWMQHUTXA	ZGWNUAJQYHROMFCEXPKBDLSVTI	AXJEYQCFLNUBDITMOZKPRVGSWH	0
main	13 	charlieConf 	 oneCued 	 0.0 	 right 	 8 	 270 	L 	0 	F 	0.0 	2 	0 	1.0 	WHBNYOSPTDJFRUXQGIVCZKAELM	YXRMHANDICWOUJKSVLZBPQGFET	UXDOCMQZFLKANYJERTGSVPBIHW	FOSJMZGIYLQBWETDKVAHXUCRPN	DTIYLFEPBCRZOXNSWKJUHGMQAV	QLWNKAEJDCVTSGORFXZHBUYMIP	FWBEGNSQCAIXPOVRZJHKUTLMDY	HWUJFYPQGAICORLKESXBNMDVZT	0
main	14 	charlieConf 	 oneCued 	 0.0 	 right 	 2 	 225 	D 	0 	O 	0.0 	1 	0 	-5.0 	DBUMVQEKYJNIPOGFLZXHSRWCAT	QSHDWJYGOZTKARIPFLENUMCXVB	-99	-99	-99	-99	-99	-99	0
main	15 	charlieConf 	 oneCued 	 0.0 	 right 	 2 	 180 	T 	0 	D 	0.0 	1 	0 	-1.0 	GWFIOXELZNRUSMJPKTBCHQVYDA	QUXIATDHLFBOJYCSMERPNGZKVW	-99	-99	-99	-99	-99	-99	0
main	16 	charlieConf 	 oneCued 	 0.0 	 right 	 2 	 315 	D 	2 	D 	1.0 	0 	0 	0.0 	QALTUVIZKEDHYPBWFXJOMSCNGR	BCJIAXVMRTWFGEKUDPZHQYOSNL	-99	-99	-99	-99	-99	-99	0
main	17 	charlieConf 	 oneCued 	 0.0 	 right 	 2 	 90 	E 	0 	B 	0.0 	0 	0 	1.0 	YHIJXLBENOSKATUQMRVFDWZPCG	IFASJQBGTHCVWNEYDPMROXUKZL	-99	-99	-99	-99	-99	-99	0
main	18 	charlieConf 	 oneCued 	 0.0 	 right 	 2 	 45 	G 	0 	Q 	0.0 	0 	0 	-2.0 	JKZMTCRGVQFNHDILYPXBAUEOSW	DMSEFYRVZWKJUACLBGNITQPHOX	-99	-99	-99	-99	-99	-99	0
main	19 	charlieConf 	 oneCued 	 0.0 	 right 	 2 	 0 	D 	0 	S 	0.0 	1 	0 	1.0 	WRKSZTPIJFXUBVEQAMDLGYNHOC	ZVBKJCIWSDAONGYEURMFXLHPQT	-99	-99	-99	-99	-99	-99	0
main	20 	charlieConf 	 oneCued 	 0.0 	 right 	 8 	 135 	A 	0 	R 	0.0 	7 	0 	2.0 	KZQMRABOJHLFWCUDSTGNIEXPYV	IPKOTMSADUWRXNGBQVHCLJFEZY	YFDQEWIPKAMHSRVGZBOCXNTLJU	NQJTKUGFYDHXSVMPIOECRWLBZA	TOINUHPZFYWKJRAXDVEQGLSBCM	GBLTVZFEAORWQNSIHDXMCKPUYJ	WFBDYMLRETGSKUNOJVXAZHQPIC	HPMTIOEVDRLAZFNUXYGJBCWKQS	0
main	21 	charlieConf 	 oneCued 	 0.0 	 right 	 2 	 45 	E 	0 	E 	1.0 	1 	0 	0.0 	SOTZNHAKQFXIUBGLJYMDRWEPVC	ILCRBWKZPGEMVTASFNDHXYJUOQ	-99	-99	-99	-99	-99	-99	0
main	22 	charlieConf 	 oneCued 	 0.0 	 right 	 8 	 135 	P 	0 	H 	0.0 	3 	0 	3.0 	JXGFRTWKQPCYEBSVNDMILHAZOU	VZPJWBNAIOHRXMYEQLFKGUSDCT	LECJWMKRYAOIPVGSTUXFQBHDNZ	BKJXAMSWOTHNEPDLIZGUVYCFQR	HDBKPRFULWGMQZTNSCOXAVEJYI	MLBJPOUCQRXFIHNKDATSGWZEVY	EXUOQGYCHBSMJVPFTWAIRZKNDL	HGLWXVUFANOZYMJRSIKDTQCEPB	0
main	23 	charlieConf 	 oneCued 	 0.0 	 right 	 2 	 135 	G 	0 	G 	1.0 	0 	0 	0.0 	TNAMKYBHIGUSOERCZJFQDWVXLP	EABKZPXRJLTMOSYWHDNIVCQFGU	-99	-99	-99	-99	-99	-99	0
main	24 	charlieConf 	 oneCued 	 0.0 	 right 	 2 	 270 	E 	0 	H 	0.0 	0 	0 	19.0 	ZMDSOFHNLBGYUJQRVKICAXPTWE	MDGCSXQBIRONZHKLWEVYUFJPTA	-99	-99	-99	-99	-99	-99	0
main	25 	charlieConf 	 oneCued 	 0.0 	 right 	 8 	 315 	C 	0 	C 	1.0 	2 	0 	0.0 	SJPEAVTBLDMZOCIHGXKRFWYNQU	RCYDLUEJPHFVXIQGWNKATMSZBO	HPESKNRGXCBAVLJWQZYDTMIUFO	GIAUJPSFRZEMLHNXBYOWVQDTKC	PZETNOLVAMCSWYBQDHGKJFRIXU	UDMBNIRZWHXQVEJGLCSATYPFKO	ILZKJMVEQPYDNAFCBGRHWTXOUS	YMQBITCNJSKUAXFDZPHLGREVOW	0
main	26 	charlieConf 	 oneCued 	 0.0 	 right 	 8 	 135 	O 	0 	H 	0.0 	1 	0 	-3.0 	ZOIHBWEFXAPLUNVCQKDSGMJTYR	ESWORKHQXULMFCDJNIBYVTAZPG	CTGJBQUVSWEMNORKYDXZALHPIF	CXSFLKRMENQWIPTHZOUDJVYGBA	OGCQHYMUNJWEFKLSZPVDXIRBAT	STNHZUDRWOIVKGCEQLFYBAXPJM	DJRNIQHBPXVLKGCFMEWZOUSATY	DVOQMJPHZYRGWKUNIEXSFATCLB	0
main	27 	charlieConf 	 oneCued 	 0.0 	 right 	 8 	 225 	M 	0 	Z 	0.0 	3 	0 	1.0 	QVFAGKCSHLUERWDXJBZNPMOYTI	HRZIOWLXGUTSEDPFYAKJVNMQBC	PXUDEYHLWGAIJMVOKSBNRTFQCZ	BDFYEPWXIZMSJOGTVRHQAKULCN	MYIUPOSVBRWCGDXKLEZQAJNFTH	OWEDTJPMSAUNBZFIVYLGCXKQHR	ICDTEVZJPQFRLOSUKNHWYGXABM	BNQWXPMHAVYELIOTDGJCFKSRZU	0
main	28 	charlieConf 	 oneCued 	 0.0 	 right 	 2 	 90 	C 	0 	C 	1.0 	1 	0 	0.0 	ZOFSBNLHQRMYUTDJPIGWKACXEV	MJBZVUCODQLNSFPWRAXEKTYGIH	-99	-99	-99	-99	-99	-99	0
main	29 	charlieConf 	 oneCued 	 0.0 	 right 	 2 	 135 	P 	2 	K 	0.0 	1 	0 	1.0 	YVWMPNOSBQGFEXUALJZTDIHKRC	CZRLSIFQTKPYMJVHEAWNOGXDUB	-99	-99	-99	-99	-99	-99	0
main	30 	charlieConf 	 oneCued 	 0.0 	 right 	 8 	 90 	G 	0 	G 	1.0 	5 	0 	0.0 	LUMCXAOGZRHYWETKVJINQDPFSB	KVPMRBINXDGAETZCFYOJWUQLHS	COUSRLZTJYKDBAEPXIWGNQVFHM	PWTIRUNBLKGCOJSHADEMFQXVYZ	ZADOCXRGLYFEMSBHPVIWTJNQUK	RVCKULATGZXWDNIBPYSEFHQOJM	BUMZPVHXALTJFSNEIOQWGYKRDC	KPODHXZWNEBLCSUITYFRQGAVJM	0
main	31 	charlieConf 	 oneCued 	 0.0 	 right 	 8 	 270 	M 	0 	M 	1.0 	6 	0 	0.0 	AKYRPQVGDINEXMBTWSOFUZLCHJ	LPIGBKJTDMZCFRAEXONWHVSYQU	UGKWHSMTROJCIAXPLFNVDZEQBY	MQGTJVLEWBFKXDHNICOPARUSZY	XRNFWKMEGUAHDZYSOICJVPLTQB	ICDKJWUXEAGFHQTONPMZVRLSYB	XDRLNEMVWSTFZAJGYUIPKOHQCB	TPURVBNQCGMZAHOIJXWKYSDLFE	0
main	32 	charlieConf 	 oneCued 	 0.0 	 right 	 8 	 90 	O 	2 	B 	0.0 	4 	0 	2.0 	UMXIREWCVNLKADHJTZGYQBPOSF	YCXOPREWLNKQHBIFDZJSTUMGVA	PNJZKDAXIBUWVLCTGOQFHEMSYR	DTQXUNYFRGOESBMPALCJIWZHKV	UEPWQNXMJBZOKFYTSDVGACLRHI	QZRLCHJFGWSKYOINAUMXVDBEPT	FMLYINQOUSJKAVXWHGCPZBTRED	JQPFLUIYTRAENKVZBHCMOSWGDX	0
main	33 	charlieConf 	 oneCued 	 0.0 	 right 	 2 	 180 	P 	0 	Q 	0.0 	1 	0 	1.0 	LUAXCEOZINKJQFTSYWHDGPVBRM	MONUSVFLDQPYXHIKTGEBACWZRJ	-99	-99	-99	-99	-99	-99	0
main	34 	charlieConf 	 oneCued 	 0.0 	 right 	 8 	 180 	J 	2 	P 	0.0 	0 	0 	3.0 	QLMHWIKPTCJODSYARGBVNXEUFZ	KPUNJXISLBRYVQZFGOACWDTMEH	EYMTNAZFPUCRLIWXHDOQJSBKVG	WYAXQTEUZLVMKNSRPJFDOGBIHC	JPTFQVBRGYWNZMKHODLCXIUSEA	DCVNYPAFSTMZWKXUHROIGQLJEB	QKAXHIULYMFVETZGDCNOJWRBSP	OITQDZSWRUJMVYAGHCLEPBNKFX	0
main	35 	charlieConf 	 oneCued 	 0.0 	 right 	 2 	 225 	P 	2 	P 	1.0 	0 	0 	0.0 	QLNMWKPVCRHGFTJDUXOAZIESBY	JTHRGLBNOIFXAZEWMQKVUPCSDY	-99	-99	-99	-99	-99	-99	0
main	36 	charlieConf 	 oneCued 	 0.0 	 right 	 8 	 0 	G 	2 	R 	0.0 	0 	0 	1.0 	MVZONCIDBRGPHFJUEWQTKXYSAL	LTBFZKCPVWUMYQRNDAGSOIXEHJ	SPLQAIBCDFZKOVYWHGNEUXRMJT	UVQZIPXLTNBAMCGDYWSOKERJFH	LBXTPZWMSNDAGYUJIQVOKCRHFE	JRFODLKAENTCQYVPWHMBSZXIGU	ALJMVHDNIBWGZESTFUQYRKPOXC	SBGNOEHAXTMZICPYVKLURQDFJW	0
main	37 	charlieConf 	 oneCued 	 0.0 	 right 	 2 	 45 	F 	0 	Q 	0.0 	1 	0 	1.0 	VUFPHAKBJLOXYDRMWZQIGENTSC	YAMZDEJQFIKOSTGBPCHNVXRULW	-99	-99	-99	-99	-99	-99	0
main	38 	charlieConf 	 oneCued 	 0.0 	 right 	 8 	 45 	P 	0 	G 	0.0 	3 	0 	1.0 	QAMVYSGNUOCKLHBXREIJZWPFTD	HPUVRQCXALOBFJKMESNDWTZYGI	BSUPQTGIMHJWOVACYELDFXZKNR	DSWAKYRQOVGPNHCJELMZXIFBTU	VTEHNFOCIBGZARQJDKYWUSXLMP	DYGUZMASQRTWVEBFIKPHLJNOXC	RLKHSXUVGAMJWBFEYZDTCIQNOP	UFYXIGOSZVHNPEDCTKWALRJBQM	0
main	39 	charlieConf 	 oneCued 	 0.0 	 right 	 8 	 0 	A 	0 	F 	0.0 	5 	0 	1.0 	PKGERDYIAJUTBSXQVZLHFCOMWN	DWMNQGXCFRTEUIJOBKAYZLHSPV	JNRSMXIUVTHDLKYOZPQGFWAEBC	LUIMZBNCERXAHVPGKJTQDYSWFO	DRGHNITJLBZSKCMWVFEAQXYPUO	LZSUDJMXORFAWPEIGHCTNYVQBK	JYNZOUFDCIKTLPMVSRHQGAEWBX	WGPFNYEUJBXQLCRIVMTOSKZDHA	0
main	40 	charlieConf 	 oneCued 	 0.0 	 right 	 2 	 135 	P 	0 	V 	0.0 	1 	0 	1.0 	RBAKHNDJSOIQZUCGVXMPYEFTLW	OKBLGHVPRWAYFEZJTDIQNSXCMU	-99	-99	-99	-99	-99	-99	0
main	41 	charlieConf 	 oneCued 	 0.0 	 right 	 2 	 45 	E 	0 	R 	0.0 	1 	0 	3.0 	WPJMNQOCYRSLUFGTIHEKBXDVAZ	NCTFBXHAPRJYEISKLODMGWZUVQ	-99	-99	-99	-99	-99	-99	0
main	42 	charlieConf 	 oneCued 	 0.0 	 right 	 8 	 180 	W 	0 	V 	0.0 	6 	0 	15.0 	TCLVIAFRJZHXSKBYGQEOWNMDUP	VSQRMEJPHTWNYIBFKXZGOUDALC	NREJHBZOAMCKTWQUIVXLSFPYGD	FUTAWBVJMGRLZKSHPYCQDOENXI	EANLWRBSFXKVOHPMQGTJDICZUY	NTCZGVRWIOXFKPYMBDJHQASELU	LOQFISXRKVNJEZATCBDMGPYHWU	RZMDTIBJYPVFHNCGKUEOSLWAQX	0
main	43 	charlieConf 	 oneCued 	 0.0 	 right 	 2 	 270 	I 	0 	H 	0.0 	0 	0 	-8.0 	FILCVKQOXHRDEUANPTSBYJGZWM	BZHDYEOQMNLVPRTISGFKJCUXWA	-99	-99	-99	-99	-99	-99	0
main	44 	charlieConf 	 oneCued 	 0.0 	 right 	 8 	 270 	E 	0 	X 	0.0 	4 	0 	-1.0 	IWPRGAHETQZFMBXKVULDNYOCJS	CFLYVXMNORGPDWUZHTSQJEBKAI	EXGZHRFLMYPDJBNIQVKCUTOSAW	XQSUZCPWIGFRVDHEAOBLKMTJYN	MRFKUVWEXCZNYIHBTOJGDLSAPQ	EFRPNAGZHMWTSYUQLOVJXBDKCI	RMSNXTVPUGIBZKLOEHYJQCADFW	RCHJFPBVSNUDKILMWGYAEQZXTO	0
main	45 	charlieConf 	 oneCued 	 0.0 	 right 	 8 	 45 	P 	0 	D 	0.0 	4 	0 	5.0 	LEOCQRUBJAHTIKWZMFSGDXVPNY	JVTXIKHOFQGBAYWMCEUZDSNPRL	OTDACHIEZGQMVKFYSWPXNBLRJU	EYFJQRXNWVZDBOCMLGAKTUSPHI	AZTUNGLEHDBCRKPMIWVQFSOXJY	YMWJAHEIKSBXTLZCNRODGPUVQF	ZVTNWFHPOGQUAXRJIEDKCLBYSM	OSPNIJLKDXRBUVCFHWATGQMYEZ	0
main	46 	charlieConf 	 oneCued 	 0.0 	 right 	 2 	 315 	W 	2 	W 	1.0 	1 	0 	0.0 	AWLGDQCUPSZJMEKRFYIBTNXHVO	DAZOBKHWUPYGFJISTLMRNXVECQ	-99	-99	-99	-99	-99	-99	0
main	47 	charlieConf 	 oneCued 	 0.0 	 right 	 8 	 180 	E 	0 	E 	1.0 	6 	0 	0.0 	KNTMIQUDXSZGCVYFORBJELHPAW	PQJKMIYXSZRDWGLEFNOBTVHUAC	RLGMJBNQZEKPYIUSCVXDFAOHWT	SQCJIDEHALXRTPBUVWNFYMGKZO	HXOMDLSUKWFPCBGTQEINVJRAYZ	FHUILKANDCYWSOGVEPXJZTBQRM	VAUHJXEIRLGMNOPFSTZCBDKQWY	BSYELKNIDMPUVAHXTZCRQOGWFJ	0
main	48 	charlieConf 	 oneCued 	 0.0 	 right 	 8 	 270 	U 	0 	J 	0.0 	1 	0 	-1.0 	MCSNHXQOLUBVAEIPJWFKZDYTRG	IWODEUJCVSPGYKQTRHNBXLFMAZ	GPLESDUZBVHOWICRFNYAXMQTJK	HZASPJOEUXMRCQLBVKGDINWYFT	GRVHPQTKIAZDJUCSEXLYNOBWFM	REGMAHZKQFOUTCVYNJBXDLISWP	YBMZGQIUAFWKSVJLDTPHXONCRE	RASOELCFNUTVXMZKIHJYDQPBWG	0
main	49 	charlieConf 	 oneCued 	 0.0 	 right 	 2 	 270 	A 	0 	X 	0.0 	0 	0 	-1.0 	MCULEIAXFTKONHZRVBPWJQYDSG	NATSODXKVRWBCMEYULGZQFPJHI	-99	-99	-99	-99	-99	-99	0
main	50 	charlieConf 	 oneCued 	 0.0 	 right 	 2 	 315 	I 	2 	Y 	0.0 	1 	0 	-5.0 	OCYLHQWSTPVIBRNUXJEGDAMFZK	ORNWIHAUEYTLCVFJMKXGPBSQZD	-99	-99	-99	-99	-99	-99	0
main	51 	charlieConf 	 oneCued 	 0.0 	 right 	 8 	 270 	G 	0 	T 	0.0 	2 	0 	1.0 	PXWFJEUAQHOLMCNBIVGSDZRTYK	LKWTSZBREHAPDNXMUFQGYCIJOV	LDEZHSIOWKTGMYUBQJCANPXRFV	RZAGLBSDHQJYWPICVMUFOTEKNX	WVEACLKZPGYRDFMQNUHITBSXJO	PNJSHCQELGOYAZMUKXBTIDFRWV	CMOUTQJBYLSRPKXHAWIGVDZNFE	ZAQKWLSCNDVOXGRTEHFPYJMIBU	0
main	52 	charlieConf 	 oneCued 	 0.0 	 right 	 8 	 90 	C 	0 	L 	0.0 	4 	0 	1.0 	NMEYSFJLBZXDPVTKHQGUCRAOIW	LWRVANPZTUBSQEHCDXIYGJKFOM	EPNKZQLWCVJGARUHMITSFXBYOD	ZIFKAXGJWCPBMQOYSERHULDTNV	PSUFGVIOKBLCWQAZNTHJDMRYXE	GPANZBHDWSOVRCFUXLKIEMQJTY	JNBVMICATSWXKLZRUGFYEOPDQH	TAOSRPYIJGCBWLDNHXZEQUKMVF	0
main	53 	charlieConf 	 oneCued 	 0.0 	 right 	 8 	 315 	E 	0 	C 	0.0 	4 	0 	2.0 	XKHISUMOGCPNAZQJEYRBDLWVFT	YAQLCKGVIDEZRHPMNWOBJUTXSF	NMTQHZEDUYSIPVBACLOJGRKWXF	NQMUSGAZWFVYCDRTPXKOILEHBJ	DVSPXWCNEBLGTMFZHKJOYRUQIA	XVLKMEPSOCWDFURYZABGIQHTNJ	NTFKJXWEIDSUHCGZPMAROLBVYQ	UBFTPNXHCQSVOKWDAMYRZEJILG	0
main	54 	charlieConf 	 oneCued 	 0.0 	 right 	 8 	 315 	P 	2 	S 	0.0 	6 	0 	-10.0 	OHIKNJRLZFPMUXEBSCGVYAWDTQ	DJVQCHFMTPERNBGKIXAYWSULOZ	GYBQUMRJSZTCPDLFWIOAHKNEVX	FIRDYKMGUWSAXPQLVHCEZBONJT	CYABILFSWNVOJRGQKZUDTXEMPH	KXHWYVUZGBFNALQOTMDSIJEPCR	PDGAHKCMNJSFOIEUYZQBWTLVRX	PJFUTYVQIDHWCGLOBZMRSAXKNE	0
main	55 	charlieConf 	 oneCued 	 0.0 	 right 	 8 	 315 	A 	0 	A 	1.0 	1 	0 	0.0 	AKGQTCDXLMJBWIEORPFUNVYHSZ	XSIQGFAENWHOUJVRZPMDBKCLYT	VLGYXUEWBJZIMQNPOFCKRTSAHD	DFTQHLBXUYNGJMVRCZKEIAWOSP	FSCXZWBAVNJHIQKOEMRGYTDULP	HQYDBOJXCSAMIZFUTWLGRKNEVP	EXNBLGVQYSFDMTJHOZPCUARIWK	AFPSEXDKJCOYUWRQVLTIBHZGNM	0
main	56 	charlieConf 	 oneCued 	 0.0 	 right 	 8 	 135 	Y 	0 	Z 	0.0 	4 	0 	1.0 	KTROSUPCGAHYDBJFNMWQVEZLXI	JQZXURBWKEOFAVGPYHCISTLDNM	URCXWSQHMZGTVDFAIOKLPBYNJE	IHQORPAFTJYWMBNGKELCXZVDSU	VEOBIFDMNZYGKSTCHLWPJQUARX	ECGHKFINBTDZJUOQLSPXMRWYVA	XQBYHDANMFTSPVOZICURJGEKLW	HRVXMBQLGOEAWDCPKNTYSZUIJF	0
main	57 	charlieConf 	 oneCued 	 0.0 	 right 	 2 	 180 	M 	0 	V 	0.0 	0 	0 	2.0 	QCDKXRNOVYMTSIEPALUFJGWHZB	TVGEWQMLKJBRDZSNXAHOIPUYFC	-99	-99	-99	-99	-99	-99	0
main	58 	charlieConf 	 oneCued 	 0.0 	 right 	 2 	 135 	G 	0 	Z 	0.0 	0 	0 	1.0 	CSMHYVZGKOTUDIRQWXLNBJAFPE	YAFGISXPDBWTQUCLNREZMKJOVH	-99	-99	-99	-99	-99	-99	0
main	59 	charlieConf 	 oneCued 	 0.0 	 right 	 8 	 270 	W 	0 	F 	0.0 	6 	0 	8.0 	ULYJWFKIGBPZDHQEVSOXRTMACN	JZOMNCEDAUIKPFLTSVXBGYRHQW	GOZPHAJLBEVWRMIKCXDFUSYNQT	AMGFZVCNWXJIPHUYESKDOBRTLQ	WJTRKXEZNCYQPVHMFDLSOGIAUB	UCVMSAWFZNKDJIRHQPGBOXYELT	ZJSKPRYCLFXVTOBMGWAEQUDIHN	AWHKZXRIPUYBDSNETMOFVJGLQC	0
main	60 	charlieConf 	 oneCued 	 0.0 	 right 	 2 	 180 	M 	0 	W 	0.0 	0 	0 	5.0 	EGNVOHUQBIWKTYRMZLDAJSFPCX	JQEOVNBSGTYLWIPUFZXHAMKRDC	-99	-99	-99	-99	-99	-99	0
main	61 	charlieConf 	 oneCued 	 0.0 	 right 	 2 	 90 	J 	2 	X 	0.0 	0 	0 	-8.0 	GJBNEQVLTXUWOHPFRYDMSCKIZA	KGDZTCWSXRQHLIVPAUOJNYEFMB	-99	-99	-99	-99	-99	-99	0
main	62 	charlieConf 	 oneCued 	 0.0 	 right 	 8 	 0 	D 	2 	N 	0.0 	1 	0 	2.0 	KSMQVWDBZNPGEAHIJCYLRXUOTF	SLGAUWKFNJDBIQRTYVECXZHMOP	THIDVNJAKSQXGRZYPLMOBUEFCW	FEXNPHRMOVKQSITJUBLCAWZGDY	RZTSVNBJMWDFAICLGXOKPQEUYH	ONRTMLUWCJYHSVPBAXFIGQDZEK	MGXHYUDCLBZRKEWPNTJIQSVAOF	VTDOGKMRASZBJHQFLYCNPWIXUE	0
main	63 	charlieConf 	 oneCued 	 0.0 	 right 	 8 	 135 	K 	0 	K 	1.0 	2 	0 	0.0 	ILVJXCOHDZSYNATMRUWPGQBEFK	SZFLAOPYDHNCIEKGWVQJXMURTB	JYDEZQKHCTAPIMVRLNOSBWFUGX	UBXKGAIRMHODSNVJTZQFWPELCY	JUWHXMPRGNFLCQAYDVSKEBITOZ	SUXMODIJKBFEWCYVQRTHPZNGAL	PTFSCGLWQYMHDENJXUZVIAKRBO	MDEIKPYCVJZBGXRFLQANTUWHSO	0
main	64 	charlieConf 	 oneCued 	 0.0 	 right 	 2 	 315 	Q 	0 	Y 	0.0 	0 	0 	1.0 	ORGKVDYQMLITSHBNPWUCZAEFJX	NSOECIVMGJQPYXBZHRLDFAUTKW	-99	-99	-99	-99	-99	-99	0
main	65 	charlieConf 	 oneCued 	 0.0 	 right 	 8 	 90 	P 	0 	W 	0.0 	2 	0 	1.0 	MGLFNJVHQXDYCRZUWOIAETKSPB	FXAYEWVGLJPTRZCBNUKSOIDMQH	XIFGNHKBZWPMDAJRVSTQYUOLEC	SFPHKNGUAMVRDYTOIXLZJQWBCE	NTOVBZJQDRHAMIYCSLFUGPKEWX	BIAWKRQSOUXJNMVPCYEHTLFGDZ	GKRVBOLMXTZJCWFQYDSNAEPIHU	TDWOEFUMGXPJZQKIHYRCLAVNSB	0
