"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"resp0"	"answer0"	"correct0"	"whichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"timingBlips"	"correctPos"	"responsePos"
"main"	0	"IT "	" oneCued "	0	" left "	"E "	"D "	0	2	0	8	"ZQYHWVTJODSRACBFIKGLPUENMX"	"TBHFXSIGLQPCUNOEWZJVAKDRYM"	"QZPKNTRBAODCVJWGHXEUYMISLF"	"VHPOTZXBLAEFWYNUIQSJKMRCGD"	"ULDANKQFEGOTWZBJRIXYSMVCHP"	"VCOBTEPJNAZUGMQRWLIYFXSDHK"	0	10	18
"main"	1	"IT "	" oneCued "	0	" right "	"E "	"T "	0	3	0	5	"YUTZBCFIWMONHVRPDLAKJEXQGS"	"KEYQDCFBUSILHVGTRNZXWOPMJA"	"ILPYMVHKQSWARCOGEXNUFDBTJZ"	"KFIQLSBPZTGXAREYMJVCUOHWDN"	"QMWFOEDGLNHVTRZSAYJUXKIPCB"	"BTRJWYPHZQOKSCIFENDUVAMXLG"	0	9	14
"main"	2	"IT "	" oneCued "	0	" left "	"W "	"L "	0	0	0	5	"JXMPOGNVLIRZDWFUQKYSBEHATC"	"YROKHMSFJBUCDQLEXZPTVIANWG"	"LVZJNBIXWUTRQCPGADHYFOEKMS"	"VNZGOPIBATESFQLCURDMWYHKJX"	"CZGETQUDRJLSONMAFHPKXYBVWI"	"RQKIANSTUYFZOLVWXCDBHPMGEJ"	0	8	13
"main"	3	"IT "	" oneCued "	0	" left "	"W "	"T "	0	5	0	5	"NEYDCOMSJLITGWFVRZPAHUQKBX"	"IHJURCXQEYVBWTGODFAZSNKMPL"	"IXCVARZJGUTHMEBODFYWPSNKQL"	"NPYKCLEDZGBFSXJIWQOHTAVMRU"	"XBDWVYOQKFCLPTUAGJZHSNIMER"	"BDGCXRVPMITYNKZWUHSEOQJFAL"	0	10	15
"main"	4	"IT "	" oneCued "	0	" right "	"O "	"G "	0	5	0	5	"MEDATRCXPHKZINWQSJYOVUFLGB"	"HZLSCDIXOKTPVNUGREWBMJYAQF"	"ELCBNRYXAKZMJWDIVSTFHOGPQU"	"KAVPBRJTXDCLHOZYQIFWSMGEUN"	"CTNYZKHJXEDVSORGBAPUQMWILF"	"JVKXQMGCUWIOSFPENRYZHATLDB"	0	6	11
"main"	5	"IT "	" oneCued "	0	" left "	"S "	"N "	0	2	0	5	"QYNOEIPCBTWMKHRFADVUJSLGZX"	"MAJBTHOZIVLSWCQYGDFERXKUPN"	"BUTMQLNZHAOSWGVRPJFDIYKXEC"	"GJNPEXLITAMUZYQVHODBCRWKFS"	"SDMNPEYCWRZUIXFLVGAHQOJTKB"	"MDCWSKGJTYXUHZNABQFELPVOIR"	0	6	11
"main"	6	"IT "	" oneCued "	0	" right "	"T "	"H "	0	3	0	3	"PHZJBXDFLMGSVWYTQUIKNACOER"	"KVQUBREPWIAJXYTHSNFGDMOCLZ"	"LAXHWCDZUQSGREMIOFJPBKTVYN"	"LVDUZWHYGTBKRJIANSQEMOXCPF"	"GRQCVWXKEPFTZAOBYUMDSNLJHI"	"XSRAZKOEIPMJTBCVQYUHFGWLND"	0	6	9
"main"	7	"IT "	" oneCued "	0	" right "	"W "	"E "	0	5	0	14	"SFIQMPLZCGRNHAUBTKVXWOEDJY"	"FHRQGWVXPKUYZBOTIDSCEMJNAL"	"ZWOCVHQPBKDAJGUFNETSXRYIML"	"MCPSZJIAVQOBGENHYKXFDULTWR"	"FKMTAPGZHBICOLYQSXENRWUVDJ"	"QHTUGSFRMEYLKVINOXZJCPBWDA"	0	9	23
"main"	8	"IT "	" oneCued "	0	" left "	"Q "	"P "	0	4	0	-1	"KQBLVUGTSROAXEDNMJHFIYZWPC"	"UKVIRGCJLYAMEOFWXBQSNDTPZH"	"UIYJWVBGEMQCLFTPSNOHKZXDRA"	"MBNYKCELVJDGOWHTPXZSQAUIRF"	"LMUTZINWQPARODXGYBHCJKFSEV"	"RHFCNEVYIASLKXPDTZOBGWMQJU"	0	9	8
"main"	9	"IT "	" oneCued "	0	" left "	"U "	"Y "	0	3	0	-6	"WAUVZKTGFPXHNELMSJBCYDIQRO"	"TIFVOGZEDKYNWSJULMBCQRPHXA"	"ANKFRBXPSZMEDUJOQHTIGVWCYL"	"XUAJCGTYMLONDFWQPZRSIEKVHB"	"SXKQTBONCPIUWEYJRLZMFDHAGV"	"GNSFXZURAIDPQEKHMLYTJWVOCB"	0	7	1
