"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"resp0"	"answer0"	"correct0"	"whichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"timingBlips"	"correctPos"	"responsePos"
"main"	20	"CL "	" oneCued "	0	" left "	"S "	"Y "	0	1	0	7	"RKBOYCSHJNZGIEXUTQPDVWLFMA"	"NBXJZMYRVHPDESIFKWATGCULQO"	"FPMJLCSNWYUBTGIVRQZAHKEXDO"	"IYVOQUERGBPJZNXLWHCTMADKFS"	"PZOBFQHAMILRUXNSJWDCTKYVEG"	"WVKZGXPSHOQUMNATRCJILBEFDY"	0	6	13
"main"	21	"CL "	" oneCued "	0	" right "	"U "	"L "	0	4	0	2	"HVDIQATSJKRNUOXZYMFEWPCBGL"	"PIZTAVWSFYNQURCOMDXEBJKHLG"	"FNZTJQAMKCLOVUXHWDRSIPEBGY"	"AGYOBUKJPDLHRQVCSTFZWXNMIE"	"XDRYKPALEUTGMNOHWSIZQFVJBC"	"EVQPCKZSYMILTJFRGODNUABHXW"	0	7	9
"main"	22	"CL "	" oneCued "	0	" left "	"J "	"L "	0	2	0	-6	"JWKMPRSHNFDVLCXTQZUEGOABIY"	"YOKXGZNAITFEQVPUDMCWHLJSRB"	"RMJXQTFGLIOKSZHEVPCWAYBDNU"	"TCGAZKFJHEBRNOMIPXYDVSQWLU"	"OGSJYBVEPFWXAKRCIHLZTUDMNQ"	"ZBCLVGWDYFERAINQMUJOPHTSKX"	0	8	2
"main"	23	"CL "	" oneCued "	0	" right "	"C "	"N "	0	0	0	3	"KXVZDFNQYCTWLHMSJPGIUBEOAR"	"CXEVBSLNITYJMFDZAOHUWKQPRG"	"UVYODJNGPCLBAFHXTSWREQKIZM"	"ZAHPYVSLDIMKJQXTCREUBFNGWO"	"IVMKDFXGRETBNCOHWLSAQPUYJZ"	"TXICAJUNPFKSODGVWEBYZLQHRM"	0	6	9
"main"	24	"CL "	" oneCued "	0	" left "	"T "	"T "	1	2	0	0	"EIAXDKSRHVPBYTWUJMQOZLFNCG"	"NCIOPSMRZVTAGBDKEXUHLQJYWF"	"QMYXCVOFJRTPKGEDNUSLWABZHI"	"LCADQHZXFTYIONWKEJPUVRBGSM"	"EANXJULHMZVKWGCFTPQROISBYD"	"BFNCHZJOXYILTKWMGQRAUVSEDP"	0	10	10
"main"	25	"CL "	" oneCued "	0	" left "	"C "	"H "	0	5	0	5	"DKOXECHGQMBVFYZWATRJPLSNUI"	"QTVJYFAMWNKZUCEBIXSORHGLPD"	"NIPALXOZFKSTYMQWDRCHJBGUEV"	"ELGBJKSNDQXFOICTPMWRVUHAYZ"	"WYIUFEXMKNHCDRVJSQOBAGTLPZ"	"IJRLNKUXHOPFWCGDBYZQSMEATV"	0	8	13
"main"	26	"CL "	" oneCued "	0	" left "	"D "	"N "	0	3	0	8	"AFKJOITHQVSBPDUWRLXZEGMCNY"	"IZTXCHJSLQBKRUNAFWGPODYEVM"	"UFBAGNECIYWLDZKOVMHQSTPJRX"	"ETYRZIAVPGNQKOCMSLDFWBXUJH"	"BTLEKCSPHUXAFNGVIQJYOZRWDM"	"SZMFWOYQGHKDPCABTENURVXJIL"	0	10	18
"main"	27	"CL "	" oneCued "	0	" right "	"S "	"X "	0	4	0	4	"AYZJFGIVXBMQUSDRELOWPCNTKH"	"WOVTBQGPDLSYNFARMEICKZJHXU"	"ZFSHOJELIYRATPBCMQNWKUXDVG"	"QVHBASLUTJWEIFMRZONXCDGYPK"	"OQLCUNXTJFSHZBDGWVPAREIYKM"	"CEOYXNPUZDWATQMKSJVILBGFHR"	0	6	10
"main"	28	"CL "	" oneCued "	0	" right "	"E "	"E "	1	2	0	0	"GHRXSNLTBJCPVIKFUWOEYDMQAZ"	"SBWMJQTCKDOGIRXEAYVUHFZPLN"	"ZYATMHWERFUIXQJCSKGVDBOPNL"	"CZNHLEWYDPVOSQGKXBUTFIRAJM"	"IYVUSRBCEHKZLOTNWJQFMXPADG"	"JZRFAMUPSCLEHYQBKWGTNDXVIO"	0	7	7
"main"	29	"CL "	" oneCued "	0	" left "	"S "	"L "	0	0	0	4	"ORJEAMZXNLTUVSGBCWQYFIDKPH"	"EBLYJDKCMQWFSPOVIHXRUNATGZ"	"KAPHNVZLBCYDWQSJGUIORXMETF"	"ABUSOFNDLZHPRGVYMTJCWXIEQK"	"SZOPXQKGFVUHMYEDWNJTICALBR"	"CYBPTWLOMKXUAJFGNHSVIRDQZE"	0	9	13
"main"	30	"CL "	" oneCued "	0	" right "	"A "	"F "	0	4	0	8	"IJBHOCYPVEAUNWTFSRKDQGMZLX"	"SCGBFLVUPDRQJEONZHAXMYKTIW"	"DISGFROEACPNVJHQUZXTLMKYWB"	"EJKUPYQDRGCHNFOAWVTSLMZXIB"	"MJXRINCKTZFOSYWDPBAGLEUVQH"	"KDTYCENXLUWIMBAPGFHJQOSRVZ"	0	10	18
"main"	31	"CL "	" oneCued "	0	" right "	"B "	"W "	0	0	0	2	"ZSPREAOFCWNBIDXLUTHJYVGMKQ"	"DQEPOWCXHVSJNTKYMGIFUALBZR"	"QPVYSECKBLAXTHUZWJRNDOMIFG"	"ZCBSETYDFKQXGJLOAMNRVUPWIH"	"TRQDZXISHJYKFLNEMUVAPCGWBO"	"UXOCQMHRZGVWDPSFKYEJLANBTI"	0	9	11
"main"	32	"CL "	" oneCued "	0	" left "	"B "	"K "	0	0	0	3	"HVLOCIAPEKGFBYQWRZTMSNJUDX"	"MWSGBQKRJAIZUEVFNOHXYPTCDL"	"JBTCIQDSAKVWNYHOZELMFPRGXU"	"JCAYWZVIEXFBOPHLSRUTGKQNDM"	"EZBVPNMTQFARWCJISGYLXHDUKO"	"ZXMVHGNCTBOIUDLJYRAEKPQWFS"	0	9	12
"main"	33	"CL "	" oneCued "	0	" right "	"Q "	"Q "	1	0	0	0	"YHFGLJXSQIMWUPAVROZKTBDNCE"	"LNBYAJQFVPUHCDGKSWZOXRETMI"	"QPRABNXUDYIVEWGLOCFSTKJMHZ"	"YJNEUAORFLWIKQTXSPHZGVMCBD"	"RTWSCIJLMUHVADYXGZFPQKENOB"	"EYUXNHWIRPMBGSLCKAZQDFOJVT"	0	8	8
"main"	34	"CL "	" oneCued "	0	" right "	"T "	"B "	0	2	0	3	"WNSLZRBJUGATEVIKDCFQXPYMHO"	"CIBJEUGSZPHMVAFLONXYWRTQDK"	"YIHQRECWBZMTJUKDPGOSNFAVXL"	"IKRCBTZEFUPNXAJQSDVGMHOWYL"	"NFBOPTILXAKDUJRHQGESZCYWMV"	"RNSMJICOELFGDWAKHXYUZVBQTP"	0	8	11
"main"	35	"CL "	" oneCued "	0	" right "	"F "	"S "	0	3	0	5	"EBSJKPIHNYLDGMQFWZRXAOCUTV"	"SRLYOZCFBIJPHDGVQEWMXTAKNU"	"HJDQVCOBKXMZPATEGLRSNIFYUW"	"XOQVCLDMASUKBJFYWIRGEZHTPN"	"NBCFOTVZJADUMRLWPEQISKGYHX"	"LQIYWSNRDFBEHUCAGXOTMPKJZV"	0	9	14
"main"	36	"CL "	" oneCued "	0	" left "	"P "	"D "	0	3	0	2	"XEQIKSCJWAOMLBVGYUZRPFHTND"	"DLXNOKSJWAIEHTURGBYVCQPFZM"	"ZWFLPHUOMEQVKTGYIBJCADXRSN"	"GZACKEODQPFIBUNSHRWLJYVXMT"	"EJTLXACSFNZUIMOHBVDRWKYGPQ"	"DLZTKAGEBCYROSQMVXUJIWFNPH"	0	7	9
"main"	37	"CL "	" oneCued "	0	" left "	"S "	"W "	0	2	0	2	"VUIGEBLDWFCRXAHQKJOZMNPTYS"	"BUKDYCNFPGQLMHSJRZTAWIOXVE"	"GFEOUCWPSXZRATDJIVYMNKQBLH"	"DNCAFMBSOKTVYLGWIPHREZJXUQ"	"TQUBGPRYWMVFONKJELZDISCXHA"	"ZEFPISTWRCVQXAJGUHKDBLONYM"	0	6	8
"main"	38	"CL "	" oneCued "	0	" right "	"C "	"J "	0	4	0	4	"RGTSDPIQWMLCNAKVHXJOBFYUZE"	"NOZKEMHJTWAIYLURXQGSCFDPVB"	"LPAETJDVNYGUKCZQSFBIOWHXMR"	"ACORBTKQUPLENWHSVGXMIZYDJF"	"NOUDIYZVHFJKWMCLTEBAXSRGPQ"	"LDSQYNJHRCZBPEAMOXKWFIGVTU"	0	10	14
"main"	39	"CL "	" oneCued "	0	" left "	"S "	"H "	0	0	0	4	"ZAJBCQPHEOFSUKIVWLYMXRTNDG"	"HRGIFYSCWUXAMEQBJOTKVDNLZP"	"UARPTDZCMOFNLEBYWKQJIHGVXS"	"JMSQUZVBDLOENFKWARYTIGHXPC"	"DKOWJTVCLYZFGRHASMENBUPIQX"	"KXEUQZFGLBAWHMTNCRDVYIJPOS"	0	7	11
"main"	40	"CL "	" oneCued "	0	" left "	"B "	"U "	0	2	0	4	"PQWLHJFUKVTDOAXBYIGMESZRCN"	"PIHEMYRLNTBDGQZCWFXUSVOJAK"	"IGVYSAUPJNBDWFXHTCKRLOMQZE"	"SLIGCTZJEOVHMXWFRUPBDYNKQA"	"LATQXWHZORSVCMIBJPNFEYKUGD"	"IPWFHBZAKGULNTXJOCDREYSQMV"	0	6	10
"main"	41	"CL "	" oneCued "	0	" right "	"U "	"D "	0	1	0	4	"OLDVHBRCKJXTANWYQIMPFESUGZ"	"CITYHVDPKEUJNOFQXZLGRWBSMA"	"JSKZWUIVMEGCDYLRPOBTQFNHXA"	"ZJRBXEVTCKNLUQMDHWSYPGOIFA"	"MYRAXIHGTEZVJWCSQLOKDNPUFB"	"UGWJNCPSFKXYIVHQMTZRODEBLA"	0	6	10
"main"	42	"CL "	" oneCued "	0	" right "	"W "	"K "	0	4	0	3	"ACVBMHYTLPQXKWZSEUFRDINGJO"	"VWDQYXMJNEGSOAPZFRTCUIBHKL"	"DJGORXYAPLMQEWUVFNCBZIKSTH"	"ZKMLEWSCPJYQTNXAVBIFDRHOUG"	"MLQEZGKIRWVSYAXTNPBHOCUFDJ"	"ZLAXBSFYJHVINCDUWETOGKPQRM"	0	6	9
"main"	43	"CL "	" oneCued "	0	" left "	"F "	"P "	0	0	0	13	"DWLSTZAKHPREXBQOJNMVCIFGYU"	"WMYHKSZPRGEFVBIUAOTNCXDLJQ"	"OAUJKSZTHNRDWQFMEBCLXYIPVG"	"YCLAMUORDHESXPNBWIKJQVTFGZ"	"DULCQNGORVKFHJBPETXYZWSAIM"	"ZKCYLRFNPIWOUEHJDXABTVGSMQ"	0	9	22
"main"	44	"CL "	" oneCued "	0	" right "	"U "	"P "	0	5	0	4	"XTQUHPIJVKOZLRFABMSYDWENCG"	"GKOINXUFHZBSMYJWVPECDRLQTA"	"UQLGZXCNVKTBMFIPRADEWHYOJS"	"QGVLCJBFIUTRDZASEHKWMPXYNO"	"DJPUNVKRFWTYQGOIAHBLECMZSX"	"SZWOEQCXKFPDTLUJBRHMVNYIAG"	0	10	14
