"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"resp0"	"answer0"	"correct0"	"whichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"timingBlips"	"correctPos"	"responsePos"
"main"	20	"EC "	" oneCued "	0	" left "	"W "	"N "	0	2	0	13	"SFMYHVEZCWNIBOLJGDQKXPUTRA"	"BYJTGONDSCWRPZIKLUAVFXQEHM"	"FEOIHZDNJQVKLBPCUATXWYSGMR"	"NQXYWADKLOCSZTFHJEVRGMUPBI"	"EYSFWZKLTVJRNCBAQXIHUPDGMO"	"FDUWOVLSQAJCGXHTYZRNBKEIPM"	0	7	20
"main"	21	"EC "	" oneCued "	0	" left "	"H "	"D "	0	0	0	2	"QBPUOIDEHJGAWSVYTXLFZRMCKN"	"MEHLJFRBWKOXIDNVAQPCSTGZYU"	"FRYJHOMZKLPBNWITXVSUQAEDCG"	"LSVHZFJRPKBTXIUEDGWAYMQCNO"	"YDBEOKVJXCPGHNMAILUWQFZTRS"	"QOXUTEWRKCBZMNGHSIPJFAVDYL"	0	6	8
"main"	22	"EC "	" oneCued "	0	" left "	"T "	"C "	0	3	0	1	"TSHQIXFBZEPDALVYCMKRJNOWGU"	"KEYNXCSJRMIABFGHQDOLZVUTPW"	"AWRNMPVZKJGQYHIDLUFBTOCXES"	"KOBADXGPQFCTNJHUVLRIZMSWYE"	"INQPYTFRSOJKGXDLEWABUHVMZC"	"QYLFBESGUACTJIRXMNPZDKVHWO"	0	10	11
"main"	23	"EC "	" oneCued "	0	" right "	"E "	"Z "	0	3	0	6	"PIOGLHAFXWDYREUCNMVZBKTSQJ"	"QALFVONZEWTPKHIGYDMXBJURCS"	"AXKRGFIEHJBVZPNCSMLWQDYTUO"	"DRXTHPZVFLQYEBSUOWAJIGMCKN"	"XUNDAKZMVJRHGQEOWSLTYCIPFB"	"UFXDWSVICGPEHLONKQZYMTBARJ"	0	6	12
"main"	24	"EC "	" oneCued "	0	" left "	"P "	"V "	0	0	0	14	"WDIMXCAVQYGHEFJNKLBTZPUOSR"	"CBIVUPLOGTWAHYQJKDRNZEXMFS"	"XCWYVEKIDJHBOQRMZFNASPLGTU"	"QYKHLTBVNECZSXIFAGWPUJORDM"	"LMWIGRQYKEVSUOBPDCTZAJNHFX"	"FMVODCLTBHEUGNWAPIJRZYSQXK"	0	7	21
"main"	25	"EC "	" oneCued "	0	" right "	"L "	"U "	0	0	0	-2	"IZJGPALFUYHXMBNWRSTDOKEQVC"	"VRBAWLXTCUQEPKGOSHIZNYMDJF"	"TILKVZDEJFCUSWNXPARBQHGYOM"	"ADYTVFHPMUKISERWLZNOJGXCBQ"	"TGVLHKCZDERXIAFWMBUYPSJNQO"	"QFNZGTAWLODRIHSMJCPKVYUEXB"	0	8	6
"main"	26	"EC "	" oneCued "	0	" left "	"Q "	"Z "	0	0	0	1	"YWFSONKRBZQXUMGVTDJEILCHAP"	"PFMIDNJGROHAKLXQYWTZVSBCEU"	"QNSXFBCAEUKYPHGLIMTDVZOJRW"	"SXZLDFJGNQMPHWCYRUEIAOKBVT"	"XQIZMLUJRGYDNPEVWBKTHAFSCO"	"OPLWCIKBZGEDQATJXVNSHUFMYR"	0	9	10
"main"	27	"EC "	" oneCued "	0	" right "	"C "	"R "	0	0	0	12	"TAHYKWOBSNRFLGZUEIDQPJCXMV"	"SHVZKJCRUTLXOEYFBMPNQIWDAG"	"ZBPGXISFUTWOHLMQRKDEVJYANC"	"FHVLKOQACZDRWMUESPYBNGTJIX"	"CBWGVHEFJQYIPRNUKZMOSDTALX"	"WCZYQFHTDAJEISPXKGBVLNURMO"	0	10	22
"main"	28	"EC "	" oneCued "	0	" left "	"H "	"T "	0	2	0	4	"LWMJTUXADQKNPZOGSYIREHBCVF"	"GNABWIDEYZRPLQTSUFHKMJVXOC"	"UCKQXZWGTRIPHFNEJBALMSODYV"	"DFLHSPVEQBGZYXWIUTCJNMKRAO"	"AHBGOZYTIMLVFSEQKNDXRWPCJU"	"OMQZLBTCEIFHDSRXYPGNVAKWUJ"	0	8	12
"main"	29	"EC "	" oneCued "	0	" left "	"X "	"J "	0	2	0	7	"OXWQUMHSZRLDVIPGKJTBFCNAEY"	"TPMVICHNKJWDOSEGZQULBXRAYF"	"GRTUKNJSOQHCDXAIFZVWBYLPME"	"AFGWNXZKTPDHQYJRUCMLOBSEIV"	"ZFGXEYTRDOLKQIMHWABNVUSPJC"	"GYPKSACVMJTDHBXWEIFLZQNUOR"	0	6	13
"main"	30	"EC "	" oneCued "	0	" right "	"T "	"S "	0	3	0	7	"HWSDTIXLCFKEVBUAZGQPNMROYJ"	"ILOSDHANUEVWFZQPGJRYTKBXCM"	"ZLHXQRAOBDSTEUWYJKNIGFPVMC"	"PVUYZEOQSHLGXCMTBJAWIKDRNF"	"YNCRWJSHKFVXLAPUMTDQEZIOGB"	"CIDNWBRAVYOMJPQFLXSGHKETUZ"	0	8	15
"main"	31	"EC "	" oneCued "	0	" left "	"W "	"O "	0	5	0	-3	"YFGQAJIRKMOWXPBVHTNCEUSZLD"	"FKOITUVDERSYHCGABWMXPNQJZL"	"OAULENJVWYFGIQKSXZCPHDRTBM"	"GZAMXVPTKSENDFCIYUOHRLJQBW"	"VYDGPIRKAQUCWLOHEFBNSMTXZJ"	"JKBMTUWAZOHGPVXYIDCELSRFNQ"	0	9	6
"main"	32	"EC "	" oneCued "	0	" right "	"S "	"K "	0	3	0	4	"XHULYIZRMBGWFENCPOVJQTSKDA"	"LIKADWTMGEBXYCFOVHPNSQRJZU"	"QAJUOTSFXKBENYLPVRDHGIZMWC"	"UGRYQJAKBNXSIHTECDMVLWPOZF"	"KUVSBMPAIXEGDFJZCYLTHQNRWO"	"TGYUMIZANCHVKOJDXLSRPEBQWF"	0	7	11
"main"	33	"EC "	" oneCued "	0	" left "	"T "	"T "	1	5	0	0	"HXEMSDWOFVNYRBUCQAGJPKILZT"	"CSIEOKTBZNDFLJWHURYMGQVAPX"	"PVYLBIJWMTGASZDEFQCUORHXNK"	"LRZVUWFEHYTKPIXSODCQMBNGJA"	"EZTNWHFLCRUYSOQBJMKXPGVIDA"	"PXGRVCYZMFTNUHOKWESQJBIDLA"	0	10	10
"main"	34	"EC "	" oneCued "	0	" right "	"U "	"M "	0	4	0	7	"LACMKTSXNOERDIWJFPGBVYHQZU"	"JLYAKMZBNRPSOHCXIFVUTQEGWD"	"KTRWDJNBCEQOFPXAVIYMHSULZG"	"RBGVDHUOAJFQZPKCILWMTSEYNX"	"BIOWEYMAPZDFRUKJLNHVXQTSCG"	"MZYDFXIEKSCRHPALTQBOWVNUGJ"	0	6	13
"main"	35	"EC "	" oneCued "	0	" right "	"M "	"X "	0	2	0	3	"QSWKMHPEGZOYAVILBXFRDNTJUC"	"QHGIKNFXJLYZAPSWMERUBTDOVC"	"YTPDFQSGBXEZMCKHRJULIANWVO"	"YQREFHUADXBTLNJKSZCGWVOPIM"	"YIXOLUTFPEQHNWCMDZVGABJSRK"	"HFYAEPSWDZGOVJTIKLRBQNXMUC"	0	9	12
"main"	36	"EC "	" oneCued "	0	" right "	"A "	"J "	0	4	0	2	"IGXBYAWRTVOKZNJCMPEFUQSDLH"	"RTQJOEYNZGBLVXUMFKCDPAIHWS"	"VELDSOWQJTCIMRFGYPXAHNZBKU"	"JPZMVSCXUYKRANIDFHQTGLEOWB"	"MDKYNVCLPJGAQWFETBORIHUSXZ"	"TRWNAJUQYSVCBKZXMHDLIEPFGO"	0	9	11
"main"	37	"EC "	" oneCued "	0	" right "	"W "	"U "	0	0	0	3	"GNPCVQXHLBUTJWAZOEKIYDFSRM"	"YITNSZQFRMWVEKXPUGOJLHDCBA"	"IZVUFWOYGLDAMBJHRQSEXTNPKC"	"DXUQYKGFMZNROAPSLTWHJVBICE"	"WXKFAUVNPIJCLYHMSQGOEBDRZT"	"HFLEWISMJDNCYKABRGZPVUOXQT"	0	10	13
"main"	38	"EC "	" oneCued "	0	" left "	"M "	"H "	0	3	0	6	"CZVHXKIBUYGPWSLOTEQJMDARNF"	"WXJCLNAEMUBYFVSHTRKGDPIQOZ"	"QXGVZOELMAPRHCDUWJIFNTKSBY"	"WUBOLTEDHFXGNRMZSCAYVJIPQK"	"YDUNXHCJZFSQMKPOGLVEARIBTW"	"WFKADPQJSGEBHXTRMOVYICNZUL"	0	8	14
"main"	39	"EC "	" oneCued "	0	" right "	"B "	"A "	0	4	0	3	"KRVNMGJTFOCPHUIQZBXWLESDYA"	"TQJUDYGLAOHKBCNZEWMIVSPFXR"	"ZXWQADNYBLTURJGFECHOVPKIMS"	"COLNSTDJZUWARHPQIFEBXYMKGV"	"PXLKJDRAIFBNUQVZWOSHGMTEYC"	"WNDHUEIBZCRTJXYGVSQPAOMLKF"	0	7	10
"main"	40	"EC "	" oneCued "	0	" right "	"X "	"E "	0	3	0	3	"CNZSJPWYEVAOIGTXQLDFBUMRKH"	"XQORINEPMSJLYBKGVATHFDCWUZ"	"NSVWYIEGAQUOLJKBPXTMDCHFZR"	"GLUWPCKRTENFXYVABZSIJMDHQO"	"MTDXCAULQPINYHESKVRFJBGZWO"	"GCOHKWVTBRNEZIAQPXLDUYSFJM"	0	9	12
"main"	41	"EC "	" oneCued "	0	" left "	"S "	"U "	0	0	0	7	"IRQHJVNLWCUBTAPODSYMEZGKXF"	"MCKOGDHAYPWESUTZBNQFVXRJLI"	"DOIRWUSKYXJHAGNLVETMQZFBPC"	"POLFGJUKIRQVTCNSHBWYMDXEZA"	"MERAXHTNICJOUQZLFVYKWPBDGS"	"WNEOYSVCTURGFLXKBIPJZQAMHD"	0	10	17
"main"	42	"EC "	" oneCued "	0	" right "	"P "	"V "	0	1	0	2	"QBMWXCNYHPZLGJVTKUIRDOAESF"	"WJQGTFDVMPIREBOXNSLKCHZYUA"	"SVJMZRLAPIDGCQXOEYUBKTNWFH"	"QINWPJSOFHDAXYEVZUBGTCKRML"	"YFNGDQIXJWUOECASPVKZRHBTLM"	"GZAELOYSDFRQNTMPCIVWKUHJBX"	0	7	9
"main"	43	"EC "	" oneCued "	0	" right "	"N "	"A "	0	3	0	4	"ZWGSAOLVXHKTCRBPYEJFNMQIDU"	"PNBHJRWVCKQIETUXMFDYSGOAZL"	"JECPNIZMUKSBHVDXWAYOQFGRLT"	"QEYXKJASOVNLMIHPFWRCDBUTGZ"	"HLGCINTEYVRMKPBUSAWOFJZQDX"	"FUQIMRYJLVOXHPKNDZBSWCAGET"	0	6	10
"main"	44	"EC "	" oneCued "	0	" right "	"B "	"H "	0	5	0	6	"VLONCJRGPFYXAUWEZIHSTKQMDB"	"TFLQVGOBUSRZEPINYADJHWCXMK"	"OQBLGVIXSHKAMCDZURTNYWPJFE"	"UKRDJZINWBHGXAVPQFYLCMEOST"	"UWLDRSYZFJENXIVBOMQPCGATHK"	"XAUGENJHFWPQOBKLZMRSCDTYVI"	0	7	13
"main"	45	"EC "	" oneCued "	0	" left "	"G "	"V "	0	2	0	2	"DPECWTRNJAFYKVHIOUMGLBSZQX"	"LANCMYWEKXGJRPZFUBIQHSODTV"	"DTOZMISPELVUGCXKAWHRFJQBYN"	"ZSBQNWKRDUPCALGMYVHTXFJOEI"	"AOTNXYRBEVCDKUHJFSWMIPLQZG"	"GWHROZEKSCJVUQBYDTLXFAIPNM"	0	10	12
"main"	46	"EC "	" oneCued "	0	" right "	"T "	"T "	1	0	0	0	"FMKXACIWUBTOEYNSPZRHVGDJLQ"	"QSHYZWJEDLFRBXIKMGVTUOPCNA"	"VFDGEAOLPNSIXJUHMBWTZRKQCY"	"JKAOPCSQZYTGVFNHUWRIDMBEXL"	"BZLRMUYCTJHWFXVDIOPGASQNEK"	"NPGKYJMWBCQFIVHZXRSOUDAETL"	0	10	10
