"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"resp0"	"answer0"	"correct0"	"whichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"timingBlips"	"correctPos"	"responsePos"
"main"	20	"KR "	" oneCued "	0	" left "	"C "	"T "	0	1	0	4	"KYTEBOJFCMAIRSQVLNGXZHUDWP"	"ZVDHAXPSBWTLQRCIYJKUFNOEMG"	"IMJQXTGBSENUOVYHPKFRWADLCZ"	"AVDWMTIOSXEFHZJCKUBPRYNGQL"	"QRSZMCIWTKYVGPOXFABUHJNDLE"	"QSNZYEJLVAHRXBCGIDFPKOTMUW"	0	10	14
"main"	21	"KR "	" oneCued "	0	" left "	"T "	"U "	0	1	0	19	"ZPTVAHFEYSBQGLJNWIUCRKDMXO"	"VQSLRIUCJEGOAWKDPHBNZYFXMT"	"AFRDLEVHZYJQWGPBUTOICKSXMN"	"ZJDCQBHNTKOVSRFAELMGWXIPUY"	"WLAXEIUVJHSYNFQGBMDZKPTOCR"	"XHIFWSPUAMBQVYENCRDKTOZJLG"	0	6	25
"main"	22	"KR "	" oneCued "	0	" left "	"B "	"V "	0	5	0	14	"ZWHFDGRJOYPKQNCBETSALIUXMV"	"IXUEJFRPQZCYVHBKGWOLAMNSDT"	"WCTFVQYIXHUSEMBLKGAJNDRPZO"	"KZBLOGCWMFYXJVANUQTHRSDPEI"	"OCDPQHGJXEUWSLMIZNBTVARKFY"	"OSEFRYGDLVCKAJWHPNQXMIZBUT"	0	9	23
"main"	23	"KR "	" oneCued "	0	" right "	"C "	"C "	1	1	0	0	"SYWCONIUKRPMDAGQFETVXLZHBJ"	"GUSMXLCDYJKQOWTFRBPVHIZAEN"	"AKNDMQYHGECIXRSTVUBZLFOPWJ"	"OZXYSVULBTAJDWEIHRQKMNGCPF"	"DJIEZUYHGCBQVLMFAKPSWNRTOX"	"BJSGPAXEWLYOQIVDKMZRHNFTUC"	0	6	6
"main"	24	"KR "	" oneCued "	0	" left "	"N "	"V "	0	5	0	5	"MPSLBYVOTCREKQJAWZGINHDUXF"	"QRALHTVYDZSFONICGWEXBMPJKU"	"UVDHILNTOYGRBASWCJKMEFZXQP"	"PTUQSHWLFOIZKCGDJXVNYARMBE"	"LCGMHTVPKEFDSOJXYRWBIQNZUA"	"LFOZBPVGRSENQKDWMTUYCIXJHA"	0	6	11
"main"	25	"KR "	" oneCued "	0	" right "	"B "	"Y "	0	2	0	-1	"DLTCRIFENJKZVQYGHOMAWXBPUS"	"BNHSRDAEVPZJYUGLOIKQTMFCWX"	"GECILDWZBYTOUXPAQHMSNJKFVR"	"JWQVHBEXAKMGCFZPTNDSYRIULO"	"ADUONJBYGWXHVLPQTERCSKMZIF"	"KYEZLQXIFRAGNOTDJCHVPWMSBU"	0	9	8
"main"	26	"KR "	" oneCued "	0	" right "	"D "	"E "	0	5	0	5	"QKMIUBOXTCEJRDZGYLAHNPFVWS"	"ZDBVHSORCTUWKFQGIYXJAMLNPE"	"JOPWYGRZKXABCFEULQHTDMNSVI"	"HFCJZPMYOGRSNDLXUQIATKBWEV"	"WKBLPMCIYUXARZONGQTDFSEHJV"	"RHQTWNZPVAEXCKUDBYOSJIFGML"	0	10	15
"main"	27	"KR "	" oneCued "	0	" left "	"B "	"P "	0	3	0	6	"MDAIXFPQTKGCHZWYJELSNVBUOR"	"OTJGFYVUQBENMWIKRLPASXCDHZ"	"CBSMVUOGEDIKFNJTHQPZYRLAWX"	"SNMOHULFPYTCARBDXZGWVIKEQJ"	"GAWHVKODNEIMJRZYTCLBUSFQPX"	"ECRHBDANFWYJLXTGQUZOPVSMKI"	0	8	14
"main"	28	"KR "	" oneCued "	0	" right "	"H "	"V "	0	2	0	-1	"GRTDUAZYOVIBWKNCXHQSPFMLJE"	"XTZUGICWMSDFEQOBPAYRVJHNLK"	"YPRQTOZWJHVFBXSNCIAMDULEGK"	"JVYPROEUIGHTZSFXQCANBKLMWD"	"JZDHEOIRWMSFLPQCYNTXBUAGVK"	"JROYCEGKFXQTAZULDBSIMPWVNH"	0	10	9
"main"	29	"KR "	" oneCued "	0	" right "	"D "	"B "	0	5	0	4	"WEJQOFHXCLZRNPSBGKMVAYTIDU"	"AUIRMZHWCNBXDSFJTLVOPKGEYQ"	"SIOQBMZLJGUNYHXVKTFCERAWPD"	"PKXOBHTJUYFLQEZGIMSWRCADNV"	"AJUWVQKRBPCTYONGXZMDLEIHSF"	"XWJPURASBIHKDMZELQFVCGYNTO"	0	8	12
