1,0,0,0.6,0,NaN,NaN,999,999,999
1,0,0,0.84,0,NaN,NaN,999,999,999
1,0,0,1.2,0,NaN,NaN,999,999,999
1,0,1,0.6,0,NaN,NaN,999,999,999
1,0,1,0.84,0,NaN,NaN,999,999,999
1,0,1,1.2,0,NaN,NaN,999,999,999
1,0.5,0,0.6,0.56356,1.1292,0.73052,999,999,999
1,0.5,0,0.84,0.61159,1.3184,1.3919,999,999,999
1,0.5,0,1.2,0.60971,1.3739,2.9124,999,999,999
1,0.5,1,0.6,0.58751,2.9103,2.2342,999,999,999
1,0.5,1,0.84,0.65426,3.8366,5.5642,999,999,999
1,0.5,1,1.2,0.4588,2.567,1.8417,999,999,999
1,0.9,0,0.6,0.9417,1.2408,0.81603,999,999,999
1,0.9,0,0.84,0.9439,1.2063,1.6413,999,999,999
1,0.9,0,1.2,0.92214,1.3936,2.7907,999,999,999
1,0.9,1,0.6,0.9178,2.7747,1.4456,999,999,999
1,0.9,1,0.84,0.99237,3.578,5.1143,999,999,999
1,0.9,1,1.2,0.9607,2.6825,5.0023,999,999,999
2,0,0,0.6,0,NaN,NaN,999,999,999
2,0,0,0.84,0,NaN,NaN,999,999,999
2,0,0,1.2,0,NaN,NaN,999,999,999
2,0,1,0.6,0,NaN,NaN,999,999,999
2,0,1,0.84,0,NaN,NaN,999,999,999
2,0,1,1.2,0,NaN,NaN,999,999,999
2,0.5,0,0.6,0.62428,1.2876,0.59386,999,999,999
2,0.5,0,0.84,0.52125,1.1504,0.92389,999,999,999
2,0.5,0,1.2,0.61636,1.8722,3.5691,999,999,999
2,0.5,1,0.6,0.50811,2.8703,1.4921,999,999,999
2,0.5,1,0.84,0.57605,2.5106,2.1497,999,999,999
2,0.5,1,1.2,0.55356,2.3845,2.2759,999,999,999
2,0.9,0,0.6,0.88914,1.0992,0.68785,999,999,999
2,0.9,0,0.84,0.94215,1.2796,1.1072,999,999,999
2,0.9,0,1.2,0.85101,1.0786,1.8862,999,999,999
2,0.9,1,0.6,0.94712,3.4216,2.1775,999,999,999
2,0.9,1,0.84,0.93756,2.9421,3.5379,999,999,999
2,0.9,1,1.2,0.7697,1.88,1.9578,999,999,999
3,0,0,0.6,0,NaN,NaN,999,999,999
3,0,0,0.84,0,NaN,NaN,999,999,999
3,0,0,1.2,0,NaN,NaN,999,999,999
3,0,1,0.6,0,NaN,NaN,999,999,999
3,0,1,0.84,0,NaN,NaN,999,999,999
3,0,1,1.2,0,NaN,NaN,999,999,999
3,0.5,0,0.6,0.48672,1.2507,0.62327,999,999,999
3,0.5,0,0.84,0.53744,1.4076,1.2439,999,999,999
3,0.5,0,1.2,0.70975,2.4817,4.3675,999,999,999
3,0.5,1,0.6,0.57908,3.0255,1.6926,999,999,999
3,0.5,1,0.84,0.52453,2.6548,1.8485,999,999,999
3,0.5,1,1.2,0.54136,2.9801,3.3493,999,999,999
