"ID","ring","crowded","efficacy","latency","precision","val","valGuessing","pLRtest"
"CH",0,"Yes",0.476707525903742,1.07608565310518,1.2860597408385,159.769717343681,178.946836920434,2.37815350919422e-08
"CH",1,"Yes",0.455267803858906,-1.32959872945132,3,184.180994334756,191.316505648206,0.00255852155694472
"CH",2,"Yes",0,NA,NA,178.416050927821,180.359229201359,0.273999941128283
"CH",0,"Bouma",0.565952185590763,-0.155014814954528,3,167.606510132518,178.303423698655,8.71988464026004e-05
"CH",1,"Bouma",0.189936958992199,0.690471281944089,0.891810253804202,172.891159524766,177.536193226344,0.0256728278995736
"CH",2,"Bouma",0,NA,NA,177.166150553528,179.642624044256,0.175275199739763
