"ID","condition","efficacy","latency","precision","val","valGuessing","pLRtest"
"18AH2","2",0.756646357875402,-0.266854750943782,1.23472928772959,195.433993998058,262.705016896995,0.0000000000000000000000000000567711568114539
"18RC3","2",0.696666164098187,0.0794253589814946,1.21809060177736,208.465774832815,268.136757526939,0.000000000000000000000000106943044682901
"18AH2","6",0.887621219701473,0.182931167437027,1.16885732869493,170.257384277454,271.289243192661,0.000000000000000000000000000000000000000000151091130487007
"18RC3","6",0.764613432309684,0.772508555927704,0.817526715496079,171.247223090077,261.034523302646,0.0000000000000000000000000000000000000108976302063135
"18AH2","18",0.717249577298792,0.704199179942216,0.703672216530341,176.888029672317,261.90162794257,0.00000000000000000000000000000000000125543648782886
"18RC3","18",0.799825832999268,0.941093399538101,0.573338934692902,149.182475249091,264.022901270321,0.000000000000000000000000000000000000000000000000162112984217244
"18TR1","2",0.842683733868062,-0.234997920231182,1.53180509694184,280.523836931084,386.326807314778,0.00000000000000000000000000000000000000000000130947075223629
"18TR1","6",0.645883495385893,0.616328472639488,0.577949528340824,247.91525256526,352.243504858479,0.00000000000000000000000000000000000000000000568248597704617
"18TR1","18",0.717278578671189,0.952060311578589,0.465133995045662,264.347784734315,434.396758830732,0.000000000000000000000000000000000000000000000000000000000000000000000000207817610998515
"18LS4","2",0.58151940618397,0.63699156858893,1.33448901686904,235.250281040118,275.905526841758,0.0000000000000000160660981096796
"18LS4","6",0.78311519373442,1.17042876848613,0.631447148771514,154.718462217088,256.64630502873,0.0000000000000000000000000000000000000000000619464942841049
"18LS4","18",0.713917264001766,1.27778849240358,0.709872300161307,175.238606838532,258.688898601415,0.00000000000000000000000000000000000593945896167772
"18TM5","2",0.733539539352907,0.693227580301172,1.15733998839049,199.232831752839,266.083147118777,0.00000000000000000000000000008619782198773
"18TM5","6",0.787995596675914,0.75661788439187,0.601300554908942,155.205031203369,265.22060154045,0.0000000000000000000000000000000000000000000000197691282829369
"18TM5","18",0.730626115868474,0.828936291813761,0.59837236324606,174.180902275428,271.379058980505,0.00000000000000000000000000000000000000000685295760212615
"18PF6","2",0.769316761378909,0.0784355309994232,0.824413272024917,174.302825328579,264.91538100762,0.00000000000000000000000000000000000000479615529097428
"18PF6","6",0.734040889588708,0.213745212630108,0.696947233326694,170.157559722302,258.452138393228,0.0000000000000000000000000000000000000480853268336268
"18PF6","18",0.762564300014517,0.668471277548982,0.682998436865906,172.155984956215,273.239112390101,0.000000000000000000000000000000000000000000143576190110571
"18GL7","2",0.910554429824152,0.353164359493617,3.09346193343593,222.963944229583,265.76767458695,0.00000000000000000192202495723169
"18GL7","6",0.566097358997025,0.95322169975681,0.564544411688911,203.796400342602,266.98267648039,0.00000000000000000000000000327123775884885
"18GL7","18",0.674859342464103,1.40774189330535,0.830099236369734,194.971893011208,265.822445938762,0.0000000000000000000000000000016242600609666
