"","ID","Bouma_0","Bouma_1","Bouma_2","Yes_0","Yes_1","Yes_2"
"1","CB",0.829925807733476,0.644829010490214,0.798898997174021,0.862485511567315,0.817581562123356,0.573337395972928
"2","PB",0.815847026874474,0.71781948129095,0.424123570856469,0.643233148478976,0.510243436889027,0.508651494244613
"3","WN",1,0.841567790993269,0.796417451614709,0.930096316552145,0.899641282872981,0.864858402686348
