"ID","condition","efficacy","latency","precision","val","valGuessing","pLRtest"
"18AH2","2",0.756646357875402,-0.266854750943782,1.23472928772959,195.433993998058,262.705016896995,5.67711568114539e-29
"18RC3","2",0.696666164098187,0.0794253589814946,1.21809060177736,208.465774832815,268.136757526939,1.06943044682901e-25
"18AH2","6",0.887621219701473,0.182931167437027,1.16885732869493,170.257384277454,271.289243192661,1.51091130487007e-43
"18RC3","6",0.764613432309684,0.772508555927704,0.817526715496079,171.247223090077,261.034523302646,1.08976302063135e-38
"18AH2","18",0.717249577298792,0.704199179942216,0.703672216530341,176.888029672317,261.90162794257,1.25543648782886e-36
"18RC3","18",0.799825832999268,0.941093399538101,0.573338934692902,149.182475249091,264.022901270321,1.62112984217244e-49
"18TR1","2",0.842683733868062,-0.234997920231182,1.53180509694184,280.523836931084,386.326807314778,1.30947075223629e-45
"18TR1","6",0.645883495385893,0.616328472639488,0.577949528340824,247.91525256526,352.243504858479,5.68248597704617e-45
"18TR1","18",0.717278578671189,0.952060311578589,0.465133995045662,264.347784734315,434.396758830732,2.07817610998515e-73
"18LS4","2",0.58151940618397,0.63699156858893,1.33448901686904,235.250281040118,275.905526841758,1.60660981096796e-17
"18LS4","6",0.78311519373442,1.17042876848613,0.631447148771514,154.718462217088,256.64630502873,6.19464942841049e-44
"18LS4","18",0.713917264001766,1.27778849240358,0.709872300161307,175.238606838532,258.688898601415,5.93945896167772e-36
"18TM5","2",0.733539539352907,0.693227580301172,1.15733998839049,199.232831752839,266.083147118777,8.619782198773e-29
"18TM5","6",0.787995596675914,0.75661788439187,0.601300554908942,155.205031203369,265.22060154045,1.97691282829369e-47
"18TM5","18",0.730626115868474,0.828936291813761,0.59837236324606,174.180902275428,271.379058980505,6.85295760212615e-42
"18PF6","2",0.769316761378909,0.0784355309994232,0.824413272024917,174.302825328579,264.91538100762,4.79615529097428e-39
"18PF6","6",0.734040889588708,0.213745212630108,0.696947233326694,170.157559722302,258.452138393228,4.80853268336268e-38
"18PF6","18",0.762564300014517,0.668471277548982,0.682998436865906,172.155984956215,273.239112390101,1.43576190110571e-43
"18GL7","2",0.910554429824152,0.353164359493617,3.09346193343593,222.963944229583,265.76767458695,1.92202495723169e-18
"18GL7","6",0.566097358997025,0.95322169975681,0.564544411688911,203.796400342602,266.98267648039,3.27123775884885e-27
"18GL7","18",0.674859342464103,1.40774189330535,0.830099236369734,194.971893011208,265.822445938762,1.6242600609666e-30
"18PG8","2",0.623629499633166,0.395962481428126,1.04552453034253,210.931817083989,262.298439002236,4.01534113541336e-22
"18PG8","6",0.672936908395781,0.512774736373021,0.829329860678507,191.632202748138,261.553498731031,4.08695382758373e-30
"18PG8","18",0.711124539914339,1.09629123832828,0.677404842585563,183.302353219415,273.518460769273,7.11421005843148e-39
"18HB9","2",0.565442512207422,0.449130373346655,1.4775633889213,215.246886372511,246.956863389235,1.09213877984323e-13
"18HB9","6",0.623972849872773,1.31717163145224,1.03877830075603,217.668381021266,272.573203334513,1.20587213667905e-23
"18HB9","18",0.573593471749445,1.39291585381971,0.760433834244303,225.44175853863,283.763311420373,4.07678251709369e-25
"18RN","2",0.640852830318227,0.894106214796735,1.58183006057636,230.621034732975,272.326343883581,5.69221441788225e-18
"18RN","6",0.765769389463467,1.2911356265598,1.11890719623474,188.573096734609,263.778447998882,2.14866891265712e-32
"18RN","18",0.817066189486957,1.83342326870573,0.857923742659003,165.049793318556,262.881124777353,3.64997146705275e-42
"18JC","2",0.855085682007204,0.114093050512041,2.08964899481816,206.025829629049,262.470144968831,2.62184928374247e-24
"18JC","6",0.721696425242029,1.10002872169385,0.744737422765294,180.270785157609,265.697864080238,8.32269173942952e-37
"18JC","18",0.657357547772185,1.12885019207693,0.570924426761521,190.517193601,273.460775858295,9.82881384407065e-36
"18JG","2",0.754284575813922,0.842977143339863,0.674738185060178,167.915435028911,263.434822869152,3.64093995093227e-41
"18JG","6",0.722924671783291,1.10396308375454,0.524099799682347,175.67439360352,278.462107205547,2.63260810761651e-44
"18JG","18",0.829966253499363,1.3740639959698,0.589569546867073,136.589485023826,254.244287227838,9.83473196966254e-51
