"X","model","latency","efficacy","precision","participant","efficacyEstimate","latencyEstimate","precisionEstimate","val","pLRTest","scale","shape","generativeModel"
348,"Normal",2,0.7,1.2,22,0.722427596495361,1.97510647321202,1.31313040851932,493.427656209929,4.60647793078137e-62,1.07794088656005,2.05178688482565,"Gamma"
349,"Gamma",1.5,0.9,1.2,22,0.86001228744874,1.77344493088375,1.01914947930651,425.987921840504,5.06985650934764e-91,NA,NA,"Normal"
350,"Normal",1.5,0.9,1.2,22,0.868473323937531,1.36759428932513,1.04579475480856,395.946607436441,2.45697889405001e-104,1.0892027670355,1.42501567494896,"Gamma"
351,"Gamma",2,0.9,1.2,22,0.839240062636732,2.43809007295084,0.778468228574535,426.967167836994,7.18310389430539e-92,NA,NA,"Normal"
352,"Normal",2,0.9,1.2,22,0.895525147056026,1.85128868653975,0.936851838734838,360.728888104189,7.81904960228563e-119,0.68148851485027,2.95402873513208,"Gamma"
353,"Gamma",1.5,0.7,0.84,23,0.676666970549633,2.78494383287023,0.563377655368822,478.548408025526,6.61090031815674e-71,NA,NA,"Normal"
354,"Normal",1.5,0.7,0.84,23,0.700445068420244,1.35036345097151,0.689759509255054,440.513973433596,7.7760759395308e-87,0.4531473068048,3.14686397287349,"Gamma"
355,"Gamma",2,0.7,0.84,23,0.796463610746502,4.27292601378097,0.496338365659633,428.848855580081,1.89508081845729e-92,NA,NA,"Normal"
356,"Normal",2,0.7,0.84,23,0.757166716044609,2.01211872599115,0.882423141096923,439.848544172259,2.25149873783332e-87,0.40817573469001,5.03010876842628,"Gamma"
357,"Gamma",1.5,0.9,0.84,23,0.91741788395181,3.14453362285768,0.522886279862243,341.400403469852,6.63502709790456e-128,NA,NA,"Normal"
358,"Normal",1.5,0.9,0.84,23,0.903191039817304,1.35668597806666,0.83644528497767,339.726637447679,2.24993084067072e-128,0.601221016289858,2.41672794345048,"Gamma"
359,"Gamma",2,0.9,0.84,23,0.877365340642307,6.04649557407491,0.341286423451633,354.879407295761,4.36041508033565e-122,NA,NA,"Normal"
360,"Normal",2,0.9,0.84,23,0.903437691438893,2.02932283077906,0.948014964868073,362.234292233078,3.47902192273557e-119,0.470294851855253,4.37305434427169,"Gamma"
361,"Gamma",1.5,0.7,1.2,23,0.666937659030946,1.96998951297177,0.883238026080675,500.510407877085,7.84135349859373e-60,NA,NA,"Normal"
362,"Normal",1.5,0.7,1.2,23,0.655510477615462,1.22287977573286,0.934609118983718,488.533544902898,5.65360677203574e-65,1.03576367731089,1.41106307240462,"Gamma"
363,"Gamma",2,0.7,1.2,23,0.751302529666069,2.61423152853291,0.824983486838551,479.259569832875,1.15624872242478e-70,NA,NA,"Normal"
364,"Normal",2,0.7,1.2,23,0.634456885497581,1.60789547473429,0.845147111490267,491.424764717045,2.9899204615721e-65,0.607230585980828,2.86903040773515,"Gamma"
365,"Gamma",1.5,0.9,1.2,23,0.881644266612757,2.19775895588861,0.776739118952549,394.368626690631,2.1338013504599e-105,NA,NA,"Normal"
366,"Normal",1.5,0.9,1.2,23,0.851570087334194,1.11081232088434,0.832508985596898,374.256439553961,7.91843909338961e-114,0.85594276550212,1.49487205238194,"Gamma"
367,"Gamma",2,0.9,1.2,23,0.841039656108244,3.06836074734606,0.705820751283386,427.479979152828,2.04577493639619e-91,NA,NA,"Normal"
368,"Normal",2,0.9,1.2,23,0.944138415499837,1.94935727295769,1.00482670128503,341.917638695279,9.87162066724846e-128,0.58954339954562,3.41860114623744,"Gamma"
369,"Gamma",1.5,0.7,0.84,24,0.636170935022681,3.61742059358278,0.428143530813587,485.389369244932,4.60005980427393e-69,NA,NA,"Normal"
370,"Normal",1.5,0.7,0.84,24,0.665701237005467,1.48382150885818,0.763250513695094,466.216519810276,2.04235585374701e-75,0.463272942934553,3.41280931128244,"Gamma"
371,"Gamma",2,0.7,0.84,24,0.694755702958196,6.46726860369675,0.309919229421484,452.51409038039,1.25081977202863e-81,NA,NA,"Normal"
372,"Normal",2,0.7,0.84,24,0.685321943758073,2.01943698834415,0.843367522811417,466.791263123526,2.62373271463241e-75,0.462451169205873,4.7252095476024,"Gamma"
373,"Gamma",1.5,0.9,0.84,24,0.922480032439083,2.22220317496026,0.680859371090864,351.938892113808,2.54479991444269e-123,NA,NA,"Normal"
374,"Normal",1.5,0.9,0.84,24,0.89849275827484,1.38202175224545,0.734949812101799,326.97389621784,9.87292565292377e-135,0.47468461879945,3.00105938554008,"Gamma"
375,"Gamma",2,0.9,0.84,24,0.845892658570091,4.39143557416892,0.455402423451051,390.227274334085,3.53965632954503e-107,NA,NA,"Normal"
376,"Normal",2,0.9,0.84,24,0.938395712056245,1.90263153361648,0.748614495167346,298.763975539927,6.16468416280608e-146,0.343310785817873,5.64869754693999,"Gamma"
377,"Gamma",1.5,0.7,1.2,24,0.681710102991896,1.51300737673484,1.04842868967815,499.16824485367,4.46657808723521e-61,NA,NA,"Normal"
378,"Normal",1.5,0.7,1.2,24,0.616893537982351,1.23355071994209,0.925682391903125,507.496027330067,3.17995351416272e-58,0.948926899885004,1.49170868999505,"Gamma"
379,"Gamma",2,0.7,1.2,24,0.762177115560517,2.16724482860408,0.989711303799008,480.254198640373,8.72448973508807e-69,NA,NA,"Normal"
380,"Normal",2,0.7,1.2,24,0.679574042629762,1.78541838846116,0.868893954835858,473.167917198517,3.55068794258142e-72,0.557793765597058,3.42525421749159,"Gamma"
381,"Gamma",1.5,0.9,1.2,24,0.838697815641722,2.10944843975553,0.804402064798346,414.505508330288,2.28886669892487e-96,NA,NA,"Normal"
382,"Normal",1.5,0.9,1.2,24,0.960082464482698,1.42974562939596,0.990524611577569,327.042770738391,1.94301283858869e-133,0.79539835068204,1.83701012391109,"Gamma"
383,"Gamma",2,0.9,1.2,24,0.913501774500268,2.52607623363125,0.848394184016763,402.170849792468,1.26800113305033e-102,NA,NA,"Normal"
384,"Normal",2,0.9,1.2,24,0.889034159738539,1.92663541956313,1.14710333317202,399.31026468343,9.90931568245373e-103,0.845741356140182,2.34580479824569,"Gamma"
385,"Gamma",1.5,0.7,0.84,25,0.755549746083797,2.87674055092521,0.580568085481507,441.336834293892,3.1843119040371e-85,NA,NA,"Normal"
386,"Normal",1.5,0.7,0.84,25,0.652021080068061,1.54390937056603,0.770546808267828,474.780539818619,2.67705397788272e-71,0.493895258145775,3.24154303647441,"Gamma"
387,"Gamma",2,0.7,0.84,25,0.641983756656942,8,0.259850075736133,472.772678155754,2.89948515636739e-73,NA,NA,"Normal"
388,"Normal",2,0.7,0.84,25,0.672146300011176,2.09378977738182,0.884172530127577,475.272844261693,1.79828449507407e-70,0.400137727362763,5.48533745234148,"Gamma"
389,"Gamma",1.5,0.9,0.84,25,0.908158386133165,2.92818722281335,0.482040499711364,329.730621876099,2.19066799787766e-132,NA,NA,"Normal"
390,"Normal",1.5,0.9,0.84,25,0.866664918735521,1.40030250706277,0.846038892044941,369.049886988777,1.46477177727663e-116,0.572873283589927,2.54535794524595,"Gamma"
391,"Gamma",2,0.9,0.84,25,0.874691517309224,5.61751434702546,0.376733686031417,362.794616721038,9.01160006218174e-119,NA,NA,"Normal"
392,"Normal",2,0.9,0.84,25,0.875705657154059,1.96661920842993,0.800810517598583,353.658421214633,3.61267922843959e-122,0.354337352854618,5.64084167190995,"Gamma"
393,"Gamma",1.5,0.7,1.2,25,0.67031548967935,2.530108234282,0.636609296872623,488.747277118293,1.94406082392955e-67,NA,NA,"Normal"
394,"Normal",1.5,0.7,1.2,25,0.620057798339095,1.12016317817362,0.787671356746396,489.987922546955,6.06371631155914e-65,0.839596512085062,1.63625411386514,"Gamma"
395,"Gamma",2,0.7,1.2,25,0.690902754076936,3.18476568761613,0.696555335745355,498.531268549549,4.68879671371458e-63,NA,NA,"Normal"
396,"Normal",2,0.7,1.2,25,0.690415405106174,1.94452489767753,1.11376738548923,494.224572122964,1.10472562651683e-63,0.800726581196936,2.58991763955941,"Gamma"
397,"Gamma",1.5,0.9,1.2,25,0.837698507659464,2.27941798305301,0.732432991629225,411.647995944222,2.18146505693111e-97,NA,NA,"Normal"
398,"Normal",1.5,0.9,1.2,25,0.878235242312318,1.39562085304406,1.00353910824428,384.10220544374,1.30019488252351e-109,1.00531216504538,1.5848088983807,"Gamma"
399,"Gamma",2,0.9,1.2,25,0.869408690569799,2.07999651316744,0.998421118224364,426.996738950136,9.48991015014055e-91,NA,NA,"Normal"
400,"Normal",2,0.9,1.2,25,0.881560932826326,1.89090238715117,1.09161590111694,394.719086220008,5.35372678280942e-105,0.694439259492802,2.92310910826331,"Gamma"
401,"Gamma",1.5,0.7,0.84,26,0.71644514150825,2.83914382452324,0.571218157467514,465.994679976245,3.44615302432999e-77,NA,NA,"Normal"
402,"Normal",1.5,0.7,0.84,26,0.707381205955024,1.49427222802063,0.737353210341044,440.990515804527,2.80196162855761e-85,0.470561957969349,3.32712852517039,"Gamma"
403,"Gamma",2,0.7,0.84,26,0.745617623920869,4.03752258178673,0.472646672822836,441.267030325122,6.47974311240281e-85,NA,NA,"Normal"
404,"Normal",2,0.7,0.84,26,0.72117950733283,1.86015549267714,0.885493050688941,455.99270436553,1.63007258959555e-79,0.483846415599409,3.96830609906634,"Gamma"
405,"Gamma",1.5,0.9,0.84,26,0.885945957490443,2.40777849905544,0.662137952310402,376.376495858149,5.38788618945067e-113,NA,NA,"Normal"
406,"Normal",1.5,0.9,0.84,26,0.91450412895004,1.51477180059379,0.855764714785994,337.469640343335,4.07452108322063e-130,0.531308125449432,2.9186346014798,"Gamma"
407,"Gamma",2,0.9,0.84,26,0.909236783580604,7.64524926628345,0.276023608703177,319.244298077009,2.95461569576285e-137,NA,NA,"Normal"
408,"Normal",2,0.9,0.84,26,0.880953749772559,1.98686307259025,0.760115208617388,342.43408595684,4.8717639239421e-127,0.302513974507725,6.63100984883826,"Gamma"
409,"Gamma",1.5,0.7,1.2,26,0.616928313609582,1.99802922674561,0.890439784036798,524.471216652674,9.47468802374035e-51,NA,NA,"Normal"
410,"Normal",1.5,0.7,1.2,26,0.661715757732228,1.21752147157454,0.959286044534575,488.343060637222,5.71815268745472e-65,1.08553101162221,1.39132489130675,"Gamma"
411,"Gamma",2,0.7,1.2,26,0.645611853645586,3.62770307581566,0.55370639592868,502.283142395483,5.16742416412904e-61,NA,NA,"Normal"
412,"Normal",2,0.7,1.2,26,0.664033062475309,1.72930812209122,0.77909850733131,476.189600902573,9.03635677194743e-74,0.43328716199768,4.18634715885009,"Gamma"
413,"Gamma",1.5,0.9,1.2,26,0.824787338652363,1.94968254480768,0.856338130213577,426.800843860909,7.63816382226215e-91,NA,NA,"Normal"
414,"Normal",1.5,0.9,1.2,26,0.849151163213347,1.43367063873911,1.11960057041713,417.182360425311,1.01602729094777e-95,1.07357515511353,1.48762667154228,"Gamma"
415,"Gamma",2,0.9,1.2,26,0.79961152592742,3.36061291344531,0.625653632661684,434.139541204495,2.62846045709154e-87,NA,NA,"Normal"
416,"Normal",2,0.9,1.2,26,0.908455213195033,1.84607534510726,1.16144476287189,387.67228809338,6.76924089079516e-108,0.812484145849257,2.3546779507395,"Gamma"
417,"Gamma",1.5,0.7,0.84,27,0.723048797521276,2.82928958429277,0.582498748576087,456.799727127823,2.84533153081491e-79,NA,NA,"Normal"
418,"Normal",1.5,0.7,0.84,27,0.706810422950159,1.44712275600762,0.864323136582391,459.510650447405,1.58093691601e-78,0.612738872954374,2.53500854095581,"Gamma"
419,"Gamma",2,0.7,0.84,27,0.688275676931579,4.45960630827649,0.489091383783511,482.397788387935,1.74594009133296e-69,NA,NA,"Normal"
420,"Normal",2,0.7,0.84,27,0.715491483574018,1.8950065773954,0.897952748147529,458.817786716251,3.44555782143638e-78,0.457998088514678,4.30018322502105,"Gamma"
421,"Gamma",1.5,0.9,0.84,27,0.924483858632653,3.32028057008013,0.469495851917692,325.878729888128,1.40520389120998e-134,NA,NA,"Normal"
422,"Normal",1.5,0.9,0.84,27,0.900116706737636,1.35758387348214,0.756831605380058,328.932126945004,1.13018571368128e-133,0.540157479744988,2.66749587081253,"Gamma"
423,"Gamma",2,0.9,0.84,27,0.87671960910459,6.0981685977329,0.340254389282104,354.680959439971,2.75094478469306e-122,NA,NA,"Normal"
424,"Normal",2,0.9,0.84,27,0.871694806608621,2.02667190487867,0.806711804440023,356.333096567353,4.74067085927131e-121,0.360265725156389,5.77177395720404,"Gamma"
425,"Gamma",1.5,0.7,1.2,27,0.660119640342169,1.80731092278022,1.01964216544121,515.986277228087,7.98844128127615e-54,NA,NA,"Normal"
426,"Normal",1.5,0.7,1.2,27,0.688662001409999,1.27111943959678,0.877987513359473,467.627573175717,8.90977258723019e-74,0.728419553758437,1.90521243107529,"Gamma"
427,"Gamma",2,0.7,1.2,27,0.708334492448057,3.447119637332,0.639031830581797,485.712066505032,7.42284292575999e-68,NA,NA,"Normal"
428,"Normal",2,0.7,1.2,27,0.670735056267567,1.89969985461756,0.999798740669039,486.035738117999,4.7831507656954e-65,0.873650994467385,2.5129387829371,"Gamma"
429,"Gamma",1.5,0.9,1.2,27,0.88609466571547,1.81612053794921,0.902864325776927,398.700414773717,1.76175604948282e-103,NA,NA,"Normal"
430,"Normal",1.5,0.9,1.2,27,0.914999191889899,1.45154461183588,1.09179765519525,373.641825020449,2.1085659997313e-113,0.869575792813011,1.76483250653947,"Gamma"
431,"Gamma",2,0.9,1.2,27,0.908546227142941,2.03182852116286,0.994234683390485,406.934205210138,2.87207880490324e-99,NA,NA,"Normal"
432,"Normal",2,0.9,1.2,27,0.908195278664828,1.7100637047521,0.995416373564164,366.373595320979,3.82836748284718e-117,0.708517591275918,2.5020080281623,"Gamma"
433,"Gamma",1.5,0.7,0.84,28,0.710818963647287,2.53178517973667,0.669765047661145,470.941451341519,1.10119784636941e-72,NA,NA,"Normal"
434,"Normal",1.5,0.7,0.84,28,0.702309383032656,1.43922650035526,0.716830906224393,444.720058337558,2.74019521322545e-85,0.407874117155126,3.61022348211214,"Gamma"
435,"Gamma",2,0.7,0.84,28,0.579828069207657,5.34205753154135,0.380881496482503,513.917144340954,2.26819973925044e-55,NA,NA,"Normal"
436,"Normal",2,0.7,0.84,28,0.709112831073882,2.01479566080827,0.905033424201448,462.661871488486,1.67282052654203e-76,0.466647934890173,4.50072355128813,"Gamma"
437,"Gamma",1.5,0.9,0.84,28,0.890202423054047,3.10276641658018,0.482193174629618,344.306849928648,2.35087786770864e-126,NA,NA,"Normal"
438,"Normal",1.5,0.9,0.84,28,0.912090973918735,1.40830085035124,0.703965314110739,307.403797975646,4.7421126815951e-142,0.447081049987085,3.2765835991289,"Gamma"
439,"Gamma",2,0.9,0.84,28,0.882021765101017,6.89522731238656,0.281378485533338,334.293202046687,2.81109486104269e-131,NA,NA,"Normal"
440,"Normal",2,0.9,0.84,28,0.88636535530116,2.09131965457286,0.783253629100364,342.710274615146,5.32542541094303e-127,0.322059611324376,6.63716195254294,"Gamma"
441,"Gamma",1.5,0.7,1.2,28,0.596474870290946,1.59118532692165,1.03018820384962,529.431249479061,5.51598156256182e-48,NA,NA,"Normal"
442,"Normal",1.5,0.7,1.2,28,0.653218163261832,1.30563613083343,0.904049688598746,490.662140290239,2.65236094546949e-66,0.814790941915443,1.85565619204157,"Gamma"
443,"Gamma",2,0.7,1.2,28,0.710168340106117,2.19188648425844,0.986843802463753,507.104847044612,7.99018089523868e-59,NA,NA,"Normal"
444,"Normal",2,0.7,1.2,28,0.616717416630943,1.73732959845478,0.937609834688791,506.784137754673,2.17075930104012e-58,0.941643198837316,2.25369803317274,"Gamma"
445,"Gamma",1.5,0.9,1.2,28,0.836526938474864,2.16361889417164,0.78617366815318,417.746583674231,4.0685897932381e-95,NA,NA,"Normal"
446,"Normal",1.5,0.9,1.2,28,0.919341374934164,1.42565481289842,1.2185316138559,386.339348356824,8.05034461700603e-108,1.0812941544032,1.42985880265797,"Gamma"
447,"Gamma",2,0.9,1.2,28,0.885883112414072,2.58245413107698,0.817139827354813,407.087468715863,2.19418229893695e-99,NA,NA,"Normal"
448,"Normal",2,0.9,1.2,28,0.951692193184347,1.95225749079907,1.12303886663692,354.06906715389,6.39301341164252e-122,0.780110244877968,2.63880884399599,"Gamma"
449,"Gamma",1.5,0.7,0.84,29,0.70519717866528,2.92928238896719,0.501906108437726,450.2606508958,5.8090670584769e-81,NA,NA,"Normal"
450,"Normal",1.5,0.7,0.84,29,0.726382466872962,1.30458851238694,0.724318711512388,429.076012488642,1.46764881191928e-90,0.47011527509956,2.89303838717484,"Gamma"
451,"Gamma",2,0.7,0.84,29,0.705357063351682,7.41874523841805,0.26968489880872,443.696046447004,2.38386384736096e-85,NA,NA,"Normal"
452,"Normal",2,0.7,0.84,29,0.751911402003613,1.92599225835292,0.924268292027273,443.391312516334,2.44444864046645e-84,0.536037156258009,3.79711533553355,"Gamma"
453,"Gamma",1.5,0.9,0.84,29,0.905232404085579,2.90201766980474,0.537581816820642,351.057887626186,5.18014391569939e-124,NA,NA,"Normal"
454,"Normal",1.5,0.9,0.84,29,0.850373198933065,1.41690186503579,0.76992037425505,363.121691103974,3.51143317101105e-118,0.502872675470396,2.94548232283387,"Gamma"
455,"Gamma",2,0.9,0.84,29,0.888323319496924,5.95103594444435,0.345038503714844,345.432188928836,1.47993368632107e-125,NA,NA,"Normal"
456,"Normal",2,0.9,0.84,29,0.863438330274682,1.85221544290569,0.651143077688707,331.791126954518,1.03586193185509e-131,0.242738920275128,7.78268151513582,"Gamma"
457,"Gamma",1.5,0.7,1.2,29,0.659469906856056,2.29170076214483,0.720341871584615,498.157859655886,1.36174124613232e-62,NA,NA,"Normal"
458,"Normal",1.5,0.7,1.2,29,0.711256426400037,1.46203302944717,1.00353581116924,472.070444960027,1.19325777222929e-72,0.899459356077322,1.86729496634742,"Gamma"
459,"Gamma",2,0.7,1.2,29,0.681964337700272,3.24621048856916,0.708503197999095,507.543564191247,2.39174145925254e-60,NA,NA,"Normal"
460,"Normal",2,0.7,1.2,29,0.668785339072925,1.86968458606056,1.12763801252101,500.591546744714,5.68267975938299e-60,0.825694757741653,2.4862839606956,"Gamma"
461,"Gamma",1.5,0.9,1.2,29,0.837318502587904,2.24759741051588,0.755619171136874,416.735898126742,3.5832786578502e-95,NA,NA,"Normal"
462,"Normal",1.5,0.9,1.2,29,0.885412694095034,1.39725201389993,1.01215912535483,379.867022105911,1.21395481775681e-110,0.96754414535022,1.62865652351307,"Gamma"
463,"Gamma",2,0.9,1.2,29,0.899439352784057,2.73084022859251,0.788978083622109,399.779714656121,1.4299922456869e-102,NA,NA,"Normal"
464,"Normal",2,0.9,1.2,29,0.887031388227162,1.98427107530583,1.05645329594925,386.645077410607,5.10050442919775e-108,0.661196905695825,3.13310019648984,"Gamma"
465,"Gamma",1.5,0.7,0.84,30,0.627768199864913,2.89447723342946,0.499087608959704,490.228997965276,1.54762242104519e-65,NA,NA,"Normal"
466,"Normal",1.5,0.7,0.84,30,0.622142640237147,1.4696384665587,0.651529835780957,474.980273994375,4.30374891928103e-72,0.417624276200902,3.74280414985944,"Gamma"
467,"Gamma",2,0.7,0.84,30,0.740924875650137,8,0.263470966673097,420.57736694276,4.89255046645367e-95,NA,NA,"Normal"
468,"Normal",2,0.7,0.84,30,0.699242785418866,1.84059619493209,0.75425425261188,452.24834996529,2.25955131454701e-82,0.309988617035495,6.09448719056427,"Gamma"
469,"Gamma",1.5,0.9,0.84,30,0.862775826731195,3.74868484010723,0.425007290187207,359.591863750258,3.73037104959801e-120,NA,NA,"Normal"
470,"Normal",1.5,0.9,0.84,30,0.891405529458983,1.46520937655819,0.715744484219741,327.419651751292,6.86307965537216e-134,0.42111419858973,3.52620359579796,"Gamma"
471,"Gamma",2,0.9,0.84,30,0.92042439962514,4.77938728548057,0.431738460753686,338.397140615776,7.00783385247079e-129,NA,NA,"Normal"
472,"Normal",2,0.9,0.84,30,0.886658917931924,1.87016137452111,0.787959504750592,345.767730005107,1.48465834120839e-126,0.408980922024499,4.71670146154541,"Gamma"
473,"Gamma",1.5,0.7,1.2,30,0.624010681634789,1.6401354172185,0.955909276527199,524.007804322109,7.09036950358053e-53,NA,NA,"Normal"
474,"Normal",1.5,0.7,1.2,30,0.725865994627911,1.15689473029353,0.891927089958582,451.770838111111,4.34714863999114e-81,0.764073237782349,1.73549239639184,"Gamma"
475,"Gamma",2,0.7,1.2,30,0.712080890802445,1.99174549814385,1.07805928136457,509.066415624794,5.58453978834874e-58,NA,NA,"Normal"
476,"Normal",2,0.7,1.2,30,0.714635854074255,1.92581010835316,1.06690192748322,476.696994345975,1.9753376361936e-70,0.90891604250826,2.39360106046363,"Gamma"
477,"Gamma",1.5,0.9,1.2,30,0.87512004076259,2.66842217118253,0.680129714359207,391.693388190722,2.06544440180422e-105,NA,NA,"Normal"
478,"Normal",1.5,0.9,1.2,30,0.892306923010217,1.3887195510799,1.03701362566987,378.744585124055,1.67508928264366e-111,0.917887685846181,1.66423460542295,"Gamma"
479,"Gamma",2,0.9,1.2,30,0.9028040156392,2.47000007160224,0.81796599189457,395.3174852946,1.33458518121859e-104,NA,NA,"Normal"
480,"Normal",2,0.9,1.2,30,0.910634196067016,2.02774875520932,1.19746780701383,391.284069965393,3.76427921726312e-106,0.73783093547268,2.84946393535164,"Gamma"
481,"Gamma",1.5,0.7,0.84,31,0.698543463030723,2.7748613424255,0.631365988083117,472.877462989241,1.11054904294976e-71,NA,NA,"Normal"
482,"Normal",1.5,0.7,0.84,31,0.704217169598636,1.46145091699233,0.755740552542253,449.413883079617,2.46859988514355e-83,0.448250542567281,3.35404844251362,"Gamma"
483,"Gamma",2,0.7,0.84,31,0.712372067611729,5.30293460340052,0.37217105537966,448.865522258602,3.24609349311188e-82,NA,NA,"Normal"
484,"Normal",2,0.7,0.84,31,0.737798541671911,2.0858745405882,0.814724961498246,437.989232088206,1.31009933290587e-86,0.349799768195121,6.02969668271439,"Gamma"
485,"Gamma",1.5,0.9,0.84,31,0.919887394965379,3.09624243869118,0.485222614006604,325.220571567967,1.75017848911217e-134,NA,NA,"Normal"
486,"Normal",1.5,0.9,0.84,31,0.843625890969583,1.36945724775563,0.816373911581343,377.103317351591,1.19287594841076e-112,0.560089639804334,2.54016651125851,"Gamma"
487,"Gamma",2,0.9,0.84,31,0.913109438221318,7.77516797885796,0.264712548818031,313.388066739696,4.26433542787618e-140,NA,NA,"Normal"
488,"Normal",2,0.9,0.84,31,0.897098179464536,2.11143514014557,0.870802405322685,354.072566587604,1.25769182708145e-123,0.379633205639729,5.67005774850187,"Gamma"
489,"Gamma",1.5,0.7,1.2,31,0.772242107709003,2.00617618518704,0.891971786697527,461.679585774669,2.72441476303977e-77,NA,NA,"Normal"
490,"Normal",1.5,0.7,1.2,31,0.638725807637364,1.32608928910801,0.97319074988357,503.785526705109,4.35185713847449e-60,0.878162771575908,1.65516277612828,"Gamma"
491,"Gamma",2,0.7,1.2,31,0.632099359294782,2.90905935843201,0.756316181044439,526.845394568669,1.04798704087825e-51,NA,NA,"Normal"
492,"Normal",2,0.7,1.2,31,0.677929926313467,1.83701621674475,0.94708940354188,482.508538638992,2.44289148953476e-68,0.678788275996079,2.90671517403873,"Gamma"
493,"Gamma",1.5,0.9,1.2,31,0.84609412209308,1.75803620115978,0.970172950093355,424.633108138475,1.56596622876475e-91,NA,NA,"Normal"
494,"Normal",1.5,0.9,1.2,31,0.90008851725976,1.49673228630713,1.0698482596715,382.830946657756,2.94346869901597e-110,0.893024871392411,1.73900005739363,"Gamma"
495,"Gamma",2,0.9,1.2,31,0.910858592870255,2.27833650075049,0.861278279659254,389.557170873024,1.9485907023986e-106,NA,NA,"Normal"
496,"Normal",2,0.9,1.2,31,0.880715263404772,1.89650084895018,0.996285312877391,382.997342952886,9.70534357606217e-110,0.64624113419833,3.04487280780817,"Gamma"
497,"Gamma",1.5,0.7,0.84,32,0.695296791564367,2.84996878359951,0.559762377471011,468.147289676031,2.77432784500944e-73,NA,NA,"Normal"
498,"Normal",1.5,0.7,0.84,32,0.758814270879079,1.38643661126852,0.709913408507384,412.428002198301,8.45418527136795e-99,0.418327021726458,3.39535984503982,"Gamma"
499,"Gamma",2,0.7,0.84,32,0.72622216584628,7.16381177650655,0.290227781999617,446.093490568815,1.70763872929562e-87,NA,NA,"Normal"
500,"Normal",2,0.7,0.84,32,0.711018678975988,1.89462217240652,0.755544338624753,444.034687926006,3.95909845095005e-85,0.322193174816655,6.03700761595054,"Gamma"
501,"Gamma",1.5,0.9,0.84,32,0.891947074726345,3.8045697614544,0.428370943488351,341.182612650413,2.84173383556596e-128,NA,NA,"Normal"
502,"Normal",1.5,0.9,0.84,32,0.89389433452843,1.53931765853309,0.849907601910499,348.870242229501,2.33915399109331e-124,0.501536849248676,3.12997146247931,"Gamma"
503,"Gamma",2,0.9,0.84,32,0.865170241163596,4.83453001903213,0.421528692186666,372.380732818097,4.82012365602788e-114,NA,NA,"Normal"
504,"Normal",2,0.9,0.84,32,0.864970567169309,2.03842895956219,0.799994958728412,362.706084769649,2.08398888467542e-119,0.351825506895263,5.91980836619183,"Gamma"
505,"Gamma",1.5,0.7,1.2,32,0.721484015555024,1.67982320269123,1.0774028960343,488.681884334676,1.67023589555697e-65,NA,NA,"Normal"
506,"Normal",1.5,0.7,1.2,32,0.70117073985424,1.38298448732836,1.03341314555093,483.256650589224,8.75103577973813e-69,1.29294795930392,1.32620729821417,"Gamma"
507,"Gamma",2,0.7,1.2,32,0.628704324072649,3.00977915222264,0.691084319684732,519.884656142963,7.60387504469071e-54,NA,NA,"Normal"
508,"Normal",2,0.7,1.2,32,0.680260810456754,1.86470180319194,1.04706328479209,490.507144463793,6.34036326794098e-65,0.661989427027753,2.99084269814539,"Gamma"
509,"Gamma",1.5,0.9,1.2,32,0.880485315097873,2.18502307314062,0.765698931322933,389.841184148519,2.74949174608509e-106,NA,NA,"Normal"
510,"Normal",1.5,0.9,1.2,32,0.887497719583586,1.10959211251138,0.866576694616161,359.859291889382,3.59004705435556e-121,0.797874885736549,1.53042244973859,"Gamma"
511,"Gamma",2,0.9,1.2,32,0.920964160507842,2.40300238333762,0.908302485331451,397.746826969917,1.3770295691934e-103,NA,NA,"Normal"
512,"Normal",2,0.9,1.2,32,0.83589295260207,1.97940871993139,1.14321735453913,426.52103472329,7.77959951768927e-91,0.839476840259402,2.50877109133116,"Gamma"
513,"Gamma",1.5,0.7,0.84,33,0.718355321442406,3.94301308094754,0.42596102638745,444.856123811783,3.04196796129287e-84,NA,NA,"Normal"
514,"Normal",1.5,0.7,0.84,33,0.697689666355708,1.37906779921975,0.718894550803547,445.195761721659,1.23277978956e-84,0.525443359544986,2.8631239560898,"Gamma"
515,"Gamma",2,0.7,0.84,33,0.631254334917889,7.75800333530002,0.25556505905289,477.70981384573,1.61604360646638e-70,NA,NA,"Normal"
516,"Normal",2,0.7,0.84,33,0.685098045972656,1.89218573937,0.79776877165453,461.550629632635,7.10005395617613e-77,0.33594275983829,5.77742564271928,"Gamma"
517,"Gamma",1.5,0.9,0.84,33,0.894252710616271,3.68348389960664,0.431123580381056,341.04978345374,1.30545945686227e-128,NA,NA,"Normal"
518,"Normal",1.5,0.9,0.84,33,0.897375682311085,1.55547478434779,0.727846891862876,326.782755404568,6.93481065043145e-135,0.432262278996833,3.6975325930847,"Gamma"
519,"Gamma",2,0.9,0.84,33,0.932543888621218,4.66847011444295,0.443245916816878,332.754130713882,1.61871668427113e-131,NA,NA,"Normal"
520,"Normal",2,0.9,0.84,33,0.875480718982764,1.98650517098547,0.830664440742571,359.686308596974,3.92236944604971e-120,0.409861119737427,5.00294993345524,"Gamma"
521,"Gamma",1.5,0.7,1.2,33,0.696742324023457,1.62286673508064,1.03741827187089,493.141266879823,2.51634140808037e-63,NA,NA,"Normal"
