"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"resp0"	"answer0"	"correct0"	"whichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"timingBlips"	"correctPos"	"responsePos"
"main"	30	"CL "	" oneCued "	0	" left "	"W "	"X "	0	0	0	1	"JIOFMZDRTXWBALKYSPNUEHGCQV"	"KMAQPXNWHCGOFRLDJBIVZUESYT"	"GUMLBTEWJAISRFPQHYCDKZOVNX"	"ROGIAJLKWNQZDPSYMHUVBTXCEF"	"KLBMPFANSVQGJCOZEUHYDWRTXI"	"ONGRZKMJWDHBECPVTISXAFYLQU"	0	9	10
"main"	31	"CL "	" oneCued "	0	" right "	"S "	"F "	0	1	0	3	"JIPKEBNLGRAFZYWXDVUQHCMSOT"	"UETALWNFOJSCXVKIMBQHRYZPDG"	"IDECBZOPXHVQSMJTWRLGNUAKFY"	"UXWQVRDSKCNIFLMBPZAJEGHOYT"	"DMYEXKWZSJUVQHRLGBPNCTFIOA"	"JQCEHGSODTRVPAYKFBLMNUZXWI"	0	7	10
"main"	32	"CL "	" oneCued "	0	" left "	"M "	"V "	0	2	0	-3	"KSPLTHCWMVOXFJIGRZBYAQENDU"	"CIABSVKQHXPJREDWTFLOYGNMUZ"	"PKANDMLIVEWZUHYGSRJOQTBCFX"	"GFCRVBOTHWQXPYUJLZSNIEKAMD"	"NJMLAHQPSEUZFBDGRTVWOIXCYK"	"FHCEGOBDUJTPWQLIAKSNZXYRVM"	0	8	5
"main"	33	"CL "	" oneCued "	0	" left "	"A "	"I "	0	2	0	1	"KUMHJXQWVGECPSTRAINLYZOFDB"	"CVDYOWPUNLBJTHSXZGFIRAQKME"	"FGYZDOJTMEIAKBNWXRSUVCLQPH"	"YQCAZOIHGJLWURVKPXSTBMFNDE"	"IMUZEXAORTKNPVJCYBGHLQFWDS"	"KFYAIWGEDUHBJCNZQRSLTVOXPM"	1	10	11
"main"	34	"CL "	" oneCued "	0	" right "	"S "	"R "	0	5	0	6	"QYJDMPZEIWNGKVHAOSLFBXTCUR"	"QOXTEBDGFVCWLUJSMKAIYPNHRZ"	"GLZWDRPIHJCQOVBXKFMAEYTUNS"	"VDMNHAIXYCQRZOBPEJGLUKSWTF"	"RILNGYODPTWCFUJXKBEQAVMSZH"	"ZVIDXUCRNWLKHSPABQMFTJGOEY"	1	7	13
"main"	35	"CL "	" oneCued "	0	" left "	"W "	"V "	0	0	0	1	"SCNDHUOJKVWPQIRYFEGZTAMLBX"	"MIUOQPLWERZXAYTVBKFGCNSJDH"	"WKGLAIZBTVUDJXCRPYNMHQEFOS"	"YVPEIHAQJZBUDOFXGLKTWSRCMN"	"XLZFTASNIBPVRGOJDKQYHWEMCU"	"KCIUJETQVNFOLWHRDPGYXMBSAZ"	1	9	10
"main"	36	"CL "	" oneCued "	0	" right "	"J "	"D "	0	2	0	1	"TBOLESMIHVPGYQJURNCXKFWAZD"	"LPMIQXVFUGASETHDBRJKYWOZCN"	"GNZUHLYSVRDJETIKMPACXQOBFW"	"GJZOVKSFRYWMLACXTHNQPEUBID"	"PLDZWVSTARHYQCKUBOMNGXJEIF"	"QOKTICMDBAHYRJLVEFPSUZGWXN"	1	10	11
"main"	37	"CL "	" oneCued "	0	" left "	"H "	"N "	0	0	0	4	"WKLXQRIVSPNZUYHGDOTABJFMCE"	"HNTJLMXAFQVKODCUZPBSGRWEYI"	"IUJZAETVWDLKOPRYXNGFBMCSHQ"	"KDTSPXMGVECZIWYAOJNLRBFHUQ"	"XPUGJSIAHVBQORMKENWZCLYDTF"	"ZTAFSCGLWOXNRVUQDMYJBEIPHK"	1	10	14
"main"	38	"CL "	" oneCued "	0	" left "	"N "	"X "	0	3	0	15	"RFWZCUOJIGHLDTNSYEXBVAMQKP"	"CUBYDEASVNRMZJPGWFTOHQXLKI"	"GQBFNKPJYZMIDXERHSWUVOALTC"	"FGKUMEQIXHPOJWDRZTACBLVNYS"	"FVDYUNQLEKHPMGAWZBJICROTXS"	"KPCWJOEUNTQIBYARGDSLXHVFZM"	1	8	23
"main"	39	"CL "	" oneCued "	0	" right "	"W "	"N "	0	3	0	1	"MKCRNTAQEUVXIWYSOGDJFBZPHL"	"OFAHKMXGVJNWIZLRUBQDYTPCES"	"CMUKBERVWINLSYTZOJDGXHQFAP"	"ZOCPIMRGNWDYSUALQEVBTHFXKJ"	"AQVGEFMYDXIRNKHOZTSBWUPCLJ"	"DSCANHPBXVYIMQFGZRWUKOJTEL"	0	8	9
"main"	40	"CL "	" oneCued "	0	" right "	"S "	"X "	0	1	0	1	"OYDALZWJKEBRGQNTVIXCUSFHMP"	"EYPROLTXSFDKJWAQUHIZCBNMVG"	"WEQVSTCOZFJXURMBDYGLPIANKH"	"ZBNYMDWUPLATFOIVJSEHQCKGRX"	"IGKBVRUTJHDSCQYWXLNFZEOAMP"	"CQFYNJLSIUBKVHTGOXDMPEWZAR"	2	7	8
"main"	41	"CL "	" oneCued "	0	" left "	"G "	"Y "	0	3	0	14	"UGNBREWAPYQVKOMFZCJISHDXLT"	"JWPAVKIXQMECYRONBGSZHUDLFT"	"XKQLZPCHNUOTFVJIRSWBYEADMG"	"NJLUDBXFCYQWPIRSAZOMKEHGTV"	"BQWVPSDZCJUXFGHNOLYEAKTMRI"	"JYINUDAGOLMVKBQRXPTSZFHCEW"	1	9	23
"main"	42	"CL "	" oneCued "	0	" left "	"F "	"D "	0	3	0	3	"ANEDGOSFTJZMLWYIRBXUPQVCKH"	"YWODUNLJZAGBQVHFPCKEXSMTRI"	"NUSBHYPGVEJLAQCKIFMTODRWZX"	"HZTOPVUYLDKGFREQBNWXCIAJSM"	"TPOGDEFNWCSKJMRILQZAHYVUBX"	"CQGFWUMYDBXKVHRZIPNOTLESAJ"	0	9	12
"main"	43	"CL "	" oneCued "	0	" left "	"M "	"W "	0	4	0	1	"DNLSAUYKEPRTWMHGJOZIBQCXVF"	"ULABQXDVHGSFNTIPRCZWJMKEOY"	"MIQUEJNSBWYCTKVPZROFXDALHG"	"SGHKARUDTPCMZFLWBNQOEYVJIX"	"VKSFTODEWMIRHZPXNCAQGBJUYL"	"YULTQSZVXHPFBNOWCGKEIJARDM"	2	8	9
"main"	44	"CL "	" oneCued "	0	" right "	"S "	"S "	1	2	0	0	"HJDXEQOGWMTLSIKVCYARZUPNBF"	"IPVTYQFZUESJXWKGCABDNHMLOR"	"XHEYPVANSTOZQLRICGJMWKFBDU"	"HVCFMQIZOXLGSAERTKBYDPUNWJ"	"CUXIJTQMFBZSVLPOHWEGYADRNK"	"GEKCBPNXHRWZYTFJQDMVALOISU"	0	8	8
"main"	45	"CL "	" oneCued "	0	" right "	"T "	"N "	0	1	0	1	"YINUOCBWEJAGHFMLXDZRTQSVPK"	"PIZLBMWKYONTHSREUFCJDQVXGA"	"NMWQLBZRJKOUHCVTPXYAEIFSDG"	"IFKPJDCETYQOLMWRGZHBNAUXVS"	"KLBZIQETVNCDHSFXPWGMUYAJOR"	"FQUGOBNPELVDMSZCWAXRIHTKYJ"	1	10	11
"main"	46	"CL "	" oneCued "	0	" left "	"G "	"Z "	0	3	0	17	"ZRIKWBYOADJFCSXGHPNTQVUMEL"	"ONJFCRAMIGXLTSVUKDEHZPYQBW"	"WDKYHBZEJUQVGAFPNXMRTICSOL"	"RLPKBANZFQOUVDCJYMSXWEHTGI"	"RKJYOMITQBGXNWCAFZUPDHVSLE"	"XTSLFQENJRHDUCOAIKYGMVPBWZ"	1	7	24
"main"	47	"CL "	" oneCued "	0	" right "	"P "	"V "	0	2	0	2	"ORFQHXWJNEBTYUCADMLPGSZIVK"	"SMOKHYVAGTEBNRIUCXJPLQFZDW"	"TIEZFHKXVRPASCDBQJWMUYONGL"	"FSHPYWMAIRNVGUDBKEOXLJTZQC"	"ICKJELDYZNXPOBUQFMTAVRGHWS"	"RHATGVOIMKQEFBJNZYPSUDWXCL"	2	8	10
"main"	48	"CL "	" oneCued "	0	" right "	"Y "	"Y "	1	1	0	0	"PXHJCRLBFMEVWTIANKZDOQGYUS"	"DNTGFLUAWIYEJMKOZSQCHBPRVX"	"CRSZHUFMVKWYDLXIPEGJQTNBOA"	"IVYJCXUQDBLAZRSOEKGWMPTHNF"	"TSGMIHZLPAQEKJODXBCFURVWYN"	"ZFAVMCQEYOLUGTIJNKWHPDRBSX"	2	10	10
"main"	49	"CL "	" oneCued "	0	" left "	"A "	"A "	1	3	0	0	"JWDCLIQEZAFSUOXRHTYKNBVGPM"	"QVJADUICEFWPOXYMHTLGRBNZSK"	"TANBCZKDMVEFGSXWRLUJOYIPQH"	"VZWUNYALXTIEJDSKRFGMPQOHBC"	"DEGXPCSIHVZTRKBMNOAFUQWJYL"	"DXVBSOIQWUZHAJKPLTNGCYRFME"	1	6	6
"main"	50	"CL "	" oneCued "	0	" left "	"S "	"S "	1	0	0	0	"CJENHAMSZYDLQUWTBPIRFXVOGK"	"DWVNZHAGBTLIKERJCSPQXFOUYM"	"ZWUSKBEGMRQLDOPNTCXHVYFJIA"	"NKIBCRDJFUQXALGTEOPVSZMYHW"	"ANBQSYMZEJCFRKGVIDULOTPWXH"	"TJVBNHRKZWPXEOCDASGYMQFLIU"	1	7	7
"main"	51	"CL "	" oneCued "	0	" right "	"J "	"F "	0	2	0	8	"FIEXNLGTCWRQSDAZOBMUHYKPJV"	"ZQFBXJYGPKCUSNEOHILRVWMDTA"	"DTLAICFYZSHGUKJVWMPBNQXORE"	"AWHBFRSICGXONDZEJULPMTKYVQ"	"JHGXVZRWLYKUPMIOFCNTEQBADS"	"TGLBOSUIRFJHQCAVDPNZXEKYMW"	1	6	14
"main"	52	"CL "	" oneCued "	0	" right "	"P "	"R "	0	0	0	1	"EQNOCDTVXRPFUSGBLHAWMJIYKZ"	"WDXOSMIPQTZJCGRENVHUFKLAYB"	"GKJEUORDHPVYNMCFLZSWTIBQXA"	"HWSENDYGOTPLUXKZCIBVRJAMQF"	"ITDZUQWPLBMVCEASFGKNOYHJXR"	"MSJCAWDHYTZOUBFIQNGREKXPLV"	1	9	10
"main"	53	"CL "	" oneCued "	0	" left "	"E "	"U "	0	3	0	1	"PBARKMGNFLDYWEIOQSVXHTJUCZ"	"MJHPDETZUAVLNGRWYOFIQKSCXB"	"RBOAEPWFJXIZDLQSMKYVNCGUTH"	"FBZAHYXGUENVDOKTJMRQPWLCSI"	"CWQZENIAYDXMKUOTJHGLPSVFBR"	"OXJKUPQCYDBRVTGMNWEALZHFIS"	2	8	9
"main"	54	"CL "	" oneCued "	0	" right "	"M "	"G "	0	3	0	-5	"KQUIWLXDPSFJTVCZOMAGRYEBHN"	"BJLQRDNMZTSWEUVGFCAIKPHXYO"	"LJYQFZTSCHBOGXIDVEPAWNRMUK"	"PRMJEAVGWXIDZFUQHSTNBKCLYO"	"UTGJOWXHRFCAPKYSIVNQLDZMBE"	"SYWZXPFCOAJKRBEVUDGIHQNLMT"	1	7	2
"main"	55	"CL "	" oneCued "	0	" left "	"B "	"B "	1	0	0	0	"ITHKPWJMSVBQGCEFANYUXOLDZR"	"YLPADQRESBICKHUNGJTZOFVMWX"	"EXHSUJLQPKFMNAITCRBGYZDOVW"	"ODYNEHQLRITBAKSZGMJFPUWXVC"	"RMUEBHOWKTVIGNQPFDSAZLXYJC"	"NMPHRDIUQCFJYOATBVESZXKGLW"	1	10	10
"main"	56	"CL "	" oneCued "	0	" left "	"R "	"B "	0	5	0	3	"KHJSUPLDBQGIMOTNRVEZFXWCAY"	"YPIKLGQDAZXNEOFSJUMBHRTVCW"	"QJWEHBFIGMRLXDYZTVUSKPNAOC"	"AMFSTPHYJZBXGNDVCUKWEOLIQR"	"RSYENVKBFCXAHLPUGIJWDQZOMT"	"ZVTEPSBYIRUCQGWXAFOHJMLNKD"	5	6	9
"main"	57	"CL "	" oneCued "	0	" right "	"J "	"Z "	0	2	0	-4	"BPTJYHKSVANRLMCXIQGWZUEFDO"	"IMHVRYLCFZEKQDGJPBAXWUTSNO"	"TNBIEJOQSZGDFKLMWRXPUACVHY"	"RPIUDHNKXLAGVQEFCZOMJWYTBS"	"FRSTJXGANPIVUYQLHKCMWZDEOB"	"VHAOBXJPIMECGLSDUFKNZTYRWQ"	2	9	5
"main"	58	"CL "	" oneCued "	0	" right "	"W "	"R "	0	3	0	1	"HWZXICRONBLSGJUATEYVDQPKFM"	"NCXESJHWTMDBQUIGKLZPRVFOAY"	"YIWBGAXKSNUTMJRDCFEOVQLZPH"	"FVUPGLRWKSNMYDJXZIQHCETAOB"	"VRFQPGTLAXEOKUWDJZNBHCISMY"	"XDCQFKNASTORJZPUIWGVLBHYEM"	2	6	7
"main"	59	"CL "	" oneCued "	0	" left "	"C "	"Y "	0	3	0	2	"NZDIRYGQAMOESKHTWXVUBJLPCF"	"JXOHEZLWGVNQFDPRKUAISYBMCT"	"HAKYVFDRPIZSMXLUOQJNWEBTCG"	"TAPHUMEJIFYDCLZBKNSGXROVQW"	"YAHZQFOCJSETLIKBVGXPDWUNMR"	"COYKJIVSUXMTAQPZGEWFBLDNRH"	2	10	12
"main"	60	"CL "	" oneCued "	0	" left "	"S "	"P "	0	5	0	2	"SCXYLPOIARWHJZQKMDTGBEUFVN"	"NIMLKSVZJBFYRGQECAHTXDOWPU"	"TAGUBWLOKPDZYXMSQVHNFIEJRC"	"PAMDLXRVHBJTYSQEFCZNGIOKUW"	"YDNKVXMCEBSJRGITHQLPFUWAZO"	"KJDGTBPZSQFOAVRINMXWCYUEHL"	1	6	8
"main"	61	"CL "	" oneCued "	0	" left "	"C "	"C "	1	0	0	0	"TEOGHRPNCJBDUYLFWSZXKQMIAV"	"EFHVQMSTZKRWPICYAJOXULDBNG"	"CVITFNSRMZJWAOLKUGBQYEXPHD"	"OVZJHCWXRQYAEFBNTLGIKMPSUD"	"ZBTGAQORYLSFMNUHPKCVJDWIXE"	"WMOXEYHKJGCFQDSTLRAVZIPUBN"	3	8	8
"main"	62	"CL "	" oneCued "	0	" left "	"R "	"F "	0	1	0	1	"RELPKQYZVTWHXODMCJAUISNBGF"	"QYTACGHIMFROUSJNBXVWZKPLED"	"REBCKWMGJQHASIVFONDPLUTXYZ"	"UOEZXKGVLWTHCIFPYMSJRANQBD"	"RQDXMVLAYGFNPESZKUJTHWOIBC"	"ZRLJUEBDOFAIWQYXGPSTKMHCVN"	3	9	10
"main"	63	"CL "	" oneCued "	0	" left "	"S "	"F "	0	2	0	1	"VTDAKQERZNFXLBMJYCPHIGWOUS"	"NSQFGLEKUHBICVZXMARDOYJPTW"	"IJWVAXMTYPFSLORHNKQUEGBCDZ"	"XAMBVFTWNORQCESDKGLPHJYIUZ"	"RHWVIAYDBMZQGKPFOLTJXCSUNE"	"EKVNSJYGXPTDHZBWCLQAMRIFUO"	2	10	11
"main"	64	"CL "	" oneCued "	0	" right "	"B "	"B "	1	3	0	0	"IHLMEQAOPWYXFGRJNCDZUSTBKV"	"UHFJXQBSPDYVCMEWONTLKRZIAG"	"WSFTKERMLGUPYZOCHNJQBADXIV"	"GHSOPYZIBANFLUQVWXEKMJTCDR"	"EQILAHKDJCBFXWOTMYUVNSGZRP"	"OQHVWZDCSLAMNGBTIPYUREJFXK"	2	8	8
"main"	65	"CL "	" oneCued "	0	" left "	"X "	"K "	0	5	0	1	"FYXUWQTRAPONJESVBLGCZMHKDI"	"FRVLZPHUITMQONSDBAKJWEGYXC"	"BTCUIEGXDHJFMLNPVWSOZRAQKY"	"KRGLBOVQNEFTAPYCJIXSMHUDZW"	"YKZBQREVJODHMIWSPGUNCTAXFL"	"FEPBGVKXSNAHJUWRTMQLZYOCID"	2	6	7
"main"	66	"CL "	" oneCued "	0	" left "	"I "	"U "	0	4	0	-1	"DNHXCFQJZAUERPTBWKLMIVYGOS"	"NHAVBJOCGTYEFQSUPIXRDKLZMW"	"SZQJWHGOLARXPNUVDMTCFBYIKE"	"XMZFHWESDGLPYORJNUQVBIKATC"	"FPATJMYZRIUKLWBSGXENQOCVHD"	"RFYAGLVPNSJIZMCBUOTEDWHQKX"	2	10	9
"main"	67	"CL "	" oneCued "	0	" right "	"M "	"Y "	0	5	0	1	"JLAEVCWMRXFBTIHSNUZGPKYDOQ"	"TUDJQLICBOYPZVHXNKAWSGERMF"	"HFQMICKZVDEOSNURTAXWPGYBLJ"	"CJEFTUMOBKASQWPIXDLHGYZVNR"	"RWHJTDQIFUZYVCXPSALNKBOMGE"	"TBQFLDWYMINJEOGARCSKVHXUZP"	3	7	8
"main"	68	"CL "	" oneCued "	0	" right "	"T "	"D "	0	5	0	8	"JDCPUXGKVEYWIZSNHMQBRTLAOF"	"TBYOXIEFACDVLZQRPGUHMSWKNJ"	"MUDQRYZPGVXFOCBETSJWLIAHNK"	"EGTPLIAQJVYKFOHDWXZRSMCBNU"	"VCHYGPXNMIRFUJSQOZTEAWKLDB"	"EJHMRFZDKLWBPANTXGCIYVOSUQ"	1	7	15
"main"	69	"CL "	" oneCued "	0	" right "	"M "	"M "	1	0	0	0	"RJGWLXMAEPFQSOUKIHZCDVBNTY"	"YKSACLIDEMZHWPNOTQXGFVBURJ"	"QDYNKZBGTWJXLCIHUSOPARFMVE"	"MAWXHJVKUPIELZBNYTOCSQDFGR"	"LXMRTYBUADFHSIZVQNKCWEPOJG"	"JXFVKAPSCQDNWYRZMTLUBGIOHE"	2	6	6
"main"	70	"CL "	" oneCued "	0	" left "	"Z "	"K "	0	0	0	3	"XGWFEVDKUHZPCBLNAOMQRYITSJ"	"ZVNOJRKWXLUQBIGMCSTAHYPDEF"	"KGBUJPZWEMXCYTISROFVNAHLDQ"	"NRZIBVYKTHLAJDXWUEOSPFCGQM"	"CRTBUIDFJXMNKZVGYESPLWQHAO"	"HJFCURLEPTMBGDQAKXZNOYWIVS"	0	7	10
"main"	71	"CL "	" oneCued "	0	" right "	"X "	"J "	0	4	0	2	"IFGMRQWNVTOBSADCXEULYKHJZP"	"SZJBYLKGAQENPRDWCIUTVXMFHO"	"MGKTZCQYSBHWJXEODPLNRUVIAF"	"LBDZGJFCYOTNKIHSWUEQXMARPV"	"CSPIQZGLANJWXEVBYRMOHKDUTF"	"EQMKZWRAPNDXLYVTIBGSCJOUFH"	2	10	12
"main"	72	"CL "	" oneCued "	0	" right "	"Z "	"Z "	1	3	0	0	"FQTMEGWPJUDILYZXKBNSRAVHCO"	"NUKZIDMGTCYPAOWFJRVEHXSQLB"	"LVUJYKSNADRMIBHOPXGQWCZEFT"	"VMAETUFCKZLHQGOYPWJBISRNDX"	"FSPUHXVEQROCGZITNKDJMYWBLA"	"TJPZXRYLUQSVEAFDGMIHCWBNOK"	4	9	9
"main"	73	"CL "	" oneCued "	0	" left "	"T "	"F "	0	1	0	-5	"HWRTFLBQAGSOPIEXCVKJZNMDYU"	"AMUTSPIEFVBZXHJGQRODCYWLNK"	"VDZQFLSYOTUKHPXMCAGWIEJBNR"	"FEXIOBLTZUPJSNDWQAHGMCVRKY"	"COTEXDVHQARGZFMYNPWUJLBISK"	"PSNMWBXCEKQYLGVODJFHIZATRU"	2	8	3
"main"	74	"CL "	" oneCued "	0	" left "	"G "	"Q "	0	2	0	-3	"WKJEGBMSYQDAPNUOTFLCVXZRIH"	"TVINKULQFAWXYDHSJZPOMCGEBR"	"AVBMHFGZWQRPLSOUTDXCJKYINE"	"RLFEABWYTJKCVPXSZHQUNODGMI"	"NDJCVSUMORKHIXWBZTGEYFQPLA"	"INMHCXQFYLWBKOGEJZPSRVDTAU"	2	9	6
"main"	75	"CL "	" oneCued "	0	" right "	"P "	"P "	1	3	0	0	"SEVUIRKYQDZXALCWNJTHBPGFOM"	"GEPRQUVLXIZASCTJNBYFMODKHW"	"NQCTZMFIYDBUEXSLJWAOGHVPKR"	"IZKHVYDUPCBMQAEXSNGLJOWFRT"	"TQDIFVEAPSJRUCHKBMGWLZYONX"	"XDYCMOFIGBSKJVRPAZENTQLUWH"	1	8	8
"main"	76	"CL "	" oneCued "	0	" right "	"M "	"W "	0	5	0	11	"DIVJUHMGFEOTKLYPQNCZWRABXS"	"NRCGEHQUXJFMKVAZLOTIBSPDYW"	"HLVZEDSWOBNQKPAGXYFCJMIUTR"	"HQCSXGZAMTVJKERNWLOFDUPYIB"	"CHBWRATDOXLVNUMSPEZJGKYIQF"	"SDUPRAWKQFYNVTBJOMGZLIHXEC"	3	6	17
"main"	77	"CL "	" oneCued "	0	" right "	"W "	"S "	0	3	0	1	"ZXEYGUJBMQKTNRADFWIVOSHCLP"	"IPXGNJERLQOKZBUWVAYMDFCTHS"	"JQRNMWZDKBSUIFOGXPYTEACVLH"	"UPMCYXAVQSWOLZIRBJKGHNTFED"	"EKXSTMYAFRNDZCLHVIPGQUWJOB"	"EYDNMSLGVAOWKXUZTHFJQBIRPC"	7	9	10
"main"	78	"CL "	" oneCued "	0	" left "	"D "	"D "	1	0	0	0	"HPMZKQEDOYXFWNVLGIAUSRJTBC"	"HVKOTUICFDAGSYMELZXJNPRWBQ"	"OGXCZQEKABNWYRUJVHLDTFMPIS"	"YDFRVBHMUAXIZNGESLJOQPCKTW"	"ETCODXKZWUSRVFPABQGNHLMJYI"	"WQOBSXKFDMLZVTGAJIHNPYERCU"	4	7	7
"main"	79	"CL "	" oneCued "	0	" right "	"M "	"M "	1	2	0	0	"HWJRMAXVNKIUZTDPCQSGLEBFOY"	"LSGKZHATOEXNPJCIMRFVBYDWUQ"	"LSVDYRUKENMACFWPXHZGOIQBTJ"	"PAMTKUCJNQVWIGYSRODXHEFZBL"	"MYDZGHBVWOCNKSLRFXTJIAPUQE"	"YEQIVTNKPZUCOLGARXFWJDSBHM"	4	10	10
"main"	80	"CL "	" oneCued "	0	" right "	"N "	"N "	1	2	0	0	"CEYLKDJQPVNBSTOXFWRZMUHAGI"	"ORGALBZESNWVTIXUCHMFJYPDQK"	"MWKQFINDJUAYOZSTHRCBLVXPEG"	"ONCVEYIZDPAUXRSQBJKGTFWHLM"	"DOXQZPCMVLJEIRSTUGAKWBNYHF"	"FDYTVKLPRGAWEOQSHNUIXCZMJB"	3	6	6
"main"	81	"CL "	" oneCued "	0	" right "	"W "	"Y "	0	3	0	1	"MEDKCOQUBXFIWPSRNYGHTAVJZL"	"WGNIAFZVXRHSUPKDCQOBLJMTEY"	"NHTWUGMQELYPSIAFCXRVOKDBJZ"	"XNLQJEHYWVMIUGPRZCODBFTSKA"	"ARGQOLITNKCVBEXDYHSZFPWUMJ"	"IWOYAKGNCDZPMTHSRLXBVEUJFQ"	1	7	8
"main"	82	"CL "	" oneCued "	0	" left "	"U "	"L "	0	3	0	-1	"JPQFWXVKDHAORCNSYILGZTUMEB"	"BIDEZJSWULRQOXCFMKPTAVYHNG"	"RFVJTDWQONUZCYXSIPGHKALEBM"	"WERFNQIULBAKGXTMOZHSVJYPDC"	"HNETOKDZYCXVQILJWMPSFRGUBA"	"DKNVBYETJLHCAXFOGUIMSPQZWR"	1	8	7
