experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	baseAngle	resp0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	streamLtrSequence18	streamLtrSequence19	streamLtrSequence20	timingBlips
main	43 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 3.97897406198 	U 	P 	0.0 	11 	0 	4.0 	KYIPXZDTVWRJNOMBLAQEHCUSFG	XJACVENWBPIMKGUDTROZYSQLHF	ZYPEOAHFDGUKWBTRNSXCLQIJVM	DUYPFJWNTHLRZEQSBGKCVMOAXI	OKEHFMLRWITBCXZPDSGNVUAYJQ	AOEGLYNQDJVCZHKWPTSXFIMBUR	XANWGTDLJQYSZOIMFVCUBEHKPR	DUVNBZAIGJFYQMPSLECRTKHOXW	GAHRUWICZESKYXBOJTVDPMFLNQ	ESBAQJUTDKPYNHGIRWFXMVZCOL	NKOAUQFBPTVZIGMEDSWHXYLJCR	ZAHYFOXECIPWJDULMTGSRKBVQN	TQLDGONSUFWIKJVHAXEPRYMCBZ	PVBLDAINTGUFXZCWMSEJKORQHY	UTLCRMXJEVAZNFKWQPBSIDOYHG	BKEXMPHFWRATCYIUNOJLSDZGQV	JKAPOGBHUFIYSTQZRVNCDXWLEM	FMGNYPAZCRBLUQKIDEWHSTVJXO	WMRULKCJNTVBXYGPSDHZIAEOQF	JFVHYCMKLOGAPDEQWUNIRZSTBX	MQZVGOKYPEHJTRACUNSWFDXILB	0
main	44 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 71.2556282877 	S 	Z 	0.0 	10 	0 	3.0 	TSUEWLFKAYHNCQGIOXJMBPZDRV	BAOGMCQVWJEXZPYRITHUKLSFDN	DIKFRJYNZVUPMQCEWLTBASHOXG	OSWEBXKVLFYRJDCMZQAUPTGIHN	FLDWVRQPTUKCJZAHBXEMNSGYOI	IXUREOZMYHCNGQJVDLWPKBFAST	RXAKGNPCHBFSWQOYMJVDZTEILU	RFAXYTOUGDNLZKVJCHWPISBEMQ	CFPEQDVXGHJOIYTUWSMZKANLRB	XBUSHZNOTJLFCEWPQMIDRVGAYK	YWRDULGCFZBESKHNXOQAVJMTPI	LRWIBPDOKVHJTQMGYASNZUCXEF	PSJFEXLUYVRHBDCANWGZMIQKTO	RNEVYMTFUJWOBSIHAKLDZGQPXC	YUWBNMTCJSVOGQFKLDIAEHRXZP	HMAYSDBZEPXRILNJOQVTWKCGFU	VXCTNFRMUBZKSGLJEPIYQOHDAW	EZNXVTCLOBPHMQGYDJWRAIFSKU	BEHKLMUYTIGWPSZFOXQADNJCRV	ZJKMLOXQHISAGURPYFWVDTCBEN	MXBJFTVIKHWELDNUZAGSRYOQCP	0
main	45 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 271.455936373 	E 	F 	0.0 	5 	0 	2.0 	VZKFYHWPNRDCSLBXIGJOEMQATU	LWCHGYVRSTBDXOUJZANIKPFMQE	OXPCBENARLVISMDFGHJYTZQWKU	QLGPMVFBIZTCOEKSUJYNHXRDWA	IADYBWNCUEXPLVTFZKMQGSJHRO	AKGWUXFSERMZYQPBCLNDVTJOIH	HICOJUBSDGQMKZYNLVTWAFRXEP	MCGDLNSFTWKIHAROEZQXVBYPJU	XZLRWIVBOFCSKUJYDMQATGEPNH	PGADTJXHNBILYFZSUQROWKCEMV	XJRQECUYZAODPWNIHVGFLSBTKM	ESAXRDQYNVLIMCKWZFOBJTHPGU	QGIHFZBOXUWENCTDPJRVSLAKYM	YMIURAXLWOJSNEKHVGDCFBQPZT	LJNGDAYIRFSZTPCOQEKWMHVBXU	ZXHYGEFAVMQIDWPKBJTSLROUCN	WUMENYPTAZSKCGIODVLJBRFXHQ	BKADUJXTHSFOEVMGICWNPZRYQL	UGIHMVEJYFRXTBPSOLDZQWNACK	VCHIFKYWPBOSJGEAUQNRMZXLDT	LNUZJHGVWDKSICAPQRXOTYBMFE	0
main	46 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 70.8306615031 	W 	N 	0.0 	5 	0 	2.0 	FINHQDZLVMSCWUEPBXAYJGORKT	BFHPJWZIMNOQTRCUVLGYKDEXSA	KXWHDOVEYCNTZQILPRSGUFAJBM	YIHOAJRXWKSQNMBCDZUFTLPGVE	WSMKVJOFHTXDCIPAZURLYNGBEQ	CTFDYJIRONSWMLXUKBAQZEHPGV	JBNWSATFKUZGDQYEPHILCVRMXO	OKTBEZHPYSCRFUWIAJQGVLNDMX	KQTNYWVEGDJXHAMOUPZLSFBRCI	MXJHPZGKSREVWNBCQIAUOTDYFL	TEIBMHJFSQPRGXZADWYVCOLNKU	QGNEKFOVLUPDBCRMXYITSZHJWA	NUVXPFEOJYLQZDBIWTGKHCASRM	YPMRHITCVDUGQWLESOXNAKJBZF	DYTMWAKPHFOVJQGXCBRIZSULNE	MYNILSFAXHDJTZVQKGPREBWOCU	SFERXGMTHPOWZDCUNKVBYQJLIA	MXJLAWSFTUOPVGYNREQCIBHZKD	BFKCVLUEPQMHRZXDWJTNGISOYA	IHSEOMLVYDWCKFJTGRPUQBZAXN	BYMPTNGDCAZSQUHVOXWERFIJLK	0
main	47 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 132.843075312 	H 	W 	0.0 	12 	0 	15.0 	TYMQPEXZHJKAFISVRCGONULBWD	SKEJNBRZPYGXHADLUFTMOQIWVC	BMQPTEAZNOYVUWRHKDXJSCLFIG	FMWJNYAGLXZDUCEPTVBQHROKIS	DOQTXPIVZRUWAKHBMECYSFLNJG	AMEFDYRTGVQSBCXWIKHPZJULON	NHAKRCQFLDWMSBYXOEPVJGUIZT	OTSHDKLFXCUQVZJRIYENPGWMBA	NCWJERSODHPXYULAFBZVKMTQGI	OVUMEYHGWLRTPKFJANIXCZDBQS	RMJETGYHCUFDVKNSQPZIWLXOBA	GWTZRKONAVFEJBIUCYDPSHQXLM	KEGZTDNSWRMPCAUFOQLBIXJHYV	QVJRZNXLIWOMKUABPYCFHTESGD	VLOFQNKXTYUGMWCRISZADBHJPE	DZONWPJLGQFCSXKBYRIAHVMUET	KMDOSLTXNJHUEWRYQVICBPAFGZ	MZUVBGFIXHYTLNDJPKAOWSCRQE	SDWIKEMHAOFZNYRUTXVGLPBCJQ	ZELQMSUADYFXPTNBJORKICVGWH	HBINJXRWSCVMPDYFZKTQULEAOG	0
main	48 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 3.74861935769 	K 	L 	0.0 	10 	0 	3.0 	OCWHBRALTKZQYPNXIVEJSFDMGU	BLMQIDZRXUCNTEHPAOYWVKSJGF	QYUIHVFACZDTWKXRGSNEBOPMLJ	NPJHGTRVQEBYSZLOCUFIDAMWKX	CYFXUKQLVHPBTSAWEDRMGNZIOJ	ERJPZWCKAQULVDMIGFTYBNSXHO	OUWNLYZBSGTIPDHQXJRCKFVEMA	XRBFQJYZMECGOHLKDTINAVPUSW	MXHRSKNCOIJVFEYLWPAGUTDQZB	ZLOTPDUJXMIBKVHEYWGAQNRFCS	ZSWGTOLYAKINCFURJVBHEXMDPQ	RYHKEQIXCFZDPLOUBNGJSVAMWT	KVSACZNWDIRLEBUYJTPMOXHQFG	JUDZOKHSRBFCGQNPXLWETYVMIA	XZCMQRNUFHYAGILSVOWKEDPTJB	GKAVHCOZTMJBDSFWQUEPRNYXIL	YIANWJHPQBLCVSXMZTOUKFRDGE	YOBGJRQLTKIPXVNEFDWSACHZMU	UGFXKNAVMQCLISYBRJTHEPDWOZ	TGUNBCOVEHDYSXLJWQAZMKFIPR	ESDANXCUFLQZGJTOYBRMHVPIKW	0
main	49 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 256.458049936 	B 	F 	0.0 	3 	0 	1.0 	BXVYPQFLMGNDRITOZSEHUCWJAK	LXCUTPKIWNOJEVSAHYBDZMFGRQ	UBETMCNVFJYRAXZHGSKLQWPIOD	GIWPKXUQSFBJAYVCONRLEHDTMZ	XRGTZKSQBJIMFODVWYCLNEHPUA	ZRWOJFMXIDPKATQEHYGNVULBSC	QWODEFIKHYZCLSRPTGUJVAMXBN	JIGNUZPRLFTAKHQXWMEODSVBCY	DYHRTUNEWAZVSFIOKLJXCPGMQB	SNBPQGEADFVYKIJZLCHMTUORXW	YDPCBSXMFHJNAOELUIQGZVWTKR	SIHRYEGOKAWMVZCPDTJULFBQNX	VXSYFJPRNOZHMLIAUTCEKBQGWD	UDSEKOJFCALGTQYVXMNRZWPIHB	EOUMBCQYTSHXRILGJNAZFKDVWP	AUDSNZCFJRYQOWEVGXTPKHIMLB	NSLBPKYAOQXFWGDZCVHEITJMRU	MEONFPCDVWTYUSRAQKLJIZHBGX	LXICPSENVURDWATGZYKQHOFJMB	YIPMWXHBVKNLDAZOGTQSUCEFRJ	QSUVHJWZFDYOPXEBIGCTLNRAMK	1
main	50 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 130.304243483 	N 	L 	0.0 	19 	0 	2.0 	KFGJZCSHRWQLUPMOXVYITBEADN	VCRUGOJZALPBWXITMKNEDHYFSQ	YDWQTXSHKOCRPVJINMLZFBUGAE	UGZXMCJEQLRKSHDBPNATOYWFVI	EAMFVBXOUYPHJNSZRGTCLKQDIW	QCSMUERKOIZLWDGHABJPFNXVYT	YPNQWDMTUGRHXFVKBECLAZISJO	YDPTCLUVGBHNIAZJWFOREKQXSM	JPGMBREANLWOYXVKQIZSTUHDFC	QZROACYFTNKBIJSMXWVGHELUPD	IJZCDUVBQFXGETKRSOHNYWMPAL	LBDHGWJVKIAQNFUOECYTSMRXZP	UHQEIGJCDYPWXOFNZVTARKSLMB	IUSHFYCTXMLRKJOGEQPWVAZDNB	BJZFNQSMWLEARDUVPXYGICKHOT	BFHKEUOXSMNTZYPJRDAQVLGICW	GLQZHKDCEFYTWRPSNOBVAIXMJU	XQWMEOUAIZPYGCFTDBSNRJHKLV	YHDKETJMFWNVLOSRXQGBUPACZI	XEAQTSLUNFWBHCMIZRYDPOVGKJ	SEBLDIWVNOPGHMZYJKCUFQAXTR	0
main	51 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 220.927049036 	M 	H 	0.0 	12 	0 	1.0 	KWRTPFBGYHXZMLIDVENJOSAQUC	TRLIAJDOYMNCEQXZGSKBPHUWFV	HONQKYDVMJUXZAPGWCEFIBLSTR	ZWHJDXURFMOGAEBTSKLPCIYQVN	ZFCJTVGQEYNXKMPRBSIALWODUH	EDJUFMSCTAKZPNYGORQBXVLHWI	HJXSAFQETVNMYCGWKLPRIUDBZO	EPTRYAWQBNHKOSGMFLVJDUCXIZ	VPYERSDQAWZJMGICNBFHLTKOUX	GPQYBCLSNROVFXAWDTMEUJHIZK	JMYKEDUBVGFONRZPLISQWTHCAX	AVCPFDZKJNQUBLIEOMGYHSRWXT	YBSAPDRCQHMKZXFTGJLOEUINWV	JPHQYEWKOGXZFMASNTCUILVBRD	PTLKFMSNVXOJABHIREGDYCQZWU	KZFXOGYMCUIHDQRAWSTEJPLNVB	QFZKHNVJMRGICSLWTBPADUOYXE	TBWDOCGSLKEYFVARZUHIXNPJQM	JBSOULWMGHPICNVTKYAZREFDQX	UGTHBOVSPFKYDZIWNAJRMECQLX	YWPRVBGXHUOZNIMDFQLJTEACSK	0
main	52 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 75.5992257828 	X 	Q 	0.0 	11 	0 	2.0 	TDLXWKYVHBUSMNIZROGFPECAJQ	PVCUIDQSXBTALNWFOEJYRMGHZK	OVFQPLNIHXRSUKYAGJWCMTDEBZ	FIQZVHRUBPLDGKJYAEXOWNTSMC	RNGCPKTVWAQSIDBOUEMXLHFYZJ	EQYALBWGOUTJNKRCDFMXVPZHSI	WCXAJMZQFHTDOSNVBYLEPIRKGU	YBEJCNUHZDIKXFAGMSLQWVOTPR	AWINGDHLQRMKVUOFBCYTZEJPXS	HNVYJESQZULDIBRFMKGWACTXPO	EWIDUPVSLMQJOHGABNCXFKZRYT	PITZAYNKHVQRXJUMGLWCSOEDFB	HWDKTUBVCOSJFMNYEGPZLIAQRX	TAXJVUPNRBLQGZSMOYHKIEDCWF	JWMDUEGLFZQYKPSBXIVTNARCHO	WSPRYAXMQDGLOCHTIVZFJNKEUB	IRFESYCMTDPHNQOXKLZGVJUBWA	CAZRPYTGOLUFVQJBDEHWKIXNMS	SLVDUJWFHZCRKEAXTOPQNGYIMB	VWBISJGQUAYRNLXFCHPODEMZKT	CBYLMQVETHWSFDNGIXZJPAKURO	1
main	53 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 290.646431378 	H 	H 	1.0 	11 	0 	0.0 	SGUKDZIXJQETLWMVABYONCPRHF	JFTHZACNKIWOREQMYXLPDBVUGS	GORYXPCLISJATBHDQEWFMNVKUZ	PFXLRWNIHGDUYOBQZMCJSTAVKE	SGFKDBUOTIJQLNZAXERYHMCPVW	BKYXUJVOZFNQLMRWHDACITSGPE	LYGEWVDTABPONCSXFZIUHJQMKR	HUKIQPYOSEVMGBLNDXTAJWFZRC	YSOTICKDGRZXLMUWFAQEVPJBNH	BVKYXEZOJPCGMTAWFQSDIRLUNH	ZQPDFLOVYESABJUMXRGCKTINHW	QNJSXYUIZBHAKGWRELMTDPVOFC	UXBYMGWOEVKPQJLCFITAHSDRZN	GQRUSWDKXLEJPFBZVNMCAHTIYO	KOLCMZRYHIQNXPFTDABGWUSVEJ	ZILCEWGKNRYAJMXQOSUTVDBFPH	XMZCLOSDAEFPNYKQJWTIHGUVBR	CPXASJLQZGUFNHRVWKYDEBIMTO	OFDILPXYJGZSVMAKTUEHWCQRBN	SLPEMUJVXFRGBDHCANWTKZQOYI	ZQSCKNPIHWXDGFTVELRJMOAUYB	0
main	54 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 80.35268866 	V 	N 	0.0 	7 	0 	18.0 	BVSMIUGDQTWNKLYHPOAFJXECZR	QNLYKHTRPIXAJVSEOMCDZFBWGU	HLKYUGFRJEBPDANZMSWIQCXOVT	DQEXSNZITYMUHKGVWJLARFOCBP	BTVXRJLZKDEWHPCFAOSNMUGIYQ	EGKXFRQOUNLZSWDHMAYBITJPVC	GBXCMJIYHVWOUNDSZAQLPERTFK	SFAIWTDNKJYMGQPOUZBXHLRECV	NRKFBOEYGXWSIDQMUVPZLHJCAT	VWCRAFMZEGJDNLUQXKYOTSHBPI	THZDJULWNBAQKSECXYIOGVRFPM	BXAZCHRMSFIUJOPWYVKDGTLENQ	ESGMUVFTBCNYOPZLJKAQHXIWRD	DEBGJTXOAMCPISKYHRZFQNLUVW	LCKAJYBWFPDZQGHVUNMXISETRO	LJPWABXEFNIQGCDTMKZRHOYUSV	OALTJMDIQXFRZYKBPNWSUCHGEV	QDOLFPRCWSZUABJGXIMVENYHTK	CQNLYVWDSTZIKXJOEPUHBFRAMG	CQXLVWKSHURPIOGNEYMDFTBJAZ	QJPOXSFNDVBLCRHWEYKIUMTGZA	0
main	55 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 77.1696481017 	G 	G 	1.0 	11 	0 	0.0 	LBIUAYZHJWNQFMRXCDVTPSOEKG	CUWJASKVQZBGEHTRNLYDPMOXFI	SUVHNPGLWCDJMQYXFIBOTRAEZK	GXAERYQMVHUODBFJPTSNKZLICW	KBLVWGMHJTNZEIPYSDQUOACFRX	FPRJCEHMVQDWBKULSGIXZTNAOY	PDMFNXKUAWCIOHGSJLQZBYVTRE	QUSZGLIPYRNCOHVWFDEJBATXKM	ZBOKLHEPDQIJMACFVGSXYNWTRU	YDBNGUXZPIVLKQTJCROSFEAWMH	HZSIMOAQXTNLRJCFUDGBWEYPKV	MTDLVHAGSUIJYZOPRNEFCXKQWB	BUQGMXFODHTKWCLSRAPZVNIEJY	DAGJQSEITBHUFYNMLVKXZWROPC	QRCSGHNFBOKYJDWLEXAVPITMUZ	REPAUXSIWGVKHJQYMLZNCTOBDF	WKLCOZUJQNEVAFBSMYTXPIRDHG	JDMKVXWRTNFSLBZHIQPCYAOUGE	OTVFNJLGUBDZCKPHREMSWXQYAI	ATZWCQOELVFSRPBXNGIYJMHKUD	MJDPRCFENVABOLHXTQWSKZUIYG	0
main	56 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 32.0105627489 	S 	B 	0.0 	15 	0 	2.0 	QLBTCDXIROUEGFZYVKMHNAPWSJ	BAINHFVOGPUXWEQRSMYJLZCTKD	KQPBWXAOFDVZTCMGHSJRYLIUEN	JUWZEAIOYLRPSFXBKVQDGNTCHM	XJBPECQHDLVSIKATURGYNOMZWF	JBXEPDKMZYVLRCWQNUHSGAOIFT	YQGCEZUTXSVDFJNWOPBALHKMIR	XGTHRYAKUFEZDWLQONCJSVIBPM	NQVGKLUPWFBRSEXYHOMTCJDAIZ	KFLIURZGHXCSEOMQVJBAPYWDTN	BJNSOYKCMWREXHGLUZTQAFPVID	PJVOFCLBAIRMTSKQNEUDZWHGXY	UAEOKMFIZQBPXCRLSHTGWNJYVD	JGXOZEIFYPSBRHTQLVWADCKNUM	GQJNMZDICAOBEWXUPVHLTYRSFK	JVXOUCEQRWBTSLPKNFGAIDYHMZ	YWMGRUPBSJTVKIENLCOFQZXDAH	ZOCGKEAMBLTXWVUHQNYSRPIFDJ	RTWUOEBVXAJLPMNKHZIFDCYSGQ	GQJWSMPKNZVYUEOCIDFLBTHXAR	CPGUSVITWLMAOEXNRYZHFQDBJK	0
main	57 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 269.104355416 	P 	O 	0.0 	13 	0 	2.0 	OPXYDEKSQMIFNULBGCJHTAZRWV	AEBOFWZNGVSUCQXYKILRTMDJHP	ZXHPQRWFGASIBTMJOKEYNVLDUC	HEVJGPRWZXQAKNYCSMOBDITULF	QIJOEHSLUFCAVDNBGTRYMWPXZK	EIZTUXFMNPKALRJQVDHOYBCSWG	AFNSCHYUZLREXVPTIJQKBMWGDO	KNMZWUVRTAGDQIYESHOPCXLFBJ	TIOFMLQYPDAJGCUZHSWKNVBERX	BFJVQZCWPDUXASLMENIGOHKYRT	FHISTCKQODZAXJGWPUEYVBMNLR	YJTNHEQKPZCWUDFARVLBMGOSIX	USMLDQCEKYZAVTIHJPBROFNXWG	ABDZRNGJOCPYVWQKLMEISUFHTX	MRHJYKOGIABUZEPSQLDFWCXTVN	OGTNFUYDSQZVJLRWBEXIAHCPKM	KRSNGIAFZLPEWJDHBVUQCTXYOM	BKCLJZQHFMXDITUGSEPVWNOARY	QDFZVGJBCESUTKYMONLWARIXPH	ICKBAENTOGRWFSVDYQMJLXZPHU	VXZQNYAFGLTSPWJCROHDBEMUKI	0
main	58 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 257.753379384 	K 	Q 	0.0 	15 	0 	1.0 	AZKLUEFTQNGCWOHIBSYPVXDJMR	ZLNDRUFJKOYCEXSMPWVGBQHAIT	GRTNJUDIBYHVEKWZSQLPFMOACX	NSHTAJCWBFXQEOYKVZMDRIGLUP	JDOYXWZPBERKQATIFSLVNGMHCU	FXCQOHESJZVLPKRYATIWBGMUND	CTUBEJOLSVXMPANZWFIDYQGRHK	HCKZMSRVWXQUFGOLNBPETDAYJI	ZPAJFTEHMQWOXLUKGCIRYSBNDV	TGKQJUIMZCDLYXHSNPVAWEROFB	UEKTJONMAGHRQWYBDLXZICSPFV	AOQNCRWHJVGPETXZKDSIYUMBFL	HZXTRAPQWMYGSKNFVBECOLJUDI	LYZATHFBGXDJEIVMWROKCUNQSP	XMEROVKBZSPJQGYILTHNUCFWAD	WHNBOTMQKRXUADIJYFVZSPEGLC	FWSDOJIAMQTZELBXYRKUNGVHCP	GAVIEDZHQPKFNRULWXYBJOSCTM	NQYEMVDBALFZOSJITCHRKGXWPU	SEUTOHIPQLYMVFKAGWJZCRDNBX	IKYVQEFALTMZRJOXWHNSBDCUGP	0
main	59 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 67.1213136881 	M 	Y 	0.0 	7 	0 	3.0 	SUCPGMQKFRHVAXEZTNBLWYDOJI	TDLMPWRSNVEIQYZHFKACGBJXUO	CPIUAWGMFYXHTVDKQRZSJLONEB	YAGHTKJBDWCMFEVPQSRUILXNZO	PGAQTBCDMXIZWOVNSUFKRELHJY	RXBKIHPGQNFDWLOCVYZAUSJTEM	ECWMFGDKSIVOQRTAXZYNHLUBPJ	UQXEOIYNCMTSHGWVFBJDRKLPAZ	MRCXQHVBDKITAEZLWPGFOSNYJU	TKULPNDMYBJAZFCESRHXGVWQOI	FZIVUKJEBMWRDSHTOQNCLGYXPA	HEFBDIOUYCSPLTNAXQRKWZJVMG	VEGNFKCMXOTDPARSILQUYJZBHW	BSDLAMFJTGIUNYZRVWCXEPQOKH	GJHDBOCFWISRZTMPXEULYQNAKV	XVMRIYWKJUBZPFCNSAQEOGTLHD	CSVFKGIJEUWDTHZRBYONMPLAXQ	QUGYBKNEXDCTLMJIVHZFPOARWS	RSBMHKPDNICOZUAXTEVGLWYJQF	OYBEWIKLANXHUZFTPSVGJCMRDQ	UOHPADXILVFBCZMYJNREWGKQTS	0
main	60 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 3.97897406198 	P 	N 	0.0 	18 	0 	4.0 	VKCEQZNUTLYARDMWIGBJSPXOFH	KXSHVEIOQDFAMPBRYUNZCGWLTJ	ZDMJLTKAYBECGOURFSQXNHIPVW	DSEPLKHNCIWAVROZQBTYMFJUGX	XOSFKHRINJYMUECAZQWPTGBDVL	FEIPQRJLMACYNTKHVOXGUSBWDZ	GWORFNMSXEKTYDBVZAHIQJUPLC	HZONGQSTIUBXPYDFKEWLCVMAJR	IOARKYNBZQVDXFECPLSGMUTWHJ	ZEHXYSAPOCQFILVWGTUDRNMJKB	PUHYTXLZBKWRNVASMGCQJEFDIO	OSLVHMXEGJTQAPNKBDRZCIYUFW	KOZUANYXIJSTHGPEQRLDWBVFCM	VIXRTHGAJCFNYLKPSDWQUZBMEO	BTQWLFAYINCJDRPOVMEKZXGSUH	JWGFMPSEBQVORNZHAXYITCLKUD	NXFTKUSQYHMVRWELIPDJZCBOGA	NOUKFSPHTZMAQGDLJRXCIWBEYV	QEDUYMFZHXNOGVPBCLSKWARJIT	UMWLSXRJGIVNPTFCQBAKEYOHZD	JGNBHVCZKUFLRDMXEYWPAISTOQ	0
main	61 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 3.74861935769 	Z 	M 	0.0 	20 	0 	3.0 	UJXKGOBATRPFLESQWNIHDZYMCV	CYKMEZVPGOJFRWSNAUIHDBTLQX	TBKZXOLRADWQUSPGJEFHMYICNV	DCHIAQOUTXYZRLPFEMBVJSKGNW	KUFRPCGBSNVXOTWQZLEDMYHAJI	YBEVDOQZSCWMRNLTPJIFHUXKAG	KNVZYUBCGPHSQMJFDEIAORTWLX	BCIHKTSRNUEQGJVFPLYDMWXOZA	OZMAYRPVGUHILNWTDBCSKJFEXQ	LJXURHGZFPNQDMAWOEKYBTSVIC	IQRGPOHBMJASLVKENWXUCTYZDF	PHRQBMSETYIZLNAJFVDCXGOWKU	WCKRVLXAJOPEDQTUFIBMGYHNSZ	LZDGXWYRAEQPJUFVMHNCSTBIKO	NWJLQODFBXTPZGEVSIKCARYHMU	EKWSHZLBCUXMJYNIFRTGAVODQP	BKGRQEAYXVUZDITJOCFMNPLHWS	HMZLTSXECVKRBGIFWYANPODUJQ	PQGRMIOTUHYXFALDNVCSJZBEKW	GKRJVPUFOMDLSNBTHXCQAWIYEZ	RFOSHTMVPZBYIWXKEJCLNUAGQD	2
main	62 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 220.827909358 	P 	U 	0.0 	2 	0 	1.0 	LRDVUFBSWONECKJMZTQIHYGAXP	JDAQBOIEVRHZGNFUXPLYMCSKTW	XINYZKFDUPVQMABWOTGREHJCSL	REXBZVYPNOMQFSIKWCLADUTHJG	KWDYZETHORVSBJFAIUPCLXQNMG	EFHGWXSKRPIAODYBLCJNQMTVZU	KCSPBLYTUVJZIDEHQOFNRWAMGX	USTYDBLKVZAQGNHOREIXCMJWFP	XFSEDGINCOPLHKTZYAJBMWRUQV	ULIMQCOBNWZTVYGRSFDHKPJXAE	MQOBWTPSYDFVRCUKZJIELNHXAG	YTJXEOCGIVKUBLFWPHZAQDMSRN	TXNEAMULIHSGBWCFYOJDVRKPZQ	SLFZKPNORBCJIYMUWGTEHQXDVA	XODHNVPCZAISUGEQJRKMLTWBFY	UNQDWMOPCHLTJZBIFRVASXEKYG	TZSBMIOEXGYLVDPQHFNJKAURWC	IQOAGPHNLKWXDJUVSMBYTZRFCE	IOUMFWGTXYPBKJSNZLHEAVRCQD	MVXKSZQIAEDNFLUJRPHOTBCWYG	QNOHPCEAMDYZLTBXWGUFRJIVKS	0
main	63 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 132.843075312 	K 	Z 	0.0 	16 	0 	10.0 	CSHUAYGXOEIPZFBVMTWJKRLQDN	DJLRABGNYFQHVKZITMXPUEOCWS	MWSGCXJIOANLREBVZDQPKHUYTF	DVMWTBCHOUKYQEPZLJANXGFIRS	ZPAEWIGODFURBXJHLYQCSVMNKT	HPZQUNYOMTXLFAJWSCREIBVKGD	USEYMPNOBFRVWHQICDLGKJXAZT	MECAXFSQIJNYKVGLZBPRWDHUTO	NMLPRVSUIWXAEKGFYCQDZHBOJT	QWUFYKMPRHJBSGAICNTDOZLEXV	TDKNBUSPVMGWZALEOXYHRQCFJI	MWAUXRVTEPHLQGFJSNKCBIDOYZ	LGWQHETVJOBCFZYSPDXKRNIUAM	UAYBIQWPCGDSRJEXVOFKTLZNMH	KWBVUTLMGDFRAXHCYQPOZISNEJ	RNEKHYGVZOIBSQPTAULJWXFMDC	ECAODLWGZNXFHSVIJYKMBPRQTU	TJVDMYBGNECAHWIQXUSOFLPRKZ	MNYTALZISQUJPEHRGWVXBKOFCD	JURIKEAPOLVTMSNHYFDBZWXQCG	TCGEUNVFYDHBAMQZXJRSPLKIWO	0
main	64 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 220.927049036 	S 	Q 	0.0 	10 	0 	3.0 	SUWCPHNBFYJGVKAQRIODZEMXTL	ZRIGNDFPCABUEYHMLWOJVSTXQK	DAFCOITWZXSBYEKRGNPLHUJMVQ	YSQNCAOZRLBDFHWTIGVJMEKUPX	CHWXLIDNTFKQROVZSGEUYMABJP	UWTQBRNOSLEXAGZKIFHYVCPMDJ	QONFHMGXTKZVPBSUDWYEAILCRJ	AXUZKDSLWGRBVIYJMQTFHCONPE	EMOHRTYPKQIUDFBWXAGCSJVNLZ	YKZTDFNBOJEGWCUXAPSMLQRVIH	ITNYCRJUMQHDSEPWXVOLZBAFGK	LUFAONTSDHVQGCIPBRJWMKEYXZ	VSUEJTYAOIDRKZXGHFCLBQMNWP	ACBSVQKENTRZUYOGXIHWMPFLDJ	JUBMEWHXFKTNOQLACIVRZSGPYD	KLHEBJUFZYCOIAVGRNWQMPXTSD	YREIFDNUGVJTSOWCXZLBHMAQKP	QDZVFEHBMNIXUWGYOCKJTLRASP	ZJSCDQLWUGPBFRHIKXVTYMONAE	WOYGQDMNVEZBIHKUFATPRJLSXC	UCJIKOGWFRVNSQHPEZTDAXBLYM	0
