"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"streamsPerRing"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"
"main"	40	"IK4 "	" oneCued "	0	" right "	8	180	"Q "	0	8	"P "	0	3	0	1	"ZSYRAFKXVGOUNMIDQLBHTEJP"	"AZDVJFGQIPYNRETOKXUMSLBH"	"IVSBQMTZFDEXHAUOJPNLKRGY"	"RUVYONHKPQJLTEBASDFGZXIM"	"VNLFARUHXKSMEPJODTZGQBIY"	"ZLYOFRNDUEBPAIVJHSTMXQGK"	"DZSRHYUPEMQJALOKGNBVIXFT"	"NFPMGHJDQUXKBAZTVSROLYIE"	0
"main"	41	"IK4 "	" oneCued "	0	" right "	2	90	"T "	0	6	"T "	1	0	0	0	"UQHLNXTGKRAVJEDOPIYMSBFZ"	"LUEASGHKXNZODBVQTFRPYIMJ"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0
"main"	42	"IK4 "	" oneCued "	0	" right "	2	90	"G "	0	6	"G "	1	0	0	0	"MVALYKGPSNIXBFZDJROQUHET"	"DRHUOTELZQPSXVMIBFGJYKAN"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0
"main"	43	"IK4 "	" oneCued "	0	" right "	8	180	"Q "	0	8	"R "	0	5	0	1	"LZVNYEIXMPUHAROBSQDTGKJF"	"HTQVDRYKZOLPXJGFUIEBAMNS"	"BSGONQDXEAZKVJITMPLHFUYR"	"BNMFTAHUPRSXVIYZEDOKQJGL"	"EAUVTKDHOBYLFZSXPJQRIGNM"	"BFUANMDYRQLZHIVEOTGJPXSK"	"UFMAYPJZVNSILBOTHREXDGKQ"	"AVQNXKYFIELZPODRUGHSBTMJ"	0
"main"	44	"IK4 "	" oneCued "	0	" right "	2	135	"Z "	0	8	"N "	0	0	0	2	"GIKBJTQFNLZSXUPOEVDHARMY"	"VSYHTPMGDEFJQROZUBNLXIKA"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0
"main"	45	"IK4 "	" oneCued "	0	" right "	2	45	"N "	0	8	"A "	0	0	0	6	"QLVIYHDMAFREJXNOSUPZGBTK"	"QRXELMVUFTGBAYSZHIOJNPDK"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0
"main"	46	"IK4 "	" oneCued "	0	" right "	2	0	"E "	0	6	"H "	0	0	0	2	"RGUXZQHNEPTLFIAYSKMDJBOV"	"HSNPBLYZODJGMKTAQEURIVFX"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0
"main"	47	"IK4 "	" oneCued "	0	" right "	2	135	"E "	0	9	"I "	0	0	0	-8	"SEDQGRBPLIOFANYVJMXUKHZT"	"VFYIOHRTQJXSALEPUMNKGDBZ"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0
"main"	48	"IK4 "	" oneCued "	0	" right "	8	0	"Y "	0	9	"T "	0	3	0	3	"HALBZGMFDESRIUXYJKPOVTNQ"	"DYAFTBEGOKLVQSIHNMRUXZPJ"	"ZEQLKYDUAFPSBGIRVXJMHOTN"	"NDRLAOIGZTHVYMJEUBQFPXKS"	"QENRUDPYXHTBJKAILSGVOMZF"	"YNQJORAULBPDSGIZKVTHMXFE"	"YDRLNHSPQFXIBUMJAOKTZGVE"	"JLPXESIYOMAFGTKHURQBZDNV"	0
"main"	49	"IK4 "	" oneCued "	0	" right "	2	270	"N "	0	8	"M "	0	0	0	-5	"OSFNYGJLMPXQZHAIRUTKEBVD"	"FHTLDGIZQPAXJVBKYURNEOMS"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0
