experimentPhase	trialnum	subject	nStreams	ring	resp0	button0	cuePos0	answer0	correct0	pairAngle0	whichStreamCuedAngle0	whichRespCue0	whichInPair0	cuedStream0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	timingBlips
main	0	Hubert	2	0	D	0	6	J	False	120	120.0	0	0	0	2	HOURNSJEDMPLQFZIKTYBXVGA	OMISDTYRZFNQALBKXHJUGPVE	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	1	Hubert	2	1	Y	0	6	R	False	120	150.0	0	0	0	2	DOFAMURTYBVGKPLJZQEINHXS	KYXPNTBAHLSFIDRMGJQUVEZO	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	2	Hubert	2	1	P	0	10	T	False	0	210.0	0	1	1	1	SKHMGLRNPEJTBIUZYXOFDAVQ	IJHFXOAQZGTPUSMRBELVYKDN	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	3	Hubert	2	1	J	0	10	Z	False	60	90.0	0	0	0	8	OGSXPNTFBDZYIRALHVJQMEKU	BFQDYJRHOUAMNPTZVIGKSLEX	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	4	Hubert	2	2	M	0	7	O	False	60	60.0	0	0	0	1	QASGUBLOMRFYVHKXDNTZEPJI	MXKBLDYVOZPNERHJAGFUQTIS	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	5	Hubert	2	0	P	0	9	J	False	60	240.0	0	1	1	2	PJTILOVKYSUEGZRHXAMBNDFQ	XLVGRAHMFJQPOIDKZEYUBNTS	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	6	Hubert	2	0	Y	0	10	G	False	120	120.0	0	0	0	1	KFAETHXMPSGYNOZDLVRBUJIQ	DLFIAUTVKEOJHSPXQRYGBZMN	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	7	Hubert	2	1	P	0	7	K	False	0	30.0	0	0	0	-1	SUREMJPKDNGBZHAQTYILFVOX	RLIXDAYMHTSBFJGOVPEUNKQZ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	8	Hubert	2	2	P	0	8	Y	False	0	180.0	0	1	1	6	XHTDUQRVKBFJSMPLNGEYIOZA	XKMUFVJSYDRQTGPBAOZNEIHL	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	9	Hubert	2	1	R	0	9	X	False	120	150.0	0	0	0	2	IKMYPQTBJXFRUANOESDHVLZG	JBFTEQZGXISKAHNPVORLYDUM	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3
main	10	Hubert	2	2	A	0	9	X	False	120	300.0	0	1	1	-2	MERXTYOHKIJLQFUSZBVNGADP	JEGQZPTALXKONMRBUHSYFVDI	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	11	Hubert	2	1	U	0	6	F	False	60	90.0	0	0	0	4	TXQHBPFNYDUKSZIREVGOAJLM	BKLPYSXHQOFDVRZEJNUTIAMG	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3
main	12	Hubert	2	0	J	0	9	H	False	60	60.0	0	0	0	-6	GARJQKVTYHDXUNBLSPMIZEOF	ZJMNRGEYIUHLPKBATSFXQODV	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	13	Hubert	2	0	O	0	9	U	False	0	0.0	0	0	0	-6	XEAOSIRVTUQHLDBMGPNKFZYJ	OGPAJZYLKETMNHUXFSDRQVIB	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	14	Hubert	2	2	K	0	9	B	False	120	120.0	0	0	0	1	PAXIEMVUOBKFGSYRQLZTHJND	UPBVFJRKZSANGLOIHDTMQEYX	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	15	Hubert	2	0	J	0	10	J	True	60	60.0	0	0	0	0	RAXGFYNIZQJPDTVSHULKBMOE	QNDOFATZUVEYRPHGBSLJMXIK	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	16	Hubert	2	1	P	0	9	E	False	0	210.0	0	1	1	1	QUTBGRZOFKLJSXEIAMNPDYVH	HOYZDNXSLEPFQJBIRGUKTAMV	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3
main	17	Hubert	2	1	P	0	9	B	False	0	30.0	0	0	0	1	FDHTKVXLABPSZQYRIMENOGJU	HNBAJRMTZPDSUOYLXEVFIKGQ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
