experimentPhase	trialnum	subject	nStreams	ring	resp0	button0	cuePos0	answer0	correct0	pairAngle0	whichStreamCuedAngle0	whichRespCue0	whichInPair0	cuedStream0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	timingBlips
main	0	18ZK4	2	1	M	0	10	R	False	60	270.0	0	1	1	8	ATOMHDEYZXLSPKQRGVFBJIUN	XZFOKLGPQSREYVIJBUMHNATD	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	1	18ZK4	2	1	G	0	7	S	False	60	270.0	0	1	1	2	GSQAUYMBXENHIPLDTJZFKVRO	KPIOQVBSLGMHAXZYNRTEUFDJ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	2	18ZK4	18	2	K	0	9	P	False	120	120.0	0	0	14	3	POVDAHNFUXLRQBKJSZGETIMY	YTJRXOKVZQGLIPFHABNMDEUS	OGIFXSKADHVRNQPZTJLMBUYE	NJZGPMIQYRBFVDXTLAHEOUKS	JOIXGZERLMYFUHQDTVKNBASP	RXUOMAHEKSNBZGFIQJPLTYVD	QKZRIGTPMVJAOBLHDYFUESXN	KIAOTJEYSBNPUGDVRLFZXMHQ	MZJXYRGBUPSKFHIVAOQELDNT	SLPQDFAJBNRKMYVOZXITEHGU	IZSQNULGDEMHVAXOJRBPTKFY	NIQUGMBLPTHOXESFJDRYKVZA	MNUSEFVLTKGYARZXJIHPDBOQ	KABGTRFLPYIOSQDUMJZXHVEN	YOXNHJDEFPZVKBMRLISUTGQA	URXZNVYQDFMKBTSOAEILGHPJ	BMHYAXRZJEFLSINQUOPTDGVK	XGIYDKPREQABJTZUVNHOMSFL	0
main	3	18ZK4	18	2	P	0	8	Y	False	60	60.0	0	0	13	3	VRUNDYHTKIMLZPOGSXQJEBFA	YVTOGMRUIBSNKALFQZDJXHEP	TOZGVLSRAEYFXNKPUJDHMQIB	ZQSTGVONYJEFMIDHLBKRPAUX	PQJFZDOLBEHGTNSIXAMYUKVR	KUJZFEHMSLDAOVINQRTGYBPX	AUMJNEYQGFIDZPLXBRTKHVSO	KJZNXSPTBDQLAMUEHRFIOYGV	JBQLOYMSHFRNAIPVXTUDKZGE	SQYJFHBTXPRLZVUIMADOGNEK	IMLSKUYOJRGHTZXVPADFEBNQ	ZRHKOMGNEVJQIYTLUFPBXSAD	TFAUHZRQVYODBXEPSGLMNIKJ	TKQJSHANYOFPVDIBEGRZLXMU	HQELDPGKXNOTJAMIVUBSFYRZ	PTJOGNBQZSMIYHKLVUAFERDX	NSVRUIZHFTOGMAYPDBQKXLEJ	VKMRJXESUNDZAOPTYBIGQHLF	1
main	4	18ZK4	2	1	B	0	9	F	False	120	150.0	0	0	0	-2	DLYSMUPBEFGZNJRAXQIVOHTK	BIPZJVMOQSGFLEYDTHAKURNX	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	5	18ZK4	2	0	M	0	7	O	False	60	240.0	0	1	1	2	UIJXYGMERPBADVOKZLSTQFNH	FVIQLJROAMYKNUZBESTGPXDH	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	6	18ZK4	18	1	O	0	8	J	False	60	270.0	0	1	10	2	SXAMLQDRHVPNOYGTZFIEUJKB	VAJHNPUXODIMYBEKFSQRGZTL	JLVTODSKGMAQPFIXUNYEZRHB	NQKXRJDOIVFTYESHGPMABLUZ	JGXAHVDYTQRZBKMSPFEONIUL	HJYNZEFVMLAXBUKDRTQSIPGO	HFXPVKGNOQMZUYRSABLJDIET	HQOXYGILVEFRMBTAJUNSKDZP	FHGQNKUPYSEADZRBMILTJXOV	HRDYTBNUFOKPJSAGLZVXMQIE	FYSEMLZDJVOGNKPUAIQTXHRB	VKURFDTLEYAXQSPNJHBZOGMI	ZYNVTEDOSJKUHPFRBQGMIXAL	MUALKDEYHTXSRGPNQFVJBZOI	JREHSITNZUAXOVKPFDMGLBYQ	HSNUXGRLJTAMDIPBYVQFKOEZ	FEADOMXZUPSLIBHNVTRQKGYJ	AMIRTUHELNKFPGVDXJYSBQOZ	1
main	7	18ZK4	18	2	Q	0	9	J	False	0	0.0	0	0	12	9	AMVKJPQZXDFSLGRITEHYUNBO	ISGEDTZNAJOHFYPURMKLQBVX	BUXEYZPGMQRLNJDKSHOFITAV	EPAYTLVGIUDSJHZQKXBRNOMF	OLFSTDEJQXINKHUBZYAVMRPG	OKIBJPAUYXRVDMLTSHZEGNFQ	XYJRIADEVKZUBOGLTFMPSHQN	GLKIDBOTMZVNXAFHUSYRJEQP	GYIULDJESXTAQVKFNMHPBZRO	RBSHOYAGIVLEJPNDMXFUKZTQ	ZGTMYFABUPDIOLJREQKHSXVN	SHPMDOQXFVAGYITUEZKLBNRJ	YKLEUXTZOJGBSNFMRPQVIAHD	QYNXOGETAJBZPVDLUSFIKHRM	BZKVHLQPUNTIOSYEGJXRDAMF	DBKGVOQXJLRITFSHZYMNAEUP	LIAZSBKYFDOHPVJUMEGXTNQR	YIXPZLRDVFHSBUOAJQKMNETG	1
main	8	18ZK4	2	0	S	0	8	H	False	60	60.0	0	0	0	5	UVXTZPNBHGMKLSQOAYEJRDIF	DPMJLHAKBIFXZVRESOQTGNYU	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	9	18ZK4	18	0	N	0	7	K	False	0	0.0	0	0	0	13	EQUYBODKMLHVSZXFGIARNJTP	ZLVJKIHSQFXGTUAEOYRNDBMP	XSBEQHJRNYLOGZIPKTDUVMFA	ZKOFGDINTQSERPVLJBXHYUAM	DXTYGASMKVZUIERPJFOQBNHL	DAQBGEIKXZUYSVFPTRMNHLJO	KXAZODFPLBNEUHVTRSMIYGQJ	VYBOAISDPQMKNTUZELJFGXRH	FXOQMSKAUYBHZDEIGTNPRVJL	KRBNHMTPGEQXYUAVLIFOJDZS	BNMOSPYKFZIQDELAJUTXGHRV	DRZQMOAPYXELNUGJTHSBIFVK	ISVJXYRZTAUHMOFENLKBPQGD	NIAOBGPTMXKRUQDJEHZSFVLY	PDLGYFUNSTARZBVJXMQOIHKE	ETHUXRNJODMASIVPLBYQKFGZ	EFTPSNABXOMIUKLRQYZDVGHJ	PTBGKVNZAMUSYXHLQJIRDEFO	0
