experimentPhase	trialnum	subject	nStreams	ring	resp0	button0	cuePos0	answer0	correct0	pairAngle0	whichStreamCuedAngle0	whichRespCue0	whichInPair0	cuedStream0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	timingBlips
main	0	18TR1	6	1	S	0	9	O	False	120	150.0	0	0	2	1	NMUIRABSFKDVQLTPOEGJHXZY	IQMHJOLBUGYXRSVFTNKEZPDA	LMFKZJRVPOSUHDXITEAYQNGB	PKVYQROTZUFDHGJIBALEXNSM	QRBDKZTUXJPMIONFHAGEYVLS	MEHIOZLFUTGKJYSQAXBNVPDR	999	999	999	999	999	999	999	999	999	999	999	999	0
main	1	18TR1	6	2	O	0	7	H	False	0	0.0	0	0	0	2	TZBYKXFHEOQSVIRNAMDUJPLG	GQLIFUDHEONPJYVBXTMSRAKZ	YJVTHPMQUKOXABZFNESIRLGD	EVASTXUPBHORJFQKGDNLIZMY	NHXLGBJIMDRVEOSAPFYUTZKQ	LYKHQBNGFTORAESJIUMXDZPV	999	999	999	999	999	999	999	999	999	999	999	999	0
main	2	18TR1	6	1	V	0	7	O	False	60	90.0	0	0	1	1	TZDHBQIPUOJXYNGFSKEMRVLA	PNDGKIAOVRMTZQHEXLSJUFYB	PFIAGDLXUSQKZVNEOHBJRTMY	KTAOERZYLNUVXDHBSMPIFGQJ	APNTHMYFJXRVSOEKDIBQULZG	LIPDSABQMEJXZGROTKVFUHNY	999	999	999	999	999	999	999	999	999	999	999	999	0
main	3	18TR1	2	0	X	0	6	A	False	120	120.0	0	0	0	1	GOPINFAXHUQTYELZRSKDMJVB	MANHVKDISRJOFPYQETZLXBUG	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	4	18TR1	2	0	G	0	7	G	True	0	0.0	0	0	0	0	LKRDBQZGTENIAXHFVPUMOYJS	XFMTLJAGSYHEKRNIVQBDZUPO	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	5	18TR1	2	0	N	0	10	X	False	120	120.0	0	0	0	1	HPVQUOEMITXNKLYZSJBRFADG	HEZTJOXPYAUSGKLVNRBQIFDM	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	6	18TR1	18	0	O	0	8	H	False	60	240.0	0	1	4	-5	FEQBSVTOKYGUXRPZDJHALNMI	MKNSDGFOYXRTZHPBVJLUQAEI	IAEUJPNTRXZLMHBVFSKQGDYO	DXJOQENZKVMFBTSAUPIGHRLY	MSYOXGKZHDRUVLJFEBIQTNAP	RZYOILXSUNFVBDAPJMTKEHQG	DGOBHEKMTYJNRULSQPIZXAFV	DHIUXVMETLFOQYRGKJNPSZAB	IBGKTHOJLMXAPNFUZSEQDVRY	IOSXGETVZNQLBFJAURKPHYMD	GPNLOMTEZRJKXBAHDSIUFYQV	SMDPHTRBEJAUYXZKVNQLGIFO	FSPHZRNXATIVKOYJLBUQDEMG	UHOVBMPSJLQDTZGKERYAIXNF	UTSDIQPNXZVRHKFOYJGBLEMA	NVIOBAUMYFZTGLXSJRDHPEQK	ANMERZBVUGQLXYKSDJOHTIFP	GUODJRHTPLSFKQBIAEXZVYMN	0
main	7	18TR1	6	0	P	0	6	K	False	120	120.0	0	0	2	1	ZMXRKBJSUDTPGAEYOFVNIHLQ	TMSBDXEJAKQOLIYFNPUVZGHR	FQVHUIKPMGJTDBLSRXYAZEON	RNJBLVOXTAIYGHFQDKMZSEPU	YGROTKJPEVBHXLUAMQDZSINF	JFXULYPSAVGTBMZINEHOKDQR	999	999	999	999	999	999	999	999	999	999	999	999	0
main	8	18TR1	18	2	B	0	8	Q	False	60	60.0	0	0	13	1	GTJLKQBAPEOUHSIZXRNMYVDF	JMGUIRXADQNVOBYLFPSHZKET	XEQTIVMNPGJUOKZHLRBSDYAF	JPMSZXOAIUTVKNDHRFYLGBEQ	ETGUPVBZMYXANIQKOLJFDHRS	XGHSKAIBYDZULTJQNEPMROFV	RDXGHOQUZIFLPEBNJSTYKMAV	JTFNEGKIRQZLXPBSOVHUADYM	ATENMJFZRQYOUXDVPBLSGIHK	QHUVXYREJZDGKFBASTMOIPLN	LGFRQEHMBNYKJITOUVZXASDP	OUKGHRFIEPQXVNDSZJYABTML	ETNMYJFBORPIGLQDSAZXVUKH	YKEZRANGQBDJVLOUPTMSIHFX	IUVTZRPNASJBLEFOMQDKYXGH	LYROSKZPIGVUDTXAMJFBEQNH	PSUIDYVJKTROMBQZFNGALHEX	LSJUYPQBMONTKDAEIHZVXGFR	0
main	9	18TR1	6	0	Q	0	6	Q	True	0	180.0	0	1	3	0	GSQFXNAIRZVKPOUDMTHBJLYE	OBMJGNSTIDFYAHZELUQKRVXP	LZPFOKYVEBQNDGMTSUARJXHI	TLXPABQIYMROHNFSUVGJDZEK	UQNTLBRDVAJKZPEHSFYOXIMG	ISTBGDZRHKOFQMPLEAUXYJVN	999	999	999	999	999	999	999	999	999	999	999	999	0
main	10	18TR1	6	2	X	0	6	I	False	60	240.0	0	1	4	3	SXQKGNAHJLFPTYDEBOMUZIVR	ZVPDNTAERJFSIYXOLMQGHUBK	XDGFSKOBJQHNEVRMPTYILUZA	PTFIBOQURMJLNSHEZGAXVDYK	GNPZDVIKJXOEYLRABQSTMHFU	GKNRSDVITUHZYOMAPELXJQFB	999	999	999	999	999	999	999	999	999	999	999	999	0
main	11	18TR1	6	2	R	0	10	B	False	120	120.0	0	0	2	-10	THNFEIKAYQPSOJUDRMXVLBGZ	HSTQZAGYRNKJOLFEUMBVIPXD	RIXKSJUAYDBQMLTZNOEVGFHP	UYFPRMXLGBKJIVDHSQOEZANT	YGTEQSPFNRHUXMODBJIVKLAZ	IVTJPEFMUZDLGXYNHRKBSAQO	999	999	999	999	999	999	999	999	999	999	999	999	0
main	12	18TR1	6	2	B	0	8	F	False	120	120.0	0	0	2	-1	VJEOADSGPMFHYRLKTBNZIQUX	EVBAYNKFJTIOMSHXQLPZRUGD	TVIADGLBFUEJMXYRZHPKSONQ	PAUKSZFXYTLGDREVNHJOMBIQ	FLEGKAIYDBMNJQVXHTOUZPRS	DFGXEPBZAHVQYSUTKRLMIJNO	999	999	999	999	999	999	999	999	999	999	999	999	0
main	13	18TR1	2	1	B	0	7	K	False	60	90.0	0	0	0	16	ZLEAQRJKSVTNDYFPUIHOGMXB	TVFDYEUBSARQMPKNIHLXZJOG	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	14	18TR1	18	2	K	0	7	L	False	60	240.0	0	1	16	2	FXBKGAILNTSYMHJEVROQUZPD	DZOFVEMJSLQRGKTBXAUIPYNH	MVQEGZDLITAFHKXSUPYBROJN	AUBQYOJTFDZIMPEVGLHNKSRX	NVAQHMSXFUBPREILZKTYJDOG	HVTENMQFLZABIJOPDRKYXSGU	BGEYFTPXLKMOVJQZAHIDNSUR	BMLHDVQEXSTZNAPOYGIRKFJU	ZXVOQTPYGDABHMJLNIKFRUSE	JHQERMOLVXZYGTBUDISAFPNK	FVIGPNSOMLBUTXARZDYKJQHE	VBSGFOJKUTHRNAEQIXYDMLPZ	PUNDSAZROMGFIKVLQYJEXTHB	QIYGNRBZLJHAESMDOFVUTKPX	FJLHDAZKREXYNBQVOUTIMGSP	TALHGFIDKQMEOYSXVRUJZPNB	RGVFYSBLTKXUHQNAOPZDJMIE	SZUGNRKYIXQVODALBHTPMJFE	0
main	15	18TR1	18	1	Y	0	9	L	False	120	330.0	0	1	11	1	EAGXZBRPUDMTJLVYIHSOKQNF	JPVKUISNDMOARYQTEBHLXGZF	RTHMFUIOBSANPLGEQKVDJZYX	SIYOZGMRLHKPJAVDTUQXFENB	UNMKHAFVRDXOLZBEGYSQJIPT	QGXSLZYFKRMHTEIPVBJUDONA	PNUERBSMZAIOFTYXVQDLHGJK	RFZBQKNMXIPTAHDLJYSUOGEV	EDPMKSYLAGNUTBIRHZJOVFQX	TUNREMKSOZPVDHIAXGJBFQLY	FTJORUAVILBYPNKDXGQZEMSH	GFZETPMKSLYVDAXRQBUOJHIN	MSLIORDNBETVFZQHPXYJGAKU	KRNTPQZIVGMLBYAHUXOSJFED	HLDPUZBIAEOTJGYKVNSQRXFM	QRULNFYHTMBZGSOIAJEVKDXP	UFAVQDRHJIZBKTYOLXMEGSPN	EXVZDPULRFBTJYIMNQGHKASO	0
main	16	18TR1	2	0	S	0	9	S	True	120	300.0	0	1	1	0	MIHOJETRPBDLFXZASVQUNKYG	PNYXGUEJMSTAFKQIDLRZBHVO	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	17	18TR1	6	2	B	0	10	F	False	0	180.0	0	1	3	-2	TSIJMAXNGHLPDROFKEBYZUQV	UDTQSLFRGAIJBKEPYXONMHVZ	QNEVHUYPABTSGOKLMDZJFXIR	TQJEXALVBNFDYRMKIOPUGHZS	AVYFNROEZJXMSKIGBQHDPULT	BYGQLSIEZRMKTUHJAPDXOFVN	999	999	999	999	999	999	999	999	999	999	999	999	0
main	18	18TR1	6	0	S	0	8	N	False	0	0.0	0	0	0	1	RYTBFJQONSGMHPAUILVZDEXK	TDFALVSYRJXNQZBOUIHMGPEK	GQPVJILDNXMFZOKUAEBHTRYS	XPVJEQABODFYNUKZHRTLSMGI	UBNMIGYLXPTZSKQJDAVRHEFO	AFKVOYMSHGBNDRJLZPQIXETU	999	999	999	999	999	999	999	999	999	999	999	999	0
main	19	18TR1	6	0	X	0	10	E	False	60	60.0	0	0	1	1	QEPVJHIYOTSAXRBMDGKULFZN	OHNGKYVBMSEXUJFZTDALPRQI	VAUXJOTIGFEZHDPYBLSMNKQR	EZBLYJUTNDSIQRKFVOGMHAPX	EIDBNFKVTQARJZSXOGPMLYHU	PEJQGUITFRBKXSDZNHYLMAVO	999	999	999	999	999	999	999	999	999	999	999	999	0
