experimentPhase	trialnum	subject	nStreams	ring	resp0	button0	cuePos0	answer0	correct0	pairAngle0	whichStreamCuedAngle0	whichRespCue0	whichInPair0	cuedStream0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	timingBlips
main	0	18EB3	2	2	N	0	6	N	True	0	0.0	0	0	0	0	MHOAILNVPDQTRBGEFZYUJXSK	YBJERIDQUMKOGFAPTLSVXZHN	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	1	18EB3	18	0	N	0	7	M	False	120	300.0	0	1	5	5	BGZHKPNJSDIMYRFTUOQVLAEX	XDZVQGAJBHNIRKYOMUPTELSF	FDMEJTNXASORHPIZBLVGQYUK	YLMURZADFBQOTJEGKPNSIXHV	KTQJFREPMIBXOSHLVNUADYGZ	DJHSQFGMAEZTNLIOKPRUYXBV	NOTQHYZUXLDEVGPARFMBSJKI	FJBHVEORXALIQMZGKTDYNUSP	ALXNJGQPUSOTHKMRIVDYFZEB	QNTXHDPBUKVGOMALEYJFZRIS	XUZJGSFVRILBHOKPAEQYNDMT	BZMUNIVFGEHKDYOLTAXQSRJP	YVRTOUBSJGZEHMQDXNLKPAIF	FRKDTIENBHLJYZMVSXQOGPUA	ZVGBALOKDUQSFTINMREXPHYJ	LHMSGQPTRIUEZJXDAONKYVBF	VDHBTGEXQARFSUIKOPJZYMLN	IYRFGBUDNZEAMLHTPKOQXJVS	0
main	2	18EB3	18	0	N	0	8	P	False	60	60.0	0	0	1	-3	RLVNJAUMPKITGXYSFDOZEQHB	YJVOENBAPILMRKFDGZXTSUHQ	HLAPTMVYFNIUDQRZEKSBXJOG	NDYAULVRSQKIMBGXJETFZHPO	LSXEZMFJAQDOBTKPVYNRUHIG	XKZPLHYBUQOIRFSGAEDNMJTV	HRPFIOEMULZYJVDTBSNXKGAQ	AJZQNKUSHOBVLTIGDYFXEMPR	XSQOVHLKFUIBTNYRJDPMAEZG	HDBMJELUOGKZFNAISTVPRXQY	VTDUJHKBAPSELGOZIFNMQRYX	DUGYOMNHEVISLTXRZAKJQFBP	EJAIKVHGQLYZSMDOPBTUNRFX	UDLZMBQTIGPVRHOAKFESJNYX	MQGJZYNXKFOUDBIRHPVLEATS	IRJSVNEMTFAPZQHLYBXUDKGO	JKVQHUXEDSTPYFZGRNBMILOA	VJKPSDTGMFHXNOQEBURYLAIZ	1
main	3	18EB3	18	0	N	0	10	N	True	60	240.0	0	1	4	0	XQPJLVFZDHBKSRMUNAGYTIOE	MQPKIBZXGVJSYHNFLEOTUARD	FNEBQYLIDGOZKVAPXJRTMUHS	MLXONZHDTPGFBRAQKYSIUEJV	IPVUZTLROFNGXMEAHSDKQYJB	ABNHRPUXFTKGSVZQYELDMJOI	GULRMTOQSAZXNDBIJFPKYHVE	AQDELTGSVPZNOFKXHMJYUBRI	TSRHDZIMOYJNFPUXQELAKGBV	QEYBRPDSKALFUIJMVOXTNZHG	JSRTUQKHIYFBVZDMGEANLOPX	XBOZJTVHIUYMLQDSFEANKPGR	KRNDQGBXIAJTOEMYUFLVSPHZ	JIBNAEFZMLSXYQDHROGPKUTV	EXTRPIVSGFLKHZMOBUQANYJD	XKPHEDIVMURTJSALOQFZBNGY	GPEZXDOIBSVYUQRMKALNJTHF	JYSFTGRZHKQEMADBPILXNOVU	0
main	4	18EB3	18	0	K	0	7	V	False	0	180.0	0	1	3	1	VAYMSLDRIQKTJUXZGNEPOFHB	DUTEGVLQMKPHZXAJNSIYBORF	JYOGVBQTZEMRKLUAXIHNPDSF	DMTSOGZVKUPNXFLEIABJYHQR	ZNJPURLMQEKTXYFVOBGHDAIS	HQSMPIKEOJNRTDGBAFXUZLYV	NHDYARBOSFVZKJEQGXTULIMP	KATRDGJPLVYHENSQZXBMFOIU	JZBHEUTYROFNAKXLDVQIPMSG	RDHMXIZVJQBGLFOTSNAKEYPU	NKFGYQTMHOPUIEJBRSVXDALZ	NVMBTHIAGPOUDJYKSRXQELFZ	ZNQDILRPKFUBSXMGHATYVOEJ	FJODRQUGKISLEMBYTXHNAPVZ	QGFHKEMBIXJDYNSVLTRPOUZA	ZTFGANIBXVQSMLDYJKOPHUER	NDUTXGBQKHSVOFLAJYMREIPZ	AVHFIGRNMEQBLOTUSYZXDKJP	0
main	5	18EB3	18	1	M	0	8	B	False	0	210.0	0	1	9	8	AKTSIPUDMZJNXQRVGFOLEHBY	HTFYMZKBIXQUEDNSJAPOVRGL	NFBAYOIDKMXQTPRUEHJLSVZG	FXDGZUMVYSKIRLPANTOEBQJH	MAFIGYTHSPUEZVNLOQXJKBRD	DYRHZVMPKUTSEFNBXGJLIAQO	TKYMEQFNUSHLOGRXDJABPZVI	VPILXMTKFYQOGRBZEUDNHSJA	KXADNGMRUFZHYJLIQTPVSBOE	ESPZKIVGBLRNJAOUMHDFYTXQ	LUZVNREAXFBTSHMYDIJQGPOK	KBEXOIMSPLUNTDQGZHRVAYFJ	FJRSQXHPYVDKMUOLEAITZNBG	USVDAQBFPRTEOXNHJKGLIZYM	XBDLFIAHZRGOYEJUQSVTMPKN	QXFIEMOULGBYKJZNTPVARHDS	ZAHDYBIFLGPSXMTUJQEVNOKR	ZESUFDTGOQINPYVBJLRKAXHM	1
main	6	18EB3	2	0	P	0	9	Y	False	120	300.0	0	1	1	-5	JDUQINAFOZKBEMXTRYVHLSGP	RDIOPXKUFYHMLGNZJBEQSAVT	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	7	18EB3	2	2	E	0	7	I	False	60	60.0	0	0	0	2	MLJVKQSIRETXONDAPBHZYGUF	HRJAEBLFMSXOQVTGYDNZKUIP	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	8	18EB3	18	1	A	0	9	J	False	60	270.0	0	1	10	13	HUZIQXASFNPVTYOKLMBEGDRJ	BFJPRUHNZEKAXVOIDYSQGTLM	EKFNZXUIMTJOPYHRBGSQLAVD	EZMQTBPUVODNXSHFJKIRAYGL	BZLEFVDONUJXPRMGAHSKQYIT	HUJGOKAPBRTNVEIXYSDQLZMF	QJEPGSBLFKATUXRIZMVNDYOH	TGQPVDEYKNAXIOHZMUFRSJLB	BYMETFRVQJZSAUPXDLOKNIGH	EGJYARPMUINFOQHZKLSXTDBV	EDMQTZPNKJBXOFVHIUSYLRAG	LNRJDAQTFSVZPBOIHYGMKXUE	OQMARVKFZSNUYHEJPTDXGILB	VEUABINKOSTQMDXLHRFGJZYP	GALTONPEQIKUYVJBZSRHXFDM	FSGVNZPIKOJRUTYXDEBQLHAM	GYVZSPLHTDXKJNUBOMIFAQER	ALSNQJROMTEKDBPXVYIFZHUG	1
main	9	18EB3	18	2	M	0	9	U	False	120	300.0	0	1	17	9	OKFXHQIGEYTSLUZMRPAVJBDN	GRIQKZSPLUXNJHTFMDAOYEVB	BFLVUNXOTSKJRPIGEHZAYQDM	RUEMXKATDHLOQPJBFGISZYNV	GXEUMVHAOIPQFNLSDKZBJTRY	FVUIGSHAZTMDERJPLNYBKOXQ	RIUQHOYTDKMEBNFPSZAGJXLV	MRPXKIDGHTALFENUVJQZBOSY	HDQEAZPVLONRGMBFJKYUSTXI	XQEKJVZNLUMRGIOHYAFBDTSP	GPLJQAEIDHTBRSFOXMVKYUZN	RHGMNKILBSEUOPQZTDVXYFJA	EGDAJKBRVMOYIQFSUPNZHTLX	SQVTYEGUXRMJOAHBZILDPNKF	GZISPXVQNYDTEMKJLAHFUORB	XUQGRZLATEMSPNVOBIYKDJFH	BZRMVLIYDNAJHUFPEQOSGTXK	PXJVQOBSDUEAZGIHRTMFYKLN	0
