experimentPhase	trialnum	subject	nStreams	ring	resp0	button0	cuePos0	answer0	correct0	pairAngle0	whichStreamCuedAngle0	whichRespCue0	whichInPair0	cuedStream0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	timingBlips
main	0	charlie	2	1	U	0	8	B	False	0	30.0	0	0	0	10	PFYSNKRQBJOLITMZXDUGVEHA	QUYOHSZLAXBFPDIJTVEGNKMR	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	1	charlie	2	1	M	0	10	M	True	60	90.0	0	0	0	0	IFEDOSGYTLMAPHXJKRVBQNUZ	HUBTZPSFDJXLIAERYKNVQMGO	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	2	charlie	2	1	S	0	6	D	False	60	270.0	0	1	1	-1	DKGMQAVHFOXYTBIUSPZJLENR	RVHNPSDEFOUZGXYMKJBQTILA	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3
main	3	charlie	2	2	G	0	10	L	False	60	240.0	0	1	1	1	JZSLHKGIPFURNEVQXDMABOTY	HFOYIVXQMBLGJRDATUNKEPZS	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	4	charlie	2	1	P	0	7	L	False	0	210.0	0	1	1	-7	SNMOEBTPIQUZXVGARJLFHYDK	PGSVQFOLJKXHMIUTZRBEAYND	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	5	charlie	2	0	P	0	7	R	False	0	180.0	0	1	1	-3	VONFYXUATLJQDMEZHGBSKIPR	XTKZPUBRLMYHAQFGNDVOSIJE	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	6	charlie	2	2	P	0	8	S	False	60	60.0	0	0	0	14	NRBHYZTVSIKOUEFJAGLDMXPQ	DITXOKRLANVHGUZQYFBSJMPE	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	7	charlie	2	2	Y	0	8	K	False	120	300.0	0	1	1	3	XKNIZDVFURTBEPHLGYMJQSOA	LANZXBIFKTQYVMSDUOHPRJGE	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	2
main	8	charlie	2	1	X	0	7	N	False	120	150.0	0	0	0	8	JZSKHMVNILTGRPBXUODAFQEY	QMPXYKLUSFDVNIZRAEBTHJGO	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3
main	9	charlie	2	2	P	0	9	S	False	60	240.0	0	1	1	-8	IBFPUSNMGAYJTVZOERXKHDQL	QPJFZGXAYSIKBHRMLUOTVDNE	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	3
main	10	charlie	2	1	X	0	9	Q	False	0	30.0	0	0	0	2	NSMDEKBPTQYXHVUFZRLGOAJI	IFOYPDHGTAVENZQUXLKBSRJM	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	11	charlie	2	1	M	0	8	S	False	0	210.0	0	1	1	7	EFNSIOMUGHKLDJRQYZXVBTPA	THLQVIEFSJRAKUYMBZPONDGX	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
